tax_id	superkingdom	phylum	class	order	family	species
1773	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium tuberculosis
1662029	Bacteria	Verrucomicrobiota	NA	NA	NA	Verrucomicrobia bacterium CG3-38
44933	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas cupida
29573	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas halophila
1223519	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea tanensis
1223520	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea thailandica
1223524	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia cinnamea
1223547	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia rhamnosiphila
1045010	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
408172	NA	NA	NA	NA	NA	marine metagenome
61150	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas peptidolytica
668	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio fischeri
320497	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neoasaia chiangmaiensis
58095	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
758802	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium litorale
102107	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus mume
1162814	Eukaryota	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Psychotria gabriellae
9031	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Gallus gallus
58824	Eukaryota	Arthropoda	Insecta	Lepidoptera	Pyralidae	Plodia interpunctella
30521	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos grunniens
5855	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium vivax
46245	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila pseudoobscura
7029	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae	Acyrthosiphon pisum
367775	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus gattii VGI
51511	Eukaryota	Chordata	Ascidiacea	Phlebobranchia	Cionidae	Ciona savignyi
344612	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus clavatus
331117	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus fischeri
5059	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus flavus
1035308	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter sp. FTH1
507601	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma gondii
30069	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles stephensi
1117706	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio aestivus
4100	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Nicotiana benthamiana
1210518	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1210521	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1117707	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio quintilis
634439	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio marisflavi
1216006	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio aerogenes
1117708	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Marinifilum flexuosum
1220551	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus chromogenes
7240	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila simulans
490067	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
2788	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Neopyropia yezoensis
1263756	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263758	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263760	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263761	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263762	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
1263763	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
722438	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides pneumoniae
9544	Eukaryota	Chordata	Mammalia	Primates	Cercopithecidae	Macaca mulatta
1200281	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria mediterranea
1208577	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria mediterranea
1281900	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria mediterranea
1200283	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria mediterranea
1200284	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Falsiruegeria litorea
1226633	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium necrophorum
426418	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora tritici-repentis
1292388	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1292389	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1210520	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1292390	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
1292391	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
441959	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces stipitatus
304767	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter sp. E1
59799	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Angomonas deanei
59800	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Angomonas desouzai
1003336	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Strigomonas galati
28005	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Strigomonas culicis
5657	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Strigomonas oncopelti
641524	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium qasimii
1323660	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1324326	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1324327	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1324331	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1389422	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae
1389423	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389424	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389425	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389419	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1389420	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1417796	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
1390076	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390077	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390078	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390080	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390081	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390082	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390083	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1390084	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pyogenes
1418117	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1417991	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429883	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus luminescens
1429878	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429879	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1429881	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus aureus
1349	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus uberis
520	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella pertussis
13373	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia mallei
9481	Eukaryota	Chordata	Mammalia	Primates	Cebidae	NA
511145	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia coli
9913	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Bos taurus
6239	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis elegans
496924	NA	NA	NA	NA	NA	fish metagenome
582	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella morganii
559297	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces dermatitidis
1681229	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces gilchristii
624	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella sonnei
1714265	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella sp. KGM-IMP216
526221	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium alfalfae
1463165	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella quasipneumoniae
1351	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecalis
135461	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus subtilis
3689	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	NA
95486	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia cenocepacia
561	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
1639	Bacteria	Bacillota	Bacilli	Bacillales	Listeriaceae	Listeria monocytogenes
3754	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	NA
1561	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium baratii
29497	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio splendidus
817	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides fragilis
1912098	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 024
1912099	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 026
1912100	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 029
1780	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium malmoense
110505	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium heckeshornense
1131	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus sp.
1917166	Bacteria	Cyanobacteriota	Cyanophyceae	Thermostichales	Thermostichaceae	Thermostichus lividus
67827	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter werkmanii
1927134	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella sp. CMUL 031
653446	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Blastomyces dermatitidis
664263	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia triticina
664264	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia triticina
72407	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae
41413	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus glaucus
727	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus influenzae
7227	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila melanogaster
471	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter calcoaceticus
225117	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus x bretschneideri
1874	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora chalcea
210	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter pylori
111784	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Reinhardtius hippoglossoides
28144	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
211968	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
584	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus mirabilis
6252	Eukaryota	Nematoda	Chromadorea	Rhabditida	Ascarididae	Ascaris lumbricoides
2507567	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae bacterium NAS3
2035343	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium eburneum
4577	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea mays
76912	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Zea mays
1302548	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Diaphorobacter sp. DS2
28450	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia pseudomallei
34085	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella anatipestifer
1396	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus cereus
1181884	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter roseus
1137989	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus normandii
1564158	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Geodermatophilus sabuli
138336	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Blastococcus saxobsidens
1608614	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter muralis
1496	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides difficile
357441	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus lactis
1352	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus faecium
447426	NA	NA	NA	NA	NA	human oral metagenome
2695853	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas sp. UTMC 1351
1573582	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium sp. c4a
354243	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacter kumamotonensis
195	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter coli
1742687	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Arthrobacter deserti
47715	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus rhamnosus
2725995	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria aromaticivorans
1608613	Bacteria	Actinomycetota	Actinomycetes	Geodermatophilales	Geodermatophilaceae	Modestobacter lapidis
9823	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus scrofa
2729626	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Planctomonas sp. JC2975
1656889	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Flexivirga aerilata
1656893	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Naumannella sp. ID2617S
1656892	Bacteria	Actinomycetota	Actinomycetes	Nakamurellales	Nakamurellaceae	Nakamurella aerolata
2732509	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Dermacoccaceae	Calidifontibacter sp. DB2511S
588	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia stuartii
652442	Eukaryota	Chordata	Actinopteri	Perciformes	Synanceiidae	Inimicus japonicus
446125	Eukaryota	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix roebelenii
2729616	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium sp. 15-1
2743473	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium sp. EM0848
85336	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Rothia nasimurium
882403	Eukaryota	Evosea	Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Dictyostelium gargantuum
306026	Eukaryota	Evosea	Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Dictyostelium rosarium
1117645	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia anophelis
119602	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus dysgalactiae
59201	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
214486	Eukaryota	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes schlegelii
2762759	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia sp. C8
32201	Eukaryota	Streptophyta	Magnoliopsida	Fagales	Juglandaceae	Carya illinoinensis
571	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella oxytoca
131080	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter thiooxidans
1238287	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Phyllophoridae	Phyrella fragilis
238	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia meningoseptica
36855	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella canis
1150157	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus bingmayongensis
11320	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus influenzae
662	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	NA
2876620	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella sp. A29-2
205	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter sp.
520603	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella anthropi
100861	Eukaryota	Oomycota	NA	Saprolegniales	Saprolegniaceae	Aphanomyces euteiches
2903	Eukaryota	Haptophyta	NA	Isochrysidales	Noelaerhabdaceae	Emiliania huxleyi
158484	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cedecea davisae
2887348	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium sp. 'Rf worker isolate 10'
488447	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia contaminans
54388	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella enterica
1681	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium bifidum
147932	Eukaryota	Streptophyta	Magnoliopsida	Ericales	Theaceae	Camellia indochinensis
319939	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas otitidis
153009	Eukaryota	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Onchocerca lupi
630	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia enterocolitica
410659	NA	NA	NA	NA	NA	mine drainage metagenome
1794	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium gadium
412756	NA	NA	NA	NA	NA	whale fall metagenome
1833763	NA	NA	NA	NA	NA	bird metagenome
53211	Eukaryota	Streptophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex rotunda
413496	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
2954772	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum sp. MUT 6686
1502	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium perfringens
9030	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	NA
2364647	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Kalamiella piersonii
550	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter cloacae
9541	Eukaryota	Chordata	Mammalia	Primates	Cercopithecidae	Macaca fascicularis
2983400	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces sp. HB2AG
1080349	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces eubayanus
1259973	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella electrica
1423	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus subtilis
1404	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia megaterium
1358	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus lactis
152299	Eukaryota	Streptophyta	Magnoliopsida	Alismatales	Araceae	Amorphophallus albus
1307	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus suis
1770	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium avium
2746895	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera ricei
370622	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Aureimonas altamirensis
1382803	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium amazonense
267567	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema marinoi
3505	Eukaryota	Streptophyta	Magnoliopsida	Fagales	Betulaceae	Betula pendula
8019	Eukaryota	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus kisutch
69968	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Macrococcus bovicus
1386	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	NA
378754	Eukaryota	Chordata	Mammalia	Carnivora	Ursidae	Ursus thibetanus
1247190	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
1348627	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus badius
1348628	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus fastidiosus
1348632	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus plantarum
1348634	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium hominis
1348637	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Nocardiopsaceae	Nocardiopsis listeri
4073	Eukaryota	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Capsicum frutescens
1219012	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus corynebacterioides
1219023	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus rhodnii
1219025	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus ruber
1219026	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus triatomae
366522	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum cavolei
1219357	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Propionibacterium freudenreichii
1354260	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter gergoviae
1219359	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia amylovora
1220575	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium faecium
