tax_id	superkingdom	phylum	class	order	family	species
9825	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus scrofa
1310158	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae
1069443	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila verticillata
10029	Eukaryota	Chordata	Mammalia	Rodentia	Cricetidae	Cricetulus griseus
622360	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria brassicicola
1772	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium smegmatis
72011	Eukaryota	Chordata	Actinopteri	Spariformes	Sparidae	Acanthopagrus schlegelii
452680	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas sp. UK4
277990	Eukaryota	Streptophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Amaranthus tuberculatus
1718	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium glutamicum
1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus thermophilus
303400	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia palea
2814653	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Caballeronia sp. M1242
243073	Eukaryota	Mollusca	Cephalopoda	Sepiida	Sepiolidae	Euprymna hyllebergi
2897392	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Phytobacter sp. 27808RM
2886216	Eukaryota	NA	Phaeophyceae	Fucales	Sargassaceae	Sargassum kjellmanianum
1283	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus haemolyticus
47714	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus paracasei
55040	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Urocyon cinereoargenteus
215358	Eukaryota	Chordata	Actinopteri	NA	Sciaenidae	Larimichthys crocea
55207	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium betavasculorum
645095	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
9103	Eukaryota	Chordata	Aves	Galliformes	Phasianidae	Meleagris gallopavo
2107999	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus paragasseri
1613	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus fermentum
449393	NA	NA	NA	NA	NA	freshwater metagenome
2952368	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA
36239	Eukaryota	Chordata	Mammalia	Carnivora	Mustelidae	Mustela nivalis
243076	Eukaryota	Mollusca	Cephalopoda	Sepiida	Sepiolidae	Sepietta neglecta
70344	Eukaryota	Mollusca	Cephalopoda	Sepiida	Sepiolidae	Rondeletiola minor
216816	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium longum
160674	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA
1557973	Eukaryota	Arthropoda	Insecta	Lepidoptera	Crambidae	Parapoynx fluctuosalis
1310159	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae
578462	Eukaryota	Blastocladiomycota	Blastocladiomycetes	Blastocladiales	Blastocladiaceae	Allomyces macrogynus
559882	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton equinum
535722	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia gypsea
29471	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium atrosepticum
55208	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium wasabiae
591952	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Sodiomyces alcalophilus
602072	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus carbonarius
626358	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
626363	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
626360	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
7165	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles gambiae
672	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio vulnificus
645093	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
178876	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus neoformans
135487	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia cyriacigeorgica
2480626	Bacteria	Actinomycetota	Actinomycetes	Streptosporangiales	Treboniaceae	Trebonia kvetii
160	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema pallidum
2653681	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix sp. WUR7
580165	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus cytotoxicus
170351	Eukaryota	Streptophyta	Magnoliopsida	Gentianales	Rubiaceae	Mitragyna speciosa
108018	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora malorum
2774352	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	NA	Cadophora sp. M221
2789327	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium sp. Cam5-1
2038121	Eukaryota	Mollusca	Cephalopoda	Sepiida	Sepiolidae	Euprymna albatrossae
3702	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis thaliana
2908837	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycolicibacterium sp. YH-1
2908838	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Sinomonas terrae
64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Orthoflavivirus zikaense
644	Bacteria	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas hydrophila
85007	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	NA	NA
538976	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
538975	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
37003	Eukaryota	Chordata	Actinopteri	Cyprinodontiformes	Rivulidae	Kryptolebias marmoratus
33556	Eukaryota	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera bonaerensis
332952	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus flavus
5062	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus oryzae
403677	Eukaryota	Oomycota	NA	Peronosporales	Peronosporaceae	Phytophthora infestans
655179	NA	NA	NA	NA	NA	air metagenome
498257	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium dahliae
630390	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia triticina
645133	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum graminicola
225992	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas kerstersii
645092	Eukaryota	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia graminis
517	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA
60711	Eukaryota	Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus sabaeus
235443	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus neoformans
2026186	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus paranthracis
3885	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus vulgaris
747	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella multocida
13632	Eukaryota	Arthropoda	Insecta	Diptera	Calliphoridae	Lucilia sericata
33453	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Dryas iulia
74704	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus cohnii
283	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
403673	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	Batrachochytrium dendrobatidis
294750	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus gattii VGII
69293	Eukaryota	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus aculeatus
196907	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Evansstolkia leycettana
1270	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus luteus
223987	Eukaryota	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Asymmetron lucayanum
59586	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora cassiicola
53344	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus delphini
2096	Bacteria	Mycoplasmatota	NA	Mycoplasmoidales	Metamycoplasmataceae	Mycoplasmoides gallisepticum
72036	Eukaryota	Arthropoda	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus salmonis
446	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella pneumophila
84645	Eukaryota	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Labeo rohita
2591107	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia sp. SRS-8-S-2018
1198502	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida theae
1169740	NA	NA	NA	NA	NA	aquatic metagenome
61646	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia amnigena
1276652	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella pneumoniae
5664	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania major
527639	NA	NA	NA	NA	NA	wastewater metagenome
1216967	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia meningoseptica
29760	Eukaryota	Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis vinifera
9940	Eukaryota	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis aries
72550	Eukaryota	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Oryctes rhinoceros
281687	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis japonica
447093	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma capsulatum
285006	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
341663	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus terreus
242507	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia oryzae
410658	NA	NA	NA	NA	NA	soil metagenome
77166	Eukaryota	Arthropoda	Insecta	Coleoptera	Curculionidae	Dendroctonus ponderosae
441375	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium muris
7741	Eukaryota	Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma belcheri
101121	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Thermomucor indicae-seudaticae
544712	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma capsulatum
544711	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma capsulatum
56956	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus brockianus
496921	NA	NA	NA	NA	NA	stromatolite metagenome
80265	Eukaryota	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Elaeis oleifera
12814	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Pneumoviridae	Orthopneumovirus bovis
644352	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Gaeumannomyces tritici
1904757	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia puraquae
611301	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas citri
658429	Eukaryota	Ascomycota	Leotiomycetes	NA	Pseudeurotiaceae	Pseudogymnoascus destructans
3708	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica napus
265546	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus ayderensis
227691	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Arachis monticola
9612	Eukaryota	Chordata	Mammalia	Carnivora	Canidae	Canis lupus
129356	Eukaryota	Oomycota	NA	Peronosporales	Peronosporaceae	Phytophthora mirabilis
1392	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus anthracis
132113	Eukaryota	Arthropoda	Insecta	Hymenoptera	Apidae	Bombus impatiens
1154581	NA	NA	NA	NA	NA	food fermentation metagenome
376	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium sp.
2705415	NA	NA	NA	NA	NA	human feces metagenome
667121	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella tarda
1216966	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella hoshinae
52224	Eukaryota	Chordata	Lepidosauria	Squamata	Shinisauridae	Shinisaurus crocodilurus
645134	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces punctatus
37769	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus gattii VGI
83462	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus exiguus
119857	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
28903	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis bovis
120577	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella ceti
120576	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella pinnipedialis
376619	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella tularensis
5693	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma cruzi
1220577	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia tsuruhatensis
227321	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus nidulans
7460	Eukaryota	Arthropoda	Insecta	Hymenoptera	Apidae	Apis mellifera
283643	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus neoformans
3712	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Brassica oleracea
13616	Eukaryota	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis domestica
31234	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis remanei
7222	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila grimshawi
7244	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila virilis
294746	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma guilliermondii
379508	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Lodderomyces elongisporus
515849	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora anserina
307796	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
483514	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces octosporus
294747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida tropicalis
659244	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces uvarum
380704	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus niger
1225176	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Cecembia lonarensis
454286	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides immitis
490066	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
419542	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum rubarum
426428	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium oxysporum
481877	Eukaryota	Microsporidia	NA	NA	Enterocytozoonidae	Enterocytozoon bieneusi
496922	NA	NA	NA	NA	NA	coral metagenome
496920	NA	NA	NA	NA	NA	saltern metagenome
556182	NA	NA	NA	NA	NA	freshwater sediment metagenome
574965	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus pneumoniae
226126	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces mikatae
412449	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum ferrodiazotrophum
425595	Archaea	Candidatus Micrarchaeota	Candidatus Micrarchaeia	Candidatus Micrarchaeales	Candidatus Micrarchaeaceae	Candidatus Micrarchaeum acidiphilum
703336	NA	NA	NA	NA	NA	wallaby gut metagenome
3847	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine max
1206725	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia brevicatena
82380	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium oxydans
417368	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus thailandicus
573826	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida dubliniensis
644223	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella phaffii
1296619	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus capitis
2902605	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma ohiense (nom. inval.)
9258	Eukaryota	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus anatinus
2850	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Phaeodactylaceae	Phaeodactylum tricornutum
273507	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerodontia chrysosporium
402676	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces japonicus
284590	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces lactis
226302	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea kluyveri
412133	Eukaryota	Parabasalia	NA	Trichomonadida	Trichomonadidae	Trichomonas vaginalis
137071	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium falciparum
322104	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Scheffersomyces stipitis
392613	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera apis
410661	NA	NA	NA	NA	NA	mouse gut metagenome
469471	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
454284	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
469472	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
490069	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
433724	NA	NA	NA	NA	NA	termite gut metagenome
436907	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Vanderwaltozyma polyspora
8090	Eukaryota	Chordata	Actinopteri	Beloniformes	Adrianichthyidae	Oryzias latipes
561896	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Postiaceae	Postia placenta
452589	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma atroviride
413071	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma virens
433733	NA	NA	NA	NA	NA	human lung metagenome
3750	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Malus domestica
419541	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Leptospirillum sp. Group II '5-way CG'
667137	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	NA	Thermoplasmatales archaeon E-plasma
667138	Archaea	Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	NA	Thermoplasmatales archaeon I-plasma
1206727	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia cerradoensis
1206729	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia exalbida
1121933	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Granulicoccus phenolivorans
656061	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber melanosporum
7070	Eukaryota	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Tribolium castaneum
2059318	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Histoplasma mississippiense (nom. inval.)
7220	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila erecta
246410	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides immitis
330879	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus fumigatus
321614	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora nodorum
367110	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora crassa
73239	Eukaryota	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium yoelii
237631	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago maydis
121224	Eukaryota	Arthropoda	Insecta	Phthiraptera	Pediculidae	Pediculus humanus
9685	Eukaryota	Chordata	Mammalia	Carnivora	Felidae	Felis catus
396776	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides immitis
443226	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
490065	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
444079	NA	NA	NA	NA	NA	fossil metagenome
425265	Eukaryota	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia globosa
3982	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	NA
496923	NA	NA	NA	NA	NA	mosquito metagenome
559306	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago maydis
574961	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
578460	Eukaryota	Microsporidia	NA	NA	Nosematidae	Vairimorpha ceranae
284812	Eukaryota	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces pombe
1648	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix rhusiopathiae
1206728	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia cyriacigeorgica
1206730	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Nocardia higoensis
153730	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Agrococcus baldri
1220578	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavihumibacter petaseus
1220584	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Herbiconiux solani
285268	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter nitrogenifigens
643680	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae
262981	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea waltii
3694	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus trichocarpa
8364	Eukaryota	Chordata	Amphibia	Anura	Pipidae	Xenopus tropicalis
7217	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila ananassae
7238	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila sechellia
306902	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora lusitaniae
6087	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra vulgaris
214684	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus neoformans
226125	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces paradoxus
226230	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces kudriavzevii
226301	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma castellii
431241	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma reesei
33188	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus reesii
294748	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida albicans
408171	NA	NA	NA	NA	NA	epibiont metagenome
412754	NA	NA	NA	NA	NA	bioreactor sludge metagenome
404692	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides immitis
256318	NA	NA	NA	NA	NA	metagenome
490068	Eukaryota	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides posadasii
