"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage"
"523","PR01206","PRB0040","EHI00352","ACB36E1L1I2","Plecotus auritus","Same",1648818,1565636,247322700,222418453,376732,16090546,284224,0,222418453,0,"0%",0.694
"524","PR01207","PRB0040","EHI00356","ACZ58E1L1I2","Plecotus auritus","Same",2410128,2358838,361519200,343329405,332351,12300810,45312,0,343329405,0,"0%",0.9633
"525","PR01208","PRB0040","EHI00357","ACZ32E1L1I2","Plecotus auritus","Same",1590062,1510786,238509300,216957127,320107,13065206,678752,0,216957127,0,"0%",0
"526","PR01209","PRB0040","EHI00358","ACZ48E1L1I2","Plecotus auritus","Same",2546686,2500080,382002900,368913871,205270,6802153,308630,0,368913871,0,"0%",0.7132
"527","PR01210","PRB0041","EHI00366","ACJ47E1L1I1","Plecotus auritus","Same",21750438,20818730,3262565700,2967665217,4558686,195734797,7453198,1880717170,1086948047,1046716855,"56%",0.8391
"528","PR01211","PRB0041","EHI00372","ACJ61E1L1I1","Plecotus auritus","Same",29552966,28781698,4432944900,4199310667,3890674,129312772,26282256,0,4199310667,0,"0%",0.8465
"529","PR01212","PRB0041","EHI00397","ACJ41E1L1I1","Plecotus auritus","Same",25437682,25051392,3815652300,3647412974,3416570,114825257,249112,3610335295,37077679,2963879841,"82%",0.9983
"530","PR01213","PRB0041","EHI00424","OPAU69E2L1I1","Plecotus auritus","Same",30561950,29485850,4584292500,4170092774,6801981,287240283,28488474,0,4170092774,0,"0%",0
"531","PR01214","PRB0041","EHI00425","ACC18E2L1I1","Plecotus auritus","Same",26126364,25058436,3918954600,3522365576,6295908,273421826,24172876,0,3522365576,0,"0%",0
"532","PR01215","PRB0041","EHI00429","OPAU55E2L1I1","Plecotus auritus","Same",25867686,24540360,3880152900,3419465794,6913333,312594450,23722964,0,3419465794,0,"0%",0
"533","PR01216","PRB0041","EHI00430","OPAU47E2L1I1","Plecotus auritus","Same",30578016,28712300,4586702400,3922098444,9952852,471041361,27810066,0,3922098444,0,"0%",0
"534","PR01217","PRB0041","EHI00431","OPAU26E1L1I1","Plecotus auritus","Same",29143224,27538718,4371483600,3909788866,6731157,302957172,5979170,3026225170,883563696,73745160,"2%",0.6121
"535","PR01218","PRB0041","EHI00432","ACJ40E1L1I1","Plecotus auritus","Same",36059096,34587034,5408864400,4864578333,8768284,374904883,33499178,0,4864578333,0,"0%",0
"536","PR01219","PRB0041","EHI00434","OPAU31E2L1I1","Plecotus auritus","Same",27654690,26354494,4148203500,3731622194,5986203,248626908,25533762,0,3731622194,0,"0%",0
"537","PR01220","PRB0041","EHI00439","ACC29E2L1I1","Plecotus auritus","Same",43195838,40799190,6479375700,5675914701,11645998,517522995,39559110,0,5675914701,0,"0%",0
"538","PR01221","PRB0041","EHI00442","ADA70E1L2I1","Plecotus auritus","Same",29848416,29069734,4477262400,4193297419,5487860,188633544,27710634,0,4193297419,0,"0%",0
"539","PR01222","PRB0041","EHI00443","ACC05E1L1I1","Plecotus auritus","Same",46907884,45443352,7036182600,6470641397,9474167,393070851,43597736,0,6470641397,0,"0%",0
"540","PR01223","PRB0041","EHI00445","OPAU35E2L1I1","Plecotus auritus","Same",33493856,31851058,5024078400,4483875444,7884472,348835954,30763626,0,4483875444,0,"0%",0
"541","PR01224","PRB0041","EHI00447","OPAU33E2L1I1","Plecotus auritus","Same",47437314,45208784,7115597100,6354413032,11385714,494537629,43622696,0,6354413032,0,"0%",0
"542","PR01225","PRB0041","EHI00448","OPAU29E2L1I1","Plecotus auritus","Same",58084616,55205662,8712692400,7712245714,14948199,647697084,39849580,0,7712245714,0,"0%",0.6102
"543","PR01226","PRB0041","EHI00450","OPAU27E2L1I1","Plecotus auritus","Same",41141480,39206354,6171222000,5506392341,9808494,436079419,37818916,0,5506392341,0,"0%",0
"544","PR01227","PRB0041","EHI00469","OPAU57E2L1I1","Plecotus auritus","Same",32852618,31343974,4927892700,4392977679,8125940,362082934,30305878,0,4392977679,0,"0%",0
"545","PR01228","PRB0041","EHI00474","OPAU28E1L1I1","Plecotus auritus","Same",22706174,22149906,3405926100,3188600605,3808644,151568833,129136,3173993174,14607431,3075445430,"97%",0.9902
"546","PR01229","PRB0041","EHI00482","OPAU41E2L1I1","Plecotus auritus","Same",40725538,38960304,6108830700,5469856434,9941657,432513793,37912170,0,5469856434,0,"0%",0
"547","PR01230","PRB0042","EHI00485","OPAU32E1L1I1","Plecotus auritus","Same",48750268,47307350,7312540200,6762425404,9382671,382225749,551954,6683205784,79219620,957235272,"14%",0.8962
"548","PR01231","PRB0042","EHI00500","OPAU72E1L1I1","Plecotus auritus","Same",28011428,27135694,4201714200,3917233332,4730030,176768544,23696512,0,3917233332,0,"0%",0.5178
"549","PR01232","PRB0042","EHI00502","OPAU44E1L1I1","Plecotus auritus","Same",28772782,28108710,4315917300,4024224763,5459907,214806267,1438226,3817422342,206802421,3375194564,"88%",0.9854
"550","PR01233","PRB0042","EHI00503","ACB20E1L1I1","Plecotus auritus","Same",34348928,33666386,5152339200,4861179882,5454944,198436833,31201346,0,4861179882,0,"0%",0.476
"551","PR01234","PRB0042","EHI00511","OPAU30E1L1I1","Plecotus auritus","Same",34715058,33856592,5207258700,4816085106,7159965,294362252,3320820,4341738423,474346683,3569128548,"82%",0.9957
"552","PR01235","PRB0042","EHI00515","OPAU60E1L1I1","Plecotus auritus","Same",24962338,24237112,3744350700,3467436785,4844131,189548059,22712312,0,3467436785,0,"0%",0.4411
"553","PR01236","PRB0042","EHI00523","OPAU20E1L1I1","Plecotus auritus","Same",44614516,41309012,6692177400,5396443700,18887435,963829893,21533488,2681014152,2715429548,171459470,"6%",0.7423
"554","PR01237","PRB0042","EHI00531","OPAU68E1L1I1","Plecotus auritus","Same",40588706,39812470,6088305900,5689982694,7698460,294176330,3294308,5202374307,487608387,628276721,"12%",0.8666
"555","PR01238","PRB0042","EHI00540","OPAU40E1L1I1","Plecotus auritus","Same",42233802,41120722,6335070300,5800883186,10559448,404430349,16404228,3478991543,2321891643,2400379723,"69%",0.9018
"556","PR01239","PRB0042","EHI00542","OPAU50E1L1I1","Plecotus auritus","Same",34564644,33307844,5184696600,4640309235,10091941,403487867,30902174,0,4640309235,0,"0%",0.7892
"557","PR01240","PRB0042","EHI00555","OPAU24E1L1I1","Plecotus auritus","Same",27236192,26493424,4085428800,3828772904,4199604,161049609,25297386,0,3828772904,0,"0%",0
"558","PR01241","PRB0042","EHI00570","OPAU38E1L1I1","Plecotus auritus","Same",35532544,31735222,5329881600,4214405114,14918863,769385683,2381980,3883032364,331372750,1347799716,"35%",0.8251
"559","PR01242","PRB0042","EHI00571","OPAU52E1L1I1","Plecotus auritus","Same",38650290,35539100,5797543500,5132959712,7625631,371496738,26745554,1166625770,3966333942,598651782,"51%",0.7464
"560","PR01243","PRB0042","EHI00572","OPAU23E2L1I1","Plecotus auritus","Same",63083480,60152614,9462522000,8603908712,11510668,475880201,58500460,0,8603908712,0,"0%",0
"561","PR01244","PRB0042","EHI00575","OPAU3E2L1I1","Plecotus auritus","Same",66313744,62804096,9947061600,8929921088,13374569,574445707,60766996,0,8929921088,0,"0%",0
"562","PR01245","PRB0042","EHI00576","OPAU15E2L1I1","Plecotus auritus","Same",77551224,72811706,11632683600,10192751831,19671018,800315231,70502160,0,10192751831,0,"0%",0
"563","PR01246","PRB0042","EHI00577","OPAU62E1L1I1","Plecotus auritus","Same",28758116,27715460,4313717400,3895386524,7078729,304907155,2157380,3578912899,316473625,1428596492,"40%",0.7463
"564","PR01247","PRB0042","EHI00578","OPAU19E2L1I1","Plecotus auritus","Same",81923140,78915254,12288471000,11327898031,13801007,612239153,76317850,0,11327898031,0,"0%",0
"565","PR01248","PRB0042","EHI00579","ADA01E1L1I1","Plecotus auritus","Same",36714584,33533078,5507187600,4683870605,9400549,418005930,32398000,0,4683870605,0,"0%",0
"566","PR01249","PRB0042","EHI00580","ACO91E1L2I1","Plecotus auritus","Same",37907908,36691280,5686186200,5240834255,7399698,305641674,4465270,4575147939,665686316,490701762,"11%",0.8443
"567","PR01250","PRB0043","EHI00581","ACP13E1L2I1","Plecotus auritus","Same",35037156,34141814,5255573400,4859628343,7437005,285107819,9736848,3435932522,1423695821,205946976,"6%",0.5953
"568","PR01251","PRB0043","EHI00582","OPAU43E2L1I1","Plecotus auritus","Same",62144180,60363298,9321627000,8667609430,10941265,420019560,58654540,0,8667609430,0,"0%",0
"569","PR01252","PRB0043","EHI00583","OPAU7E2L1I1","Plecotus auritus","Same",92656122,86722866,13898418300,12210812479,21754484,965549200,84162950,0,12210812479,0,"0%",0
"570","PR01253","PRB0043","EHI00585","ACJ42E1L1I1","Plecotus auritus","Same",86781720,83771026,13017258000,12025216152,15399959,629895234,81186530,0,12025216152,0,"0%",0
"571","PR01254","PRB0043","EHI00586","OPAU61E2L1I1","Plecotus auritus","Same",86369910,81752640,12955486500,11554667372,19274464,793831667,79206440,0,11554667372,0,"0%",0
"572","PR01255","PRB0043","EHI00587","ACC15E1L1I1","Plecotus auritus","Same",74018820,70360532,11102823000,10001689315,16929406,684143198,9710732,8593057294,1408632021,9502299850,"111%",0.9977
"573","PR01256","PRB0043","EHI00588","OPAU5E2L1I1","Plecotus auritus","Same",48631856,45527176,7294778400,6402080391,11849893,524740574,44258510,0,6402080391,0,"0%",0
"574","PR01257","PRB0043","EHI00590","ADA19E2L1I1","Plecotus auritus","Same",74409146,70401732,11161371900,9734610431,22068230,1011053889,68391060,0,9734610431,0,"0%",0
"575","PR01258","PRB0043","EHI00591","ACJ38E1L1I1","Plecotus auritus","Same",69758866,65560502,10463829900,9297895186,14928744,601338778,63646452,0,9297895186,0,"0%",0
"576","PR01259","PRB0043","EHI00593","ACC03E2L1I1","Plecotus auritus","Same",46807792,41566590,7021168800,5817787186,10987550,513378437,40221628,0,5817787186,0,"0%",0
"577","PR01260","PRB0043","EHI00594","ACZ96E1L1I1","Plecotus auritus","Same",107708022,85953288,16156203300,12097256589,38584338,2012047958,11093764,10481842153,1615414436,14841653409,"142%",0.9978
"578","PR01261","PRB0043","EHI00595","ACJ62E2L1I1","Plecotus auritus","Same",61878614,59416524,9281792100,8384414949,14576502,610147015,57678810,0,8384414949,0,"0%",0
"579","PR01262","PRB0043","EHI00596","ADV57E1L2I1","Plecotus auritus","Same",38657710,37224056,5798656500,5324368310,7868997,313217908,22154738,2099147907,3225220403,478921188,"23%",0.9976
"580","PR01263","PRB0043","EHI00597","ACP12E1L2I1","Plecotus auritus","Same",37109184,35459340,5566377600,4998888470,8949007,390741900,21767170,1835681001,3163207469,80314729,"4%",0.8706
"581","PR01264","PRB0043","EHI00598","ADA13E2L1I1","Plecotus auritus","Same",76957728,74420576,11543659200,10683224652,12985544,515101831,72220904,0,10683224652,0,"0%",0
"582","PR01265","PRB0043","EHI00599","ACB22E1L1I1","Plecotus auritus","Same",43536146,42225794,6530421900,5985996989,9794550,389877668,6688082,5022505982,963491007,873743126,"17%",0.8158
"583","PR01266","PRB0043","EHI00601","OPAU71E2L1I1","Plecotus auritus","Same",67813844,64467796,10172076600,9083096556,15754966,663750819,62526296,0,9083096556,0,"0%",0
"584","PR01267","PRB0043","EHI00603","OPAU37E2L1I1","Plecotus auritus","Same",65190670,62049836,9778600500,8847281344,12631320,512533057,60180416,0,8847281344,0,"0%",0
"585","PR01268","PRB0043","EHI00604","OPAU45E2L1I1","Plecotus auritus","Same",82145624,78299046,12321843600,11010130872,19862074,826764055,75816220,0,11010130872,0,"0%",0
"586","PR01269","PRB0043","EHI00605","ACZ94E2L1I1","Plecotus auritus","Same",79199074,76349436,11879861100,10990777156,12835513,547108386,74048340,0,10990777156,0,"0%",0
"587","PR01270","PRB0044","EHI00607","ACB23E1L1I1","Plecotus auritus","Same",47233200,45742216,7084980000,6503614180,9965963,403540643,15768722,4216626686,2286987494,471651656,"11%",0.8341
"588","PR01271","PRB0044","EHI00608","ADA72E1L2I1","Plecotus auritus","Same",68872384,65453668,10330857600,9090381943,19490758,874645121,45889350,2656843309,6433538634,2495385605,"94%",0.9621
"589","PR01272","PRB0044","EHI00609","OPAU53E2L1I1","Plecotus auritus","Same",73003702,70099032,10950555300,9945764812,15420091,640288157,67864940,0,9945764812,0,"0%",0
"590","PR01273","PRB0044","EHI00610","OPAU11E2L1I1","Plecotus auritus","Same",72458092,63542600,10868713800,8955057457,16465051,641629704,61751140,0,8955057457,0,"0%",0
"591","PR01274","PRB0044","EHI00611","OPAU25E2L1I1","Plecotus auritus","Same",64181320,60950232,9627198000,8430918526,18658297,842346415,59160550,0,8430918526,0,"0%",0
"592","PR01275","PRB0044","EHI00613","OPAU51E2L1I1","Plecotus auritus","Same",58456008,55755270,8768401200,7877529421,12993112,550215982,53957240,0,7877529421,0,"0%",0
"593","PR01276","PRB0044","EHI00615","OPAU34E1L1I1","Plecotus auritus","Same",37572328,36542174,5635849200,5201678327,7863106,315707246,1293014,5005228933,196449394,883631793,"18%",0.805
"594","PR01277","PRB0044","EHI00617","OPAU49E2L1I1","Plecotus auritus","Same",78897520,69488226,11834628000,9099635221,34327906,1785923986,67090544,0,9099635221,0,"0%",0.9733
"595","PR01278","PRB0044","EHI00619","OPAU1E2L1I1","Plecotus auritus","Same",80497250,71541968,12074587500,9839743163,23770489,996504554,69410020,0,9839743163,0,"0%",0
"596","PR01279","PRB0044","EHI00620","OPAU59E2L1I1","Plecotus auritus","Same",74271180,70016134,11140677000,9752177979,19908999,878700238,68105440,0,9752177979,0,"0%",0
"597","PR01280","PRB0044","EHI00621","ACC01E2L1I1","Plecotus auritus","Same",60883054,57673084,9132458100,8144633496,13709934,634488395,55981920,0,8144633496,0,"0%",0
"598","PR01281","PRB0044","EHI00622","OPAU56E1L1I1","Plecotus auritus","Same",35504190,31932308,5325628500,4348238037,12371104,653439919,12091780,2751940836,1596297201,1839443321,"67%",0.8545
"599","PR01282","PRB0044","EHI00624","ADA65E1L2I1","Plecotus auritus","Same",39701012,38394598,5955151800,5481210777,8229690,325552289,23344156,2089484463,3391726314,743168576,"36%",0.6942
"600","PR01283","PRB0044","EHI00625","ADA63E1L2I1","Plecotus auritus","Same",43724958,42614746,6558743700,6107568173,7980783,331067446,2658488,5726596862,380971311,4469812344,"78%",0.9541
"601","PR01284","PRB0044","EHI00626","OPAU17E2L1I1","Plecotus auritus","Same",69984976,67178436,10497746400,9440282312,16910150,734749141,61067516,0,9440282312,0,"0%",0.5852
"602","PR01285","PRB0044","EHI00628","ACC04E2L1I1","Plecotus auritus","Same",84929616,81628116,12739442400,11514007942,19404055,836218360,79015520,0,11514007942,0,"0%",0
"603","PR01286","PRB0044","EHI00629","ACJ48E1L1I1","Plecotus auritus","Same",69682886,67413594,10452432900,9572167590,15283090,610646769,65359348,0,9572167590,0,"0%",0
"604","PR01287","PRB0044","EHI00630","OPAU66E1L1I1","Plecotus auritus","Same",47574356,45754710,7136153400,6611139746,8755610,323320481,40483800,0,6611139746,0,"0%",0.6245
"605","PR01288","PRB0044","EHI00632","OPAU67E2L1I1","Plecotus auritus","Same",68805610,66202318,10320841500,9451018500,13308933,558116887,64048010,0,9451018500,0,"0%",0
"606","PR01289","PRB0044","EHI00633","ADV55E1L2I1","Plecotus auritus","Same",47295274,46100964,7094291100,6596424455,9209282,351471220,24079760,3077905518,3518518937,410810849,"13%",0.9158
"607","PR01290","PRB0045","EHI00634","OPAU46E1L1I1","Plecotus auritus","Same",49749034,48457362,7462355100,6875989891,11167042,433813279,14041276,4831249105,2044740786,3349526775,"69%",0.8575
"608","PR01291","PRB0045","EHI00635","OPAU13E2L1I1","Plecotus auritus","Same",70797506,67471426,10619625900,9398268917,19276406,823425240,65604424,0,9398268917,0,"0%",0
"609","PR01292","PRB0045","EHI00636","OPAU39E1L1I1","Plecotus auritus","Same",64124402,62040148,9618660300,8885300703,11718349,476522916,60148304,0,8885300703,0,"0%",0
"610","PR01293","PRB0045","EHI00637","OPAU54E1L1I1","Plecotus auritus","Same",46097416,45123320,6914612400,6556479273,6428679,231030596,14989726,4317249413,2239229860,135667894,"3%",0.7819
"611","PR01294","PRB0045","EHI00639","OPAU36E1L1I1","Plecotus auritus","Same",27782104,26860112,4167315600,3838685198,5954828,226600953,6222422,2929522470,909162728,736476787,"25%",0.8273
"612","PR01295","PRB0045","EHI00641","ACZ98E2L1I1","Plecotus auritus","Same",64755930,62460312,9713389500,8806483642,15175656,638268078,60275376,0,8806483642,0,"0%",0
"613","PR01296","PRB0045","EHI00642","OPAU18E1L1I1","Plecotus auritus","Same",32225656,29474420,4833848400,3977817983,11523396,594743124,9012642,2736773996,1241043987,483273264,"18%",0.7189
"614","PR01297","PRB0045","EHI00643","ACB19E1L1I1","Plecotus auritus","Same",37100956,35456588,5565143400,4835846795,12983115,558346984,22743600,1627541452,3208305343,336382228,"21%",0.7113
"615","PR01298","PRB0045","EHI00645","ACC02E2L1I1","Plecotus auritus","Same",70419954,66473958,10562993100,9350586730,16580201,726754101,64524370,0,9350586730,0,"0%",0
"616","PR01299","PRB0045","EHI00646","ACB21E1L1I1","Plecotus auritus","Same",44767078,43532464,6715061700,6210244226,9123747,367192919,5124538,5486689466,723554760,2974828087,"54%",0.8953
"617","PR01300","PRB0045","EHI00648","ACO90E1L2I1","Plecotus auritus","Same",62610916,61213088,9391637400,8797612797,10861579,426707018,19263470,5972226431,2825386366,3544282200,"59%",0.8703
"618","PR01301","PRB0045","EHI00651","ADA67E1L2I1","Plecotus auritus","Same",25766952,24758072,3865042800,3526677075,5221689,228201309,10577764,1993833424,1532843651,854268086,"43%",0.7287
"619","PR01302","PRB0045","EHI00652","OPAU58E1L1I1","Plecotus auritus","Same",38846096,30490352,5826914400,3163268458,32777655,1926980071,6840838,2426662560,736605898,83222463,"3%",0.7533
"620","PR01303","PRB0045","EHI00653","OPAU42E1L1I1","Plecotus auritus","Same",52997036,48795690,7949555400,6727306387,16751588,827520303,2482696,6398881539,328424848,2023030117,"32%",0.7915
"621","PR01304","PRB0045","EHI00654","OPAU70E1L1I1","Plecotus auritus","Same",54027486,52920100,8104122900,7666369721,8350072,294873108,29015564,3364372163,4301997558,928452202,"28%",0.7525
"622","PR01305","PRB0045","EHI00655","ACZ33E2L3I1","Plecotus auritus","Same",32439398,31849070,4865909700,4575898859,5775355,217307537,1934056,4289894272,286004587,3187371652,"74%",0.9765
"623","PR01306","PRB0045","EHI00656","OPAU64E1L1I1","Plecotus auritus","Same",34828486,33903652,5224272900,4880194756,5902130,233213116,9420314,3507211714,1372983042,2671567150,"76%",0.9668
"624","PR01307","PRB0045","EHI00657","ADA17E2L1I1","Plecotus auritus","Same",73410928,70659652,11011639200,10002903106,15983688,675624641,68703500,0,10002903106,0,"0%",0
"625","PR01308","PRB0045","EHI00660","OPAU48E1L1I1","Plecotus auritus","Same",36893980,35063160,5534097000,4893975899,9823001,441237889,18297912,2310176112,2583799787,169635267,"7%",0.663
"626","PR01309","PRB0045","EHI00662","OPAU65E2L1I1","Plecotus auritus","Same",649217484,622904356,97382622600,87251423260,165229626,7120873758,610601200,0,87251423260,0,"0%",0.7125
"627","PR01310","PRB0046","EHI00674","AEV73E1L1I1","Podarcis muralis","Other",6923900,6666074,1038585000,981413635,626434,20495580,28684,977987360,3426275,578324205,"59%",0.6969
"628","PR01311","PRB0046","EHI00675","AEV79E1L1I1","Podarcis muralis","Other",20679530,20232518,3101929500,2959579223,2476831,79381572,36006,2953671640,5907583,1503631609,"51%",0.7568
"629","PR01312","PRB0046","EHI00676","AEV81E1L1I1","Podarcis muralis","Other",25055670,24513436,3758350500,3622386982,1951501,56697225,803896,3478492119,143894863,2252618970,"65%",0.8225
"630","PR01313","PRB0046","EHI00677","AEX06E1L1I1","Podarcis muralis","Other",55628064,54425914,8344209600,8006443558,5519896,164365675,22850,8002339393,4104165,5694072249,"71%",0.9654
"631","PR01314","PRB0046","EHI00678","AEX07E1L1I1","Podarcis muralis","Other",25435140,24800578,3815271000,3660346278,2116813,63163613,74466,3646847093,13499185,2374151058,"65%",0.8031
"632","PR01315","PRB0046","EHI00679","AEX08E1L1I1","Podarcis muralis","Other",22040282,21268260,3306042300,3139330906,1718476,53637522,956862,2964925892,174405014,2089012619,"70%",0.7069
"633","PR01316","PRB0046","EHI00680","AEX11E1L1I1","Podarcis muralis","Other",23725108,23156354,3558766200,3426743689,1638601,49354052,143002,3400132859,26610830,2589875540,"76%",0.877
"634","PR01317","PRB0046","EHI00681","AEX12E1L1I1","Podarcis muralis","Other",10185268,9910148,1527790200,1464727864,790063,22527631,23050,1460631850,4096014,900613858,"62%",0.7887
"635","PR01318","PRB0046","EHI00682","AEX14E1L1I1","Podarcis muralis","Other",10640864,10411256,1596129600,1539501112,802293,22832145,972352,1361957203,177543909,885152522,"65%",0.6647
"636","PR01319","PRB0046","EHI00683","AEX21E1L1I1","Podarcis muralis","Other",13479834,13189056,2021975100,1952217943,923230,27335898,119580,1930783069,21434874,1169659791,"61%",0.6625
"637","PR01320","PRB0046","EHI00684","AEX32E1L1I1","Podarcis muralis","Other",20879618,20370088,3131942700,3009261320,1617050,48040040,3723656,2302460325,706800995,1401316057,"61%",0.7521
"638","PR01321","PRB0046","EHI00685","AEX36E1L1I1","Podarcis muralis","Other",41252158,40559476,6187823700,5996907718,2988098,91166379,375766,5926233449,70674269,4493477442,"76%",0.9196
"639","PR01322","PRB0046","EHI00686","AEX38E1L1I1","Podarcis muralis","Other",28711704,28054640,4306755600,4147778245,2104287,62776294,220152,4109320243,38458002,2725431130,"66%",0.9018
"640","PR01323","PRB0046","EHI00687","AEX41E1L1I1","Podarcis muralis","Other",8643734,8445690,1296560100,1245451729,759647,22319648,11608,1243450710,2001019,792697699,"64%",0.6851
"641","PR01324","PRB0046","EHI00688","AEX44E1L1I1","Podarcis muralis","Other",25663672,25249100,3849550800,3725336116,2158847,65733567,664102,3605222761,120113355,2429986172,"67%",0.9042
"642","PR01325","PRB0046","EHI00689","AEX46E1L1I1","Podarcis muralis","Other",13525592,13144232,2028838800,1943969339,995995,29088210,66234,1932857223,11112116,1275893859,"66%",0.8621
"643","PR01326","PRB0046","EHI00690","AEX48E1L1I1","Podarcis muralis","Other",16393940,16001882,2459091000,2376182605,905867,24832626,285218,2321823649,54358956,1372123111,"59%",0.7666
"644","PR01327","PRB0046","EHI00691","AEX55E1L1I1","Podarcis muralis","Other",25640612,25093968,3846091800,3707118339,2039754,59577021,671458,3587666036,119452303,2395126013,"67%",0.9037
"645","PR01328","PRB0046","EHI00692","AEX59E1L1I1","Podarcis muralis","Other",33994838,33126266,5099225700,4913547097,2085075,56849758,220626,4873372294,40174803,3404394136,"70%",0.8194
"646","PR01329","PRB0046","EHI00693","AEX61E1L1I1","Podarcis muralis","Other",37704774,36915092,5655716100,5442103422,3461945,98493356,276168,5392263654,49839768,3674531619,"68%",0.8758
"647","PR01330","PRB0047","EHI00694","AEX63E1L1I1","Podarcis muralis","Other",37575520,36416546,5636328000,5376242567,3083214,92898329,1953098,5010854722,365387845,3404492060,"68%",0.8434
"648","PR01331","PRB0047","EHI00695","AEX73E1L1I1","Podarcis muralis","Other",36851960,36055174,5527794000,5374254845,1455934,34612674,49194,5365124132,9130713,3737593855,"70%",0.8987
"649","PR01332","PRB0047","EHI00696","AEX89E1L1I1","Podarcis muralis","Other",39120612,38232616,5868091800,5679400781,2210258,56594337,2270740,5257899032,421501749,3364633435,"64%",0.8442
"650","PR01333","PRB0047","EHI00697","AEX91E1L1I1","Podarcis muralis","Other",4538034,4420424,680705100,651084173,411096,12660422,63626,0,651084173,0,"0%",0.5242
"651","PR01334","PRB0047","EHI00698","AEX92E1L1I1","Podarcis muralis","Other",14659016,14365884,2198852400,2123407177,1127252,32385571,31638,2117738762,5668415,1320220521,"62%",0.7228
"652","PR01335","PRB0047","EHI00699","AEX95E1L1I1","Podarcis muralis","Other",19884890,19452396,2982733500,2876088008,1434294,43601853,236198,2832033716,44054292,1972882591,"70%",0.7891
"653","PR01336","PRB0047","EHI00700","AEX97E1L1I1","Podarcis muralis","Other",16530372,16069202,2479555800,2364391901,1562248,48939382,99590,2345994448,18397453,1604347427,"68%",0.763
"654","PR01337","PRB0047","EHI00730","AEX22E1L1I1","Podarcis muralis","Other",33854008,32642226,5078101200,4850388067,1819161,47368736,1332256,4609595390,240792677,3248101302,"70%",0.7547
"655","PR01338","PRB0047","EHI00731","AEX37E1L1I1","Podarcis muralis","Other",19018626,18473792,2852793900,2743685218,1074081,30099605,255564,2697223372,46461846,1988848123,"74%",0.7137
"656","PR01339","PRB0047","EHI00732","AEX72E1L1I1","Podarcis muralis","Other",26573214,25719026,3985982100,3824344324,1340387,34777712,7961398,2327784651,1496559673,1459711136,"63%",0.7084
"657","PR01340","PRB0047","EHI00733","AEX74E1L1I1","Podarcis muralis","Other",38042128,36751330,5706319200,5455209517,2386709,59136026,2214308,5045191845,410017672,3509387416,"70%",0.8617
"658","PR01341","PRB0047","EHI00742","AEV83E1L1I1","Podarcis muralis","Other",37982090,36936936,5697313500,5469939139,2714090,76550223,2145778,5095352709,374586430,3238165142,"64%",0.9349
"659","PR01342","PRB0047","EHI00743","AEV85E1L1I1","Podarcis muralis","Other",45363578,43700098,6804536700,6494819719,2524069,65263030,2768900,6012075874,482743845,4160126703,"69%",0.9329
"660","PR01343","PRB0047","EHI00751","AEV75E1L1I1","Podarcis muralis","Other",30346014,29132012,4551902100,4340033029,1281708,31223178,659864,4233687505,106345524,2943966918,"70%",0.9373
"661","PR01344","PRB0047","EHI00752","AEX24E1L1I1","Podarcis muralis","Other",57300668,55413368,8595100200,8092990604,8070768,238691837,2424812,7665499851,427490753,3994455512,"52%",0.9894
"662","PR01345","PRB0047","EHI00753","AEX26E1L1I1","Podarcis muralis","Other",22158318,19978342,3323747700,2915733252,2865978,105580729,510878,2835928106,79805146,1865908316,"66%",0.916
"663","PR01346","PRB0047","EHI00757","AEV97E1L1I1","Podarcis muralis","Other",29698154,29013408,4454723100,4287814745,2395042,73919232,484338,4208979646,78835099,3080054019,"73%",0.9091
"664","PR01347","PRB0047","EHI00758","AEX78E1L1I1","Podarcis muralis","Other",1573988,1406,236098200,176764,1539126,110276664,4,0,176764,0,"0%",0
"665","PR01348","PRB0048","EHI00665","ABF99E1L1I1","Podarcis muralis","Other",12229922,11982242,1834488300,1765491947,1088215,34415070,17880,1762209969,3281978,1239687820,"70%",0.7968
"666","PR01349","PRB0048","EHI00666","ABG09E1L1I1","Podarcis muralis","Other",21156610,20635914,3173491500,3054046218,1526196,42947208,93038,3037088293,16957925,2113302425,"70%",0.8346
"667","PR01350","PRB0048","EHI00667","ABQ08E1L1I1","Podarcis muralis","Other",14923570,14549850,2238535500,2146556397,1239488,37437666,337568,2081398594,65157803,1442545103,"69%",0.8002
"668","PR01351","PRB0048","EHI00668","ABQ42E1L1I1","Podarcis muralis","Other",22780634,22055932,3417095100,3217329950,2882107,96931637,1096696,3029830288,187499662,2085377334,"69%",0.7088
"669","PR01352","PRB0048","EHI00669","ABQ44E1L1I1","Podarcis muralis","Other",18754366,18162642,2813154900,2643903552,2543098,88247828,2411932,2194433186,449470366,1387508483,"63%",0.696
"670","PR01353","PRB0048","EHI00670","ABQ45E1L1I1","Podarcis muralis","Other",27262600,26649786,4089390000,3921529941,2508322,79274947,1025092,3732441847,189088094,2331704154,"62%",0.7866
"671","PR01354","PRB0048","EHI00671","ABQ46E1L1I1","Podarcis muralis","Other",23475916,22883396,3521387400,3385783530,1685163,48307130,404352,3308347271,77436259,2323037070,"70%",0.8152
