"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"AAA47","Anal/cloacal swab","< 1 minute","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",62,600,"SD0034401","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV18","Faecal","< 3 hours","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,630,"SD0034402","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV16","Anal/cloacal swab","< 1 minute","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,630,"SD0034402","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB08","Tissue","< 1 minute","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,610,"SD0034403","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB06","Faecal","< 3 hours","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,610,"SD0034403","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB07","Anal/cloacal swab","< 1 minute","< 1 day","SD00344","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,610,"SD0034403","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA06","Tissue","< 1 minute","< 1 day","SD00345","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,295,"SD0034501","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA04","Anal/cloacal swab","< 1 minute","< 1 day","SD00345","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,295,"SD0034501","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA29","Anal/cloacal swab","< 1 minute","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60.5,335,"SD0034601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA54","Faecal","< 3 hours","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60.5,335,"SD0034601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV04","Faecal","< 3 hours","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60.5,425,"SD0034602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV23","Anal/cloacal swab","< 1 minute","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",60.5,425,"SD0034602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA36","Faecal","< 3 hours","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60.5,450,"SD0034603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA35","Tissue","< 1 minute","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60.5,450,"SD0034603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA34","Anal/cloacal swab","< 1 minute","< 1 day","SD00346","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60.5,450,"SD0034603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA03","Tissue","< 1 minute","< 1 day","SD00347","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",56.5,285,"SD0034701","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA02","Anal/cloacal swab","< 1 minute","< 1 day","SD00347","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",56.5,285,"SD0034701","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA10","Tissue","< 1 minute","< 1 day","SD00348","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,300,"SD0034801","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA08","Anal/cloacal swab","< 1 minute","< 1 day","SD00348","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,300,"SD0034801","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA28","Tissue","< 1 minute","< 1 day","SD00349","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,325,"SD0034901","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA27","Anal/cloacal swab","< 1 minute","< 1 day","SD00349","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,325,"SD0034901","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA18","Anal/cloacal swab","< 1 minute","< 1 day","SD00350","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,320,"SD0035001","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA19","Tissue","< 1 minute","< 1 day","SD00350","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,320,"SD0035001","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA49","Tissue","< 1 minute","< 1 day","SD00351","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",59,325,"SD0035101","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA45","Anal/cloacal swab","< 1 minute","< 1 day","SD00351","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",59,325,"SD0035101","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA01","Anal/cloacal swab","< 1 minute","< 1 day","SD00352","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",58.5,340,"SD0035201","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA07","Tissue","< 1 minute","< 1 day","SD00352","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",58.5,340,"SD0035201","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA09","Tissue","< 1 minute","< 1 day","SD00353","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",56.5,290,"SD0035301","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA05","Anal/cloacal swab","< 1 minute","< 1 day","SD00353","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Male",56.5,290,"SD0035301","MS0003","Cancano","Italy","1000196 - Coniferous forest","Pinus mugo",46.556,10.253
"AAA38","Tissue","< 1 minute","< 1 day","SD00354","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,325,"SD0035401","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA37","Anal/cloacal swab","< 1 minute","< 1 day","SD00354","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,325,"SD0035401","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA32","Tissue","< 1 minute","< 1 day","SD00355","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,340,"SD0035501","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA30","Anal/cloacal swab","< 1 minute","< 1 day","SD00355","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,340,"SD0035501","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA53","Faecal","< 3 hours","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,535,"SD0035601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA48","Anal/cloacal swab","< 1 minute","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,535,"SD0035601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU92","Faecal","< 3 hours","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,530,"SD0035602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU94","Anal/cloacal swab","< 1 minute","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,530,"SD0035602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA32","Tissue","< 1 minute","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,530,"SD0035603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA33","Faecal","< 3 hours","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,530,"SD0035603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA31","Anal/cloacal swab","< 1 minute","< 1 day","SD00356","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",59,530,"SD0035603","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA88","Faecal","< 3 hours","< 1 day","SD00357","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,480,"SD0035701","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA79","Anal/cloacal swab","< 1 minute","< 1 day","SD00357","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,480,"SD0035701","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA92","Anal/cloacal swab","< 1 minute","< 1 day","SD00358","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,580,"SD0035801","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA73","Faecal","< 3 hours","< 1 day","SD00358","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,580,"SD0035801","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB09","Faecal","< 3 hours","< 1 day","SD00358","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,540,"SD0035802","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB10","Anal/cloacal swab","< 1 minute","< 1 day","SD00358","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,540,"SD0035802","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB11","Tissue","< 1 minute","< 1 day","SD00358","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,540,"SD0035802","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA52","Faecal","< 3 hours","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,565,"SD0035901","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA61","Anal/cloacal swab","< 1 minute","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,565,"SD0035901","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAU86","Anal/cloacal swab","< 1 minute","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,580,"SD0035902","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAV34","Faecal","< 3 hours","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",62,550,"SD0035903","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB40","Faecal","< 3 hours","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",62,590,"SD0035904","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB39","Tissue","< 1 minute","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",62,590,"SD0035904","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"ABB38","Anal/cloacal swab","< 1 minute","< 1 day","SD00359","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",62,590,"SD0035904","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA51","Faecal","< 3 hours","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",61,535,"SD0036001","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA31","Anal/cloacal swab","< 1 minute","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",61,535,"SD0036001","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV11","Faecal","< 3 hours","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,540,"SD0036002","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV13","Anal/cloacal swab","< 1 minute","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,540,"SD0036002","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA30","Faecal","< 3 hours","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",61,570,"SD0036003","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA28","Anal/cloacal swab","< 1 minute","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",61,570,"SD0036003","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABA29","Tissue","< 1 minute","< 1 day","SD00360","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Pregnant","Female",61,570,"SD0036003","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU97","Faecal","< 3 hours","< 1 day","SD00361","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",64,465,"SD0036101","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV26","Anal/cloacal swab","< 1 minute","< 1 day","SD00361","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",64,465,"SD0036101","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB49","Faecal","< 3 hours","< 1 day","SD00361","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",64,440,"SD0036102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB51","Tissue","< 1 minute","< 1 day","SD00361","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",64,440,"SD0036102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB50","Anal/cloacal swab","< 1 minute","< 1 day","SD00361","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",64,440,"SD0036102","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA69","Anal/cloacal swab","< 1 minute","< 1 day","SD00362","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,510,"SD0036201","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA58","Faecal","< 3 hours","< 1 day","SD00362","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,510,"SD0036201","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA66","Faecal","< 3 hours","< 1 day","SD00363","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,495,"SD0036301","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA63","Anal/cloacal swab","< 1 minute","< 1 day","SD00363","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,495,"SD0036301","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV33","Anal/cloacal swab","< 1 minute","< 1 day","SD00363","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,500,"SD0036302","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV31","Faecal","< 3 hours","< 1 day","SD00363","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,500,"SD0036302","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU83","Faecal","< 3 hours","< 1 day","SD00364","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,465,"SD0036401","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU84","Anal/cloacal swab","< 1 minute","< 1 day","SD00364","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,465,"SD0036401","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB13","Tissue","< 1 minute","< 1 day","SD00364","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,470,"SD0036402","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB12","Anal/cloacal swab","< 1 minute","< 1 day","SD00364","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,470,"SD0036402","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"ABB14","Faecal","< 3 hours","< 1 day","SD00364","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",61,470,"SD0036402","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA39","Faecal","< 3 hours","< 1 day","SD00365","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,560,"SD0036501","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA62","Anal/cloacal swab","< 1 minute","< 1 day","SD00365","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Nursing","Female",NA,560,"SD0036501","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA57","Faecal","< 3 hours","< 1 day","SD00366","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,600,"SD0036601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA64","Anal/cloacal swab","< 1 minute","< 1 day","SD00366","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,600,"SD0036601","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV15","Anal/cloacal swab","< 1 minute","< 1 day","SD00366","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,600,"SD0036602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAV12","Faecal","< 3 hours","< 1 day","SD00366","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",NA,600,"SD0036602","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA65","Anal/cloacal swab","< 1 minute","< 1 day","SD00367","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,565,"SD0036701","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA99","Faecal","< 3 hours","< 1 day","SD00367","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,565,"SD0036701","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAU99","Anal/cloacal swab","< 1 minute","< 1 day","SD00367","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,560,"SD0036702","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAU96","Faecal","< 3 hours","< 1 day","SD00367","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,560,"SD0036702","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA59","Faecal","< 3 hours","< 1 day","SD00368","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,505,"SD0036801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA71","Anal/cloacal swab","< 1 minute","< 1 day","SD00368","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,505,"SD0036801","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA36","Tissue","< 1 minute","< 1 day","SD00369","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,295,"SD0036901","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAA35","Anal/cloacal swab","< 1 minute","< 1 day","SD00369","Sciurus vulgaris","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,295,"SD0036901","MS0003","Valfurva","Italy","1000196 - Coniferous forest","Pinus cembra; Picea Abies; Larix decidua",46.433,10.45
"AAB42","Anal/cloacal swab","< 1 minute","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,590,"SD0037001","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB20","Faecal","< 3 hours","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,590,"SD0037001","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV28","Faecal","< 3 hours","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,620,"SD0037002","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV29","Anal/cloacal swab","< 1 minute","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,620,"SD0037002","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG78","Tissue","< 1 minute","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",65,600,"SD0037003","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG75","Anal/cloacal swab","< 1 minute","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",65,600,"SD0037003","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG84","Faecal","< 3 hours","< 1 day","SD00370","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",65,600,"SD0037003","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB50","Anal/cloacal swab","< 1 minute","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,535,"SD0037101","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAB49","Faecal","< 3 hours","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,535,"SD0037101","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV10","Anal/cloacal swab","< 1 minute","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,550,"SD0037102","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAV35","Faecal","< 3 hours","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,550,"SD0037102","MS0003","commande","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG89","Tissue","< 1 minute","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,560,"SD0037103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG86","Anal/cloacal swab","< 1 minute","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,560,"SD0037103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"ACG82","Tissue","< 1 minute","< 1 day","SD00371","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,560,"SD0037103","MS0031","","Italy","1000221 - Temperate woodland","parklike habitat",44.839,7.768
"AAA70","Faecal","< 3 hours","< 1 day","SD00372","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,300,"SD0037201","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA84","Anal/cloacal swab","< 1 minute","< 1 day","SD00372","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",NA,300,"SD0037201","MS0003","Piobesi","Italy","1000221 - Temperate woodland","oak-hornbeam forest",44.938,7.594
"AAA50","Faecal","< 3 hours","< 1 day","SD00373","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,470,"SD0037301","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAA77","Anal/cloacal swab","< 1 minute","< 1 day","SD00373","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,470,"SD0037301","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU90","Anal/cloacal swab","< 1 minute","< 1 day","SD00373","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,450,"SD0037302","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
"AAU88","Faecal","< 3 hours","< 1 day","SD00373","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",NA,450,"SD0037302","MS0003","RS","Italy","1000221 - Temperate woodland","parklike habitat",45.95,7.505
