"sample_id","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude"
"AAL73","Anal/cloacal swab","< 1 minute","< 1 day","SD01577","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,607,"SD0157701","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL46","Oral swab","< 1 minute","< 1 day","SD01577","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",54,607,"SD0157701","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL65","Oral swab","< 1 minute","< 1 day","SD01578","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,307,"SD0157801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL74","Anal/cloacal swab","< 1 minute","< 1 day","SD01578","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,307,"SD0157801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM93","Oral swab","< 1 minute","< 1 day","SD01578","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",58,362,"SD0157802","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAN03","Anal/cloacal swab","< 1 minute","< 1 day","SD01578","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",58,362,"SD0157802","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM10","Anal/cloacal swab","< 1 minute","< 1 day","SD01579","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,547,"SD0157901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL55","Oral swab","< 1 minute","< 1 day","SD01579","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",60,547,"SD0157901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAL47","Anal/cloacal swab","< 1 minute","< 1 day","SD01580","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",58,527,"SD0158001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM01","Oral swab","< 1 minute","< 1 day","SD01580","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",58,527,"SD0158001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM49","Oral swab","< 1 minute","< 1 day","SD01581","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,647,"SD0158101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM31","Anal/cloacal swab","< 1 minute","< 1 day","SD01581","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",61,647,"SD0158101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM91","Oral swab","< 1 minute","< 1 day","SD01582","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,667,"SD0158201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAN01","Anal/cloacal swab","< 1 minute","< 1 day","SD01582","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",63,667,"SD0158201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM58","Anal/cloacal swab","< 1 minute","< 1 day","SD01583","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",51,557,"SD0158301","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAM83","Oral swab","< 1 minute","< 1 day","SD01583","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",51,557,"SD0158301","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAM40","Oral swab","< 1 minute","< 1 day","SD01584","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,627,"SD0158401","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAN02","Anal/cloacal swab","< 1 minute","< 1 day","SD01584","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,627,"SD0158401","MS0035","","United States","1000221 - Temperate woodland","Wooded Plot at Park",41.25,-75.89
"AAM67","Anal/cloacal swab","< 1 minute","< 1 day","SD01585","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,447,"SD0158501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM76","Oral swab","< 1 minute","< 1 day","SD01585","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,447,"SD0158501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAN04","Anal/cloacal swab","< 1 minute","< 1 day","SD01586","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,617,"SD0158601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM36","Anal/cloacal swab","< 1 minute","< 1 day","SD01586","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,617,"SD0158601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAN05","Oral swab","< 1 minute","< 1 day","SD01586","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,617,"SD0158601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM95","Oral swab","< 1 minute","< 1 day","SD01587","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,647,"SD0158701","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM68","Anal/cloacal swab","< 1 minute","< 1 day","SD01587","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,647,"SD0158701","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM94","Anal/cloacal swab","< 1 minute","< 1 day","SD01588","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,377,"SD0158801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM77","Oral swab","< 1 minute","< 1 day","SD01588","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",54,377,"SD0158801","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM59","Anal/cloacal swab","< 1 minute","< 1 day","SD01589","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",47,607,"SD0158901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM50","Oral swab","< 1 minute","< 1 day","SD01589","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",47,607,"SD0158901","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM41","Anal/cloacal swab","< 1 minute","< 1 day","SD01590","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",57,547,"SD0159001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM32","Oral swab","< 1 minute","< 1 day","SD01590","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",57,547,"SD0159001","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM33","Oral swab","< 1 minute","< 1 day","SD01591","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,627,"SD0159101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM42","Anal/cloacal swab","< 1 minute","< 1 day","SD01591","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Female",56,627,"SD0159101","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM51","Oral swab","< 1 minute","< 1 day","SD01592","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",54,347,"SD0159201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM60","Anal/cloacal swab","< 1 minute","< 1 day","SD01592","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Male",54,347,"SD0159201","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM44","Oral swab","< 1 minute","< 1 day","SD01593","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,407,"SD0159301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM52","Anal/cloacal swab","< 1 minute","< 1 day","SD01593","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Juvenile","Female",56,407,"SD0159301","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM35","Oral swab","< 1 minute","< 1 day","SD01594","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",51,607,"SD0159401","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM53","Anal/cloacal swab","< 1 minute","< 1 day","SD01595","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,607,"SD0159501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM45","Oral swab","< 1 minute","< 1 day","SD01595","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",56,607,"SD0159501","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM54","Oral swab","< 1 minute","< 1 day","SD01596","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",46,507,"SD0159601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"AAM61","Anal/cloacal swab","< 1 minute","< 1 day","SD01596","Sciurus carolinensis","Rodentia","Sciuridae","Mammalia","Adult","Male",46,507,"SD0159601","MS0035","","United States","1000221 - Temperate woodland","City Park",41.25,-75.89
"ACP12","Faecal","< 3 hours","< 1 day","SD01597","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",39.8,7.8,"SD0159701","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP13","Faecal","< 1 hour","< 1 day","SD01598","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",38.6,9,"SD0159801","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP14","Faecal","< 3 hours","< 1 day","SD01599","Myotis brandtii","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.55,4.7,"SD0159901","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP21","Faecal","< 3 hours","< 1 day","SD01600","Myotis mystacinus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.34,4.6,"SD0160001","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP15","Faecal","< 3 hours","< 1 day","SD01601","Myotis brandtii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",3.45,5.3,"SD0160101","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP16","Faecal","< 3 hours","< 1 day","SD01602","Myotis mystacinus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.56,4.7,"SD0160201","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP22","Faecal","< 3 hours","< 1 day","SD01603","Myotis mystacinus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.31,4.5,"SD0160301","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP23","Faecal","< 3 hours","< 1 day","SD01604","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",38.4,6.8,"SD0160401","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP05","Faecal","< 3 hours","< 1 day","SD01605","Myotis mystacinus","Chiroptera","Vespertilionidae","Mammalia","Pregnant","Female",3.46,5.8,"SD0160501","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP20","Faecal","< 1 hour","< 1 day","SD01606","Myotis brandtii","Chiroptera","Vespertilionidae","Mammalia","Pregnant","Female",3.41,6.6,"SD0160601","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP11","Faecal","< 3 hours","< 1 day","SD01607","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",3.97,9,"SD0160701","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP10","Faecal","< 3 hours","< 1 day","SD01608","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",3.98,9.2,"SD0160801","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACO89","Faecal","< 30 minutes","< 1 day","SD01609","Myotis mystacinus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",3.51,5.7,"SD0160901","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACO90","Faecal","< 30 minutes","< 1 day","SD01610","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",40.5,8.2,"SD0161001","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACO91","Faecal","< 1 hour","< 1 day","SD01611","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",43.1,9.1,"SD0161101","MS0012","","Norway","1000245 - Cropland","Along warehouse",60.05,10.889
"ACP04","Faecal","< 3 hours","< 1 day","SD01612","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.96,13.7,"SD0161201","MS0012","","Norway","1000245 - Cropland","Garden",63.393,10.164
"ACP19","Faecal","< 3 hours","< 1 day","SD01613","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.96,10,"SD0161301","MS0012","","Norway","1000245 - Cropland","Garden",63.304,10.3
"ACP03","Faecal","< 3 hours","< 1 day","SD01614","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.98,11.9,"SD0161401","MS0012","","Norway","1000221 - Temperate woodland","Garden",63.4,10.411
"ACP06","Faecal","< 3 hours","< 1 day","SD01615","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",3.97,11.1,"SD0161501","MS0012","","Norway","1000245 - Cropland","Garden",63.393,10.164
"ACP07","Faecal","< 3 hours","< 1 day","SD01616","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",3.76,10.2,"SD0161601","MS0012","","Norway","1000245 - Cropland","Garden",63.393,10.164
"ACP08","Faecal","< 3 hours","< 1 day","SD01617","Eptesicus nilssonii","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",3.96,9.8,"SD0161701","MS0012","","Norway","1000221 - Temperate woodland","Garden",63.4,10.411
"ACX39","Oral swab","< 1 minute","< 7 days","SD01618","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,18,"SD0161801","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272
"ACX40","Faecal","< 10 minutes","< 7 days","SD01618","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,18,"SD0161801","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272
"ACX42","Faecal","< 10 minutes","< 7 days","SD01619","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,21,"SD0161901","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272
"ACX41","Oral swab","< 1 minute","< 7 days","SD01619","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,21,"SD0161901","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272
"ACX43","Oral swab","< 1 minute","< 7 days","SD01620","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,20,"SD0162001","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.123,10.272
"ACX44","Oral swab","< 1 minute","< 7 days","SD01621","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,15,"SD0162101","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.124,10.274
"ACX45","Oral swab","< 1 minute","< 7 days","SD01622","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,17,"SD0162201","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX46","Tissue","< 3 hours","< 7 days","SD01623","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Juvenile","Female",NA,7,"SD0162301","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX47","Oral swab","< 1 minute","< 7 days","SD01624","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Male",NA,16,"SD0162401","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX30","Oral swab","< 1 minute","< 7 days","SD01625","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,20,"SD0162501","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX31","Oral swab","< 1 minute","< 7 days","SD01626","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,19,"SD0162601","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX32","Faecal","< 1 minute","< 7 days","SD01627","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Nursing","Female",NA,21,"SD0162701","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX33","Oral swab","< 1 minute","< 7 days","SD01627","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Nursing","Female",NA,21,"SD0162701","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
"ACX34","Oral swab","< 1 minute","< 7 days","SD01628","Muscardinus avellanarius","Rodentia","Gliridae","Mammalia","Adult","Female",NA,13,"SD0162801","MS0009","","Denmark","1000221 - Temperate woodland","Mosaic forest",55.126,10.273
