extraction_concentration	extraction_volume	extraction_id	extraction_total	sample_id
0.559	45	AAS05E2	25.155	AAS05
38.3	45	AGH21E1	1723.4999999999998	AGH21
0.05	45	ACZ40E1	2.25	ACZ40
0.08	45	AIV75E1	3.6	AIV75
5.5	17	AD89E2	93.5	AD89
1.87	45	AAH41E1	84.15	AAH41
5.02	45	AGM71E1	225.89999999999998	AGM71
0	45	ABC67E1	0	ABC67
0.055	45	ADV11E1	2.475	ADV11
88.4	45	AGG15E1	3978.0000000000005	AGG15
9.39	45	AII09E2	422.55	AII09
25.1	45	AEA48E1	1129.5	AEA48
16.3	45	ADM56E1	733.5	ADM56
2.16	45	ADJ39E1	97.2	ADJ39
4.03	45	AAW10E2	181.35000000000002	AAW10
0.0338	45	AHO15E1	1.521	AHO15
2.36	45	ACX37E1	106.19999999999999	ACX37
0.508	45	AAY38E1	22.86	AAY38
1.92	45	AAB39E1	86.39999999999999	AAB39
1.97	45	ADK34E1	88.65	ADK34
7.13	45	AFV07E1	320.85	AFV07
6.45	45	ADV29E1	290.25	ADV29
17.5	45	ACS26E1	787.5	ACS26
0.325	45	ACP08E1	14.625	ACP08
NA	45	AHI56E1	0	AHI56
2.69	45	ACB56E3	121.05	ACB56
2.35	45	ABQ43E1	105.75	ABQ43
0.254	45	AFM25E1	11.43	AFM25
10.4	45	AJP48E1	468	AJP48
17	45	AAT30E1	765	AAT30
8.66	45	AIR30E1	389.7	AIR30
0.035	45	AHO46E1	1.5750000000000002	AHO46
5.26	45	AIF75E2	236.7	AIF75
6.74	45	AJP52E4	303.3	AJP52
7.73	45	ABO05E1	347.85	ABO05
1.82	45	BATB11E1	81.9	BATB11
0.083	45	OPAU69E1	3.7350000000000003	OPAU69
10.2	45	AGN93E1	458.99999999999994	AGN93
2.67	45	AAB06E1	120.14999999999999	AAB06
1.05	45	AII31E1	47.25	AII31
2.23	45	AGO25E1	100.35	AGO25
9.42	45	ABC47E1	423.9	ABC47
0.0749	45	ACD66E1	3.3705	ACD66
5.03	45	AFU97E1	226.35000000000002	AFU97
0.45	45	AAH57E1	20.25	AAH57
0.362	45	AAE14E1	16.29	AAE14
10.7	45	ADU41E1	481.49999999999994	ADU41
6.6	45	ABA33E1	297	ABA33
3.81	45	ABQ54E1	171.45	ABQ54
0.726	45	AAW12E1	32.67	AAW12
1.32	45	NSAP36E1	59.400000000000006	NSAP36
26.1	45	ADM61E1	1174.5	ADM61
0.394	17	AAS43E2	6.698	AAS43
17.2	45	AIH04E2	774	AIH04
2.3	45	ABF92E1	103.49999999999999	ABF92
11.4	45	ABQ67E1	513	ABQ67
9.77	45	AIG42E1	439.65	AIG42
1.75	45	AAH27E1	78.75	AAH27
0.408	45	AEY39E1	18.36	AEY39
32.3	45	AIF81E2	1453.4999999999998	AIF81
3.16	45	AEL08E1	142.20000000000002	AEL08
9.5	45	AAB32E1	427.5	AAB32
0.85	45	AFT14E1	38.25	AFT14
11.5	45	AEC23E1	517.5	AEC23
14	45	AHB72E1	630	AHB72
0	45	AHI87E1	0	AHI87
10.7	45	ADG53E1	481.49999999999994	ADG53
59.3	45	AIH44E2	2668.5	AIH44
10.8	45	AHI39E1	486.00000000000006	AHI39
0.0236	45	AHN85E1	1.062	AHN85
0.376	45	AEZ09E1	16.92	AEZ09
133	45	AIJ22E2	5985	AIJ22
2.68	45	AGC24E1	120.60000000000001	AGC24
31.9	45	AGD29E1	1435.5	AGD29
4.62	45	AGZ04E1	207.9	AGZ04
9.99	45	AGC46E1	449.55	AGC46
0	45	ABM15E1	0	ABM15
3.52	45	AFI30E1	158.4	AFI30
0.0726	45	AHN59E1	3.267	AHN59
0.391	45	AEV02E1	17.595	AEV02
1.03	45	AFV18E1	46.35	AFV18
40.9	45	AAS23E1	1840.5	AAS23
1.27	45	AEA82E1	57.15	AEA82
0.916	45	AAV99E1	41.22	AAV99
16.3	45	AIQ80E1	733.5	AIQ80
0	45	AFP29E2	0	AFP29
12.3	45	AIJ20E1	553.5	AIJ20
3.83	45	AHN56E1	172.35	AHN56
1.39	45	ACC04E1	62.55	ACC04
1.49	45	ADV31E1	67.05	ADV31
1.96	45	AEV45E1	88.2	AEV45
22.9	45	AHQ50E1	1030.5	AHQ50
5.68	45	ADD81E1	255.6	ADD81
5.82	45	AHD25E1	261.90000000000003	AHD25
2.38	45	AEU69E1	107.1	AEU69
4.94	45	ABK48E1	222.3	ABK48
0.526	45	AAE62E1	23.67	AAE62
0	45	ACD19E1	0	ACD19
0	45	C1_EXB0024E1	0	C1_EXB0024
0	45	ADV08E1	0	ADV08
22.8	45	AAA81E1	1026	AAA81
0.134	45	AFT42E1	6.03	AFT42
3.9	45	ABL82E1	175.5	ABL82
0	17	AAC46E2	0	AAC46
19.9	45	AFL24E1	895.4999999999999	AFL24
0.0202	45	AKD75E1	0.9089999999999999	AKD75
0.0578	45	ACE40E1	2.601	ACE40
0.0262	45	AFE93E1	1.179	AFE93
11.5	45	AFI83E1	517.5	AFI83
36.1	45	AAV40E1	1624.5	AAV40
20.2	45	AAZ57E1	909	AAZ57
117	45	AGG10E1	5265	AGG10
0.0343	45	ACE45E1	1.5434999999999999	ACE45
11.2	45	ACG56E1	503.99999999999994	ACG56
6.48	45	ABO44E1	291.6	ABO44
22.1	45	ABD36E1	994.5000000000001	ABD36
5.63	45	AHV41E1	253.35	AHV41
0	45	C2_EXB0004E1	0	C2_EXB0004
12.6	45	AIH20E2	567	AIH20
19.2	45	ABQ93E1	864	ABQ93
10	45	ABK59E1	450	ABK59
16.1	45	ABI45E1	724.5000000000001	ABI45
0.81	45	ABC77E1	36.45	ABC77
8.78	45	ABP76E1	395.09999999999997	ABP76
0	45	ACD98E1	0	ACD98
0.0607	45	AAW47E2	2.7315	AAW47
0.905	45	AGO88E1	40.725	AGO88
11.3	45	AGM90E1	508.50000000000006	AGM90
9.07	45	AFQ41E1	408.15000000000003	AFQ41
0.451	45	AAT21E1	20.295	AAT21
4.08	45	ABQ03E1	183.6	ABQ03
0.0326	45	AIZ08E1	1.4669999999999999	AIZ08
0.0212	45	ACH13E1	0.954	ACH13
0	45	C1_EXB0054E1	0	C1_EXB0054
3.62	45	AAA48E1	162.9	AAA48
0.0611	45	AHO62E1	2.7495000000000003	AHO62
9.85	45	AEU37E1	443.25	AEU37
5.23	45	ABA43E1	235.35000000000002	ABA43
17.9	45	AGM96E1	805.4999999999999	AGM96
0.897	45	AAW46E1	40.365	AAW46
1.55	45	AFH80E1	69.75	AFH80
31.5	45	ABR25E1	1417.5	ABR25
14.9	45	AAU73E1	670.5	AAU73
0.116	45	AEZ77E1	5.220000000000001	AEZ77
0.0752	45	AHN57E1	3.3840000000000003	AHN57
0.0491	45	ACC89E1	2.2095	ACC89
1.59	45	AAO92E1	71.55	AAO92
15.5	45	BATC03E1	697.5	BATC03
1	45	ACC16E2	45	ACC16
0	45	AFM71E1	0	AFM71
17.7	45	AII92E1	796.5	AII92
0.525	45	AAW60E1	23.625	AAW60
0.18	45	AAX75E1	8.1	AAX75
2.62	45	ADU46E1	117.9	ADU46
14.3	45	AEX38E1	643.5	AEX38
0.081	45	AFU80E1	3.645	AFU80
0.191	45	AAX65E1	8.595	AAX65
1.48	45	AEA63E1	66.6	AEA63
0.788	45	AGO35E1	35.46	AGO35
21.7	45	ADE04E1	976.5	ADE04
2.33	45	AFP47E2	104.85000000000001	AFP47
0.576	45	ACZ89E1	25.919999999999998	ACZ89
2.92	45	AAH95E1	131.4	AAH95
14.3	45	BATA04E1	643.5	BATA04
14.2	45	AGM55E1	639	AGM55
1.16	45	ABB03E1	52.199999999999996	ABB03
14.5	45	AGN73E1	652.5	AGN73
0.665	45	ABG38E2	29.925	ABG38
1.27	45	ACJ62E2	57.15	ACJ62
27.3	45	AIR92E1	1228.5	AIR92
26.7	45	ABO79E1	1201.5	ABO79
39.8	45	AIG35E1	1790.9999999999998	AIG35
0.14	45	AFV32E1	6.300000000000001	AFV32
5.55	45	AFV15E1	249.75	AFV15
15.5	45	AIH04E1	697.5	AIH04
0.192	45	AEV23E1	8.64	AEV23
2.44	45	AAN10E1	109.8	AAN10
156	45	AIJ24E2	7020	AIJ24
1.7	45	ADE10E1	76.5	ADE10
10.7	45	AFO76E1	481.49999999999994	AFO76
0.055	45	AHI53E1	2.475	AHI53
17.1	45	ABA56E1	769.5000000000001	ABA56
1.26	45	AGO40E1	56.7	AGO40
1	45	ABK73E1	45	ABK73
1.39	45	AEB12E1	62.55	AEB12
5.31	45	AHQ52E1	238.95	AHQ52
41.9	45	ABK62E1	1885.5	ABK62
0.318	45	AHW95E4	14.31	AHW95
16.5	45	AFL05E1	742.5	AFL05
0.187	45	ACP21E1	8.415	ACP21
2.23	45	AHN12E1	100.35	AHN12
4.62	45	ABU59E2	207.9	ABU59
0.108	45	AGI58E1	4.86	AGI58
10	45	OPAU41E2	450	OPAU41
29.1	45	ACR98E1	1309.5	ACR98
0.124	45	AFN29E1	5.58	AFN29
0.252	45	ADU36E1	11.34	ADU36
0.249	45	ADA65E1	11.205	ADA65
7.97	45	ABK09E2	358.65	ABK09
4.75	45	ADA13E2	213.75	ADA13
4.3	45	AAT08E1	193.5	AAT08
0	45	AIV72E1	0	AIV72
5.24	45	AAC46E1	235.8	AAC46
3.62	45	OPAU13E2	162.9	OPAU13
0.566	45	ACK50E1	25.47	ACK50
0.336	45	OPAU51E1	15.120000000000001	OPAU51
13.9	45	ABK49E1	625.5	ABK49
0.0274	45	AHN13E1	1.233	AHN13
44.9	45	ABO34E1	2020.5	ABO34
0.709	45	ABZ50E1	31.904999999999998	ABZ50
35.2	45	AHG77E1	1584.0000000000002	AHG77
10.8	45	AHB80E1	486.00000000000006	AHB80
0	45	AHI25E1	0	AHI25
12.7	45	ABK67E1	571.5	ABK67
14.3	45	AHC90E1	643.5	AHC90
2.45	45	AEL49E1	110.25000000000001	AEL49
1.66	45	OPAU30E1	74.7	OPAU30
0	45	AFP05E1	0	AFP05
1.44	45	AIH53E1	64.8	AIH53
0.055	45	AHN21E1	2.475	AHN21
10.1	45	AJP43E1	454.5	AJP43
0.0331	45	AKD83E1	1.4894999999999998	AKD83
0.494	45	AAE18E1	22.23	AAE18
1.04	45	ADV74E1	46.800000000000004	ADV74
6.22	45	AEL17E1	279.9	AEL17
0.113	45	AAD28E1	5.085	AAD28
2.23	45	ABN47E2	100.35	ABN47
0.755	45	ACJ42E1	33.975	ACJ42
0.101	45	AHN95E1	4.545	AHN95
0.0379	45	AEY41E1	1.7055000000000002	AEY41
19.4	45	AEK07E1	872.9999999999999	AEK07
13.1	45	ABC58E1	589.5	ABC58
62.6	45	AIF57E2	2817	AIF57
33.1	45	ABP37E2	1489.5	ABP37
0.068	45	AAC26E2	3.06	AAC26
9.8	45	AIG97E2	441.00000000000006	AIG97
17	45	AAN63E1	765	AAN63
7.05	45	AGN02E1	317.25	AGN02
0.511	45	ACB61E1	22.995	ACB61
6.38	45	AAQ43E1	287.1	AAQ43
5.59	45	ACX55E1	251.54999999999998	ACX55
18.7	45	AHE94E1	841.5	AHE94
0.15	45	AEX24E1	6.75	AEX24
0.557	45	AGZ59E2	25.065	AGZ59
0.00511	45	C1_EXB0084E1	0.22995	C1_EXB0084
4.05	45	AGO10E1	182.25	AGO10
14.2	45	AEY25E1	639	AEY25
17	45	AGM66E1	765	AGM66
6	45	ADM31E1	270	ADM31
1.45	45	OPAU25E1	65.25	OPAU25
22.9	45	AII04E2	1030.5	AII04
0.623	45	AAY16E1	28.035	AAY16
3.05	45	ABD20E1	137.25	ABD20
0.306	45	AAA96E1	13.77	AAA96
14.9	45	AAN19E2	670.5	AAN19
0	45	AIF92E2	0	AIF92
13.5	45	AGC98E1	607.5	AGC98
0.5	45	AD81E1	22.5	AD81
6.95	45	ABW45E1	312.75	ABW45
0.0593	45	AAW52E1	2.6685	AAW52
1.86	45	AFQ81E1	83.7	AFQ81
0.748	45	AFO83E2	33.66	AFO83
9.66	45	AAM36E1	434.7	AAM36
0.113	45	AHB98E1	5.085	AHB98
6.89	45	AAV43E1	310.05	AAV43
0.899	45	OPAU11E1	40.455	OPAU11
19.5	45	ACS06E1	877.5	ACS06
0	45	C2_EXB0001E1	0	C2_EXB0001
40	45	AIR10E1	1800	AIR10
21.6	45	ADL72E1	972.0000000000001	ADL72
18	45	AII70E1	810	AII70
0.127	45	AGZ55E1	5.715	AGZ55
15.8	45	AIG15E1	711	AIG15
56.8	45	AGD77E1	2556	AGD77
6.92	45	AIF86E2	311.4	AIF86
34.1	45	AHV63E1	1534.5	AHV63
11.7	45	AAZ65E1	526.5	AAZ65
6.4	45	ABI58E1	288	ABI58
0	45	ACE25E1	0	ACE25
0.002	45	C1_EXB0087E1	0.09	C1_EXB0087
0.736	45	ACC18E1	33.12	ACC18
22.6	45	AEM52E1	1017.0000000000001	AEM52
9.73	45	ABQ25E1	437.85	ABQ25
10.6	45	ABI56E1	477	ABI56
0.756	45	AJP63E1	34.02	AJP63
3.57	45	AFI93E1	160.65	AFI93
1.75	45	ABG38E1	78.75	ABG38
0	17	AAS49E2	0	AAS49
0.084	45	ACD79E2	3.7800000000000002	ACD79
2.23	45	AIV55E3	100.35	AIV55
4.35	45	ADL62E1	195.74999999999997	ADL62
12.5	45	AAV44E1	562.5	AAV44
1.46	45	ADE01E1	65.7	ADE01
7.3	45	ABS02E2	328.5	ABS02
0.2	45	ADJ27E1	9	ADJ27
2.77	45	ABM10E1	124.65	ABM10
3.11	45	AFV57E1	139.95	AFV57
0.957	45	ADU65E1	43.065	ADU65
0	45	ACE19E1	0	ACE19
56.7	45	ABI57E1	2551.5	ABI57
2.65	45	AAP01E1	119.25	AAP01
1.33	45	BATB06E1	59.85	BATB06
1.45	45	AAI03E1	65.25	AAI03
0.029	45	AHN29E1	1.3050000000000002	AHN29
33.4	45	AHV61E1	1503	AHV61
5.72	45	ADW20E1	257.4	ADW20
0.13	45	ACZ64E1	5.8500000000000005	ACZ64
2.17	45	AAO94E1	97.64999999999999	AAO94
0.14	45	AAC14E1	6.300000000000001	AAC14
0.229	45	AGI58E3	10.305	AGI58
11.5	45	ACS24E1	517.5	ACS24
16.2	45	AFM81E1	729	AFM81
0.385	45	ADJ77E1	17.325	ADJ77
6.61	45	AIH09E1	297.45	AIH09
0.00977	45	C1_EXB0094E1	0.43965	C1_EXB0094
12.6	45	BATC09E1	567	BATC09
0	45	AHI71E1	0	AHI71
3.92	45	AFV18E4	176.4	AFV18
14.9	45	AHB36E1	670.5	AHB36
3.85	45	ABG02E1	173.25	ABG02
7.66	45	AJP41E1	344.7	AJP41
0.609	45	ABS42E2	27.405	ABS42
16.1	45	ABK61E1	724.5000000000001	ABK61
1.03	45	ABC84E1	46.35	ABC84
0.0796	45	AIZ12E1	3.5820000000000003	AIZ12
14.7	45	AIH37E2	661.5	AIH37
0.374	45	AFH81E1	16.83	AFH81
0.483	45	OPAU66E1	21.735	OPAU66
9.56	45	AFV10E1	430.20000000000005	AFV10
1.05	45	ADA72E1	47.25	ADA72
5.11	45	AFU86E1	229.95000000000002	AFU86
1.81	45	AAA66E1	81.45	AAA66
1.23	45	ACZ37E1	55.35	ACZ37
0.729	45	AGF26E1	32.805	AGF26
2.4	45	ABS96E1	108	ABS96
0.338	45	AFK61E1	15.21	AFK61
10.3	45	AGN23E1	463.50000000000006	AGN23
39.3	45	AHV45E1	1768.4999999999998	AHV45
0.188	45	AAH89E1	8.46	AAH89
1.59	45	AFT24E1	71.55	AFT24
0.165	45	OPAU57E1	7.425000000000001	OPAU57
7.59	45	AEA75E1	341.55	AEA75
2.21	45	AGP52E1	99.45	AGP52
1.95	45	ABM09E1	87.75	ABM09
0.00166	45	C1_EXB0081E1	0.0747	C1_EXB0081
0	45	ACD69E1	0	ACD69
5.49	45	AAQ50E1	247.05	AAQ50
5.79	45	ABC05E1	260.55	ABC05
1.05	45	OPAU42E1	47.25	OPAU42
0.293	45	OPAU23E1	13.184999999999999	OPAU23
1	45	AFN16E1	45	AFN16
0.569	45	ABS94E2	25.604999999999997	ABS94
6.93	17	AD85E2	117.81	AD85
0.632	45	AEJ95E1	28.44	AEJ95
35.4	45	AAN57E1	1593	AAN57
2.81	45	ADC13E1	126.45	ADC13
2.64	45	ACK44E1	118.80000000000001	ACK44
1.7	45	AFP69E1	76.5	AFP69
2.81	45	AFZ59E1	126.45	AFZ59
3.89	45	ABA55E1	175.05	ABA55
0.31	45	AGI41E2	13.95	AGI41
13.1	45	ABE10E2	589.5	ABE10
7.33	45	ABU59E1	329.85	ABU59
0	45	ACC86E1	0	ACC86
0.342	45	AFN08E1	15.39	AFN08
3	45	OPAU11E2	135	OPAU11
0	45	AFQ83E2	0	AFQ83
19.4	45	AIH70E2	872.9999999999999	AIH70
0.179	45	AGI08E1	8.055	AGI08
15.6	45	ADK11E1	702	ADK11
5.16	45	AAH14E1	232.20000000000002	AAH14
33.3	45	ABK47E1	1498.4999999999998	ABK47
0.0436	45	AFH33E1	1.962	AFH33
4.28	45	ABE20E1	192.60000000000002	ABE20
20.7	45	ABB24E1	931.5	ABB24
3	45	AIG48E1	135	AIG48
0.083	45	AHI49E1	3.7350000000000003	AHI49
0	17	AAT47E2	0	AAT47
18	45	AEX61E1	810	AEX61
0.056	45	ADA65E2	2.52	ADA65
11.9	45	ABQ46E1	535.5	ABQ46
1.69	45	AEA84E1	76.05	AEA84
27.3	45	AAU79E1	1228.5	AAU79
0	45	AAD09E1	0	AAD09
7.51	45	AGC23E1	337.95	AGC23
6.87	45	AGN88E1	309.15	AGN88
0	45	AHI51E1	0	AHI51
0	45	ACP15E1	0	ACP15
0	45	AHI44E1	0	AHI44
13.9	45	AIG11E1	625.5	AIG11
0.749	45	AAS04E1	33.705	AAS04
0.0367	45	AGI35E1	1.6515000000000002	AGI35
0.282	45	AEV06E1	12.69	AEV06
8.16	45	AIH66E1	367.2	AIH66
1.39	45	ADU66E1	62.55	ADU66
0.478	45	AHC10E1	21.509999999999998	AHC10
0.0382	45	ACE12E1	1.7189999999999999	ACE12
24.4	45	AGN56E1	1098	AGN56
0.0298	45	AHO34E1	1.341	AHO34
20.4	45	AFU67E1	917.9999999999999	AFU67
23.6	45	ABO09E1	1062	ABO09
55.3	45	AIJ04E2	2488.5	AIJ04
2.46	45	AGO82E1	110.7	AGO82
10.4	45	AAM68E1	468	AAM68
3.63	45	ABL37E1	163.35	ABL37
0	45	C1_EXB0005E1	0	C1_EXB0005
0.072	45	AHI76E1	3.2399999999999998	AHI76
26.3	45	BATC06E1	1183.5	BATC06
1.85	45	ACS04E1	83.25	ACS04
15.5	45	AJP55E1	697.5	AJP55
0.542	45	AAD30E1	24.39	AAD30
6.17	45	OPAU23E2	277.65	OPAU23
0.0704	45	AEZ10E1	3.168	AEZ10
2.4	45	ADK21E1	108	ADK21
0.98	45	ACK86E1	44.1	ACK86
58.5	45	AIH57E2	2632.5	AIH57
4.69	45	AFU95E1	211.05	AFU95
14.4	45	BATC05E1	648	BATC05
0.058	45	ABT33E1	2.6100000000000003	ABT33
39.3	45	ADD86E1	1768.4999999999998	ADD86
9.93	45	AGN75E1	446.84999999999997	AGN75
1.78	45	ADA14E1	80.1	ADA14
22.6	45	AGN45E1	1017.0000000000001	AGN45
0	45	AHI61E1	0	AHI61
3.19	45	AIF97E1	143.55	AIF97
0.0347	45	AIZ72E1	1.5615	AIZ72
7.36	45	AEU64E1	331.2	AEU64
0	45	AFP03E1	0	AFP03
1.96	45	AAP72E1	88.2	AAP72
0.625	45	AFO95E2	28.125	AFO95
14.5	45	ABT71E1	652.5	ABT71
0.0869	45	AEY29E1	3.9105000000000003	AEY29
6.16	17	AAT62E2	104.72	AAT62
12	45	AEX92E1	540	AEX92
10.2	45	AAA57E1	458.99999999999994	AAA57
1.54	45	OPAU47E2	69.3	OPAU47
6.3	45	AIG75E1	283.5	AIG75
3.89	45	AFU83E1	175.05	AFU83
0	45	AFP29E1	0	AFP29
1.92	45	ABG29E1	86.39999999999999	ABG29
0.677	45	AGY67E1	30.465000000000003	AGY67
2.04	45	ADF26E1	91.8	ADF26
0.076	45	AHN43E1	3.42	AHN43
3.8	45	ABD42E1	171	ABD42
0.0618	45	AAE16E1	2.781	AAE16
1.25	45	ABS06E1	56.25	ABS06
32.3	45	AEY32E1	1453.4999999999998	AEY32
0.105	45	AGI41E3	4.725	AGI41
0.975	45	ACP11E1	43.875	ACP11
1.82	45	AFM39E1	81.9	AFM39
19.4	45	AHI85E1	872.9999999999999	AHI85
10.9	45	AFW28E1	490.5	AFW28
3.59	45	AGN18E1	161.54999999999998	AGN18
13.2	45	AII48E1	594	AII48
20.9	45	AAN16E1	940.4999999999999	AAN16
3.37	45	AGO09E1	151.65	AGO09
17.7	45	AEA89E1	796.5	AEA89
9.89	45	AHC80E1	445.05	AHC80
3.1	45	AHU97E2	139.5	AHU97
33.5	45	AHN12E2	1507.5	AHN12
11.4	45	ACJ41E1	513	ACJ41
5.75	45	ABL39E1	258.75	ABL39
7.87	45	AFV78E1	354.15	AFV78
1.2	45	AAD46E1	54	AAD46
0.2	45	AIY67E1	9	AIY67
0.09	45	AAC07E1	4.05	AAC07
1.11	45	AGJ22E1	49.95	AGJ22
41.9	45	ABO36E1	1885.5	ABO36
0.793	45	AAQ18E2	35.685	AAQ18
19.1	45	AIJ31E2	859.5000000000001	AIJ31
0.148	45	AHI23E2	6.659999999999999	AHI23
0.948	45	AAW64E1	42.66	AAW64
0.17	45	ACS51E1	7.65	ACS51
28.2	45	AFU87E1	1269	AFU87
5.53	45	AA91E1	248.85000000000002	AA91
7.47	45	AGN31E1	336.15	AGN31
2.31	45	AEM30E1	103.95	AEM30
2.56	45	AGN78E1	115.2	AGN78
0.244	45	ABQ79E1	10.98	ABQ79
32.7	45	AIJ15E2	1471.5000000000002	AIJ15
44.5	45	ACR75E1	2002.5	ACR75
0.0619	45	AFQ47E1	2.7855	AFQ47
3.12	45	AJP57E1	140.4	AJP57
0.0183	45	C1_EXB0088E1	0.8235	C1_EXB0088
4.09	45	AAE17E1	184.04999999999998	AAE17
3.77	45	ABZ68E1	169.65	ABZ68
0	45	AAC21E1	0	AAC21
0.195	45	AGZ72E1	8.775	AGZ72
0	45	C1_EXB0058E1	0	C1_EXB0058
0.562	45	ADA13E1	25.290000000000003	ADA13
0.733	45	AAX80E1	32.985	AAX80
2.09	45	ACZ34E1	94.05	ACZ34
0	45	AFP01E1	0	AFP01
3.97	45	AAZ79E1	178.65	AAZ79
0.314	17	AAT49E2	5.338	AAT49
29.9	45	AEX07E1	1345.5	AEX07
0.228	45	AEZ69E1	10.26	AEZ69
3.33	45	ABQ40E1	149.85	ABQ40
0.713	45	AAS05E1	32.085	AAS05
21.4	45	AIQ60E1	962.9999999999999	AIQ60
15.5	45	AHG67E1	697.5	AHG67
0	17	AAD15E2	0	AAD15
13.2	45	ABL33E1	594	ABL33
22.4	45	AEU26E1	1007.9999999999999	AEU26
0.325	45	AAD64E1	14.625	AAD64
7.09	45	ACC03E2	319.05	ACC03
0.238	45	AGI49E1	10.709999999999999	AGI49
11	45	ABS11E1	495	ABS11
0.519	45	AAS22E1	23.355	AAS22
20.6	45	AHC02E1	927.0000000000001	AHC02
1.95	45	AAH93E1	87.75	AAH93
24.3	45	AIJ20E2	1093.5	AIJ20
0	45	C1_EXB0010E1	0	C1_EXB0010
0.346	45	AAS42E1	15.569999999999999	AAS42
18.1	45	ABB41E1	814.5000000000001	ABB41
0.117	45	ACZ66E1	5.265000000000001	ACZ66
6.01	45	AIG79E1	270.45	AIG79
1.66	45	ABL51E1	74.7	ABL51
9.62	45	AAA75E1	432.9	AAA75
0.934	45	ADA67E1	42.03	ADA67
11.1	45	BATA08E1	499.5	BATA08
1.78	45	OPAU28E1	80.1	OPAU28
2.37	45	AGO38E1	106.65	AGO38
2.88	45	AGB90E1	129.6	AGB90
13.9	45	AHC92E1	625.5	AHC92
15.8	45	AIR29E1	711	AIR29
0	45	ACD92E1	0	ACD92
0.502	45	AAW37E1	22.59	AAW37
9.67	45	ABM23E1	435.15	ABM23
16.3	45	ADK06E1	733.5	ADK06
0.128	45	AEJ95E2	5.76	AEJ95
10	45	AGN92E1	450	AGN92
11.8	45	AAU62E1	531	AAU62
4.64	45	ADL20E1	208.79999999999998	ADL20
9.09	45	AFV96E1	409.05	AFV96
0.0601	45	AGI58E4	2.7045	AGI58
0.054	45	AFP03E2	2.43	AFP03
23	17	AAD23E2	391	AAD23
0.655	45	ADA68E2	29.475	ADA68
3	45	ABK12E1	135	ABK12
0.243	45	AAS11E1	10.935	AAS11
5.53	45	ABK05E1	248.85000000000002	ABK05
0.14	45	ACB23E1	6.300000000000001	ACB23
0.063	45	AEY26E1	2.835	AEY26
0.968	45	AAA86E1	43.56	AAA86
69	45	ABZ25E1	3105	ABZ25
1.2	45	AEL29E1	54	AEL29
3.4	45	AAD43E1	153	AAD43
2.33	45	AEU94E1	104.85000000000001	AEU94
36.4	45	AIR15E1	1638	AIR15
0.674	45	AAS30E1	30.330000000000002	AAS30
0.25	17	AAD16E2	4.25	AAD16
0	45	C1_EXB0049E1	0	C1_EXB0049
0.25	45	ADE05E1	11.25	ADE05
8.76	45	ABA70E1	394.2	ABA70
8.36	17	AAT59E2	142.12	AAT59
0.0432	45	AHO07E1	1.9440000000000002	AHO07
0.26	45	AEY76E1	11.700000000000001	AEY76
37	45	AGN94E1	1665	AGN94
0.111	45	ACE07E1	4.995	ACE07
0.155	45	AAS18E1	6.975	AAS18
14.8	45	AGD11E1	666	AGD11
2.38	45	AGO39E1	107.1	AGO39
62.3	45	ADW16E1	2803.5	ADW16
37.3	45	AII75E2	1678.4999999999998	AII75
1.24	45	AEV36E1	55.8	AEV36
2.26	45	ABS10E1	101.69999999999999	ABS10
24.2	45	AGD19E1	1089	AGD19
4.84	45	AGB97E1	217.79999999999998	AGB97
16.5	45	ABZ35E1	742.5	ABZ35
0.297	45	ADU27E1	13.365	ADU27
11.7	45	AAT31E1	526.5	AAT31
0.209	45	OPAU61E1	9.405	OPAU61
4.53	45	AAP90E1	203.85000000000002	AAP90
3.98	45	ABW40E1	179.1	ABW40
17.9	45	AAZ65E4	805.4999999999999	AAZ65
5.13	45	AAH31E1	230.85	AAH31
1.55	45	ABS32E1	69.75	ABS32
0.0609	45	AHO42E1	2.7405	AHO42
0.34	45	AFN10E2	15.3	AFN10
20.9	45	AAH45E1	940.4999999999999	AAH45
11.7	45	ABA68E1	526.5	ABA68
1.56	45	AFN33E1	70.2	AFN33
8.38	45	ABP28E1	377.1	ABP28
0.0351	45	ACE29E1	1.5795	ACE29
0	45	ADU85E1	0	ADU85
3.36	45	AHC85E1	151.2	AHC85
0	45	AAB64E2	0	AAB64
75.5	45	ABZ42E1	3397.5	ABZ42
0.076	45	C1_EXB0038E1	3.42	C1_EXB0038
0.859	45	AAD48E1	38.655	AAD48
6.86	45	AAV11E1	308.7	AAV11
2.72	45	AJP64E1	122.4	AJP64
0.395	45	AGF86E1	17.775000000000002	AGF86
12.6	45	ABJ53E1	567	ABJ53
8.82	45	AHW91E3	396.90000000000003	AHW91
22.9	45	ACY05E1	1030.5	ACY05
7.75	45	ABK45E1	348.75	ABK45
0.123	45	AFV05E1	5.535	AFV05
1.87	45	ADU64E1	84.15	ADU64
15.8	45	ADW01E1	711	ADW01
1.96	45	ADK18E1	88.2	ADK18
9.63	45	ABJ83E1	433.35	ABJ83
15.1	45	ABZ39E1	679.5	ABZ39
14.1	45	AEM28E1	634.5	AEM28
1.41	45	ACB36E1	63.449999999999996	ACB36
1.31	45	ABS94E1	58.95	ABS94
15.5	45	AB09E1	697.5	AB09
2.24	45	AAD68E1	100.80000000000001	AAD68
12	45	ABB56E1	540	ABB56
14.5	45	BATC04E1	652.5	BATC04
