extraction_concentration	extraction_volume	extraction_id	extraction_total	sample_id
0.984	45	AFQ93E1	44.28	AFQ93
0	45	C1_EXB0001E1	0	C1_EXB0001
0.442	45	ACP06E1	19.89	ACP06
0.073	45	AAS31E1	3.2849999999999997	AAS31
1.24	45	ACP19E1	55.8	ACP19
4.17	45	AGP41E1	187.65	AGP41
22.9	45	AAB20E1	1030.5	AAB20
0.0521	45	ABC75E1	2.3445	ABC75
13.8	45	AIJ48E1	621	AIJ48
0.06	45	ACC96E1	2.6999999999999997	ACC96
0.388	45	AB05E1	17.46	AB05
0.597	45	AAD42E1	26.865	AAD42
0.053900000000000003	45	AHO25E1	2.4255	AHO25
0	45	C4_EXB0032E1	0	C4_EXB0032
0.716	45	AGZ59E4	32.22	AGZ59
3.91	45	AGN11E1	175.95000000000002	AGN11
1.63	45	BATB15E1	73.35	BATB15
0.206	45	ACE15E1	9.27	ACE15
8.71	45	AGF10E1	391.95000000000005	AGF10
0.0951	45	AHO58E1	4.2795000000000005	AHO58
9.38	45	ABB06E1	422.1	ABB06
11.8	45	ADV61E1	531	ADV61
3.4	45	ADK29E1	153	ADK29
0	45	AHI69E1	0	AHI69
0.18	45	ABZ64E1	8.1	ABZ64
0	45	C1_EXB0042E1	0	C1_EXB0042
26.5	45	AGD37E1	1192.5	AGD37
1.34	45	AAA08E1	60.300000000000004	AAA08
6.02	45	AIQ84E1	270.9	AIQ84
24.2	45	AHB97E1	1089	AHB97
0.921	45	ACC19E2	41.445	ACC19
3.32	45	ACB61E4	149.4	ACB61
1.7	45	AGP44E1	76.5	AGP44
0.069	45	C1_EXB0029E1	3.1050000000000004	C1_EXB0029
0.118	45	AAS27E1	5.31	AAS27
15.2	45	AIG20E2	684	AIG20
8.77	45	AHU97E3	394.65	AHU97
12	45	AGD06E1	540	AGD06
0.0614	45	AGI59E2	2.7630000000000003	AGI59
0.0873	45	AHO23E1	3.9285	AHO23
14	45	ABK43E1	630	ABK43
7.81	45	AEX12E1	351.45	AEX12
4.09	45	AEX37E1	184.04999999999998	AEX37
19.9	45	AHB75E1	895.4999999999999	AHB75
12.8	45	ADJ72E1	576	ADJ72
2.42	45	ADA63E1	108.89999999999999	ADA63
5.31	45	AGM48E1	238.95	AGM48
0.0466	45	AKD88E1	2.097	AKD88
6.43	45	ABC97E1	289.34999999999997	ABC97
0.112	45	ACD32E1	5.04	ACD32
8.34	45	AGO47E1	375.3	AGO47
0.455	45	AGZ80E1	20.475	AGZ80
0.084	45	AHI49E2	3.7800000000000002	AHI49
0	45	C1_EXB0048E1	0	C1_EXB0048
24.4	45	AGN67E1	1098	AGN67
0.0574	45	AHO70E1	2.583	AHO70
1.47	45	OPAU25E2	66.15	OPAU25
4.33	45	AAP87E1	194.85	AAP87
0	45	AHI89E1	0	AHI89
0.507	45	OPAU27E1	22.815	OPAU27
3.22	45	ABP46E1	144.9	ABP46
1.75	45	AAD40E1	78.75	AAD40
2.23	45	AGZ59E3	100.35	AGZ59
1.3	45	OPAU9E1	58.5	OPAU9
0.422	45	AGI38E1	18.99	AGI38
0	45	C1_EXB0031E1	0	C1_EXB0031
0.128	45	AHO31E1	5.76	AHO31
6.08	45	ABK69E1	273.6	ABK69
0	45	C1_EXB0003E1	0	C1_EXB0003
4.59	45	AAZ39E1	206.54999999999998	AAZ39
0.445	45	AAH50E1	20.025	AAH50
13	45	AIF57E1	585	AIF57
0.151	45	ACY27E1	6.795	ACY27
5.27	45	ACG59E1	237.14999999999998	ACG59
1.78	45	ADU57E1	80.1	ADU57
0.243	45	AGY86E1	10.935	AGY86
1.33	45	ACK74E1	59.85	ACK74
5.78	45	AAV79E1	260.1	AAV79
0.615	45	ADU78E1	27.675	ADU78
2.11	45	AAD66E1	94.94999999999999	AAD66
18.6	45	AGD04E1	837.0000000000001	AGD04
0.099	45	AAW21E1	4.455	AAW21
3.1	45	ABK96E1	139.5	ABK96
20.7	45	AFM58E1	931.5	AFM58
0.392	45	AFV60E1	17.64	AFV60
0.8	45	AIH42E1	36	AIH42
0.126	45	AJF25E1	5.67	AJF25
16	45	AIF88E1	720	AIF88
11.2	45	AIH48E1	503.99999999999994	AIH48
10.6	45	AIH70E1	477	AIH70
1.74	45	ABS42E1	78.3	ABS42
0	45	C1_EXB0052E1	0	C1_EXB0052
3.57	45	AII92E2	160.65	AII92
0.228	45	ACG25E1	10.26	ACG25
2.27	45	ABE10E1	102.15	ABE10
20.7	45	ABR12E1	931.5	ABR12
55	45	ABP37E1	2475	ABP37
6.11	45	ABW31E1	274.95	ABW31
0.211	45	ACE02E1	9.495	ACE02
0.185	45	AFT09E1	8.325	AFT09
9.92	45	AIH55E1	446.4	AIH55
0.828	45	ACO91E2	37.26	ACO91
2.11	45	ABI44E1	94.94999999999999	ABI44
2.23	45	AGF95E1	100.35	AGF95
25.9	45	AEL40E1	1165.5	AEL40
5.7	45	ABA58E1	256.5	ABA58
0.28	45	AAC55E1	12.600000000000001	AAC55
8.95	45	AAU78E1	402.74999999999994	AAU78
0.102	45	ACZ47E1	4.59	ACZ47
18.9	45	AIJ11E1	850.4999999999999	AIJ11
0	45	AAC26E1	0	AAC26
0.0129	45	AHO64E1	0.5805	AHO64
13.5	45	AAU97E1	607.5	AAU97
0.0491	45	AHN15E1	2.2095	AHN15
10.4	45	ABK16E1	468	ABK16
5.3	45	AHE84E1	238.5	AHE84
13	45	AIH42E2	585	AIH42
0.0661	45	AGI99E1	2.9745000000000004	AGI99
0.686	45	AIF70E2	30.87	AIF70
16	45	ABO09E2	720	ABO09
0.171	45	AHI23E1	7.695	AHI23
4.56	45	AGP43E1	205.2	AGP43
5.68	45	AAP80E1	255.6	AAP80
0.827	45	ADA01E2	37.214999999999996	ADA01
19.6	45	AFQ29E1	882.0000000000001	AFQ29
20.8	45	AIJ15E1	936	AIJ15
46	45	AFP66E1	2070	AFP66
22.9	45	ACS08E1	1030.5	ACS08
11.1	45	AGD39E1	499.5	AGD39
0.66	45	AGI07E1	29.700000000000003	AGI07
8.95	45	ABA64E1	402.74999999999994	ABA64
3.16	45	ADG27E1	142.20000000000002	ADG27
0.372	45	ACZ35E1	16.74	ACZ35
1.41	45	AAM59E1	63.449999999999996	AAM59
19	45	AIH90E1	855	AIH90
5.82	45	ABK54E1	261.90000000000003	ABK54
26.3	45	AFQ51E1	1183.5	AFQ51
2.91	45	AAM94E1	130.95000000000002	AAM94
2.85	45	ABG28E1	128.25	ABG28
19.7	45	ABA79E1	886.5	ABA79
2.33	45	AFO79E1	104.85000000000001	AFO79
0	45	AAS21E1	0	AAS21
8.22	45	ACG49E1	369.90000000000003	ACG49
0	45	C1_EXB0060E1	0	C1_EXB0060
14	45	ABJ71E1	630	ABJ71
17.5	45	AGD40E1	787.5	AGD40
0.135	45	ACD23E1	6.075	ACD23
12.5	45	ABQ18E1	562.5	ABQ18
0.09	45	AAC40E1	4.05	AAC40
16.8	45	AEX44E1	756	AEX44
0	45	C1_EXB0056E1	0	C1_EXB0056
2.65	45	ABC74E1	119.25	ABC74
2.29	45	AHB55E1	103.05	AHB55
1.04	45	AGO33E1	46.800000000000004	AGO33
0.848	45	ACP04E1	38.16	ACP04
19.7	45	AGN39E1	886.5	AGN39
12.7	45	AGD33E1	571.5	AGD33
7.1	45	AIJ02E1	319.5	AIJ02
10.9	45	ACC42E1	490.5	ACC42
1.76	45	AFO83E4	79.2	AFO83
0.109	45	AAT09E2	4.905	AAT09
0.209	45	AGY66E1	9.405	AGY66
0.0938	45	ACZ52E1	4.221	ACZ52
0.19	45	ABC99E1	8.55	ABC99
0.714	45	AAH47E1	32.129999999999995	AAH47
0.363	45	NSAP42E1	16.335	NSAP42
0.252	45	AGZ18E1	11.34	AGZ18
3.88	45	AAA92E1	174.6	AAA92
30.9	45	AAB01E1	1390.5	AAB01
4.94	45	AIF90E1	222.3	AIF90
20.4	45	ABI41E1	917.9999999999999	ABI41
2.12	45	AEA85E1	95.4	AEA85
10.4	45	AED65E1	468	AED65
22.9	45	ABK74E1	1030.5	ABK74
0.0914	45	AGI59E1	4.1129999999999995	AGI59
2.35	45	ACZ99E1	105.75	ACZ99
0.0165	45	AFI36E1	0.7425	AFI36
0.655	45	AGN69E1	29.475	AGN69
0.64	45	AGP16E1	28.8	AGP16
11	45	AEL61E1	495	AEL61
5.41	45	AFP61E1	243.45000000000002	AFP61
4.59	45	ADM19E1	206.54999999999998	ADM19
2.11	45	AGO45E1	94.94999999999999	AGO45
3.22	45	ABW57E1	144.9	ABW57
2.57	45	ABU30E1	115.64999999999999	ABU30
37.2	45	ACS16E1	1674.0000000000002	ACS16
0.164	45	ACD06E1	7.38	ACD06
0.0913	45	AGZ15E1	4.1085	AGZ15
34.8	45	AAC33E1	1565.9999999999998	AAC33
0	45	C1_EXB0057E1	0	C1_EXB0057
6.1	45	AGC96E1	274.5	AGC96
0.495	45	AFT17E1	22.275	AFT17
0.0314	45	ACE06E1	1.4129999999999998	ACE06
25.7	45	AEX48E1	1156.5	AEX48
0.023	45	ACD95E1	1.035	ACD95
4.6	45	AAP17E1	206.99999999999997	AAP17
31.1	45	AIJ59E2	1399.5	AIJ59
0	45	AAC07E2	0	AAC07
24.3	45	ADV34E1	1093.5	ADV34
9.14	45	AGM97E1	411.3	AGM97
11.5	45	ABG64E1	517.5	ABG64
0.328	45	C1_EXB0015E1	14.76	C1_EXB0015
16.2	45	AAV84E1	729	AAV84
0.0239	45	AFH35E1	1.0755000000000001	AFH35
6.03	45	AAD10E1	271.35	AAD10
15.2	45	AGN85E1	684	AGN85
0.078	45	C1_EXB0076E4	3.51	C1_EXB0076
0.232	45	ABA53E1	10.440000000000001	ABA53
0.276	45	AIV55E1	12.420000000000002	AIV55
0	45	ACD71E1	0	ACD71
6.87	45	AFP15E1	309.15	AFP15
0.0386	45	AIZ54E1	1.737	AIZ54
0.13	45	AAC36E1	5.8500000000000005	AAC36
0.0414	45	ACD11E1	1.863	ACD11
11.6	45	ADJ92E2	522	ADJ92
0.154	45	OPAU4E1	6.93	OPAU4
0.277	45	AIY87E1	12.465000000000002	AIY87
1.49	45	ACC05E1	67.05	ACC05
0	45	C1_EXB0012E1	0	C1_EXB0012
2.81	45	ABD27E4	126.45	ABD27
4.24	45	ABU44E1	190.8	ABU44
0.0259	45	AHN47E1	1.1655	AHN47
15.2	45	AFV41E1	684	AFV41
0.086	45	ADV55E1	3.8699999999999997	ADV55
24.2	45	ABI39E1	1089	ABI39
0.109	45	ACB21E1	4.905	ACB21
1.76	45	ABS04E1	79.2	ABS04
0.0151	45	AKD62E1	0.6795	AKD62
0.0379	45	AHE86E1	1.7055000000000002	AHE86
0.357	45	OPAU32E1	16.064999999999998	OPAU32
4.36	45	AB07E1	196.20000000000002	AB07
25	45	AJF60E1	1125	AJF60
19.6	45	AII59E1	882.0000000000001	AII59
16.4	45	ADK02E1	737.9999999999999	ADK02
1.05	45	AGF98E1	47.25	AGF98
0	45	ACD22E1	0	ACD22
15.1	45	AFQ40E1	679.5	AFQ40
0.87	45	AFN19E1	39.15	AFN19
33.4	45	AIG75E2	1503	AIG75
0.109	45	AFN23E2	4.905	AFN23
52	45	AAA73E1	2340	AAA73
22	45	ABZ30E1	990	ABZ30
6.65	45	AGN12E1	299.25	AGN12
1.49	45	AFQ71E1	67.05	AFQ71
5.56	45	ABL29E1	250.2	ABL29
1.68	45	AGO46E1	75.6	AGO46
7.15	45	ABP76E2	321.75	ABP76
16.1	45	ABK57E1	724.5000000000001	ABK57
22.9	45	AGC33E1	1030.5	AGC33
8.77	45	ACC01E2	394.65	ACC01
0.141	45	AEY89E1	6.345	AEY89
9.96	45	ABT71E2	448.20000000000005	ABT71
0.492	45	AJP44E1	22.14	AJP44
28.8	45	AII24E1	1296	AII24
11	45	AAW04E1	495	AAW04
18.5	45	AHB48E1	832.5	AHB48
0.166	45	AEY65E1	7.470000000000001	AEY65
5.56	45	ABL66E1	250.2	ABL66
0.00324	45	C2_EXB0076E2	0.14579999999999999	C2_EXB0076
1.18	45	AIR14E1	53.099999999999994	AIR14
0	45	ABU62E1	0	ABU62
0	45	ACC91E1	0	ACC91
0.511	45	ACZ98E1	22.995	ACZ98
3.37	45	NSAP67E1	151.65	NSAP67
3.22	45	AGN29E1	144.9	AGN29
0.594	45	AGI42E3	26.73	AGI42
15.8	45	OPAU43E2	711	OPAU43
15	45	AAA55E1	675	AAA55
13.1	45	AGF06E1	589.5	AGF06
0.421	45	AAW62E1	18.945	AAW62
0.924	45	AAW18E1	41.580000000000005	AAW18
1.93	45	AA74E1	86.85	AA74
1.6	45	ADA31E1	72	ADA31
0.029	45	AHO11E1	1.3050000000000002	AHO11
34.3	45	ABD18E1	1543.4999999999998	ABD18
6.75	45	AHV65E1	303.75	AHV65
0.057	45	ACD79E1	2.565	ACD79
67.2	45	AIG37E1	3024	AIG37
3.41	45	ABS26E1	153.45000000000002	ABS26
4.29	45	AGC18E1	193.05	AGC18
0.634	45	AFV17E1	28.53	AFV17
6.46	45	AAA54E1	290.7	AAA54
3.1	45	AFT20E1	139.5	AFT20
1.83	17	AD84E2	31.11	AD84
0.31	45	AEU89E1	13.95	AEU89
3.53	45	AGO07E1	158.85	AGO07
4.75	45	AFV81E1	213.75	AFV81
0.327	45	ACJ38E1	14.715	ACJ38
1.86	45	AEA73E1	83.7	AEA73
12.6	45	ADV82E1	567	ADV82
0.0107	45	AKD61E1	0.4815	AKD61
0	45	ACE34E1	0	ACE34
0.00592	45	C1_EXB0066E1	0.26639999999999997	C1_EXB0066
3.83	45	AFZ35E1	172.35	AFZ35
8.2	45	ABS39E1	368.99999999999994	ABS39
1.07	45	ABS95E1	48.150000000000006	ABS95
12.7	45	AFV20E4	571.5	AFV20
13.1	45	AAH11E1	589.5	AAH11
0.462	45	ACX42E1	20.790000000000003	ACX42
1.68	45	AHG59E1	75.6	AHG59
2.04	45	ACK82E1	91.8	ACK82
1.03	45	ACP22E1	46.35	ACP22
1.52	45	AAP46E1	68.4	AAP46
23.7	45	ABO03E1	1066.5	ABO03
0.0369	45	AHO52E1	1.6605	AHO52
10.3	45	AEX89E1	463.50000000000006	AEX89
0	45	C1_EXB0089E1	0	C1_EXB0089
6.6	45	AGM44E1	297	AGM44
45.7	45	ABO45E1	2056.5	ABO45
1.49	45	AIJ53E1	67.05	AIJ53
132	45	AGG13E1	5940	AGG13
26.7	45	AFZ43E1	1201.5	AFZ43
2.26	45	AAZ50E1	101.69999999999999	AAZ50
0.158	45	ACB22E1	7.11	ACB22
0.561	45	AIH20E1	25.245	AIH20
20.8	45	ABM42E1	936	ABM42
0	45	ADU91E1	0	ADU91
12.8	45	OPAU45E2	576	OPAU45
0	45	C1_EXB0018E1	0	C1_EXB0018
0.208	45	ACZ72E1	9.36	ACZ72
0.075	45	ACP14E1	3.375	ACP14
0.118	45	AAW84E2	5.31	AAW84
0.107	45	C1_EXB0065E1	4.8149999999999995	C1_EXB0065
1.21	45	AAE25E1	54.449999999999996	AAE25
18.3	45	AHC08E1	823.5	AHC08
0.0118	45	AEY33E1	0.531	AEY33
NA	45	C1_EXB0067E1	0	C1_EXB0067
0.512	45	AKD80E1	23.04	AKD80
2.97	45	AAW22E1	133.65	AAW22
18	45	AIQ85E1	810	AIQ85
22.3	45	AHI84E2	1003.5	AHI84
0.0685	45	AAD70E1	3.0825000000000005	AAD70
6.32	45	AA90E1	284.40000000000003	AA90
24.9	45	AAN57E2	1120.5	AAN57
8.01	45	AEX41E1	360.45	AEX41
29.7	45	ABA65E1	1336.5	ABA65
4.5	45	AAH21E1	202.5	AAH21
9.1	45	AAU46E1	409.5	AAU46
4.76	45	AFP37E2	214.2	AFP37
8.37	45	AFM33E1	376.65	AFM33
4.13	45	AAC09E2	185.85	AAC09
13.2	45	AFU74E1	594	AFU74
7.7	45	ACH19E1	346.5	ACH19
6.73	45	AGN76E1	302.85	AGN76
0.46	45	AEV33E1	20.7	AEV33
23.6	45	AFU61E1	1062	AFU61
6.73	45	ABZ26E1	302.85	ABZ26
7.61	45	AFV48E1	342.45	AFV48
48.1	45	AII99E2	2164.5	AII99
0.922	45	BATB10E1	41.49	BATB10
1	45	AGM98E1	45	AGM98
13.2	45	AFU81E1	594	AFU81
7.36	45	AJP68E1	331.2	AJP68
5.11	45	AAH39E1	229.95000000000002	AAH39
0.484	45	AAW63E1	21.78	AAW63
9.89	45	AGN64E1	445.05	AGN64
0.944	45	AEZ45E1	42.48	AEZ45
0.76	45	AAH61E1	34.2	AAH61
16	45	AHE12E1	720	AHE12
1.49	45	AEB20E1	67.05	AEB20
66.8	45	AIF68E2	3006	AIF68
2.96	45	AGP53E1	133.2	AGP53
0.184	45	OPAU47E1	8.28	OPAU47
0.181	45	AEY77E1	8.145	AEY77
31.9	45	AAU91E1	1435.5	AAU91
1.57	45	OPAU5E2	70.65	OPAU5
3.47	45	AD79E1	156.15	AD79
11.7	45	AFM35E1	526.5	AFM35
0.119	45	AFV09E1	5.3549999999999995	AFV09
5.08	45	AJP61E1	228.6	AJP61
39.2	45	C1_EXB0034E1	1764.0000000000002	C1_EXB0034
18.2	45	AGN33E1	819	AGN33
6.97	45	ACG72E1	313.65	ACG72
0.254	45	ADA72E2	11.43	ADA72
17.8	45	AIJ37E1	801	AIJ37
0.0064	45	C1_EXB0069E1	0.28800000000000003	C1_EXB0069
1.55	45	ACZ98E2	69.75	ACZ98
35	45	AAC86E1	1575	AAC86
0	45	AAC15E2	0	AAC15
0.41	45	AAH77E1	18.45	AAH77
0.066	45	AAH19E1	2.97	AAH19
11	45	ABJ79E1	495	ABJ79
0.256	45	AGZ70E1	11.52	AGZ70
10.4	45	AIJ26E1	468	AIJ26
0.994	17	AAT48E2	16.898	AAT48
26.5	45	AAB02E1	1192.5	AAB02
7.44	45	AEL21E1	334.8	AEL21
10.4	45	ABT51E1	468	ABT51
2.15	45	AGO13E1	96.75	AGO13
13.7	45	AGN54E1	616.5	AGN54
20	45	AHI58E1	900	AHI58
9.73	45	ABU55E2	437.85	ABU55
31.8	45	AGG21E1	1431	AGG21
0.263	45	AFN28E1	11.835	AFN28
8.44	45	AIH44E1	379.79999999999995	AIH44
6.74	45	ACJ91E1	303.3	ACJ91
4.68	45	AFT21E1	210.6	AFT21
2.87	45	AIH37E1	129.15	AIH37
0.905	45	OPAU3E1	40.725	OPAU3
1.43	45	AGP17E1	64.35	AGP17
4.8	45	AFV44E1	216	AFV44
0.191	45	AKD77E1	8.595	AKD77
1.1	45	ABW63E1	49.50000000000001	ABW63
8.51	45	AIG46E1	382.95	AIG46
0.343	45	AFL06E1	15.435	AFL06
0.419	45	AFN36E1	18.855	AFN36
0	45	AAT26E1	0	AAT26
8.96	45	AIJ31E1	403.20000000000005	AIJ31
0.0523	45	AHO56E1	2.3535	AHO56
0.0686	45	AHN17E1	3.0869999999999997	AHN17
1.78	45	ACG96E1	80.1	ACG96
0.127	45	AHN27E1	5.715	AHN27
13.8	45	AIH99E1	621	AIH99
5.35	45	ABT68E2	240.74999999999997	ABT68
0.0933	45	AAD35E1	4.1985	AAD35
3.94	45	AAT23E1	177.3	AAT23
16.4	45	ABB14E1	737.9999999999999	ABB14
0.0253	45	AHO17E1	1.1385	AHO17
3.45	45	ABQ29E1	155.25	ABQ29
6.23	45	AAU57E1	280.35	AAU57
28.4	45	AFV30E1	1278	AFV30
8.28	45	AFM85E1	372.59999999999997	AFM85
3.78	45	ABC26E1	170.1	ABC26
7.67	45	AGC32E1	345.15	AGC32
4.48	45	AGN04E1	201.60000000000002	AGN04
3.43	45	AFU84E1	154.35	AFU84
0.061	45	ABT47E1	2.745	ABT47
0.658	45	AAS13E2	29.610000000000003	AAS13
0.809	45	ACO91E1	36.405	ACO91
8.3	45	ABJ49E1	373.50000000000006	ABJ49
14.5	45	AIG09E2	652.5	AIG09
19.9	45	AAN22E2	895.4999999999999	AAN22
6.28	45	AIG02E1	282.6	AIG02
0.161	45	AAQ52E1	7.245	AAQ52
14.2	45	AAN43E1	639	AAN43
32.5	45	AHC42E1	1462.5	AHC42
35.3	45	AAZ65E3	1588.4999999999998	AAZ65
0	45	AHI34E1	0	AHI34
1.74	45	OPAU7E2	78.3	OPAU7
0.0515	45	AHO09E1	2.3175	AHO09
1.58	45	AGF24E1	71.10000000000001	AGF24
0.174	45	AGZ69E1	7.829999999999999	AGZ69
3.46	45	ABR23E1	155.7	ABR23
9.59	45	AII04E1	431.55	AII04
12.7	45	ABR14E1	571.5	ABR14
