"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"31","PR00708","PRB0002","EHI00104","ABL31E1L1I1","Podarcis muralis","Same",18392660,17778760,2758899000,2581900679,2516300,89636962,4207576,1938199010,643701669,994760321,0.51,0.8147,"SEB001",8.61,152,1,1.5,12.9,0,4,94.67,87.65,44.67,"ABL31E1L1","LIB0004","ABL31","ABL31E1","EHI00104",19,191.9,10.1,20,7,"EXB0003",10.1,45,455,"Faecal","< 1 minute","< 21 days","SD00560","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",64,6.2,"SD0056001","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.506,0.719,0.157102,0.249313102643946,"Reptiles"
"32","PR00709","PRB0002","EHI00105","ABK67E1L1I1","Podarcis muralis","Same",26111450,25188116,3916717500,3645612419,3889364,145015376,44588,3639917634,5694785,2278497225,0.63,0.8552,"SEB001",33.37,153,3,1.2,13.3,0,9.4,95.88,89.72,45.89,"ABK67E1L1","LIB0004","ABK67","ABK67E1","EHI00105",15,190.5,12.7,20,10,"EXB0003",12.7,45,572,"Faecal","< 1 minute","< 14 days","SD00641","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",57,4.2,"SD0064101","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky outcrops in forest and stone-walls",42.712,-0.607,0.125639,0.00156209282432774,"Reptiles"
"33","PR00710","PRB0002","EHI00106","ABM11E1L1I1","Podarcis muralis","Same",40749870,37506206,6112480500,5004217893,16346648,754457798,7844930,3945591141,1058626752,1682558053,0.43,0.9399,"SEB001",34.56,154,3,1.1,12.7,0.11,2.6,94.79,87.72,41.9,"ABM11E1L1","LIB0004","ABM11","ABM11E1","EHI00106",24,0,0,10,19,"EXB0003",0,45,0,"Faecal","< 1 minute","< 21 days","SD00532","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",70,7.25,"SD0053201","MS0016",NA,"Spain","1000221 - Temperate woodland","Village",42.477,0.715,0.664159,0.211546893967353,"Reptiles"
"34","PR00711","PRB0002","EHI00107","ABL02E1L1I1","Podarcis muralis","Same",34727030,33372668,5209054500,4827218986,5234682,189439081,1212064,4642961628,184257358,2710823433,0.58,0.8975,"SEB001",29.4,155,3,1.3,12.7,0,6.3,94.47,87.96,45.82,"ABL02E1L1","LIB0004","ABL02","ABL02E1","EHI00107",19,193.8,10.2,20,10,"EXB0003",10.2,45,459,"Faecal","< 1 minute","< 21 days","SD00550","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",56,4.5,"SD0055001","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.506,0.719,0.163457,0.0381704991081588,"Reptiles"
"35","PR00712","PRB0002","EHI00108","ABL27E1L1I1","Podarcis muralis","Same",26773384,25805812,4016007600,3674002956,5282571,222293900,2618670,3279831890,394171066,2091542867,0.64,0.9076,"SEB001",17.99,156,2,1.4,12.6,0,7.6,94.78,87.61,40.73,"ABL27E1L1","LIB0004","ABL27","ABL27E1","EHI00108",24,13,0.54,10,13,"EXB0003",0.54,45,24,"Faecal","< 1 minute","< 21 days","SD00558","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",59,4.1,"SD0055801","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.506,0.719,0.197818,0.107286540245233,"Reptiles"
"36","PR00713","PRB0002","EHI00110","ABJ73E1L1I1","Podarcis muralis","Same",27533128,26359898,4129969200,3765081112,5444783,214025449,4064494,3173333843,591747269,2328640003,0.73,0.984,"SEB001",79.15,158,5,0.8,12.7,0,3,94.56,87.38,41.74,"ABJ73E1L1","LIB0004","ABJ73","ABJ73E1","EHI00110",24,55.7,2.32,20,13,"EXB0003",2.32,45,104,"Faecal","< 1 minute","< 21 days","SD00602","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",62,4.6,"SD0060201","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.627,0.764,0.179375,0.157167203414023,"Reptiles"
"37","PR00714","PRB0002","EHI00111","ABK03E1L1I1","Podarcis muralis","Same",35784960,34281934,5367744000,4928493825,6413318,233706747,1028132,4776539546,151954279,2786697560,0.58,0.8635,"SEB001",16.16,159,2,1.6,12.9,0,3.8,93.17,86.04,43.72,"ABK03E1L1","LIB0004","ABK03","ABK03E1","EHI00111",24,16,0.67,10,16,"EXB0003",0.67,45,30,"Faecal","< 1 minute","< 14 days","SD00612","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",63,6,"SD0061201","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.737,-0.59,0.197788,0.0308317884521241,"Reptiles"
"38","PR00715","PRB0002","EHI00112","ABK20E1L1I1","Podarcis muralis","Same",37190432,34527894,5578564800,4865072065,8514186,401380189,608948,4779888880,85183185,2741246294,0.57,0.8449,"SEB001",26.98,160,2,1,13.5,0,4.1,94.62,87.46,40.41,"ABK20E1L1","LIB0004","ABK20","ABK20E1","EHI00112",11,184.8,16.8,20,10,"EXB0003",16.8,45,756,"Faecal","< 1 minute","< 14 days","SD00620","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",65,7.2,"SD0062001","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.737,-0.59,0.155889,0.0175091311828286,"Reptiles"
"39","PR00716","PRB0002","EHI00113","ABK61E1L1I1","Podarcis muralis","Same",68657454,65792686,10298618100,9436528837,12339457,528276427,4125660,8819435934,617092903,5806352693,0.66,0.9273,"SEB001",36.4,161,3,1.1,13.3,0,3.9,94.93,88.12,42.91,"ABK61E1L1","LIB0004","ABK61","ABK61E1","EHI00113",12,193.2,16.1,20,10,"EXB0003",16.1,45,725,"Faecal","< 1 minute","< 14 days","SD00638","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",63,6,"SD0063801","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky outcrops in forest and stone-walls",42.712,-0.607,0.159439,0.0653940568252618,"Reptiles"
"40","PR00717","PRB0002","EHI00114","ABL29E1L1I1","Podarcis muralis","Same",50417286,49154450,7562592900,7149848436,6590275,234375841,581288,7062674009,87174427,4384257098,0.62,0.9355,"SEB001",42.11,162,4,1.2,12.6,0,2.8,94.51,87.4,41.71,"ABL29E1L1","LIB0005","ABL29","ABL29E1","EHI00114",24,133.4,5.56,20,10,"EXB0003",5.56,45,250,"Faecal","< 1 minute","< 21 days","SD00559","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",48,2.5,"SD0055901","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.506,0.719,0.165804,0.012192486005867,"Reptiles"
"41","PR00718","PRB0004","EHI00115","ABL03E1L1I1","Podarcis muralis","Same",42054474,39639302,6308171100,5679127341,7711467,312204302,405588,5616775080,62352261,2480030050,0.44,0.9107,"SEB001",41.07,163,4,1.3,13.3,0,4.4,95.31,88.83,43.31,"ABL03E1L1","LIB0005","ABL03","ABL03E1","EHI00115",24,84,3.5,20,13,"EXB0003",3.5,45,158,"Faecal","< 1 minute","< 21 days","SD00546","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",60,5.7,"SD0054601","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.598,0.763,0.173087,0.0109791975520346,"Reptiles"
"42","PR00719","PRB0004","EHI00116","ABK44E1L1I1","Podarcis muralis","Same",40237784,38696942,6035667600,5622642855,5419097,194107360,265906,5583046169,39596686,3209584803,0.57,0.9664,"SEB001",26.78,164,2,1,13.4,0,4.7,94.92,88.35,43.79,"ABK44E1L1","LIB0005","ABK44","ABK44E1","EHI00116",24,182.2,7.59,20,10,"EXB0003",7.59,45,342,"Faecal","< 1 hour","< 14 days","SD00631","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",57,4.7,"SD0063101","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky slopes of schists",42.775,-0.594,0.171512,0.00704236193212738,"Reptiles"
"43","PR00720","PRB0004","EHI00117","ABK69E1L1I1","Podarcis muralis","Same",62883168,61050828,9432475200,8747455476,12260513,444773876,2839040,8323638751,423816725,5767113140,0.69,0.927,"SEB001",68.7,165,5,0.9,12.4,0,3.9,95.16,88.46,44.82,"ABK69E1L1","LIB0005","ABK69","ABK69E1","EHI00117",24,145.9,6.08,20,13,"EXB0003",6.08,45,274,"Faecal","< 1 minute","< 14 days","SD00642","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",66,6.7,"SD0064201","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky outcrops in forest and stone-walls",42.712,-0.607,0.184727,0.0484502866190982,"Reptiles"
"44","PR00721","PRB0004","EHI00118","ABL57E1L1I1","Podarcis muralis","Same",38576198,37032818,5786429700,5390034464,4982335,173957859,5151656,4605642947,784391517,3167562501,0.69,0.891,"SEB001",34.7,166,3,1.1,12.7,0,4.4,95.37,88.65,42.61,"ABL57E1L1","LIB0005","ABL57","ABL57E1","EHI00118",24,169.4,7.06,20,10,"EXB0003",7.06,45,318,"Faecal","< 1 minute","< 21 days","SD00573","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",58,4.9,"SD0057301","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and boulders",42.637,0.755,0.167108,0.145526252612844,"Reptiles"
"45","PR00722","PRB0004","EHI00119","ABK59E1L1I1","Podarcis muralis","Same",44582670,43021422,6687400500,6242598871,6282248,222782466,259134,6203871307,38727564,3711790945,0.6,0.9152,"SEB001",40.35,167,3,1,13.5,0,10.3,94.78,87.85,45.47,"ABK59E1L1","LIB0005","ABK59","ABK59E1","EHI00119",20,200,10,20,10,"EXB0003",10,45,450,"Faecal","< 1 minute","< 14 days","SD00637","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",56,3.8,"SD0063701","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky outcrops in forest and stone-walls",42.712,-0.607,0.166964,0.00620375660847102,"Reptiles"
"46","PR00723","PRB0004","EHI00120","ABK16E1L1I1","Podarcis muralis","Same",32898650,31455122,4934797500,4579850919,4205364,147043059,333028,4528812896,51038023,3173800613,0.7,0.8917,"SEB001",22.24,168,2,1.2,13.3,0,4.2,94.35,87.04,41.06,"ABK16E1L1","LIB0005","ABK16","ABK16E1","EHI00120",19,197.6,10.4,20,10,"EXB0003",10.4,45,468,"Faecal","< 1 minute","< 14 days","SD00618","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",61,5.7,"SD0061801","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.737,-0.59,0.17446,0.0111440358873393,"Reptiles"
"47","PR00724","PRB0004","EHI00121","ABL53E1L1I1","Podarcis muralis","Same",28713540,27980368,4307031000,4058278597,4138712,148166020,7851796,2862134850,1196143747,1545227776,0.54,0.788,"SEB001",35.46,169,3,1.1,13,0,5.8,94.59,87.62,44.26,"ABL53E1L1","LIB0005","ABL53","ABL53E1","EHI00121",24,142.1,5.92,20,10,"EXB0003",5.92,45,266,"Faecal","< 1 minute","< 21 days","SD00571","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",63,4.9,"SD0057101","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and boulders",42.637,0.755,0.161953,0.294741654228526,"Reptiles"
"48","PR00725","PRB0004","EHI00122","ABI42E1L1I1","Podarcis muralis","Same",50367214,49194748,7555082100,7158348822,6589584,240894974,366430,7102101324,56247498,5155318531,0.73,0.9244,"SEB001",40.26,170,3,1,13.4,0,5.4,95.5,88.79,39.64,"ABI42E1L1","LIB0005","ABI42","ABI42E1","EHI00122",12,188.4,15.7,20,10,"EXB0003",15.7,45,707,"Faecal","< 1 minute","< 14 days","SD00648","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",59,4.8,"SD0064801","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.789,-0.597,0.16711,0.00785760786441876,"Reptiles"
"49","PR00726","PRB0004","EHI00124","ABI44E1L1I1","Podarcis muralis","Same",35968788,35166396,5395318200,5085156474,5707931,202078542,766134,4971985433,113171041,2930138189,0.59,0.9241,"SEB001",54.85,173,5,1.2,13.2,0,1.6,94.99,88.26,39.81,"ABI44E1L1","LIB0005","ABI44","ABI44E1","EHI00124",24,50.6,2.11,20,13,"EXB0003",2.11,45,95,"Faecal","< 1 minute","< 14 days","SD00649","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",45,1.9,"SD0064901","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.789,-0.597,0.183905,0.0222551737746192,"Reptiles"
"50","PR00727","PRB0004","EHI00125","ABJ59E1L1I1","Podarcis muralis","Same",33430454,32677836,5014568100,4713721732,5640799,197653631,2139488,4400232740,313488992,2698438046,0.61,0.8579,"SEB001",42.09,174,4,1.2,12.6,0,3.4,95.13,88.4,44.6,"ABJ59E1L1","LIB0005","ABJ59","ABJ59E1","EHI00125",24,75.8,3.16,20,13,"EXB0003",3.16,45,142,"Faecal","< 1 minute","< 21 days","SD00595","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",54,5.1,"SD0059501","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.556,0.753,0.175288,0.0665056212104801,"Reptiles"
"51","PR00728","PRB0004","EHI00126","ABK55E1L1I1","Podarcis muralis","Same",20833296,20064084,3124994400,2917306572,2745133,100313908,7104448,1722653615,1194652957,902093563,0.52,0.766,"SEB001",25.53,175,2,1,12.8,0,2.7,94.83,87.9,42.96,"ABK55E1L1","LIB0005","ABK55","ABK55E1","EHI00126",24,145,6.04,20,10,"EXB0003",6.04,45,272,"Faecal","< 1 minute","< 14 days","SD00635","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",52,3.5,"SD0063501","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky outcrops in forest and stone-walls",42.712,-0.607,0.135314,0.409505455637112,"Reptiles"
"52","PR00729","PRB0004","EHI00128","ABL76E1L1I1","Podarcis muralis","Same",30259772,29063244,4538965800,4170096964,5368939,211045563,1029222,4020760812,149336152,2496886461,0.62,0.8212,"SEB001",36,177,3,1.1,13.2,0,2.7,94.71,87.73,44.71,"ABL76E1L1","LIB0005","ABL76","ABL76E1","EHI00128",19,193.8,10.2,20,10,"EXB0003",10.2,45,459,"Faecal","< 1 minute","< 21 days","SD00514","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",62,5.63,"SD0051401","MS0016",NA,"Spain","1000221 - Temperate woodland","Village",42.477,0.715,0.151332,0.0358111941494893,"Reptiles"
"53","PR00730","PRB0004","EHI00129","ABL33E1L1I1","Podarcis muralis","Same",26697678,25735814,4004651700,3721880903,4025239,149146329,1394122,3509154809,212726094,2306793089,0.66,0.8195,"SEB001",15.29,178,2,1.7,13,0,7.4,94.3,87.12,40.47,"ABL33E1L1","LIB0005","ABL33","ABL33E1","EHI00129",15,198,13.2,20,10,"EXB0003",13.2,45,594,"Faecal","< 1 minute","< 21 days","SD00561","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",64,6.3,"SD0056101","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.506,0.719,0.170038,0.0571555349416295,"Reptiles"
"54","PR00731","PRB0004","EHI00130","ABJ53E1L1I1","Podarcis muralis","Same",23375272,22303770,3506290800,3214583653,3803142,140394083,539022,3132238776,82344877,1746751904,0.56,0.8361,"SEB001",15.51,179,2,1.7,13.2,0,8.4,95.41,88.83,40.97,"ABJ53E1L1","LIB0005","ABJ53","ABJ53E1","EHI00130",15,189,12.6,20,10,"EXB0003",12.6,45,567,"Faecal","< 1 minute","< 21 days","SD00592","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",61,5.1,"SD0059201","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.556,0.753,0.165874,0.025616031775422,"Reptiles"
"55","PR00732","PRB0004","EHI00131","ABK96E1L1I1","Podarcis muralis","Same",18858380,18282490,2828757000,2634673814,3110717,115547302,6239724,1691258432,943415382,890496990,0.53,0.6879,"SEB001",14.49,180,2,1.8,13,0,2.6,95.6,89.14,42.06,"ABK96E1L1","LIB0005","ABK96","ABK96E1","EHI00131",24,74.4,3.1,20,10,"EXB0003",3.1,45,140,"Faecal","< 1 minute","< 21 days","SD00543","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",66,6.4,"SD0054301","MS0016",NA,"Spain","1000221 - Temperate woodland","Shrubs and rocks near river",42.598,0.763,0.151804,0.358076729266039,"Reptiles"
"56","PR00733","PRB0004","EHI00133","ABL64E1L1I1","Podarcis muralis","Same",29398364,28827762,4409754600,4152776362,5061703,178553830,2886606,3723269437,429506925,2814048271,0.76,0.9844,"SEB001",27.79,182,3,1.4,13,0,3.5,95.07,88.06,41.1,"ABL64E1L1","LIB0005","ABL64","ABL64E1","EHI00133",24,19.6,0.82,10,13,"EXB0003",0.82,45,37,"Faecal","< 1 minute","< 21 days","SD00508","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",56,4.35,"SD0050801","MS0016",NA,"Spain","1000221 - Temperate woodland","Village",42.477,0.715,0.176957,0.103426451982872,"Reptiles"
"57","PR00734","PRB0004","EHI00134","ABJ55E1L1I1","Podarcis muralis","Same",56300026,55049366,8445003900,7882964416,10660810,393437511,13245770,5894822273,1988142143,2967941430,0.5,0.8678,"SEB001",47.69,183,4,1.1,13.1,0,5,95.55,89.02,41.8,"ABJ55E1L1","LIB0005","ABJ55","ABJ55E1","EHI00134",24,189.1,7.88,20,10,"EXB0003",7.88,45,355,"Faecal","< 1 minute","< 21 days","SD00593","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",57,4.4,"SD0059301","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.556,0.753,0.155124,0.252207423258778,"Reptiles"
"58","PR00735","PRB0004","EHI00137","ABK41E1L1I1","Podarcis muralis","Same",27092760,26162788,4063914000,3769080057,4471688,163642006,1667778,3518590147,250489910,1976420470,0.56,0.8786,"SEB001",18.08,186,2,1.4,12.7,0,6,94.82,88.06,45.35,"ABK41E1L1","LIB0005","ABK41","ABK41E1","EHI00137",24,127.7,5.32,20,10,"EXB0003",5.32,45,239,"Faecal","< 1 minute","< 14 days","SD00630","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",62,5.6,"SD0063001","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky slopes of schists",42.775,-0.594,0.165199,0.0664591640962324,"Reptiles"
"59","PR00736","PRB0004","EHI00138","ABK48E1L1I1","Podarcis muralis","Same",25914054,25052364,3887108100,3619783952,4004312,145902449,1181530,3440545379,179238573,2005433630,0.58,0.8741,"SEB001",12.58,187,1,1,12.6,0,3.1,94.67,87.73,43.28,"ABK48E1L1","LIB0005","ABK48","ABK48E1","EHI00138",24,118.6,4.94,20,10,"EXB0003",4.94,45,222,"Faecal","< 1 minute","< 14 days","SD00633","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",56,4,"SD0063301","MS0016",NA,"Spain","1000221 - Temperate woodland","Rocky slopes of schists",42.775,-0.594,0.152074,0.0495163731804953,"Reptiles"
"60","PR00737","PRB0004","EHI00139","ABJ83E1L1I1","Podarcis muralis","Same",22789968,21611794,3418495200,3118301202,3561653,131523178,226562,3084075255,34225947,1770177646,0.57,0.8728,"SEB001",12.47,188,1,1,12.5,0,8.2,95.15,88.73,43.2,"ABJ83E1L1","LIB0005","ABJ83","ABJ83E1","EHI00139",20,192.6,9.63,20,10,"EXB0003",9.63,45,433,"Faecal","< 1 minute","< 21 days","SD00607","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",58,4.2,"SD0060701","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.627,0.764,0.161501,0.0109758309999202,"Reptiles"
"61","PR00738","PRB0005","EHI00175","ABI47E2L2I1","Podarcis muralis","Same",26937188,26205142,4040578200,3776760112,4368086,163287292,24008318,0,3776760112,0,0,0,"SEB001",10.59,86,1,1.2,12.7,0,2.7,94.89,87.95,43.95,"ABI47E2L2","LIB0013","ABI47","ABI47E2","EHI00175",18,194.4,10.8,20,7,"EXB0007",10.8,45,486,"Tissue","< 1 minute","< 14 days","SD00650","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Female",64,5.6,"SD0065001","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.789,-0.597,0.156744,1,"Reptiles"
"62","PR00739","PRB0005","EHI00176","ABJ79E1L2I1","Podarcis muralis","Same",28474348,24893016,4271152200,3566974477,4919472,185348646,662904,3466213092,100761385,2107374782,0.61,0.8733,"SEB001",6.07,87,1,2.1,12.7,0,3.4,93.9,86.39,39.44,"ABJ79E1L2","LIB0013","ABJ79","ABJ79E1","EHI00176",18,198,11,20,13,"EXB0003",11,45,495,"Faecal","< 1 minute","< 21 days","SD00605","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",65,5.9,"SD0060501","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.627,0.764,0.218704,0.0282484177135871,"Reptiles"
"63","PR00740","PRB0005","EHI00177","ABJ49E1L2I1","Podarcis muralis","Same",19722700,18622518,2958405000,2702893868,2729410,96394075,106596,2686840244,16053624,1790669210,0.67,0.8316,"SEB001",1.89,88,1,6.9,13,0,5.2,95.12,88.24,40.53,"ABJ49E1L2","LIB0013","ABJ49","ABJ49E1","EHI00177",24,199.2,8.3,20,7,"EXB0003",8.3,45,374,"Faecal","< 1 minute","< 21 days","SD00590","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",58,4.5,"SD0059001","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.556,0.753,0.153045,0.00593942077787865,"Reptiles"
"64","PR00741","PRB0005","EHI00178","ABI38E1L2I1","Podarcis muralis","Same",28360640,27712494,4254096000,4012578073,4186532,157475684,296194,3967239799,45338274,2015885972,0.51,0.8693,"SEB001",4.04,91,1,3.2,12.9,0,5.7,95.44,88.86,42.23,"ABI38E1L2","LIB0013","ABI38","ABI38E1","EHI00178",15,190.5,12.7,20,7,"EXB0003",12.7,45,572,"Faecal","< 1 minute","< 14 days","SD00646","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",62,6.1,"SD0064601","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.789,-0.597,0.159841,0.011299038467332,"Reptiles"
"65","PR00742","PRB0005","EHI00179","ABL72E1L2I1","Podarcis muralis","Same",23583864,23077918,3537579600,3355967519,3123013,112887190,151648,3332819503,23148016,1946053961,0.58,0.8239,"SEB001",3.77,98,1,3.5,13.2,0,4.5,95.26,88.78,44.91,"ABL72E1L2","LIB0013","ABL72","ABL72E1","EHI00179",11,198,18,20,7,"EXB0003",18,45,810,"Faecal","< 1 minute","< 21 days","SD00512","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",66,6.95,"SD0051201","MS0016",NA,"Spain","1000221 - Temperate woodland","Village",42.477,0.715,0.152973,0.0068975685458653,"Reptiles"
"66","PR00743","PRB0005","EHI00180","ABK05E1L2I1","Podarcis muralis","Same",25481286,22630752,3822192900,3285844751,3389958,120905691,250404,3248644425,37200326,2063060441,0.64,0.8577,"SEB001",14.47,99,2,1.8,13,0,2.8,94.68,87.75,44.19,"ABK05E1L2","LIB0013","ABK05","ABK05E1","EHI00180",24,132.7,5.53,20,10,"EXB0003",5.53,45,249,"Faecal","< 1 minute","< 14 days","SD00613","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",61,5.5,"SD0061301","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.737,-0.59,0.166507,0.0113213888114095,"Reptiles"
"67","PR00744","PRB0005","EHI00181","ABJ71E1L2I1","Podarcis muralis","Same",22788360,22138954,3418254000,3220356822,2981622,107668504,1979242,2918957521,301399301,1976705261,0.68,0.8807,"SEB001",10.03,102,1,1.3,13,0,4.1,95.29,88.84,46.21,"ABJ71E1L2","LIB0013","ABJ71","ABJ71E1","EHI00181",24,71.3,14,20,7,"EXB0003",14,45,630,"Faecal","< 1 minute","< 21 days","SD00601","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",65,6.1,"SD0060101","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.627,0.764,0.159067,0.0935918960721925,"Reptiles"
"68","PR00745","PRB0005","EHI00182","ABJ45E1L2I1","Podarcis muralis","Same",27535674,26521140,4130351100,3745839096,6528461,277710161,60990,3732583530,13255566,140768351,0.04,0.694,"SEB001",2.85,103,1,4.6,13.1,0,3,94.69,87.98,42.1,"ABJ45E1L2","LIB0013","ABJ45","ABJ45E1","EHI00182",13,185.9,14.3,20,7,"EXB0003",14.3,45,644,"Faecal","< 1 minute","< 21 days","SD00588","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Male",63,5.5,"SD0058801","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and stone-walls",42.556,0.753,0.119889,0.00353874409986136,"Reptiles"
"69","PR00746","PRB0005","EHI00198","ABI47E2L1I1","Podarcis muralis","Same",822742,801204,123411300,118128150,63433,2080771,730480,0,118128150,0,0,0,"SEB002",0.75,7,1,15,11.2,0,0.1,95.97,90.23,43.49,"ABI47E2L1","LIB0011","ABI47","ABI47E2","EHI00198",27,248.9,10.8,20,12,"EXB0007",10.8,45,486,"Tissue","< 1 minute","< 14 days","SD00650","Podarcis muralis","Squamata","Lacertidae","Reptilia","Unknown","Female",64,5.6,"SD0065001","MS0016",NA,"Spain","1000221 - Temperate woodland","Boulders and rocky slopes",42.789,-0.597,0.176517,1,"Reptiles"
"70","PR00747","PRB0005","EHI00299","ADJ98E1L1I2","Podarcis muralis","Same",81511020,79678560,12226653000,11594385318,11221352,379548339,74090830,0,11594385318,0,0,0.696,"SEB002",9.19,74,1,1.92,17.6,0.03,12.2,96.5,91.18,44.7,"ADJ98E1L1","LIB0017","ADJ98","ADJ98E1","EHI00299",24,101.8,4.24,20,13,"EXB0011",4.24,45,191,"Oral swab","< 1 minute","< 1 day","SD00885","Podarcis muralis","Squamata","Lacertidae","Reptilia","Adult","Male",181.76,5.66,"SD0088501","MS0015","Sentein","France","1000194 - Montane grassland","near a dam",42.921,0.189,0.190982,1,"Reptiles"
