"","preprocessing_id","preprocessing_batch","sequence_id","index_id","reference_species","reference_closenees","reads_pre_fastp","reads_post_fastp","bases_pre_fastp","bases_post_fastp","adapter_trimmed_reads","adapter_trimmed_bases","host_reads","metagenomic_bases","host_bases","bacterial_archaeal_bases","singlem_fraction","nonpareil_coverage","sequence_batch","index_library_molarity","pooling_index","pooling_dilution","pooling_volume","pooling_moles","pooling_adator_library_ratio","sequence_data","sequence_q20","sequence_q30","sequence_gc","library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_type","sample_freshness","sample_freezing","specimen_id","specimen_species","specimen_order","specimen_family","specimen_class","specimen_development","specimen_sex","specimen_length","specimen_weight","capture_id","capture_event_id","capture_place","capture_country","capture_biome","capture_environment","capture_latitude","capture_longitude","host_dup_percent","host_percent","tax_group"
"578","PR01261","PRB0043","EHI00595","ACJ62E2L1I1","Plecotus auritus","Same",61878614,59416524,9281792100,8384414949,14576502,610147015,57678810,0,8384414949,0,0,0,"SEB005",3.34,235,1,10.57,35.3,0.27,9.3,96.19,91.24,42.77,"ACJ62E2L1","LIB0037","ACJ62","ACJ62E2","EHI00595",24,61,1.27,20,10,"EXB0032",1.27,45,57,"Tissue","< 1 minute","< 1 day","SD01903","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",40.1,8,"SD0190301","MS0036",NA,"Bulgaria","1000198 - Mixed forest","At the cave entrance",41.649,24.526,0.239764,1,"Bats"
"579","PR01262","PRB0043","EHI00596","ADV57E1L2I1","Plecotus auritus","Same",38657710,37224056,5798656500,5324368310,7868997,313217908,22154738,2099147907,3225220403,478921188,0.23,0.9976,"SEB005",3.35,270,1,5.27,17.7,0.28,5.8,97.28,93,44.41,"ADV57E1L2","LIB0035","ADV57","ADV57E1","EHI00596",19.4,0,0,2,19,"EXB0014",0,45,0,"Anal/cloacal swab","< 1 minute","< 1 day","SD01757","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.4,5.8,"SD0175701","MS0031",NA,"Italy","1000221 - Temperate woodland","mixed conifer-deciduous wood",45.917,9.8,0.955132,0.60574705114643,"Bats"
"580","PR01263","PRB0043","EHI00597","ACP12E1L2I1","Plecotus auritus","Same",37109184,35459340,5566377600,4998888470,8949007,390741900,21767170,1835681001,3163207469,80314729,0.04,0.8706,"SEB005",3.39,250,1,5.21,17.6,0.08,5.6,96.76,91.98,45.94,"ACP12E1L2","LIB0035","ACP12","ACP12E1","EHI00597",18.7,6.4,0.34,5,12,"EXB0014",0.34,45,15,"Faecal","< 3 hours","< 1 day","SD01597","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",39.8,7.8,"SD0159701","MS0012",NA,"Norway","1000245 - Cropland","Along warehouse",60.05,10.889,0.335555,0.632782165071988,"Bats"
"581","PR01264","PRB0043","EHI00598","ADA13E2L1I1","Plecotus auritus","Same",76957728,74420576,11543659200,10683224652,12985544,515101831,72220904,0,10683224652,0,0,0,"SEB005",3.43,245,1,10.29,35.3,0.3,11.5,96.28,91.23,41.97,"ADA13E2L1","LIB0037","ADA13","ADA13E2","EHI00598",24,114,4.75,20,11,"EXB0032",4.75,45,214,"Tissue","< 1 minute","< 1 day","SD01418","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141801","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.586,13.389,0.418395,1,"Bats"
"582","PR01265","PRB0043","EHI00599","ACB22E1L1I1","Plecotus auritus","Same",43536146,42225794,6530421900,5985996989,9794550,389877668,6688082,5022505982,963491007,873743126,0.17,0.8158,"SEB005",3.54,202,1,4.99,17.7,0.07,6.5,96.87,92.05,42.22,"ACB22E1L1","LIB0034","ACB22","ACB22E1","EHI00599",24,3.8,0.16,5,9,"EXB0030",0.16,45,7,"Faecal","< 1 minute","< 14 days","SD00476","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.7,8.1,"SD0047601","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.17948,0.160957482733542,"Bats"
"583","PR01266","PRB0043","EHI00601","OPAU71E2L1I1","Plecotus auritus","Same",67813844,64467796,10172076600,9083096556,15754966,663750819,62526296,0,9083096556,0,0,0,"SEB005",3.56,195,1,9.91,35.2,0.2,13.9,95.92,90.93,42.87,"OPAU71E2L1","LIB0037","OPAU71","OPAU71E2","EHI00601",24,128.9,5.37,20,8,"EXB0035",5.37,45,242,"Tissue","< 10 minutes","< 3 days","SD00744","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0074401","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.639,-2.709,0.228448,1,"Bats"
"584","PR01267","PRB0043","EHI00603","OPAU37E2L1I1","Plecotus auritus","Same",65190670,62049836,9778600500,8847281344,12631320,512533057,60180416,0,8847281344,0,0,0,"SEB005",3.86,188,1,9.14,35.3,0.26,9.9,96.23,91.24,42.59,"OPAU37E2L1","LIB0037","OPAU37","OPAU37E2","EHI00603",24,194.9,8.12,20,8,"EXB0035",8.12,45,365,"Tissue","< 10 minutes","< 3 days","SD00727","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0072701","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.632,-2.715,0.222427,1,"Bats"
"585","PR01268","PRB0043","EHI00604","OPAU45E2L1I1","Plecotus auritus","Same",82145624,78299046,12321843600,11010130872,19862074,826764055,75816220,0,11010130872,0,0,0,"SEB005",3.93,189,1,8.98,35.3,0.21,5.5,96.35,91.49,42.26,"OPAU45E2L1","LIB0037","OPAU45","OPAU45E2","EHI00604",24,199.7,12.8,20,8,"EXB0035",12.8,45,576,"Tissue","< 10 minutes","< 3 days","SD00731","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0073101","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.041,-0.61,0.233099,1,"Bats"
"586","PR01269","PRB0043","EHI00605","ACZ94E2L1I1","Plecotus auritus","Same",79199074,76349436,11879861100,10990777156,12835513,547108386,74048340,0,10990777156,0,0,0,"SEB005",4.03,217,1,8.76,35.3,0.17,11.9,96.6,91.67,42.51,"ACZ94E2L1","LIB0037","ACZ94","ACZ94E2","EHI00605",24,59.3,2.47,20,9,"EXB0033",2.47,45,111,"Tissue","< 1 minute","< 1 day","SD01413","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141301","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.224417,1,"Bats"
"587","PR01270","PRB0044","EHI00607","ACB23E1L1I1","Plecotus auritus","Same",47233200,45742216,7084980000,6503614180,9965963,403540643,15768722,4216626686,2286987494,471651656,0.11,0.8341,"SEB005",4.33,203,1,4.08,17.7,0.15,7.1,97.13,92.69,44.54,"ACB23E1L1","LIB0034","ACB23","ACB23E1","EHI00607",24,3.4,0.14,5,9,"EXB0030",0.14,45,6,"Faecal","< 1 minute","< 14 days","SD00477","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.5,9.1,"SD0047701","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.177377,0.351648703429083,"Bats"
"588","PR01271","PRB0044","EHI00608","ADA72E1L2I1","Plecotus auritus","Same",68872384,65453668,10330857600,9090381943,19490758,874645121,45889350,2656843309,6433538634,2495385605,0.94,0.9621,"SEB005",4.53,208,1,3.9,17.7,0.08,10.3,96.08,91.13,41.23,"ADA72E1L2","LIB0035","ADA72","ADA72E1","EHI00608",17,17.9,1.05,10,9,"EXB0014",1.05,45,47,"Faecal","< 1 minute","< 1 day","SD01446","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0144601","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.988,13.183,0.194366,0.707730288379589,"Bats"
"589","PR01272","PRB0044","EHI00609","OPAU53E2L1I1","Plecotus auritus","Same",73003702,70099032,10950555300,9945764812,15420091,640288157,67864940,0,9945764812,0,0,0,"SEB005",4.58,191,1,7.71,35.3,0.05,5.3,96.7,91.95,42.69,"OPAU53E2L1","LIB0037","OPAU53","OPAU53E2","EHI00609",24,199.8,9.94,20,8,"EXB0035",9.94,45,447,"Tissue","< 10 minutes","< 3 days","SD00735","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0073501","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Park with woods",50.991,-0.612,0.21418,1,"Bats"
"590","PR01273","PRB0044","EHI00610","OPAU11E2L1I1","Plecotus auritus","Same",72458092,63542600,10868713800,8955057457,16465051,641629704,61751140,0,8955057457,0,0,0,"SEB005",4.6,258,1,7.67,35.3,0.31,4.8,96.53,91.65,44.07,"OPAU11E2L1","LIB0037","OPAU11","OPAU11E2","EHI00610",24,72,3,20,14,"EXB0033",3,45,135,"Tissue","< 10 minutes","< 3 days","SD00714","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",40,NA,"SD0071401","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland surrounding mansion",55.153,-1.956,0.837988,1,"Bats"
"591","PR01274","PRB0044","EHI00611","OPAU25E2L1I1","Plecotus auritus","Same",64181320,60950232,9627198000,8430918526,18658297,842346415,59160550,0,8430918526,0,0,0,"SEB005",4.7,181,1,7.51,35.3,0.2,9.8,96.07,90.93,42.3,"OPAU25E2L1","LIB0037","OPAU25","OPAU25E2","EHI00611",24,64.7,1.47,20,8,"EXB0033",1.47,45,66,"Tissue","< 10 minutes","< 3 days","SD00721","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",38.5,NA,"SD0072101","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Smal woodland surrounded by urban areas",53.048,-2.132,0.214086,1,"Bats"
"592","PR01275","PRB0044","EHI00613","OPAU51E2L1I1","Plecotus auritus","Same",58456008,55755270,8768401200,7877529421,12993112,550215982,53957240,0,7877529421,0,0,0,"SEB005",5.14,190,1,6.87,35.3,0.27,11,96.73,92.06,42.42,"OPAU51E2L1","LIB0037","OPAU51","OPAU51E2","EHI00613",24,200.2,8.78,20,8,"EXB0035",8.78,45,395,"Tissue","< 10 minutes","< 3 days","SD00734","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0073401","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Park with woods",50.991,-0.612,0.197656,1,"Bats"
"593","PR01276","PRB0044","EHI00615","OPAU34E1L1I1","Plecotus auritus","Same",37572328,36542174,5635849200,5201678327,7863106,315707246,1293014,5005228933,196449394,883631793,0.18,0.805,"SEB005",5.39,198,1,3.27,17.6,0.14,5.3,96.41,91.64,47.02,"OPAU34E1L1","LIB0034","OPAU34","OPAU34E1","EHI00615",24,5.8,0.24,5,9,"EXB0030",0.24,45,11,"Faecal","< 10 minutes","< 3 days","SD00725","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",39.1,NA,"SD0072501","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Smal woodland surrounded by urban areas",53.048,-2.132,0.197398,0.0377665402684175,"Bats"
"594","PR01277","PRB0044","EHI00617","OPAU49E2L1I1","Plecotus auritus","Same",78897520,69488226,11834628000,9099635221,34327906,1785923986,67090544,0,9099635221,0,0,0.9733,"SEB005",5.7,266,1,6.19,35.3,0.29,5.8,96.99,92.53,46.23,"OPAU49E2L1","LIB0037","OPAU49","OPAU49E2","EHI00617",24,75.8,1.58,20,17,"EXB0035",1.58,45,71,"Tissue","< 10 minutes","< 3 days","SD00733","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0073301","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Park with woods",50.991,-0.612,0.943527,1,"Bats"
"595","PR01278","PRB0044","EHI00619","OPAU1E2L1I1","Plecotus auritus","Same",80497250,71541968,12074587500,9839743163,23770489,996504554,69410020,0,9839743163,0,0,0,"SEB005",5.94,259,1,5.94,35.3,0.19,10.9,94.54,89.38,43.02,"OPAU1E2L1","LIB0037","OPAU1","OPAU1E2","EHI00619",24,128.4,5.35,20,14,"EXB0033",5.35,45,241,"Tissue","< 10 minutes","< 3 days","SD00709","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",38.1,8,"SD0070901","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland surrounding mansion",55.153,-1.956,0.80339,1,"Bats"
"596","PR01279","PRB0044","EHI00620","OPAU59E2L1I1","Plecotus auritus","Same",74271180,70016134,11140677000,9752177979,19908999,878700238,68105440,0,9752177979,0,0,0,"SEB005",6.04,192,1,5.84,35.2,0.22,13,96.28,91.47,42.69,"OPAU59E2L1","LIB0037","OPAU59","OPAU59E2","EHI00620",24,107.3,4.47,20,8,"EXB0035",4.47,45,201,"Tissue","< 10 minutes","< 3 days","SD00738","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0073801","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woods near lakes",51.512,-0.492,0.204008,1,"Bats"
"597","PR01280","PRB0044","EHI00621","ACC01E2L1I1","Plecotus auritus","Same",60883054,57673084,9132458100,8144633496,13709934,634488395,55981920,0,8144633496,0,0,0,"SEB005",6.2,183,1,5.69,35.3,0.17,9.1,96.44,91.57,43.17,"ACC01E2L1","LIB0037","ACC01","ACC01E2","EHI00621",24,200,8.77,20,8,"EXB0033",8.77,45,395,"Tissue","< 1 minute","< 14 days","SD00473","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.1,8.7,"SD0047301","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.186958,1,"Bats"
"598","PR01281","PRB0044","EHI00622","OPAU56E1L1I1","Plecotus auritus","Same",35504190,31932308,5325628500,4348238037,12371104,653439919,12091780,2751940836,1596297201,1839443321,0.67,0.8545,"SEB005",6.83,199,1,2.58,17.6,0.19,11.1,96.6,92.01,42.54,"OPAU56E1L1","LIB0034","OPAU56","OPAU56E1","EHI00622",24,20.2,0.84,10,9,"EXB0030",0.84,45,38,"Faecal","< 10 minutes","< 3 days","SD00736","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0073601","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woods near lakes",51.512,-0.492,0.162893,0.36711357276598,"Bats"
"599","PR01282","PRB0044","EHI00624","ADA65E1L2I1","Plecotus auritus","Same",39701012,38394598,5955151800,5481210777,8229690,325552289,23344156,2089484463,3391726314,743168576,0.36,0.6942,"SEB005",6.94,240,1,2.54,17.6,0.09,6,97.16,92.76,44.79,"ADA65E1L2","LIB0035","ADA65","ADA65E1","EHI00624",18,4.5,0.25,5,11,"EXB0014",0.25,45,11,"Faecal","< 1 minute","< 1 day","SD01442","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0144201","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.771,14.373,0.298938,0.618791440794834,"Bats"
"600","PR01283","PRB0044","EHI00625","ADA63E1L2I1","Plecotus auritus","Same",43724958,42614746,6558743700,6107568173,7980783,331067446,2658488,5726596862,380971311,4469812344,0.78,0.9541,"SEB005",7.06,207,1,2.5,17.6,0.08,6.6,97.33,92.98,45.59,"ADA63E1L2","LIB0035","ADA63","ADA63E1","EHI00625",17.7,42.8,2.42,20,9,"EXB0014",2.42,45,109,"Faecal","< 1 minute","< 1 day","SD01441","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0144101","MS0030",NA,"Germany","1000221 - Temperate woodland",NA,51.771,14.373,0.180286,0.0623769232219424,"Bats"
"601","PR01284","PRB0044","EHI00626","OPAU17E2L1I1","Plecotus auritus","Same",69984976,67178436,10497746400,9440282312,16910150,734749141,61067516,0,9440282312,0,0,0.5852,"SEB005",7.1,187,1,4.97,35.3,0.14,9.5,96.41,91.65,42.26,"OPAU17E2L1","LIB0037","OPAU17","OPAU17E2","EHI00626",24,168.7,7.03,20,8,"EXB0033",7.03,45,316,"Tissue","< 10 minutes","< 3 days","SD00717","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",39.2,8.75,"SD0071701","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland surrounding mansion",55.153,-1.956,0.184885,1,"Bats"
"602","PR01285","PRB0044","EHI00628","ACC04E2L1I1","Plecotus auritus","Same",84929616,81628116,12739442400,11514007942,19404055,836218360,79015520,0,11514007942,0,0,0,"SEB005",7.45,212,1,4.74,35.3,0.2,12.7,96.61,91.75,42.86,"ACC04E2L1","LIB0037","ACC04","ACC04E2","EHI00628",24,65,2.71,20,9,"EXB0033",2.71,45,122,"Tissue","< 1 minute","< 14 days","SD00476","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.7,8.1,"SD0047601","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.204322,1,"Bats"
"603","PR01286","PRB0044","EHI00629","ACJ48E1L1I1","Plecotus auritus","Same",69682886,67413594,10452432900,9572167590,15283090,610646769,65359348,0,9572167590,0,0,0,"SEB005",7.6,196,1,4.64,35.3,0.13,10.5,96.82,92.34,43.07,"ACJ48E1L1","LIB0037","ACJ48","ACJ48E1","EHI00629",24,42.5,0.89,10,8,"EXB0025",0.89,45,40,"Tissue","< 1 minute","< 1 day","SD01895","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.1,6.5,"SD0189501","MS0036",NA,"Bulgaria","1000198 - Mixed forest","At the cave entrance",41.649,24.526,0.196895,1,"Bats"
"604","PR01287","PRB0044","EHI00630","OPAU66E1L1I1","Plecotus auritus","Same",47574356,45754710,7136153400,6611139746,8755610,323320481,40483800,0,6611139746,0,0,0.6245,"SEB005",7.69,201,1,2.29,17.6,0.12,10.3,96.42,91.32,42.89,"OPAU66E1L1","LIB0034","OPAU66","OPAU66E1","EHI00630",24,11.5,0.48,10,9,"EXB0030",0.48,45,22,"Faecal","< 10 minutes","< 3 days","SD00741","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0074101","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.762,-2.678,0.181023,1,"Bats"
"605","PR01288","PRB0044","EHI00632","OPAU67E2L1I1","Plecotus auritus","Same",68805610,66202318,10320841500,9451018500,13308933,558116887,64048010,0,9451018500,0,0,0,"SEB005",7.86,194,1,4.49,35.3,0.13,8.1,97.04,92.33,40.05,"OPAU67E2L1","LIB0037","OPAU67","OPAU67E2","EHI00632",24,200,14.8,20,8,"EXB0035",14.8,45,666,"Tissue","< 10 minutes","< 3 days","SD00742","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0074201","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.639,-2.709,0.200211,1,"Bats"
"606","PR01289","PRB0044","EHI00633","ADV55E1L2I1","Plecotus auritus","Same",47295274,46100964,7094291100,6596424455,9209282,351471220,24079760,3077905518,3518518937,410810849,0.13,0.9158,"SEB005",8.03,260,1,2.2,17.7,0.22,7.1,97.09,92.53,42.73,"ADV55E1L2","LIB0035","ADV55","ADV55E1","EHI00633",19.6,1.7,0.09,5,15,"EXB0014",0.09,45,4,"Anal/cloacal swab","< 1 minute","< 1 day","SD01756","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",39.3,6.2,"SD0175601","MS0031",NA,"Italy","1000221 - Temperate woodland","mixed conifer-deciduous wood",45.917,9.8,0.695026,0.533397897755505,"Bats"
"607","PR01290","PRB0045","EHI00634","OPAU46E1L1I1","Plecotus auritus","Same",49749034,48457362,7462355100,6875989891,11167042,433813279,14041276,4831249105,2044740786,3349526775,0.69,0.8575,"SEB005",8.23,165,1,2.14,17.6,0.11,11.8,96.3,91.69,45.52,"OPAU46E1L1","LIB0034","OPAU46","OPAU46E1","EHI00634",24,7,0.29,5,8,"EXB0030",0.29,45,13,"Faecal","< 10 minutes","< 3 days","SD00731","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0073101","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.041,-0.61,0.19087,0.297374024455208,"Bats"
"608","PR01291","PRB0045","EHI00635","OPAU13E2L1I1","Plecotus auritus","Same",70797506,67471426,10619625900,9398268917,19276406,823425240,65604424,0,9398268917,0,0,0,"SEB005",8.3,186,1,4.25,35.3,0.09,12.3,96.75,91.9,42.3,"OPAU13E2L1","LIB0037","OPAU13","OPAU13E2","EHI00635",24,86.9,3.62,20,8,"EXB0033",3.62,45,163,"Tissue","< 10 minutes","< 3 days","SD00715","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0071501","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland surrounding mansion",55.153,-1.956,0.195979,1,"Bats"
"609","PR01292","PRB0045","EHI00636","OPAU39E1L1I1","Plecotus auritus","Same",64124402,62040148,9618660300,8885300703,11718349,476522916,60148304,0,8885300703,0,0,0,"SEB005",8.32,182,1,4.24,35.3,0.13,9.3,96.76,91.95,42.33,"OPAU39E1L1","LIB0037","OPAU39","OPAU39E1","EHI00636",24,49,1.15,10,8,"EXB0027",1.15,45,52,"Tissue","< 10 minutes","< 3 days","SD00728","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0072801","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.632,-2.715,0.189193,1,"Bats"
"610","PR01293","PRB0045","EHI00637","OPAU54E1L1I1","Plecotus auritus","Same",46097416,45123320,6914612400,6556479273,6428679,231030596,14989726,4317249413,2239229860,135667894,0.03,0.7819,"SEB005",8.46,237,1,2.09,17.7,0.1,5.8,95.58,90.47,47.97,"OPAU54E1L1","LIB0034","OPAU54","OPAU54E1","EHI00637",24,1.9,0.08,5,11,"EXB0030",0.08,45,4,"Faecal","< 10 minutes","< 3 days","SD00735","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0073501","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Park with woods",50.991,-0.612,0.260989,0.341529312724482,"Bats"
"611","PR01294","PRB0045","EHI00639","OPAU36E1L1I1","Plecotus auritus","Same",27782104,26860112,4167315600,3838685198,5954828,226600953,6222422,2929522470,909162728,736476787,0.25,0.8273,"SEB005",8.77,236,1,2.01,17.6,0.27,9.6,96.74,91.9,42.64,"OPAU36E1L1","LIB0034","OPAU36","OPAU36E1","EHI00639",24,3.6,0.15,5,11,"EXB0030",0.15,45,7,"Faecal","< 10 minutes","< 3 days","SD00726","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",NA,NA,"SD0072601","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland",51.638,-2.717,0.268579,0.236842220996315,"Bats"
"612","PR01295","PRB0045","EHI00641","ACZ98E2L1I1","Plecotus auritus","Same",64755930,62460312,9713389500,8806483642,15175656,638268078,60275376,0,8806483642,0,0,0,"SEB005",8.98,180,1,3.93,35.3,0.12,9.7,96.67,91.89,42.96,"ACZ98E2L1","LIB0037","ACZ98","ACZ98E2","EHI00641",24,74.4,1.55,20,8,"EXB0033",1.55,45,70,"Tissue","< 1 minute","< 1 day","SD01415","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",NA,NA,"SD0141501","MS0030",NA,"Germany","1000198 - Mixed forest",NA,52,13,0.172352,1,"Bats"
"613","PR01296","PRB0045","EHI00642","OPAU18E1L1I1","Plecotus auritus","Same",32225656,29474420,4833848400,3977817983,11523396,594743124,9012642,2736773996,1241043987,483273264,0.18,0.7189,"SEB005",8.99,197,1,1.96,17.6,0.14,9.6,96.54,91.64,42.97,"OPAU18E1L1","LIB0034","OPAU18","OPAU18E1","EHI00642",24,8.2,0.34,5,9,"EXB0030",0.34,45,15,"Faecal","< 10 minutes","< 3 days","SD00717","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Female",39.2,8.75,"SD0071701","MS0013",NA,"United Kingdom","1000221 - Temperate woodland","Woodland surrounding mansion",55.153,-1.956,0.167451,0.311991144970396,"Bats"
"614","PR01297","PRB0045","EHI00643","ACB19E1L1I1","Plecotus auritus","Same",37100956,35456588,5565143400,4835846795,12983115,558346984,22743600,1627541452,3208305343,336382228,0.21,0.7113,"SEB005",9.16,169,1,1.93,17.7,0.09,5.6,97.12,92.72,46.13,"ACB19E1L1","LIB0034","ACB19","ACB19E1","EHI00643",24,9.8,0.41,5,8,"EXB0030",0.41,45,18,"Faecal","< 1 minute","< 14 days","SD00473","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",41.1,8.7,"SD0047301","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.155911,0.663442304730831,"Bats"
"615","PR01298","PRB0045","EHI00645","ACC02E2L1I1","Plecotus auritus","Same",70419954,66473958,10562993100,9350586730,16580201,726754101,64524370,0,9350586730,0,0,0,"SEB005",9.32,184,1,3.79,35.3,0.13,10.6,96.34,91.4,42.71,"ACC02E2L1","LIB0037","ACC02","ACC02E2","EHI00645",24,141.1,5.88,20,8,"EXB0033",5.88,45,265,"Tissue","< 1 minute","< 14 days","SD00474","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",42.2,8.8,"SD0047401","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.197404,1,"Bats"
"616","PR01299","PRB0045","EHI00646","ACB21E1L1I1","Plecotus auritus","Same",44767078,43532464,6715061700,6210244226,9123747,367192919,5124538,5486689466,723554760,2974828087,0.54,0.8953,"SEB005",9.7,238,1,1.82,17.7,0.35,6.7,97.23,92.58,37.46,"ACB21E1L1","LIB0034","ACB21","ACB21E1","EHI00646",24,2.6,0.11,5,11,"EXB0030",0.11,45,5,"Faecal","< 1 minute","< 14 days","SD00475","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Adult","Male",43.8,8.9,"SD0047501","MS0011",NA,"Spain","1000221 - Temperate woodland","Grassland in Pine Forest, Botton Valley",40.382,-1.888,0.276626,0.116509872022544,"Bats"
"617","PR01300","PRB0045","EHI00648","ACO90E1L2I1","Plecotus auritus","Same",62610916,61213088,9391637400,8797612797,10861579,426707018,19263470,5972226431,2825386366,3544282200,0.59,0.8703,"SEB005",9.97,173,1,1.77,17.7,0.05,9.4,97.26,92.72,41.1,"ACO90E1L2","LIB0035","ACO90","ACO90E1","EHI00648",18.7,46.9,2.51,10,8,"EXB0014",2.51,45,113,"Faecal","< 30 minutes","< 1 day","SD01610","Plecotus auritus","Chiroptera","Vespertilionidae","Mammalia","Nursing","Female",40.5,8.2,"SD0161001","MS0012",NA,"Norway","1000245 - Cropland","Along warehouse",60.05,10.889,0.188517,0.321153752863897,"Bats"
