sequence_id	sequence_data	sequence_q20	sequence_q30	sequence_gc	index_id
EHI02338	4.5444444	97.3	92.99	44.91	ABD20E1L1I1
EHI02501	5.039643	96.32	91.2	55.46	AEZ11E1L1I1
EHI00304	6.8	95.72	90.09	49.92	ADF30E1L1I2
EHI02148	NA	NA	NA	NA	ABR12E1L1I1
EHI00667	2.2385355	96.93	92.12	44.64	ABQ08E1L1I1
EHI00458	7.5	96.79	92.23	42.56	ADM43E1L1I1
EHI00730	5.0781012	96.4	91.27	43.83	AEX22E1L1I1
EHI00801	5.6599806	97.16	92.68	47.43	AAI10E1L1I1
EHI00494	6.5	95.19	90.52	45.59	AGH43E1L1I1
EHI00505	6.1	97.25	92.78	47.54	AFV34E1L1I1
EHI01370	8.6322894	97.25	92.94	44.47	AGZ77E1L1I1
EHI02212	NA	NA	NA	NA	AHB49E1L1I1
EHI02042	NA	NA	NA	NA	AFT16E1L1I1
EHI00519	1.6	97.08	92.68	44.5	ADK23E2L3I1
EHI02593	5.5721058	98.39	95.61	41.37	AGO12E1L1I1
EHI00030	7.1	95.32	89	45.95	AAS12E1L1I1
EHI00586	4.3	97.04	92.39	43.96	OPAU61E2L1I1
EHI00095	4.1	94.96	88.31	41.79	ABL86E1L1I1
EHI02069	NA	NA	NA	NA	AFO83E1L1I1
EHI01752	3.3329118	96.58	91.37	37.1	AGI02E1L1I1
EHI01518	5.7048534	96.8	92.16	45.67	AAV99E1L1I1
EHI01263	10.7537538	97.36	92.98	42.54	ACS42E1L1I1
EHI02015	3.417792	96.84	91.99	50.14	ACG94E1L1I1
EHI00761	7.3217712	97	92.48	45.83	AFU64E1L1I1
EHI02008	3.4121721	96.58	91.46	48.15	ABB14E1L1I1
EHI00884	7.4946123	97.2	92.99	59.92	ACE39E1L1I1
EHI00759	4.9332279	96.37	91.55	48.47	AFL24E1L1I1
EHI02439	2.416176	96.6	91.99	41.93	AAH47E1L1I1
EHI00061	3.6	95.02	88.21	43.06	AAC83E1L1I2
EHI01735	2.4184686	96	91.31	47.9	AAZ76E1L1I1
EHI01242	35.159322	97.14	92.63	43.94	AAW26E1L1I1
EHI02245	NA	NA	NA	NA	AAN16E1L1I1
EHI01126	5.3507418	96.84	92.39	45.04	AIF59E1L1I1
EHI01069	6.6565344	96.96	91.85	47.2	AFQ79E2L1I1
EHI00201	8.3	96.19	90.32	41.54	ADA10E1L1I2
EHI00594	16.2	96.07	92.05	60.67	ACZ96E1L1I1
EHI02131	NA	NA	NA	NA	AIV55E2L1I1
EHI01150	6.0186246	97.38	93.31	44.74	AIH90E1L1I1
EHI00402	2.77	95.54	90.29	47.14	AAB49E1L1I1
EHI01024	4.5028125	97.28	92.59	40.45	ABZ38E1L1I1
EHI01117	2.9799768	96.64	91.65	43.2	AIH26E1L1I1
EHI02493	7.1648589	95.82	90.42	44.41	AGJ30E1L1I1
EHI01660	7.5118296	96.31	91.59	47.26	AIJ04E1L1I1
EHI00115	4.4	95.31	88.83	43.31	ABL03E1L1I1
EHI00795	1.5523533	96.54	91.85	46.93	ADC09E1L1I1
EHI01743	4.6038981	95.95	90.94	46.44	AAZ89E1L1I1
EHI01520	3.379647	96.68	91.93	48.92	AEL88E1L1I1
EHI01230	2.5702296	96.59	91.43	42.22	AAD40E1L1I1
EHI00695	5.527794	96.72	91.63	45.68	AEX73E1L1I1
EHI00499	12.4	93.67	88.41	45.03	ADL93E1L1I1
EHI00550	5.1	97.89	94.22	53.98	AFV67E1L1I1
EHI02019	5.0009694	96.62	91.85	48.31	AAB61E1L1I1
EHI02110	NA	NA	NA	NA	ABE10E3L1I1
EHI02038	5.7488475	96.73	91.89	46.85	AEM23E1L1I1
EHI01390	4.1622102	97.01	92.56	36.99	AEA82E1L1I1
EHI02073	NA	NA	NA	NA	ABD27E1L1I1
EHI01736	3.7487352	96.53	91.48	42	AAM94E1L1I1
EHI00367	4.15	96.88	92	58.25	ADV69E1L1I1
EHI00498	5.5	97.37	93.29	44.76	AGF91E1L1I1
EHI01396	7.4676513	97.09	92.48	42.67	AFT42E1L1I1
EHI01533	10.8132198	97.03	92.28	40.23	AAW75E1L1I1
EHI02567	3.3185646	96.38	91.11	48.68	AHO78E1L1I1
EHI00790	5.2658022	96.69	91.81	40.58	AGG15E1L1I1
EHI00752	8.5951002	96.79	92	41.26	AEX24E1L1I1
EHI01018	4.6699992	97.36	92.9	46.34	ACD74E1L1I1
EHI00435	3.5	97.07	92.88	50.88	ADM21E1L1I1
EHI00051	3.5	94.85	87.92	42.67	AAC83E2L1I2
EHI00564	7	97.5	93.53	41.92	AB09E1L1I1
EHI00398	2.28	96.86	91.73	47.57	AAA55E1L1I1
EHI01808	4.8918597	96.2	90.97	43.59	AHV41E1L1I1
EHI00978	7.821192	97.57	93.28	41.39	ABS95E1L1I1
EHI02665	24.2394942	97.93	94.58	48.47	AHO90E1L1I1
EHI02450	3.9372552	97.16	92.72	47.78	AFN18E1L1I1
EHI01166	6.1004211	96.48	92.16	42.49	AAD36E1L1I1
EHI01768	5.3315697	96.83	91.92	41.31	AGI06E1L1I1
EHI00919	6.653301	97.02	92.3	49.62	ACD69E1L1I1
EHI01067	9.2122884	96.75	91.45	47.1	AFP85E1L1I1
EHI01708	9.1458957	95.95	90.6	44.16	ABI59E1L1I1
EHI01313	6.9860349	96.92	92.13	39.59	AGD21E1L1I1
EHI00127	4.6	95.41	89.13	44.53	AAW23E1L1I1
EHI01028	7.1953803	97.26	92.42	40.63	ABG19E1L1I1
EHI00678	3.815271	96.91	92.16	46.24	AEX07E1L1I1
EHI00306	5.6	96.83	92.19	55.08	BATB07E1L1I2
EHI01819	6.2073585	96.76	91.78	44.46	AHV61E1L1I1
EHI02082	NA	NA	NA	NA	AEC24E1L1I1
EHI02252	NA	NA	NA	NA	AGH47E1L1I1
EHI00649	4.5	96.69	91.85	42.43	AGH20E1L1I1
EHI02261	NA	NA	NA	NA	AFZ47E1L1I1
EHI00294	4.5	96.4	90.67	40.71	C1_EXB0020E1L1I1
EHI01365	6.6803364	96.29	91.68	56.45	AGZ39E1L1I1
EHI00927	4.7178597	96.95	92.46	43.5	ABQ53E1L1I1
EHI00277	4	95.53	89.22	42.39	ACH69E1L1I1
EHI01755	6.062499	96.49	91.35	40.86	AAA04E1L1I1
EHI01227	3.7063917	96.69	91.58	42.32	AAD61E1L1I1
EHI01340	2.6553549	96.66	92.23	45.33	AED03E1L1I1
EHI02228	NA	NA	NA	NA	AEA80E1L1I1
EHI01707	11.9968086	96.24	90.92	44.08	ABI57E1L1I1
EHI00353	0.2	96.27	90.68	44.45	ADK29E1L1I2
EHI01428	2.5014951	96.84	91.99	39.89	AEV13E1L1I1
EHI02271	NA	NA	NA	NA	ABC54E1L1I1
EHI01282	5.5234095	97.08	92.22	41.38	AGD12E1L1I1
EHI00388	2.44	96.49	90.88	40.57	AA04E1L1I1
EHI01033	6.5992434	97.17	92.31	41.32	ABW29E1L1I1
EHI00274	7.6	96.14	90.4	42.11	ABU44E2L2I1
EHI02071	NA	NA	NA	NA	AFV18E3L1I1
EHI01576	10.2765864	96.22	91.03	42.42	AAW48E2L2I1
EHI02459	5.217636	97.21	92.95	38.39	AFN13E1L1I1
EHI01485	2.6075733	96.44	91.55	43.61	ABC11E1L1I1
EHI00345	10.2	96.51	90.84	42.07	ACZ34E1L1I2
EHI01994	5.2283931	96.95	92.26	47.59	AIQ77E1L1I1
EHI01244	10.6217559	96.81	91.58	40.52	AAW23E1L1I1
EHI00859	12.4284996	96.51	91.77	70.29	C1_EXB0050E1L1I1
EHI00914	4.9014009	97.16	92.58	44.15	ABQ13E1L1I1
EHI02172	NA	NA	NA	NA	AHC48E1L1I1
EHI00088	8.1	95.14	88.37	38.12	ABK71E1L1I1
EHI00781	4.8289593	96.93	92.25	40.33	AGG20E1L1I1
EHI00751	4.5519021	96.45	91.48	44.28	AEV75E1L1I1
EHI00558	6.4	97.65	93.6	42.47	ABZ26E1L1I1
EHI00163	5.7	93.93	87.59	52.93	AAC15E2L1I1
EHI00788	4.1147298	96.73	91.99	40.34	AGG12E1L1I1
EHI02205	NA	NA	NA	NA	ABM21E1L1I1
EHI02241	NA	NA	NA	NA	AEM11E1L1I1
EHI02121	NA	NA	NA	NA	AGI59E3L1I1
EHI02654	NA	NA	NA	NA	NA
EHI02679	12.5816205	98.08	94.88	54.19	AHO94E1L1I1
EHI01460	8.9482773	96.17	91.14	48.97	ACH07E1L1I1
EHI00879	6.3558387	97.14	92.09	40.82	ABG47E1L1I1
EHI00504	8.9	97.22	92.91	43.38	ADJ26E1L1I1
EHI02387	5.4197913	97.27	92.97	44.95	ABD23E1L1I1
EHI01671	6.1323366	96.39	93.38	42.17	ADA10E1L1I2
EHI01002	5.9792196	97.91	94.07	47.01	ACD29E1L1I1
EHI02587	5.1468738	98.45	95.73	44	AJP67E1L1I1
EHI01271	2.6014302	97.55	93.63	51.52	AED57E1L1I1
EHI02170	NA	NA	NA	NA	AHC42E1L1I1
EHI00995	7.4246766	96.6	91.76	45.2	ABE20E1L1I1
EHI01362	6.8150334	96.4	91.25	42.59	ACK69E1L1I1
EHI00953	4.9764387	97.48	93.51	62.92	ACE25E1L1I1
EHI01226	3.6955638	97.04	92.25	42.01	AAD35E1L1I1
EHI00102	6.1	94.54	87.84	43.47	ABL98E1L1I1
EHI01456	2.2746054	95.06	89.6	49.25	AAU78E1L1I1
EHI02115	NA	NA	NA	NA	AAQ18E1L1I1
EHI01449	2.5508487	96.8	92.24	57.2	AAO94E1L1I1
EHI00637	5.8	95.58	90.47	47.97	OPAU54E1L1I1
EHI01068	6.6795114	97.43	92.82	47.23	AFQ71E2L1I1
EHI00426	8.3	97.31	92.95	44.6	ADM28E1L1I1
EHI02652	NA	NA	NA	NA	NA
EHI02647	9.9697296	98.09	94.98	50.8	AIY67E1L1I1
EHI01586	10.0879137	96.36	91.13	42.41	AAW41E1L1I1
EHI01998	3.8959392	96.9	92.15	49.35	AEM33E1L1I1
EHI01678	2.5721175	95.92	92.35	44.4	ACB36E1L1I2
EHI01980	7.6936269	97.06	92.46	46.53	AIQ59E1L1I1
EHI02678	11.2754496	98.02	94.8	53.53	AHO92E1L1I1
EHI01979	5.4350178	97.08	92.58	44.67	AJP48E1L1I1
EHI01237	16.5721011	97.04	92.21	39.73	AAW31E1L1I1
EHI00723	3.4960128	97	92.18	46.25	AFM95E1L1I1
EHI01538	4.0471956	96.74	91.61	33.8	AAW73E1L1I1
EHI01711	10.0614993	96.44	91.28	43.89	ABK13E1L1I1
EHI00992	4.8428379	96.95	91.79	40.56	AB10E1L1I1
EHI00773	6.2339037	97.52	93.12	45.72	AFU66E1L1I1
EHI02025	4.8327093	96.78	91.97	47.13	AEL42E1L1I1
EHI02542	5.3267724	97.2	92.85	51.63	AHO58E1L1I1
EHI02055	NA	NA	NA	NA	AFT21E1L1I1
EHI00124	1.6	94.99	88.26	39.81	ABI44E1L1I1
EHI02035	6.0727992	97.03	92.57	44.59	AEL29E1L1I1
EHI02368	5.3775129	97.27	92.96	41.93	ADG75E1L1I1
EHI01778	3.8422554	96.88	91.88	39.26	AGI15E1L1I1
EHI01727	2.9767269	96.6	91.44	40.79	AAA01E1L1I1
EHI00356	0.4	96.72	91.28	36.78	ACZ58E1L1I2
EHI00885	3.8568972	97.15	91.86	31.99	ACZ97E1L1I1
EHI02431	5.6575887	97.09	92.63	40.35	AAH65E1L1I1
EHI01225	4.175862	96.7	91.72	45.66	AAD29E1L1I1
EHI02461	4.5345075	97.2	92.84	43.68	AAD49E1L1I1
EHI02619	5.0585661	98.37	95.46	44.49	AJP59E1L1I1
EHI00578	5.6	96.77	91.76	36.35	OPAU19E2L1I1
EHI02050	NA	NA	NA	NA	AFT19E1L1I1
EHI01643	6.4354728	95.88	90.81	47.94	AIH92E1L1I1
EHI00871	2.7806088	97.28	92.8	49.65	ABZ30E1L1I1
EHI01490	4.95e-5	92.4	86.42	52.19	AAA51E1L1I1
EHI02598	5.3280804	98.55	95.92	43.38	AJP42E1L1I1
EHI02272	NA	NA	NA	NA	ABC58E1L1I1
EHI02697	6.3092448	97.7	94.25	46.14	AKD86E1L1I1
EHI02401	4.2456654	97.08	92.67	42.81	ACK44E1L1I1
EHI01668	6.3827196	96.64	93.93	36.26	OPAU34E1L1I1
EHI01179	9.3303702	97.12	92.81	44.86	ACR94E1L1I1
EHI00132	2	94.57	87.74	44.31	AAW17E1L1I1
EHI01477	6.1532094	96.1	90.72	47.68	AAA90E1L1I1
EHI01640	9.8967375	96.69	92.22	43.63	AIF92E1L1I1
EHI02209	NA	NA	NA	NA	AHB65E1L1I1
EHI01638	16.9514715	95.94	90.95	46.76	AII37E1L1I1
EHI00052	3.6	94.88	88.22	43.97	AAD16E2L1I2
EHI00085	4	95.15	88.45	43.7	ABL25E1L1I1
EHI00170	3.3	93.81	87.32	47.56	AAS16E2L1I1
EHI00037	2.7	95.05	88.12	47.15	NSAP42E1L1I1
EHI01480	26.7851508	96.1	90.78	47.55	AAB24E1L1I1
EHI02334	NA	NA	NA	NA	NA
EHI02451	4.6457292	97.1	92.86	43.81	ACP03E1L1I1
EHI02262	NA	NA	NA	NA	AAZ39E1L1I1
EHI01856	3.6317598	98.24	95.15	49.37	AFV04E1L2I1
EHI02406	3.3067062	95.58	89.89	43.76	AAH95E1L1I1
EHI02591	5.5014375	98.14	95.23	38.34	AGO97E1L1I1
EHI01772	15.8895006	96.72	91.92	45.6	ADU48E1L1I1
EHI00971	6.7337565	97.68	93.9	61.58	ACD22E1L1I1
EHI02109	NA	NA	NA	NA	AAQ18E3L1I1
EHI02476	4.1356377	97.2	92.84	42.29	AFH47E1L1I1
EHI00899	4.7854374	96.94	92.14	40.84	ACB34E1L1I1
EHI00888	5.7531624	97	91.79	40.12	AB12E1L1I1
EHI01073	9.3011004	97.15	92.33	43.51	AFO76E1L1I1
EHI01334	11.7656253	96.83	91.9	39.77	AAY38E1L1I1
EHI01318	4.0716117	97.17	92.43	41.76	AGD19E1L1I1
EHI02255	NA	NA	NA	NA	ACG96E1L1I1
EHI01280	7.598688	96.5	91.22	39.98	AGB78E1L1I1
EHI01298	9.2222799	96.9	92.07	41.61	AGD24E1L1I1
EHI00441	9.9	97.47	93.17	42.89	ADK34E1L1I1
EHI00960	4.2770121	96.79	92.12	40.9	ABZ28E1L1I1
EHI01048	13.0622163	97.44	93.15	51.85	C1_EXB0040E1L1I1
EHI00180	2.8	94.68	87.75	44.19	ABK05E1L2I1
EHI01624	3.7782096	95.43	89.61	45.07	AAQ04E1L1I1
EHI00894	4.5979287	97.16	92.47	43.15	ACZ99E1L1I1
EHI00531	6.1	97.07	92.39	36.35	OPAU68E1L1I1
EHI01509	4.2480108	96.23	91.19	45.26	AAZ45E1L1I1
EHI00869	3.7672314	96.54	91.36	43.05	AAQ47E1L1I1
EHI00193	1.7	96.45	91.05	44.2	C1_EXB0012E1L1I2
EHI02223	NA	NA	NA	NA	AHB63E1L1I1
EHI01758	10.336386	96.59	91.56	42.11	ADU50E1L1I1
EHI02420	4.0272864	97.27	93.09	42.57	AAD60E1L1I1
EHI02284	NA	NA	NA	NA	AHB60E1L1I1
EHI01745	6.4847721	96.16	90.72	38.09	ADU42E1L1I1
EHI02062	NA	NA	NA	NA	AFT10E1L1I1
EHI00209	3.5	96.17	90.51	41.86	ABU59E2L2I1
EHI00151	4.1	94.93	88.28	43.59	AAS15E2L1I1
EHI01251	4.1668731	97.22	92.77	40.89	ACS24E1L1I1
EHI01283	8.2916421	97.15	92.36	42.37	AGD07E1L1I1
EHI01481	0.6330018	96.07	91.05	47.82	ABA30E1L1I1
EHI01646	9.806898	96.77	92.29	46.04	AIF70E1L1I1
EHI01095	7.8019806	96.88	92.33	43.85	AIG75E1L1I1
EHI02318	NA	NA	NA	NA	NA
EHI00787	4.6291503	96.8	92.12	40.44	AGG10E1L1I1
EHI01323	6.4386993	97.25	92.61	40.19	AGD10E1L1I1
EHI02128	NA	NA	NA	NA	AAQ18E2L1I1
EHI00138	3.1	94.67	87.73	43.28	ABK48E1L1I1
EHI02646	8.0130315	98.28	95.4	50.6	AGO34E1L1I1
EHI02616	3.0128976	98.41	95.67	46.28	AGP26E1L1I1
EHI01965	5.925459	96.79	92.08	48.25	AIQ76E1L1I1
EHI02177	NA	NA	NA	NA	AHC82E1L1I1
EHI00029	4.3	94.34	87.51	43.85	AAS08E1L1I1
EHI02246	NA	NA	NA	NA	AEA54E1L1I1
EHI00155	6.3	95.08	88.57	43.54	AAC36E2L1I1
EHI01032	7.9587492	97.17	92.2	39.54	AB07E1L1I1
EHI00024	4.9	94.74	88.19	43.57	AAS38E1L1I1
EHI02551	6.3327618	97.21	92.9	50.32	AHO23E1L1I1
EHI01293	2.4864675	97	92.14	39.31	AGB96E1L1I1
EHI01846	6.4135863	97.9	94.79	41.22	AFV09E1L2I1
EHI02308	NA	NA	NA	NA	AHB44E1L1I1
EHI00123	7.8	95.02	88.37	42	AAW27E1L1I1
EHI00459	5.2	97.17	92.74	44.58	ABP91E1L1I1
EHI00072	4.9	94.71	87.8	44.9	ABK12E1L1I1
EHI01713	6.9692577	96.32	91.27	43.92	ABK19E1L1I1
EHI01508	5.6685717	95.83	90.54	48.25	ABB21E1L1I1
EHI02663	29.6222496	97.91	94.63	48.8	AHN27E1L1I1
EHI00430	4.6	97.01	92.67	43.8	OPAU47E2L1I1
EHI01988	5.4793347	97.1	92.65	46.44	AIQ85E1L1I1
EHI00415	2.42	96.26	90.47	40.38	AA89E1L1I1
EHI01817	3.748917	96.94	92.11	45.19	AHV63E1L1I1
EHI02149	NA	NA	NA	NA	ABR25E1L1I1
EHI00939	3.9122742	97.2	92.64	46.76	ABZ27E1L1I1
EHI01511	4.9361073	95.22	89.9	42.12	ACG52E1L1I1
EHI01639	7.3372278	96.51	91.96	47.01	AIG81E1L1I1
EHI00873	6.482178	97.49	93.14	44.63	AA75E1L1I1
EHI02558	4.2730758	96.71	91.98	43.31	AHN09E1L1I1
EHI00167	4.7	94.13	87.23	46.86	ABB03E1L1I1
EHI00265	5.7	96.12	90.73	45.42	AAH19E1L1I1
EHI00546	6.2	97.63	93.56	43.22	ABZ39E1L1I1
EHI00377	4.12	94.6	88.98	46.86	AAB12E1L1I1
EHI01042	2.9292852	97.01	92.03	41.54	ADD84E1L1I1
EHI02620	3.2697717	98.29	95.35	42.57	AGO06E1L1I1
EHI01610	3.0516258	96.9	92.03	43.7	AAO82E1L1I1
EHI02268	NA	NA	NA	NA	AFZ36E1L1I1
EHI01240	59.3729847	97.03	92.18	41.04	AAW12E1L1I1
EHI01788	6.1812858	96.31	91.18	42.83	AIH09E1L1I1
EHI01571	3.5867343	96.8	92.3	45.5	AGZ17E1L1I1
EHI02197	NA	NA	NA	NA	AHE14E1L1I1
EHI01224	3.133239	96.62	91.7	43.01	AIH86E1L1I1
EHI01795	5.3386839	96.24	91.12	41.98	AIH15E1L1I1
EHI00460	5.8	97.01	92.25	40.33	ADD91E1L1I1
EHI01037	5.6489634	96.48	91.17	40.55	ADE04E1L1I1
EHI02359	5.1036951	97.52	93.4	39.03	ADG27E1L1I1
EHI01835	5.2146729	98.38	95.56	43.02	AFV06E1L2I1
EHI00916	4.1712486	96.86	91.89	40.72	ABS25E1L1I1
EHI00922	4.3271004	96.55	91.18	40.7	ABW40E1L1I1
EHI01206	4.2127107	97.09	92.47	43.31	AAD42E1L1I1
EHI00643	5.6	97.12	92.72	46.13	ACB19E1L1I1
EHI01338	6.4162269	96.89	92.28	43.16	AAX77E1L1I1
EHI01844	4.6895772	98.31	95.3	43.5	AFV13E1L2I1
EHI02234	NA	NA	NA	NA	AGH21E1L1I1
EHI02288	NA	NA	NA	NA	ABR21E1L1I1
EHI00056	2.7	94.72	87.69	41.9	AAD10E2L1I2
EHI00053	2.4	93.91	86.74	43.66	AAD16E1L1I2
EHI00943	3.9925416	97.42	92.87	42.33	AAQ46E1L1I1
EHI02065	NA	NA	NA	NA	AJP52E1L1I1
EHI02322	NA	NA	NA	NA	NA
EHI00067	3.4	95	88.17	41.79	AAD10E1L1I2
EHI01119	4.1478063	96.82	92.53	45.9	AIJ20E1L1I1
EHI02273	NA	NA	NA	NA	AAU51E1L1I1
EHI00299	12.2	96.5	91.18	44.7	ADJ98E1L1I2
EHI02342	3.8933355	96.81	92.18	43.72	AEZ07E1L1I1
EHI00696	5.8680918	96.71	91.6	44.35	AEX89E1L1I1
EHI02468	4.2249873	96.49	91.84	43.77	ACP11E1L1I1
EHI02474	3.0822159	97.02	92.47	49.36	ACP05E1L1I1
EHI00323	6.7	96.67	91.63	52.42	BATB05E1L1I2
EHI00217	9.7	95.21	89.54	45.03	AAX73E1L1I1
EHI00196	1.5	94.74	88.98	46.87	ABH60E1L1I2
EHI01510	7.0275522	96.12	90.96	49.47	AAU57E1L1I1
EHI01854	11.1621723	98.41	95.59	43.03	AFU91E1L2I1
EHI00776	2.2790793	96.76	91.98	39.57	AGG21E1L1I1
EHI00711	5.1457224	96.8	91.92	45.19	AFM23E1L1I1
EHI01312	3.9796701	96.62	91.6	39.49	AGD14E1L1I1
EHI01550	6.448026	96.49	91.61	47.65	ACG85E1L1I1
EHI00700	2.4795558	96.68	91.72	44.82	AEX97E1L1I1
EHI01973	6.753219	97.21	92.85	45.25	AIQ60E1L1I1
EHI02333	NA	NA	NA	NA	NA
EHI00958	5.607534	96.73	91.61	40.4	ABS01E1L1I1
EHI01683	20.4795192	96.53	93.71	44.06	ACB23E1L1I1
EHI02157	NA	NA	NA	NA	AHB57E1L1I1
EHI02671	12.0401865	98.05	94.97	47.73	AHN75E1L1I1
EHI00254	6	95.8	90.05	44.15	ACH41E1L1I1
EHI01272	3.5100843	97.44	93.38	49.58	AHQ52E1L1I1
EHI00449	5.4	97.06	92.54	48.18	AFW01E1L1I1
EHI01606	2.4441906	95.89	90.36	46.96	AEV58E1L1I1
EHI00680	3.5587662	96.75	91.82	47.37	AEX11E1L1I1
EHI01107	3.9363312	96.65	92.53	45.51	AIH81E1L1I1
EHI01983	4.0663116	96.8	91.93	49.57	AIQ83E1L1I1
EHI01010	7.1794956	97.19	92.31	41.2	ABQ25E1L1I1
EHI01853	6.5623341	98.12	94.98	45.19	AFV02E1L2I1
EHI02107	NA	NA	NA	NA	AIV55E3L1I1
EHI00774	4.2973434	97.15	92.59	40.6	AGG13E1L1I1
EHI01821	NA	NA	NA	NA	AII86E1L1I1
EHI00176	3.4	93.9	86.39	39.44	ABJ79E1L2I1
EHI00912	6.811191	97.4	93.32	51.76	ABQ79E1L1I1
EHI00990	6.4227159	96.73	91.34	40.49	ABW33E1L1I1
EHI01064	7.6223646	96.95	92.12	44.21	AFO81E2L1I1
EHI00427	3.5	97.25	92.89	42.3	AB02E1L1I1
EHI02311	NA	NA	NA	NA	C1_EXB0081E1L1I1
EHI00935	5.9114925	96.78	91.59	42.56	ACC16E1L1I1
EHI02286	NA	NA	NA	NA	AHC27E1L1I1
EHI02235	NA	NA	NA	NA	AAV79E1L1I1
EHI01130	5.4208518	97.16	92.9	44.99	AIF66E1L1I1
EHI02632	4.7230524	98.15	95.23	41.55	AJP45E1L1I1
EHI02661	9.4707912	97.94	94.63	47.42	AHO86E1L1I1
EHI02682	0.6667077	98.12	95.04	53.43	AHO96E1L1I1
EHI00017	4.9	93.94	87.12	45.45	AAS23E1L1I1
EHI01265	5.5298262	97.2	93.01	48.13	AHQ56E1L1I1
EHI00343	6.2	96.4	90.67	41.66	ABG02E1L1I2
EHI02139	NA	NA	NA	NA	C2_LIB0072E1L1I1
EHI02295	NA	NA	NA	NA	AHC49E1L1I1
EHI01406	3.5766591	96.56	92.03	44.68	AGZ18E1L1I1
EHI00478	6	96.71	91.78	41.59	AA74E1L1I1
EHI02375	5.3388387	97.13	92.63	41.93	AFI26E1L1I1
EHI00915	7.0043949	97.65	93.77	64.42	ACD09E1L1I1
EHI00640	6.8	96.76	91.96	43.55	ACX42E1L2I1
EHI00544	8.3	97.77	94.04	49.53	AFV96E1L1I1
EHI01633	8.0747673	94.48	88.99	48.98	AGZ19E1L1I1
EHI00183	3	94.73	88.11	44.67	OPAU2E1L1I1
EHI02454	5.3837163	97.02	92.45	47.27	AFH59E1L1I1
EHI00467	6.7	97.52	93.28	41.53	ADL30E1L1I1
EHI02651	8.5993443	97.72	94.37	45.94	AIY91E1L1I1
EHI00745	4.6894395	97.12	92.44	45.19	AFK61E1L1I1
EHI00987	5.6130888	97.2	92.54	49.16	AAN63E2L1I1
EHI00241	5.3	96.4	90.71	40.19	AAI04E1L1I1
EHI02636	7.8874377	98.44	95.72	44.27	AGP35E1L1I1
EHI02561	3.6923277	96.82	92.17	50.57	AHN57E1L1I1
EHI01376	6.9251076	95.92	91.28	57.88	AGZ04E1L1I1
EHI00746	7.8669174	97.08	92.5	43.96	AFL05E1L1I1
EHI01564	5.5322796	96.22	91.04	42.23	AAW42E1L1I1
EHI02203	NA	NA	NA	NA	AHB78E1L1I1
EHI02337	6.3373581	97.05	92.51	42.95	AEY32E1L1I1
EHI01085	6.5789169	97.32	92.63	47.77	AFQ25E1L1I1
EHI01858	0.6904053	98.38	95.51	44.46	AFV08E1L2I1
EHI01101	8.1411126	96.29	91.93	46.33	AIF53E1L1I1
EHI02187	NA	NA	NA	NA	ABM27E1L1I1
EHI01505	4.2269361	95.38	89.79	48.11	AAV04E1L1I1
EHI01729	5.1300291	96.72	91.83	40.32	ABW41E1L1I1
EHI02096	NA	NA	NA	NA	ABA95E2L1I1
EHI01394	5.2644096	97.01	92.42	41.37	ACK90E1L1I1
EHI00732	3.9859821	96.75	91.85	44.76	AEX72E1L1I1
EHI00376	4.75	93.64	88.09	50.14	ADW20E1L1I1
EHI00114	2.8	94.51	87.4	41.71	ABL29E1L1I1
EHI02155	NA	NA	NA	NA	AHB48E1L1I1
EHI02550	5.1830319	96.83	92.22	48.97	AHN49E1L1I1
EHI00038	3.7	94.84	87.85	43.15	NSAP33E1L1I1
EHI02583	4.1265891	98.24	95.42	49.89	AGO25E1L1I1
EHI00068	4.1	94.1	87.35	45.65	AAC96E1L1I2
EHI01065	7.7119677	97.11	92.32	44.43	AFP15E1L1I1
EHI00233	6.1	96.34	91.12	42.99	AAX93E1L1I1
EHI01779	3.922002	96.96	92.13	42.03	AGI80E1L1I1
EHI01417	13.9973028	97.09	92.31	42.68	ABZ39E1L1I1
EHI00521	5.6	97.45	93.19	49.21	ABQ01E1L1I1
EHI02528	2.7926835	96.38	91.76	48.82	AEY83E1L1I1
EHI01074	7.3770753	97.34	92.88	44.95	AFP93E1L1I1
EHI00359	0.6	96.77	91.67	44.3	ADK03E1L1I2
EHI02630	4.3682019	98.41	95.64	43.98	AJP60E1L1I1
EHI00295	3.7	97.08	92.3	48.75	BATA19E1L1I2
EHI01557	5.0140974	96.15	91.2	50.19	AAA80E1L1I1
EHI01178	6.21414	97.24	93.02	43.37	ACS22E1L1I1
EHI02248	NA	NA	NA	NA	AFZ50E1L1I1
EHI01367	6.3767889	96.42	91.6	48.25	AGZ43E1L1I1
EHI02445	3.5911263	97.19	92.91	41.36	AEZ45E1L1I1
EHI02463	5.6227887	97.21	93.04	42.03	AFN32E1L1I1
EHI02141	NA	NA	NA	NA	C1_EXB0076E2L1I1
EHI02158	NA	NA	NA	NA	AHB59E1L1I1
EHI00561	5.9	97.21	93.31	47.83	AGH24E1L1I1
EHI01617	2.5341579	96.14	90.69	44.31	AAQ20E1L1I1
EHI00223	4.9	94.52	88.67	41.93	ABU55E2L2I1
EHI00147	6.4	94.87	88.23	45.22	AAC07E2L1I1
EHI01158	4.3146096	96.9	92.35	43.38	AAD43E1L1I1
EHI00828	7.3126332	97.46	93.1	44.92	ACD66E1L1I1
