sequence_id	sequence_data	sequence_q20	sequence_q30	sequence_gc	index_id
EHI01046	7.9024986	97.18	92.29	45.32	AFQ51E1L1I1
EHI00213	4.3	95.87	89.84	43.32	AFN10E1L1I1
EHI01680	1.1705004	94.69	90.13	45.46	OPAU14E1L1I1
EHI01642	13.007349	96.19	91.19	45.83	AIG37E1L1I1
EHI01579	4.4571018	96.21	91.09	48.47	AEU92E1L1I1
EHI02077	NA	NA	NA	NA	AHU97E2L1I1
EHI02080	NA	NA	NA	NA	ABA95E1L1I1
EHI02323	NA	NA	NA	NA	NA
EHI01100	3.7333632	97.49	93.44	45.23	AIF99E1L1I1
EHI00511	5.2	97.6	93.36	38.28	OPAU30E1L1I1
EHI01995	3.9269337	96.84	92.04	47.3	AJP38E1L1I1
EHI02256	NA	NA	NA	NA	AEM35E1L1I1
EHI01847	5.8044849	98.09	94.96	44.43	AFV11E1L2I1
EHI00397	3.82	96.77	91.19	36.86	ACJ41E1L1I1
EHI00160	4.6	95.31	88.87	42.51	AAC55E2L1I1
EHI00431	4.4	96.8	92.07	36.4	OPAU26E1L1I1
EHI02681	6.1632282	98.09	94.95	47.87	AHN77E1L1I1
EHI00763	5.9617917	97.52	93.13	45.56	AFU65E1L1I1
EHI00405	4.22	96.95	91.87	49.04	AEL81E1L1I1
EHI00137	6	94.82	88.06	45.35	ABK41E1L1I1
EHI00450	6.2	96.69	92.08	43.46	OPAU27E2L1I1
EHI01310	5.0649819	97.02	92.41	43.24	AGD37E1L1I1
EHI02111	NA	NA	NA	NA	AIV55E1L1I1
EHI01204	2.9469366	96.97	92.13	42.67	AAD45E1L1I1
EHI02136	NA	NA	NA	NA	C2_EXB0076E1L1I1
EHI01075	7.5312981	97.11	92.14	46.61	AFP97E1L1I1
EHI01682	22.8475614	96.63	93.9	40.19	OPAU70E1L1I1
EHI01809	6.0161679	96.58	91.54	44.45	AHW99E1L1I1
EHI01286	5.1529716	96.87	92.01	37.69	AGD32E1L1I1
EHI02167	NA	NA	NA	NA	AHC02E1L1I1
EHI01628	3.2344413	96.37	91.15	42.94	AAP87E1L1I1
EHI01747	7.5062598	96.44	91.02	36.67	ADU53E1L1I1
EHI00729	4.4210007	96.33	91.4	44.7	ABR29E1L1I1
EHI01012	4.9795284	96.6	91.46	40.66	ABZ31E1L1I1
EHI00438	6	97.45	93.18	45.23	ADJ97E1L1I1
EHI00569	10.3	97.38	93.22	43.21	ADM16E1L1I1
EHI01562	7.3536012	96.69	91.8	53.66	AAW59E1L1I1
EHI00414	2.69	97.05	92.06	47.41	AAB20E1L1I1
EHI00084	7.8	95.48	89.51	45.72	AAW20E1L1I1
EHI01615	5.0046924	95.45	89.75	45.1	AGO85E1L1I1
EHI02164	NA	NA	NA	NA	AHB80E1L1I1
EHI02285	NA	NA	NA	NA	AHC22E1L1I1
EHI01852	3.9224691	98.35	95.48	41.14	AFU97E1L2I1
EHI00903	3.017538	96.8	91.78	43.67	ABS06E1L1I1
EHI02102	NA	NA	NA	NA	AFV20E2L1I1
EHI01019	4.5010374	96.92	92.2	47.68	ABQ86E1L1I1
EHI02030	6.7469484	96.76	91.93	54.35	ADU76E1L1I1
EHI00489	4.5	97.43	93.16	41.47	ABO45E1L1I1
EHI01600	2.6442777	96.4	91.12	45.68	AEV52E1L1I1
EHI02588	5.5520613	98.41	95.66	43.46	AGP24E1L1I1
EHI02605	5.0231049	98.33	95.47	45.27	AGP52E1L1I1
EHI02371	3.5944011	97.69	93.95	39.18	ADJ77E1L1I1
EHI01818	8.4659682	96.47	91.32	46.85	AHV55E1L1I1
EHI02546	4.2960573	96.92	92.13	55.68	AHO74E1L1I1
EHI02685	2.0084739	97.64	94.1	50.17	AHO04E1L1I1
EHI00071	2.6	95.22	88.62	42.46	AAW13E1L1I1
EHI01732	7.0463592	96.52	91.3	41.9	ABW57E1L1I1
EHI01786	1.9803267	96.47	91.6	43.99	AGI87E1L1I1
EHI01572	2.5396275	97.16	92.8	40.72	AEV21E1L1I1
EHI02502	5.9284107	97.38	93.24	42.04	AEZ66E1L1I1
EHI01598	3.6489963	96.58	91.49	43.55	AFV30E1L1I1
EHI02421	4.1470521	97.14	92.66	48.7	AFH52E1L1I1
EHI00401	5.77	97.25	92.54	49.81	AFV39E1L1I1
EHI02479	4.7415021	97.09	92.75	39.82	AFN20E1L1I1
EHI00461	4.5	97.09	92.5	41.43	ABO54E1L1I1
EHI00622	11.1	96.6	92.01	42.54	OPAU56E1L1I1
EHI00887	4.2975822	96.5	91.07	40.78	ABW38E1L1I1
EHI00665	1.8344883	97.04	92.24	44.07	ABF99E1L1I1
EHI02532	4.479399	96.9	92.39	46.2	AIV44E1L1I1
EHI01215	3.3092780999999998	96.93	92	41.54	AAD44E1L1I1
EHI00516	8.1	97.41	93.02	40.94	ABO36E1L1I1
EHI00584	7.6	96.85	92.22	43.94	ABS28E1L2I1
EHI00757	4.4547231	96.88	92.01	47.17	AEV97E1L1I1
EHI02180	NA	NA	NA	NA	AHC90E1L1I1
EHI01724	16.3354701	96.33	91.03	43.92	ABK70E1L1I1
EHI01536	6.580044	96.23	91.01	41.53	AAW51E1L1I1
EHI00399	4.56	96.67	91.34	48.4	AEL51E1L1I1
EHI02016	4.1898195	96.6	91.6	52.17	AEL37E1L1I1
EHI00547	16.9	97.59	93.5	43.98	ADL34E1L1I1
EHI00267	6.2	95.47	89.65	47.88	ACP10E1L1I2
EHI01834	2.6324994	98.4	95.53	44.49	AFU96E1L2I1
EHI01722	13.2107268	95.78	90.24	43.98	ABK62E1L1I1
EHI01673	9.3818892	96.37	93.39	43.79	ADA67E1L2I1
EHI00496	8.7	97.22	92.72	43.75	ADM74E1L1I1
EHI01379	6.065409	96.54	91.63	43.68	AGZ62E1L1I1
EHI00508	7.3	97.48	93.3	44.41	ABO01E1L1I1
EHI01059	7.1051994	97.37	92.7	47.87	AFQ85E1L1I1
EHI02041	NA	NA	NA	NA	AFT14E1L1I1
EHI00035	3.7	95.24	88.74	47.13	NSAP64E1L1I1
EHI00767	5.5795068	97.4	93.05	43.94	AFU70E1L1I1
EHI00171	6.8	95.47	89.05	43.3	AAC21E2L1I1
EHI02307	NA	NA	NA	NA	AHE86E1L1I1
EHI00194	15.2	96.98	92.39	56.55	BATB04E1L1I2
EHI02013	4.1022024	96.71	91.81	48.01	AAZ57E1L1I1
EHI02351	4.0108908	96.53	91.7	43.69	AFI93E1L1I1
EHI02363	3.8965311	97.54	93.52	41.2	ADG63E1L1I1
EHI02526	2.4326229	96.97	92.63	44.73	AFI90E1L1I1
EHI02695	11.3595606	97.82	94.53	45.32	AKD77E1L1I1
EHI02124	NA	NA	NA	NA	AGI59E1L1I1
EHI00083	4	95.29	89	46.6	AAW19E1L1I1
EHI01776	15.7659855	96.7	91.68	42.75	ADU65E1L1I1
EHI00555	4.1	97.02	92.53	43.16	OPAU24E1L1I1
EHI01111	3.918384	97.15	93.07	46.51	AIH46E1L1I1
EHI01716	7.7690631	96.01	90.75	44.02	ABK45E1L1I1
EHI02490	4.5896598	97.3	93.11	38.86	AEY74E1L1I1
EHI02400	3.6672834	96.99	92.71	36.64	AFH50E1L1I1
EHI01001	7.5250149	97.37	92.86	48.25	ABQ67E1L1I1
EHI01050	8.1185847	97.57	92.98	45.38	ACX29E1L1I1
EHI02626	3.7291221	98.38	95.61	46.71	AGP44E1L1I1
EHI02147	NA	NA	NA	NA	ABM44E1L1I1
EHI01444	4.2913152	96.67	91.73	42.55	AAO92E1L1I1
EHI00340	8.9	96.36	90.82	44.02	ADM55E1L1I2
EHI00733	5.7063192	96.52	91.52	44.35	AEX74E1L1I1
EHI00630	10.3	96.42	91.32	42.89	OPAU66E1L1I1
EHI01472	5.07384	96.29	91.29	42.83	ABA27E1L1I1
EHI00844	10.0061127	95.95	90.6	68.34	ACD11E1L1I1
EHI00981	5.8097346	97.13	92.03	40.59	ABP28E1L1I1
EHI02029	4.6422048	95.82	90.4	50.99	ADW28E1L1I1
EHI01291	4.0856934	96.93	91.95	36.69	AGB82E1L1I1
EHI01115	3.9753915	97.35	93.24	44.83	AII99E1L1I1
EHI02514	4.0401474	96.79	92.42	41.99	AEZ10E1L1I1
EHI00883	7.8831513	97.19	92.36	40.65	AAM45E1L1I1
EHI02692	6.0947724	97.66	94.24	41.74	AHO27E1L1I1
EHI00670	4.08939	96.77	91.68	41.74	ABQ45E1L1I1
EHI00944	4.5884232	96.93	92.01	42.55	ACC17E1L1I1
EHI02134	NA	NA	NA	NA	AGI42E3L1I1
EHI00187	125.1	94.99	88.26	44.22	OPAU10E1L1I1
EHI00284	3.5	95.81	90.32	42.61	ACP15E1L1I1
EHI01547	10.7095458	96.3	91.07	42.7	AAW38E1L1I1
EHI02473	3.0154113	96.98	92.5	46.56	AAD70E1L1I1
EHI00104	4	94.67	87.65	44.67	ABL31E1L1I1
EHI02276	NA	NA	NA	NA	ABB88E1L1I1
EHI00708	1.5557895	96.91	92.05	45.53	AFL04E1L1I1
EHI00592	5.5	97.17	92.68	43.88	ABS26E1L2I1
EHI00854	13.05735	97.25	93.27	73.66	C1_EXB0038E1L1I1
EHI01026	3.652236	97.13	92.8	42.43	ADD86E1L1I1
EHI02680	5.7855372	97.83	94.56	42.52	AHN09E1L1I1
EHI00688	3.8495508	97.04	92.22	45.81	AEX44E1L1I1
EHI00683	2.0219751	96.77	91.75	46.35	AEX21E1L1I1
EHI02664	16.9704255	98.18	95.15	50.67	AHO58E1L1I1
EHI02614	3.5851797	98.3	95.44	43.33	AGO48E1L1I1
EHI02207	NA	NA	NA	NA	AEX13E1L1I1
EHI02098	NA	NA	NA	NA	AEC24E3L1I1
EHI00490	12.2	97.23	92.71	40.23	ADM31E1L1I1
EHI00422	3	97.58	93.44	43.01	ADJ34E1L1I1
EHI01231	3.186063	97.24	92.56	45.87	AAE63E1L1I1
EHI00366	3.26	96.15	90.82	41.39	ACJ47E1L1I1
EHI00374	4.6	94.5	88.8	44.81	ABC31E1L1I1
EHI02000	2.739357	96.42	91.39	48.25	AAZ62E1L1I1
EHI01132	6.1388676	97.35	93.03	44.1	AIH66E1L1I1
EHI00748	5.4636129	96.92	92.1	45.87	AFM25E1L1I1
EHI00390	3.01	97.02	92.08	48.47	AFW18E1L1I1
EHI02599	5.1335763	98.38	95.62	42.95	AGP61E1L1I1
EHI00297	7	96.4	90.98	42.33	AAH27E1L1I1
EHI02314	NA	NA	NA	NA	NA
EHI01021	5.5109418	97.33	92.77	42.67	ADA16E1L1I1
EHI00907	5.1258222	97.18	92.32	40.67	ABF92E1L1I1
EHI02133	NA	NA	NA	NA	AGI59E2L1I1
EHI00529	6.9	97.57	93.26	43.69	ADM18E1L1I1
EHI01666	5.7926127	96.54	93.75	41.91	OPAU32E1L1I1
EHI01388	5.0151756	96.78	92.38	45.82	AEB01E1L1I1
EHI00158	3.8	95.37	88.92	47.11	AAU89E1L1I1
EHI00685	6.1878237	97.05	92.26	45.09	AEX36E1L1I1
EHI02464	3.7281411	96.28	91.66	44.26	AAH81E1L1I1
EHI00389	3.72	96.7	91.36	47.72	AEL82E1L1I1
EHI01181	2.2423215	97.29	92.94	42.62	AIG22E1L1I1
EHI01151	5.3982627	97.22	92.93	44.89	AII35E1L1I1
EHI01833	0.7114689	91.47	79.09	67.77	C1_EXB0078E1L2I1
EHI01368	6.3019545	96.93	92.74	60.69	ACS04E1L1I1
EHI00702	3.1399374	96.78	91.92	45.55	AEY22E1L1I1
EHI00777	3.7652694	96.99	92.41	40.45	AGG08E1L1I1
EHI01136	4.3804194	96.91	92.58	46.04	AIH57E1L1I1
EHI01841	4.413462	98.47	95.64	44.7	AFU94E1L2I1
EHI00036	3.6	95.08	88.56	47.8	NSAP20E1L1I1
EHI02417	4.3838052	97.13	92.86	41.97	AGJ34E1L1I1
EHI01491	4.4923884	94.99	89.32	47.81	AAU87E1L1I1
EHI01849	4.4213139	98.33	95.46	42.88	AFU93E1L2I1
EHI00261	3.3	96.49	91.25	48.67	BATA18E1L1I2
EHI01662	3.3821163	96.39	93.41	43.56	ACO91E1L2I1
EHI00658	6.6	96.73	91.91	42.09	ACX32E1L2I1
EHI01188	3.0482961	96.41	91.32	43.71	AIH75E1L1I1
EHI00082	6.2	95.05	88.68	43.73	AAW31E1L1I1
EHI01803	8.7312117	96.52	91.28	39.95	ABB41E1L1I1
EHI01440	3.5437668	96.83	91.9	45.66	AAP82E1L1I1
EHI01981	4.6484286	96.86	92.28	47.85	AIQ87E1L1I1
EHI01734	7.8113934	96.53	91.42	43.12	ADE16E1L1I1
EHI01474	3.8778723	96.21	90.95	46.66	AAV84E1L1I1
EHI00954	5.7713868	97.06	92.47	45.02	ADG65E1L1I1
EHI01043	6.2811498	96.85	92.22	41.77	ABS41E1L1I1
EHI01305	4.3551402	96.68	91.69	41.66	AGC33E1L1I1
EHI00116	4.7	94.92	88.35	43.79	ABK44E1L1I1
EHI01798	13.4223894	95.92	90.57	43.1	AII70E1L1I1
EHI00327	6.2	96.74	91.5	44.26	ABW37E1L1I2
EHI01611	3.3180507	96.56	91.65	52.23	AAO95E1L1I1
EHI00033	2.7	94.26	87.11	42.84	AAS11E1L1I1
EHI01328	6.2829405	96.89	91.86	39.15	AGC98E1L1I1
EHI02329	NA	NA	NA	NA	NA
EHI01596	3.1851807	95.97	90.57	48.49	AEU68E1L1I1
EHI00416	2.43	96.65	91.25	49.53	AEL40E1L1I1
EHI02642	7.2285402	98.13	94.99	54.66	AGP41E1L1I1
EHI00704	6.8441721	96.83	91.85	43.52	AFK65E1L1I1
EHI01303	3.0155913	97.36	92.52	33.38	AGC48E1L1I1
EHI02437	4.6404696	97.16	92.92	42.33	AAD48E1L1I1
EHI01582	3.9175239	96.57	91.79	46.96	AEV36E1L1I1
EHI00797	5.2499385	96.82	92.14	43.92	ACE11E1L1I1
EHI01361	7.9634499	97.36	93.1	45.11	AAN71E1L1I1
EHI01771	4.3934547	95.9	90.86	42.63	ABB94E1L1I1
EHI01380	5.5748967	96.9	92.42	50.21	AEA77E1L1I1
EHI02275	NA	NA	NA	NA	ABA05E1L1I1
EHI01345	5.3698662	96.97	92.56	50.27	AEC35E1L1I1
EHI02410	3.7675851	97.2	92.89	39.55	AAD65E1L1I1
EHI00453	10.5	97.14	92.75	43.64	ADD90E1L1I1
EHI01121	2.7737016	96.69	92.26	47.51	AIH92E1L1I1
EHI02674	24.5045157	98.04	94.83	53.48	AHO42E1L1I1
EHI00089	3.8	95.01	88.15	42.21	ABI56E1L1I1
EHI00687	1.2965601	97.04	92.36	44.22	AEX41E1L1I1
EHI00134	5	95.55	89.02	41.8	ABJ55E1L1I1
EHI01106	4.9018893	96.85	92.27	43.94	AIJ15E1L1I1
EHI00212	5.5	95.15	89.08	44.18	ABC65E1L1I2
EHI00437	5.9	97.28	93	43.61	AB05E1L1I1
EHI02267	NA	NA	NA	NA	AEA88E1L1I1
EHI00924	3.8266407	97.08	92.12	47.78	AAN57E2L1I1
EHI00079	2.9	94.86	88.06	44.21	ABL19E1L1I1
EHI01429	1.1683218	96.65	92.1	40.74	AEV25E1L1I1
EHI02206	NA	NA	NA	NA	ABQ54E1L1I1
EHI00325	11.5	96.19	90.46	43.72	ADK18E1L1I2
EHI02226	NA	NA	NA	NA	AAN28E1L1I1
EHI00404	2.24	96.61	91.22	47.73	AAA17E1L1I1
EHI00227	3.7	95.81	89.56	41.43	ABS28E1L1I2
EHI01976	4.9265991	97.01	92.55	47.71	AIQ55E1L1I1
EHI02304	NA	NA	NA	NA	AEM43E1L1I1
EHI01804	6.2587062	96.47	91.28	43.12	ACX91E1L1I1
EHI02225	NA	NA	NA	NA	AAN13E1L1I1
EHI01453	4.3299045	96.41	91.11	46.77	AAV28E1L1I1
EHI00974	4.6304733	96.89	92.01	40.75	ABZ42E1L1I1
EHI01176	4.8254667	97.19	93.03	45.12	AEA94E1L1I1
EHI02658	7.5498306	98.14	95.26	53.87	AIZ68E1L1I1
EHI00442	4.5	97.27	93.1	43.8	ADA70E1L2I1
EHI00758	0.2360982	97.82	94.14	74.16	AEX78E1L1I1
EHI02299	NA	NA	NA	NA	ABC48E1L1I1
EHI02519	2.9345124	96.02	90.99	42.45	AEY91E1L1I1
EHI00895	3.0126756	97.07	92.26	42.48	ABS04E1L1I1
EHI02163	NA	NA	NA	NA	AHB79E1L1I1
EHI02100	NA	NA	NA	NA	AEC23E1L1I1
EHI01679	14.8752312	96.61	93.88	41.58	ACB22E1L1I1
EHI01851	4.6781424	98.31	95.43	41.6	AFU99E1L2I1
EHI02592	5.2508505	98.4	95.62	43.56	AJP64E1L1I1
EHI00074	4.3	95.29	88.54	43.04	ABL51E1L1I1
EHI01753	5.5622304	96.07	90.84	46.48	ADU56E1L1I1
EHI00076	7.6	95.4	88.78	45.56	ABI40E1L1I1
EHI02565	5.2800441	96.7	91.96	43.39	AHN13E1L1I1
EHI02171	NA	NA	NA	NA	AHC47E1L1I1
EHI00720	4.5451566	96.75	91.82	43.59	AFM85E1L1I1
EHI02053	NA	NA	NA	NA	AFT12E1L1I1
EHI02531	1.5052203	95.88	90.17	46.32	AFF30E1L1I1
EHI00048	4.7	93.78	86.56	42.79	AAD25E2L1I2
EHI01411	4.350579	96.62	92.08	45.59	AGZ02E1L1I1
EHI00583	10.5	96.54	91.53	42.61	OPAU7E2L1I1
EHI01551	4.0080504	96.58	91.91	50.27	AAA54E1L1I1
EHI00016	3	95.34	88.76	42.91	AAS18E1L1I1
EHI01742	9.063081	96.71	91.85	49.84	AAU58E1L1I1
EHI01163	6.3072126	97.02	92.48	43.71	AAD33E1L1I1
EHI02395	5.1513249	96.66	92	46.6	AGZ02E1L1I1
EHI00070	2.6	95.57	89.12	44.02	ABL39E1L1I1
EHI01079	6.1245117	97.53	93.23	47.01	AFP66E1L1I1
EHI01116	5.2054407	97.06	92.77	45.18	AII04E1L1I1
EHI00263	4.8	97.1	92.67	58.3	BATB13E1L1I2
EHI01004	3.8464278	97.28	92.9	51.71	ACC96E1L1I1
EHI00905	8.2753347	95.27	90.18	73.8	ACD40E1L1I1
EHI01476	6.7175082	96.28	91.14	49.35	ACH48E1L1I1
EHI01080	7.2377112	97.44	92.72	46.21	AFQ17E1L1I1
EHI00609	5.3	96.7	91.95	42.69	OPAU53E2L1I1
EHI02595	3.7222467	98.37	95.58	44.24	AGP25E1L1I1
EHI00647	6.1	96.26	91.58	43.96	ACX40E1L2I1
EHI00825	5.9975997	97.67	93.59	46.71	ACC84E1L1I1
EHI00660	8.8	96.16	91.38	42.76	OPAU48E1L1I1
EHI00765	5.8925625	97.31	92.67	45.08	AFU68E1L1I1
EHI01723	10.4272908	96.58	91.51	44.05	ABK68E1L1I1
EHI00219	5.3	95.17	89.27	45.97	ABC84E1L1I1
EHI00339	7.6	96.63	91.25	42.93	ABW32E1L1I2
EHI00848	5.6649387	97.35	93.17	45.97	ACE30E1L1I1
EHI01430	2.3935908	96.71	92.05	46.25	AEV33E1L1I1
EHI00276	3	94.97	89.02	48.25	AAA57E1L1I1
EHI00476	6.9	97.46	93.24	42.88	ABZ50E1L1I1
EHI01053	6.6878337	96.87	92.15	46	AFP75E2L1I1
EHI01684	22.7081817	96.7	94.02	44.27	ADA65E1L2I1
EHI00245	5.5	96.29	90.68	41.63	ABU30E2L2I1
EHI00289	4.9	96.02	90.38	45.01	ABA61E1L1I1
EHI02668	14.1392343	98.07	94.79	54.98	AHO74E1L1I1
EHI00611	9.8	96.07	90.93	42.3	OPAU25E2L1I1
EHI01433	3.8084478	96.59	91.44	39.55	AEV10E1L1I1
EHI00515	3.7	97	92.42	43.13	OPAU60E1L1I1
EHI01127	6.713541	97.51	93.62	45.9	AIF70E1L1I1
EHI00394	3.69	96.81	91.67	48.51	AEL92E1L1I1
EHI02377	4.9126326	97	92.34	48.85	AFI48E1L1I1
EHI01003	6.3911922	97.41	92.7	46.2	AAN61E2L1I1
EHI02059	NA	NA	NA	NA	AFT13E1L1I1
EHI01697	10.0200291	96.75	94.15	55.88	AHI33E1L1I1
EHI01552	5.0964159	95.85	90.82	48.29	ACG51E1L1I1
EHI01011	4.8730944	96.86	91.66	39.98	ABO06E1L1I1
EHI00381	3.36	96.51	91.23	48.93	AEL73E1L1I1
EHI01088	6.374976	96.67	92.57	45.94	AIF90E1L1I1
EHI02415	4.7616321	97.35	93.19	40.59	AAH23E1L1I1
