"","assembly_input_id","assembly_id","assembly_batch","preprocessing_id","sequence_id","assembly_type","assembly_input_bases","assembly_length","assembly_n50","assembly_l50","assembly_num_contigs","assembly_largest_contig","assembly_num_bins","assembly_mapping_percent"
"1","EHA00169","EHA00169","ABB0134","PR01198","EHI00201","Coassembly",4057373645,288841895,12842,3848,52209,734315,53,89
"2","EHA00170","EHA00169","ABB0134","PR01201","EHI00298","Coassembly",6222686411,288841895,12842,3848,52209,734315,53,65
"3","EHA00171","EHA00169","ABB0134","PR01271","EHI00608","Coassembly",2656843309,288841895,12842,3848,52209,734315,53,80
"4","EHA00172","EHA00169","ABB0134","PR01282","EHI00624","Coassembly",2089484463,288841895,12842,3848,52209,734315,53,33
"5","EHA00173","EHA00169","ABB0134","PR01283","EHI00625","Coassembly",5726596862,288841895,12842,3848,52209,734315,53,90
"6","EHA00174","EHA00169","ABB0134","PR01301","EHI00651","Coassembly",1993833424,288841895,12842,3848,52209,734315,53,53
"7","EHA00175","EHA00169","ABB0134","PR01657","EHI00878","Coassembly",738211865,288841895,12842,3848,52209,734315,53,64
"8","EHA00176","EHA00176","ABB0135","PR01204","EHI00345","Coassembly",5691202164,70343151,27594,447,7344,719645,15,94
"9","EHA00177","EHA00176","ABB0135","PR01305","EHI00655","Coassembly",4289894272,70343151,27594,447,7344,719645,15,83
"10","EHA00178","EHA00178","ABB0136","PR01199","EHI00283","Individual",10571474193,0,0,0,0,0,0,0
"11","EHA00179","EHA00179","ABB0137","PR01265","EHI00599","Coassembly",5022505982,494441136,4007,35174,137145,1322902,11,74
"12","EHA00180","EHA00179","ABB0137","PR01270","EHI00607","Coassembly",4216626686,494441136,4007,35174,137145,1322902,11,43
"13","EHA00181","EHA00179","ABB0137","PR01297","EHI00643","Coassembly",1627541452,494441136,4007,35174,137145,1322902,11,77
"14","EHA00182","EHA00179","ABB0137","PR01299","EHI00646","Coassembly",5486689466,494441136,4007,35174,137145,1322902,11,85
"15","EHA00183","EHA00183","ABB0138","PR01281","EHI00622","Coassembly",2751940836,35038211,24525,155,5024,1332266,9,25
"16","EHA00184","EHA00183","ABB0138","PR01302","EHI00652","Coassembly",2426662560,35038211,24525,155,5024,1332266,9,69
"17","EHA00185","EHA00185","ABB0139","PR01262","EHI00596","Coassembly",2099147907,6908778,2437,891,2758,17258,1,12
"18","EHA00186","EHA00185","ABB0139","PR01289","EHI00633","Coassembly",3077905518,6908778,2437,891,2758,17258,1,4
"19","EHA00187","EHA00187","ABB0140","PR01190","EHI00183","Coassembly",3695907585,612319526,3204,48767,197304,567033,26,65
"20","EHA00188","EHA00187","ABB0140","PR01192","EHI00185","Coassembly",1357896491,612319526,3204,48767,197304,567033,26,27
"21","EHA00189","EHA00187","ABB0140","PR01193","EHI00186","Coassembly",1186014337,612319526,3204,48767,197304,567033,26,60
"22","EHA00190","EHA00187","ABB0140","PR01194","EHI00187","Coassembly",1438888956,612319526,3204,48767,197304,567033,26,66
"23","EHA00191","EHA00187","ABB0140","PR01195","EHI00188","Coassembly",78077637296,612319526,3204,48767,197304,567033,26,73
"24","EHA00192","EHA00187","ABB0140","PR01196","EHI00189","Coassembly",847895865,612319526,3204,48767,197304,567033,26,19
"25","EHA00193","EHA00187","ABB0140","PR01236","EHI00523","Coassembly",2681014152,612319526,3204,48767,197304,567033,26,73
"26","EHA00194","EHA00187","ABB0140","PR01296","EHI00642","Coassembly",2736773996,612319526,3204,48767,197304,567033,26,72
"27","EHA00195","EHA00187","ABB0140","PR01444","EHI00804","Coassembly",3988882898,612319526,3204,48767,197304,567033,26,56
"28","EHA00196","EHA00196","ABB0141","PR01205","EHI00348","Coassembly",1081991207,58519760,5300,1696,13591,485562,12,55
"29","EHA00197","EHA00196","ABB0141","PR01655","EHI00868","Coassembly",1941981490,58519760,5300,1696,13591,485562,12,20
"30","EHA00198","EHA00198","ABB0142","PR01197","EHI00192","Coassembly",694329670,19286468,16222,192,2732,312373,5,98
"31","EHA00199","EHA00198","ABB0142","PR01210","EHI00366","Coassembly",1880717170,19286468,16222,192,2732,312373,5,63
"32","EHA00200","EHA00198","ABB0142","PR01212","EHI00397","Coassembly",3610335295,19286468,16222,192,2732,312373,5,0
"33","EHA00201","EHA00201","ABB0143","PR01217","EHI00431","Coassembly",3026225170,310703736,2856,26506,105115,789509,16,63
"34","EHA00202","EHA00201","ABB0143","PR01228","EHI00474","Coassembly",3173993174,310703736,2856,26506,105115,789509,16,42
"35","EHA00203","EHA00201","ABB0143","PR01230","EHI00485","Coassembly",6683205784,310703736,2856,26506,105115,789509,16,13
"36","EHA00204","EHA00201","ABB0143","PR01234","EHI00511","Coassembly",4341738423,310703736,2856,26506,105115,789509,16,97
"37","EHA00205","EHA00201","ABB0143","PR01276","EHI00615","Coassembly",5005228933,310703736,2856,26506,105115,789509,16,97
"38","EHA00206","EHA00206","ABB0144","PR01232","EHI00502","Coassembly",3817422342,153389383,5040,3980,38816,878429,21,56
"39","EHA00207","EHA00206","ABB0144","PR01242","EHI00571","Coassembly",1166625770,153389383,5040,3980,38816,878429,21,96
"40","EHA00208","EHA00206","ABB0144","PR01290","EHI00634","Coassembly",4831249105,153389383,5040,3980,38816,878429,21,70
"41","EHA00209","EHA00206","ABB0144","PR01293","EHI00637","Coassembly",4317249413,153389383,5040,3980,38816,878429,21,35
"42","EHA00210","EHA00206","ABB0144","PR01308","EHI00660","Coassembly",2310176112,153389383,5040,3980,38816,878429,21,37
"43","EHA00211","EHA00211","ABB0145","PR01200","EHI00291","Coassembly",1144548563,104197215,10367,1329,21328,674002,13,64
"44","EHA00212","EHA00211","ABB0145","PR01249","EHI00580","Coassembly",4575147939,104197215,10367,1329,21328,674002,13,71
"45","EHA00213","EHA00211","ABB0145","PR01250","EHI00581","Coassembly",3435932522,104197215,10367,1329,21328,674002,13,82
"46","EHA00214","EHA00211","ABB0145","PR01263","EHI00597","Coassembly",1835681001,104197215,10367,1329,21328,674002,13,48
"47","EHA00215","EHA00211","ABB0145","PR01300","EHI00648","Coassembly",5972226431,104197215,10367,1329,21328,674002,13,19
"48","EHA00216","EHA00216","ABB0146","PR01237","EHI00531","Coassembly",5202374307,481086028,3545,28621,138853,405021,35,64
"49","EHA00217","EHA00216","ABB0146","PR01304","EHI00654","Coassembly",3364372163,481086028,3545,28621,138853,405021,35,51
"50","EHA00218","EHA00216","ABB0146","PR01238","EHI00540","Coassembly",3478991543,481086028,3545,28621,138853,405021,35,62
"51","EHA00219","EHA00216","ABB0146","PR01241","EHI00570","Coassembly",3883032364,481086028,3545,28621,138853,405021,35,43
"52","EHA00220","EHA00216","ABB0146","PR01294","EHI00639","Coassembly",2929522470,481086028,3545,28621,138853,405021,35,52
"53","EHA00221","EHA00216","ABB0146","PR01303","EHI00653","Coassembly",6398881539,481086028,3545,28621,138853,405021,35,93
"54","EHA00222","EHA00216","ABB0146","PR01246","EHI00577","Coassembly",3578912899,481086028,3545,28621,138853,405021,35,80
"55","EHA00223","EHA00216","ABB0146","PR01306","EHI00656","Coassembly",3507211714,481086028,3545,28621,138853,405021,35,56
"56","EHA00265","EHA00265","ABB0115","PR00679","EHI00002","Individual",1394358496,43513068,5059,1671,10890,201785,9,34
"57","EHA00266","EHA00266","ABB0115","PR00682","EHI00005","Individual",2486913034,104701160,5978,3332,23197,313423,14,55
"58","EHA00267","EHA00267","ABB0115","PR00683","EHI00069","Individual",6157621999,180920613,9918,3580,32069,666032,22,77
"59","EHA00268","EHA00268","ABB0115","PR00684","EHI00070","Individual",2469728439,97874134,3504,5731,28540,453301,15,55
"60","EHA00269","EHA00269","ABB0115","PR00685","EHI00072","Individual",4993871498,172846758,6403,4723,37566,344415,27,70
"61","EHA00270","EHA00270","ABB0115","PR00686","EHI00073","Individual",2491173198,98339716,5276,3425,23414,361257,7,54
"62","EHA00271","EHA00271","ABB0115","PR00687","EHI00074","Individual",7543261506,210004319,6709,5516,44471,380077,28,73
"63","EHA00272","EHA00272","ABB0115","PR00688","EHI00075","Individual",3449546649,141687202,6589,4085,29125,620468,21,69
"64","EHA00273","EHA00273","ABB0115","PR00689","EHI00076","Individual",5256239320,196070475,12857,2734,32513,610134,33,80
"65","EHA00274","EHA00274","ABB0115","PR00690","EHI00077","Individual",1783262590,52062245,4771,1685,12839,374374,8,52
"66","EHA00275","EHA00275","ABB0115","PR00691","EHI00079","Individual",1373801946,46168893,4588,1888,11887,377159,6,42
"67","EHA00276","EHA00276","ABB0115","PR00692","EHI00080","Individual",5049477727,142462427,6631,4396,30503,456686,15,57
"68","EHA00277","EHA00277","ABB0115","PR00693","EHI00081","Individual",1897409703,65895847,5099,2312,16001,369489,9,54
"69","EHA00278","EHA00278","ABB0115","PR00694","EHI00085","Individual",2494742094,90274248,15694,975,14189,378110,17,75
"70","EHA00279","EHA00279","ABB0115","PR00695","EHI00086","Individual",2821121298,109359702,9373,2364,20264,457366,10,67
"71","EHA00280","EHA00280","ABB0115","PR00696","EHI00088","Individual",3569734521,116297832,9919,1817,21706,728749,22,76
"72","EHA00281","EHA00281","ABB0115","PR00697","EHI00089","Individual",2473897563,0,0,0,0,0,0,0
"73","EHA00282","EHA00282","ABB0115","PR00698","EHI00091","Individual",3317973426,123954159,7548,2663,24779,391235,15,69
"74","EHA00283","EHA00283","ABB0115","PR00699","EHI00092","Individual",5943716483,52055821,19647,384,9237,440692,10,90
"75","EHA00284","EHA00284","ABB0115","PR00700","EHI00093","Individual",3507549808,133654676,5476,4617,31239,332116,19,51
"76","EHA00285","EHA00285","ABB0115","PR00701","EHI00095","Individual",2269181675,78645486,7655,1662,15929,484444,11,70
"77","EHA00286","EHA00286","ABB0115","PR00702","EHI00097","Individual",3771419701,81051127,5662,2597,18861,269359,12,59
"78","EHA00287","EHA00287","ABB0115","PR00703","EHI00098","Individual",4876970597,199392137,6475,5656,42276,385547,28,66
"79","EHA00288","EHA00288","ABB0115","PR00704","EHI00100","Individual",4932226498,162139038,12388,2366,26770,383553,24,78
"80","EHA00289","EHA00289","ABB0115","PR00705","EHI00101","Individual",6923483370,135592951,3517,5789,38962,299973,14,45
"81","EHA00290","EHA00290","ABB0114","PR00707","EHI00103","Individual",1910930817,80941721,4114,4120,21372,277905,16,60
"82","EHA00291","EHA00291","ABB0114","PR00708","EHI00104","Individual",1938199010,63930277,18024,686,9779,267528,10,62
"83","EHA00292","EHA00292","ABB0114","PR00709","EHI00105","Individual",3639917634,129976550,7718,2521,27038,388023,23,67
"84","EHA00293","EHA00293","ABB0114","PR00710","EHI00106","Individual",3945591141,0,0,0,0,0,0,0
"85","EHA00294","EHA00294","ABB0114","PR00711","EHI00107","Individual",4642961628,158621879,11658,2544,28501,521468,21,75
"86","EHA00295","EHA00295","ABB0114","PR00712","EHI00108","Individual",3279831890,72587320,14369,864,11053,439975,10,79
"87","EHA00296","EHA00296","ABB0114","PR00713","EHI00110","Individual",3173333843,47377360,20604,397,6609,517141,7,94
"88","EHA00297","EHA00297","ABB0114","PR00714","EHI00111","Individual",4776539546,159667735,7517,3423,32236,331465,36,68
"89","EHA00298","EHA00298","ABB0114","PR00715","EHI00112","Individual",4779888880,165012373,9143,2958,31102,420222,20,67
"90","EHA00299","EHA00299","ABB0114","PR00716","EHI00113","Individual",8819435934,286689400,16738,3108,40766,772114,58,83
"91","EHA00300","EHA00300","ABB0114","PR00717","EHI00114","Individual",7062674009,197536437,16150,2263,29626,432340,33,83
"92","EHA00301","EHA00301","ABB0114","PR00718","EHI00115","Individual",5616775080,131531531,10273,2259,23557,348224,19,73
"93","EHA00302","EHA00302","ABB0114","PR00719","EHI00116","Individual",5583046169,139775120,12809,1912,23849,400550,17,89
"94","EHA00303","EHA00303","ABB0114","PR00720","EHI00117","Individual",8323638751,220410722,15332,2679,32519,650644,37,83
"95","EHA00304","EHA00304","ABB0114","PR00721","EHI00118","Individual",4605642947,167181545,10129,3050,30846,311455,20,76
"96","EHA00305","EHA00305","ABB0114","PR00722","EHI00119","Individual",6203871307,191284043,6163,5711,41540,497564,23,80
"97","EHA00306","EHA00306","ABB0114","PR00723","EHI00120","Individual",4528812896,166260392,11365,2995,27702,464798,21,77
"98","EHA00307","EHA00307","ABB0114","PR00724","EHI00121","Individual",2862134850,73622641,4467,2634,18818,275501,12,57
"99","EHA00308","EHA00308","ABB0114","PR00725","EHI00122","Individual",7102101324,218362189,13686,2633,35368,555458,45,81
"100","EHA00309","EHA00309","ABB0114","PR00726","EHI00124","Individual",4971985433,131997409,9975,2606,23915,369417,21,81
"101","EHA00310","EHA00310","ABB0114","PR00727","EHI00125","Individual",4400232740,151407036,6779,3912,31293,741009,24,68
"102","EHA00311","EHA00311","ABB0114","PR00728","EHI00126","Individual",1722653615,64111365,8740,1201,12516,341666,11,54
"103","EHA00312","EHA00312","ABB0114","PR00729","EHI00128","Individual",4020760812,175385018,8797,3398,33470,350935,22,66
"104","EHA00313","EHA00313","ABB0114","PR00730","EHI00129","Individual",3509154809,133050029,8204,2880,26559,621276,18,64
"105","EHA00314","EHA00314","ABB0114","PR00731","EHI00130","Individual",3132238776,126567188,8882,2667,24604,404503,17,64
"106","EHA00315","EHA00315","ABB0116","PR00732","EHI00131","Individual",1691258432,63111511,4116,3293,17328,188832,7,40
"107","EHA00316","EHA00316","ABB0116","PR00733","EHI00133","Individual",3723269437,0,0,0,0,0,0,0
"108","EHA00317","EHA00317","ABB0116","PR00734","EHI00134","Individual",5894822273,230106114,7828,5514,44737,678053,36,71
"109","EHA00318","EHA00318","ABB0116","PR00735","EHI00137","Individual",3518590147,143853433,7748,3146,27542,399602,16,75
"110","EHA00319","EHA00319","ABB0116","PR00736","EHI00138","Individual",3440545379,141342915,8089,3081,28213,334340,15,74
"111","EHA00320","EHA00320","ABB0116","PR00737","EHI00139","Individual",3084075255,134462867,7705,3518,26166,281934,17,73
"112","EHA00321","EHA00321","ABB0116","PR00739","EHI00176","Individual",3466213092,118239730,10734,1401,22204,569587,20,70
"113","EHA00322","EHA00322","ABB0116","PR00740","EHI00177","Individual",2686840244,117012323,8151,2546,22580,381684,17,67
"114","EHA00323","EHA00323","ABB0116","PR00741","EHI00178","Individual",3967239799,171148298,9168,3669,31756,405294,21,72
"115","EHA00324","EHA00324","ABB0116","PR00742","EHI00179","Individual",3332819503,111167065,6174,2849,24864,480123,19,62
"116","EHA00325","EHA00325","ABB0116","PR00743","EHI00180","Individual",3248644425,119204927,9155,2273,22697,396788,17,69
"117","EHA00326","EHA00326","ABB0116","PR00744","EHI00181","Individual",2918957521,96271061,5976,2745,21363,393628,14,75
"118","EHA00327","EHA00327","ABB0116","PR00745","EHI00182","Individual",3732583530,0,0,0,0,0,0,0
"119","EHA00328","EHA00328","ABB0116","PR00757","EHI00325","Individual",2058765349,0,0,0,0,0,0,0
"120","EHA00329","EHA00329","ABB0116","PR00764","EHI00422","Individual",2793316463,111958114,21161,1104,16712,417129,16,73
"121","EHA00330","EHA00330","ABB0116","PR00765","EHI00426","Individual",7284549263,112591486,5261,4006,27115,336325,21,68
"122","EHA00331","EHA00331","ABB0116","PR00766","EHI00428","Individual",4724714178,169531876,7777,3392,33883,499380,22,67
"123","EHA00332","EHA00332","ABB0116","PR00767","EHI00433","Individual",5308367531,158996858,6608,4861,33467,1026943,16,68
"124","EHA00333","EHA00333","ABB0116","PR00768","EHI00435","Individual",1915763753,0,0,0,0,0,0,0
"125","EHA00334","EHA00334","ABB0116","PR00769","EHI00438","Individual",5603662321,179943129,10620,3303,30634,416747,28,81
"126","EHA00335","EHA00335","ABB0116","PR00770","EHI00441","Individual",9150857127,233306807,9416,3362,48408,706646,34,81
"127","EHA00336","EHA00336","ABB0116","PR00771","EHI00451","Individual",6310930301,243091708,10051,4339,43418,398059,36,77
"128","EHA00337","EHA00337","ABB0116","PR00772","EHI00456","Individual",5383346336,107061829,14112,1431,17268,427551,14,83
"129","EHA00338","EHA00338","ABB0116","PR00773","EHI00458","Individual",6654999014,205731479,12211,2840,35003,631338,35,73
"130","EHA00339","EHA00339","ABB0116","PR00774","EHI00462","Individual",6235593465,156095605,16699,1467,22850,595025,27,83
"131","EHA00340","EHA00340","ABB0113","PR00775","EHI00464","Individual",6602081481,249824001,8756,5462,45749,521557,38,76
"132","EHA00341","EHA00341","ABB0113","PR00776","EHI00465","Individual",2135049197,98979091,7677,2758,19760,352739,10,74
"133","EHA00342","EHA00342","ABB0113","PR00777","EHI00467","Individual",5403515999,186161235,11681,3003,32088,332856,25,77
"134","EHA00343","EHA00343","ABB0113","PR00779","EHI00472","Individual",5180645164,234759583,7052,6928,46785,574609,23,76
"135","EHA00344","EHA00344","ABB0113","PR00780","EHI00473","Individual",6052535434,175805938,7630,4098,35826,470154,28,74
"136","EHA00345","EHA00345","ABB0113","PR00781","EHI00477","Individual",6450371341,217680485,7941,4490,43544,509800,34,69
"137","EHA00346","EHA00346","ABB0113","PR00783","EHI00480","Individual",7503478580,178274663,9673,3093,33446,542749,28,57
"138","EHA00347","EHA00347","ABB0113","PR00784","EHI00481","Individual",6753259988,233626185,17676,2522,32188,675752,36,82
"139","EHA00348","EHA00348","ABB0113","PR00785","EHI00483","Individual",5605592315,184155368,11923,2950,30969,675226,22,79
"140","EHA00349","EHA00349","ABB0113","PR00786","EHI00484","Individual",6643343827,222437844,12666,3169,37441,770555,39,82
"141","EHA00350","EHA00350","ABB0113","PR00787","EHI00488","Individual",6448219085,196201721,12161,2601,32833,736292,33,74
"142","EHA00351","EHA00351","ABB0113","PR00789","EHI00493","Individual",5187948781,160018590,4225,7059,43251,724632,15,53
"143","EHA00352","EHA00352","ABB0113","PR00790","EHI00496","Individual",7874501801,312316086,8099,6754,60011,491733,43,77
"144","EHA00353","EHA00353","ABB0113","PR00791","EHI00499","Individual",6637493901,84737125,8401,1676,16859,272377,12,47
"145","EHA00354","EHA00354","ABB0113","PR00792","EHI00504","Individual",6237283824,182009751,15583,1780,29727,568374,35,80
"146","EHA00355","EHA00355","ABB0113","PR00793","EHI00506","Individual",9830172331,211837868,15401,2561,31237,746527,32,82
"147","EHA00356","EHA00356","ABB0113","PR00794","EHI00507","Individual",7055747725,283664064,10512,4487,48542,584928,44,80
"148","EHA00357","EHA00357","ABB0113","PR00795","EHI00512","Individual",1939729480,63848611,4016,2446,17072,761582,10,44
"149","EHA00358","EHA00358","ABB0113","PR00796","EHI00514","Individual",7759518921,191086939,11292,2791,32341,544616,27,84
"150","EHA00359","EHA00359","ABB0113","PR00797","EHI00518","Individual",6850199458,189597082,17584,2230,26650,588292,24,82
"151","EHA00360","EHA00360","ABB0113","PR00800","EHI00524","Individual",6957466805,244627682,10786,3937,43964,619216,32,79
"152","EHA00361","EHA00361","ABB0113","PR00801","EHI00525","Individual",6195158656,170170588,37190,998,20160,721973,35,82
"153","EHA00362","EHA00362","ABB0113","PR00802","EHI00527","Individual",9921467821,308105989,15075,4123,46996,530445,37,85
"154","EHA00363","EHA00363","ABB0113","PR00803","EHI00529","Individual",6423214499,253981988,11024,3943,42812,907264,45,79
"155","EHA00364","EHA00364","ABB0113","PR00804","EHI00536","Individual",8971085912,212156100,16808,2518,29623,467938,34,85
"156","EHA00365","EHA00365","ABB0117","PR00805","EHI00537","Individual",3912337856,91527831,5143,2697,22197,727753,13,35
"157","EHA00366","EHA00366","ABB0117","PR00806","EHI00538","Individual",3803463099,140744956,7495,3266,27893,735870,24,70
"158","EHA00367","EHA00367","ABB0117","PR00807","EHI00541","Individual",8250409396,212530562,21078,1921,29398,593337,35,89
"159","EHA00368","EHA00368","ABB0117","PR00809","EHI00566","Individual",9101664168,317760613,12912,4978,50294,466927,51,84
"160","EHA00369","EHA00369","ABB0117","PR00810","EHI00567","Individual",6351791723,240879305,7100,6263,48771,398953,36,77
"161","EHA00370","EHA00370","ABB0117","PR00811","EHI00568","Individual",5390835348,181458453,16568,1947,27417,818421,36,78
"162","EHA00371","EHA00371","ABB0117","PR00812","EHI00569","Individual",9471963516,269258726,12934,3785,44233,429935,37,79
"163","EHA00372","EHA00372","ABB0117","PR00816","EHI00142","Individual",3769807332,78967787,8284,1349,15198,392153,16,66
"164","EHA00373","EHA00373","ABB0117","PR00817","EHI00144","Individual",3234959778,129305370,6899,2936,27149,529008,28,57
"165","EHA00374","EHA00374","ABB0117","PR00821","EHI00161","Individual",2987437558,120309008,9598,2055,22653,444198,26,59
"166","EHA00375","EHA00375","ABB0117","PR00822","EHI00167","Individual",1337594404,0,0,0,0,0,0,0
"167","EHA00376","EHA00376","ABB0117","PR00823","EHI00169","Individual",3251892132,114332626,7869,2660,23554,720363,28,58
"168","EHA00377","EHA00377","ABB0117","PR00825","EHI00231","Individual",5317826791,162787250,11732,1868,29486,570430,34,74
"169","EHA00378","EHA00378","ABB0117","PR00829","EHI00276","Individual",2643618639,102596028,7514,2193,20988,604171,23,64
"170","EHA00379","EHA00379","ABB0117","PR00830","EHI00289","Individual",3385154183,116413996,8085,2087,22997,606811,26,65
"171","EHA00380","EHA00380","ABB0117","PR00831","EHI00302","Individual",968655402,0,0,0,0,0,0,0
"172","EHA00381","EHA00381","ABB0117","PR00832","EHI00309","Individual",4906098152,118572546,6866,2568,25714,368917,27,65
"173","EHA00382","EHA00382","ABB0117","PR00839","EHI00343","Individual",1991102661,77933787,6060,2213,17570,292434,16,51
"174","EHA00383","EHA00383","ABB0117","PR00843","EHI00375","Individual",1604389309,63993770,5137,2450,15681,207556,9,42
"175","EHA00384","EHA00384","ABB0117","PR00844","EHI00376","Individual",3946710019,171569344,7337,4177,34496,366424,38,68
"176","EHA00385","EHA00385","ABB0117","PR00845","EHI00377","Individual",3571772990,155922770,6679,4267,33101,358441,30,66
"177","EHA00386","EHA00386","ABB0117","PR00846","EHI00380","Individual",2708129742,96943199,5350,2634,23217,350267,23,53
"178","EHA00387","EHA00387","ABB0117","PR00847","EHI00382","Individual",9660038506,314200287,8734,5769,60259,551981,64,72
"179","EHA00388","EHA00388","ABB0117","PR00848","EHI00385","Individual",3880580385,149589994,11418,2371,27071,505694,30,65
"180","EHA00389","EHA00389","ABB0117","PR00849","EHI00387","Individual",3506447270,140379598,8329,3027,26920,350079,26,67
"181","EHA00390","EHA00390","ABB0112","PR00851","EHI00392","Individual",1784557379,65932826,9418,1032,12999,616007,14,50
"182","EHA00391","EHA00391","ABB0112","PR00852","EHI00393","Individual",2263096445,86034035,7873,2023,17347,496072,22,57
"183","EHA00392","EHA00392","ABB0112","PR00853","EHI00398","Individual",2006263064,85726153,5620,2700,19876,521304,15,49
"184","EHA00393","EHA00393","ABB0112","PR00854","EHI00399","Individual",3416429898,106706899,11216,1433,19110,434790,25,68
"185","EHA00394","EHA00394","ABB0112","PR00855","EHI00402","Individual",2458908797,106723218,6193,3522,23616,358048,17,49
"186","EHA00395","EHA00395","ABB0112","PR00857","EHI00404","Individual",2061009864,94396278,6639,2363,20057,716480,25,50
"187","EHA00396","EHA00396","ABB0112","PR00858","EHI00406","Individual",3092901233,121422324,9459,2045,22713,537556,27,63
"188","EHA00397","EHA00397","ABB0112","PR00859","EHI00407","Individual",2087093949,0,0,0,0,0,0,0
"189","EHA00398","EHA00398","ABB0112","PR00860","EHI00408","Individual",3102053492,135641157,7520,3181,27892,537622,33,61
"190","EHA00399","EHA00399","ABB0112","PR00862","EHI00412","Individual",1147210453,0,0,0,0,0,0,0
"191","EHA00400","EHA00400","ABB0112","PR00863","EHI00414","Individual",2517961830,113928863,8832,2261,21061,492053,22,56
"192","EHA00401","EHA00401","ABB0112","PR00865","EHI00416","Individual",2255895039,101720329,6602,2443,22158,712564,25,55
"193","EHA00402","EHA00402","ABB0112","PR00866","EHI00417","Individual",3518719755,145603484,8385,2805,28701,346761,26,61
"194","EHA00403","EHA00403","ABB0112","PR00868","EHI00457","Individual",1868803250,49684847,3809,2712,14034,138355,6,27
"195","EHA00404","EHA00404","ABB0112","PR00870","EHI00476","Individual",781623904,0,0,0,0,0,0,0
"196","EHA00405","EHA00405","ABB0112","PR00871","EHI00487","Individual",2969449922,71625684,5480,2449,17083,310474,12,28
"197","EHA00406","EHA00406","ABB0112","PR00873","EHI00501","Individual",1587729668,58138130,8046,1392,11603,283266,14,50
"198","EHA00407","EHA00407","ABB0112","PR00874","EHI00508","Individual",3965735914,136613236,5205,4847,32742,403211,26,41
"199","EHA00408","EHA00408","ABB0112","PR00875","EHI00509","Individual",830413138,0,0,0,0,0,0,0
"200","EHA00409","EHA00409","ABB0112","PR00877","EHI00522","Individual",4094848896,146207077,5603,4953,33939,423659,27,44
"201","EHA00410","EHA00410","ABB0112","PR00878","EHI00533","Individual",844306180,0,0,0,0,0,0,0
"202","EHA00411","EHA00411","ABB0112","PR00881","EHI00546","Individual",1272893251,0,0,0,0,0,0,0
"203","EHA00412","EHA00412","ABB0112","PR00882","EHI00549","Individual",1201607577,0,0,0,0,0,0,0
"204","EHA00413","EHA00413","ABB0112","PR00884","EHI00554","Individual",3834379790,155005524,7168,3783,32225,324481,31,64
"205","EHA00414","EHA00414","ABB0112","PR00886","EHI00558","Individual",1317158926,0,0,0,0,0,0,0
"206","EHA00415","EHA00415","ABB0118","PR00888","EHI00564","Individual",907749446,0,0,0,0,0,0,0
"207","EHA00416","EHA00416","ABB0118","PR00890","EHI00616","Individual",5583815481,124604151,12076,1669,20710,576968,33,71
"208","EHA00417","EHA00417","ABB0118","PR00893","EHI00327","Individual",2883094021,108784225,12289,1449,17801,770669,22,77
"209","EHA00418","EHA00418","ABB0118","PR00896","EHI00339","Individual",1488954214,0,0,0,0,0,0,0
"210","EHA00419","EHA00419","ABB0118","PR00897","EHI00341","Individual",733442206,0,0,0,0,0,0,0
"211","EHA00420","EHA00420","ABB0118","PR00900","EHI00363","Individual",3512518735,0,0,0,0,0,0,0
"212","EHA00421","EHA00421","ABB0118","PR00901","EHI00365","Individual",4065610660,136170635,33013,850,15742,768365,30,77
"213","EHA00422","EHA00422","ABB0118","PR00902","EHI00367","Individual",3960874993,0,0,0,0,0,0,0
"214","EHA00423","EHA00423","ABB0118","PR00903","EHI00368","Individual",1936874821,0,0,0,0,0,0,0
"215","EHA00424","EHA00424","ABB0118","PR00904","EHI00371","Individual",3546261854,0,0,0,0,0,0,0
"216","EHA00425","EHA00425","ABB0118","PR00905","EHI00374","Individual",3939912203,61849766,34495,280,8058,460359,10,80
"217","EHA00426","EHA00426","ABB0118","PR00906","EHI00381","Individual",3080717836,130536143,10307,1944,23488,425005,31,70
"218","EHA00427","EHA00427","ABB0118","PR00907","EHI00383","Individual",4213267166,126963852,14970,1505,19299,739282,28,73
"219","EHA00428","EHA00428","ABB0118","PR00908","EHI00389","Individual",3568247771,152808545,19940,1361,21547,466864,40,77
"220","EHA00429","EHA00429","ABB0118","PR00909","EHI00391","Individual",2697233278,94007364,14473,1157,15164,307524,22,72
"221","EHA00430","EHA00430","ABB0118","PR00910","EHI00394","Individual",3432844170,98049527,16910,1031,14943,524250,23,78
"222","EHA00431","EHA00431","ABB0118","PR00911","EHI00400","Individual",3091221168,84438873,11533,1185,15377,392377,21,78
"223","EHA00432","EHA00432","ABB0118","PR00912","EHI00405","Individual",3720320594,142132680,13021,1756,23312,490074,28,76
"224","EHA00433","EHA00433","ABB0118","PR00913","EHI00410","Individual",3200297549,119237910,18699,1088,19019,757961,26,72
"225","EHA00434","EHA00434","ABB0118","PR00914","EHI00411","Individual",3373733992,123881168,20028,1087,18870,466538,32,72
"226","EHA00435","EHA00435","ABB0118","PR00915","EHI00413","Individual",977189394,42026878,10481,793,7098,423816,11,56
"227","EHA00436","EHA00436","ABB0118","PR00916","EHI00418","Individual",2829335486,139392912,11668,1735,24142,602039,27,72
"228","EHA00437","EHA00437","ABB0118","PR00917","EHI00420","Individual",2936675388,0,0,0,0,0,0,0
