library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
AAD42E1L1	10	8	14.328	24	AAD42E1	AAD42	EHI01206
AAV49E1L1	10	11	31.2	24	AAV49E1	AAV49	EHI01554
NSAP21E1L1	10	16	8.37	27	NSAP21E1	NSAP21	EHI00027
AFM95E1L1	20	5	196.9	11	AFM95E1	AFM95	EHI00723
AEX24E1L1	5	15	3.6	24	AEX24E1	AEX24	EHI00752
ABL68E1L2	10	10	28	20	ABL68E1	ABL68	EHI00218
ACH53E1L1	10	11	42.24	24	ACH53E1	ACH53	EHI01553
AAT40E1L1	10	20	0	27	AAT40E1	AAT40	NA
AFO83E3L1	20	11	98.64	24	AFO83E3	AFO83	EHI02093
AAH31E1L1	20	9	123.12	24	AAH31E1	AAH31	EHI02455
ABU55E2L1	20	16	200	20.6	ABU55E2	ABU55	NA
AGN31E1L1	20	6	179.28	24	AGN31E1	AGN31	NA
ACG30E1L1	20	9	55.2	24	ACG30E1	ACG30	EHI02292
ADW20E1L1	20	8	137.28	24	ADW20E1	ADW20	EHI00376
AIH31E1L1	5	8	8.376	24	AIH31E1	AIH31	EHI01822
AAS15E2L1	10	10	4.56	24	AAS15E2	AAS15	EHI00151
AAW64E1L1	10	8	22.752	24	AAW64E1	AAW64	EHI01540
ABA70E1L1	20	5	200	22.8	ABA70E1	ABA70	EHI01741
ABD12E1L1	20	6	132.6	20	ABD12E1	ABD12	EHI00250
ACB61E1L1	10	10	12.264	24	ACB61E1	ACB61	EHI02081
AAS10E1L1	10	11	46.44	27	AAS10E1	AAS10	EHI00026
ADF30E1L1	20	19	4.512	24	ADF30E1	ADF30	EHI00304
OPAU60E1L1	10	6	27.84	24	OPAU60E1	OPAU60	EHI00515
AAB74E1L1	10	0	0	24	AAB74E1	AAB74	NA
AGP25E1L1	20	7	103.68	24	AGP25E1	AGP25	EHI02595
AAV89E1L2	10	14	10.8	24	AAV89E1	AAV89	NA
ABG64E1L1	20	16	276	24	ABG64E1	ABG64	EHI00309
ADU25E1L1	5	15	3.024	24	ADU25E1	ADU25	EHI01775
AFU96E1L1	10	14	24.48	24	AFU96E1	AFU96	NA
ACG59E1L1	20	13	126.48	24	ACG59E1	ACG59	NA
ABL45E1L1	20	10	122.64	24	ABL45E1	ABL45	EHI00077
AIG77E1L1	20	2	182.4	24	AIG77E1	AIG77	EHI01092
AEV28E1L1	5	12	5.088	24	AEV28E1	AEV28	EHI01574
AGM54E1L1	20	6	200	14.7	AGM54E1	AGM54	NA
C1_EXB0047E1L1	2	21	0	24	C1_EXB0047E1	C1_EXB0047	NA
AHW95E3L1	5	16	4.848	24	AHW95E3	AHW95	EHI02119
AFU99E1L2	20	10	188.88	24	AFU99E1	AFU99	EHI01851
AAW41E2L2	5	15	3	24	AAW41E2	AAW41	NA
AAS06E2L1	10	10	20.64	24	AAS06E2	AAS06	EHI00166
AEX46E1L1	20	6	182	10	AEX46E1	AEX46	EHI00689
ADM65E1L1	10	6	20.04	24	ADM65E1	ADM65	EHI02362
AHN13E1L1	5	14	0.6576	24	AHN13E1	AHN13	EHI02565, EHI02687
AGC33E1L1	20	5	200	8.7	AGC33E1	AGC33	EHI01305
ACK82E1L1	10	9	48.96	24	ACK82E1	ACK82	EHI01354
ADG63E1L1	20	3	91.2	24	ADG63E1	ADG63	EHI02363
AAD66E1L1	20	7	50.64	24	AAD66E1	AAD66	EHI02422
ABQ22E1L1	20	8	113.04	24	ABQ22E1	ABQ22	EHI00998
L1	10	16	4.575	25	NA	NA	NA
AIR10E1L1	20	5	200	5	AIR10E1	AIR10	NA
AAW72E1L1	5	9	4.608	24	AAW72E1	AAW72	EHI01539
AAH24E1L1	20	8	192	24	AAH24E1	AAH24	EHI02457
ACD96E1L1	2	18	0	24	ACD96E1	ACD96	EHI00928
ABO13E1L1	10	8	34.08	24	ABO13E1	ABO13	EHI01756
AAC26E1L1	10	12	0	24	AAC26E1	AAC26	NA
BATB16E1L1	10	13	43.2	24	BATB16E1	BATB16	EHI00321
AGG18E1L1	10	8	7.128	24	AGG18E1	AGG18	EHI00796
AAS28E1L1	10	23	0	27	AAS28E1	AAS28	NA
ABC38E1L1	20	7	73.92	24	ABC38E1	ABC38	EHI02277
AFI36E1L1	5	15	0.396	24	AFI36E1	AFI36	EHI02524
AEY42E1L1	5	14	0.7392	24	AEY42E1	AEY42	EHI02525
AAC21E2L1	10	13	3.84	24	AAC21E2	AAC21	EHI00171
AGD33E1L1	20	6	200	15.7	AGD33E1	AGD33	EHI01307
AIG31E1L1	20	8	193.92	24	AIG31E1	AIG31	EHI01189
AEA84E1L1	10	9	40.56	24	AEA84E1	AEA84	EHI01371
AHE96E1L1	20	5	200	19	AHE96E1	AHE96	NA
L1	10	19	0	24	NA	NA	NA
AGG07E1L1	20	7	200	2.8	AGG07E1	AGG07	EHI00786
AAB64E2L1	10	19	0	24	AAB64E2	AAB64	EHI00162
ACD53E1L1	5	15	0.612	24	ACD53E1	ACD53	EHI00833
AGB99E1L1	20	6	124.8	24	AGB99E1	AGB99	EHI01308
AGN67E1L1	20	5	200	8.2	AGN67E1	AGN67	NA
AGG14E1L1	20	7	200	2	AGG14E1	AGG14	EHI00789
ACC86E1L1	2	16	0	24	ACC86E1	ACC86	EHI00836
AIJ48E1L1	20	3	200	14.5	AIJ48E1	AIJ48	EHI01792
AAN34E1L1	10	6	23.472	24	AAN34E1	AAN34	EHI02266
AGI69E1L1	5	10	2.2728	24	AGI69E1	AGI69	EHI01766
AHO50E1L1	5	23	0.08256	24	AHO50E1	AHO50	NA
ABQ42E1L1	20	5	68.16	24	ABQ42E1	ABQ42	EHI00668
AGI08E1L1	5	8	4.296	24	AGI08E1	AGI08	EHI01767
ABK59E1L1	20	10	200	20	ABK59E1	ABK59	EHI00119
OPAU40E1L1	5	8	6.48	24	OPAU40E1	OPAU40	EHI00540
ABL92E1L1	10	13	36.96	24	ABL92E1	ABL92	EHI00093
ABD98E1L1	20	7	200	15.6	ABD98E1	ABD98	EHI00782
BATB03E1L1	10	13	17.52	24	BATB03E1	BATB03	EHI00292
ADD87E1L1	20	4	200	12.6	ADD87E1	ADD87	EHI00545
AII97E1L1	20	5	200	12.8	AII97E1	AII97	EHI01120, EHI01636
AAO82E1L1	20	7	60.96	24	AAO82E1	AAO82	EHI01610
AAQ20E1L1	20	7	54	24	AAQ20E1	AAQ20	EHI01617
AGN60E1L1	20	7	182.4	24	AGN60E1	AGN60	NA
AAB84E1L2	10	0	49.44	24	AAB84E1	AAB84	NA
C1_EXB0017E1L1	10	20	0	24	C1_EXB0017E1	C1_EXB0017	NA
AGC94E1L1	20	4	200	5.9	AGC94E1	AGC94	EHI01309
ADA70E1L1	10	7	35.52	24	ADA70E1	ADA70	NA
AHE97E1L1	20	5	200	9.8	AHE97E1	AHE97	NA
AHB36E1L1	20	3	200	13.4	AHB36E1	AHB36	EHI02154
AHW73E1L1	20	5	200	11.6	AHW73E1	AHW73	EHI01811
AAE12E1L1	10	7	43.92	24	AAE12E1	AAE12	EHI01159
AFI90E1L1	5	15	0.05232	24	AFI90E1	AFI90	EHI02526
ADJ86E1L1	20	6	147.6	24	ADJ86E1	ADJ86	EHI00952
ABZ25E1L1	20	3	200	2.9	ABZ25E1	ABZ25	EHI01041
ACZ78E1L1	5	9	8.16	24	ACZ78E1	ACZ78	NA
AAD25E1L1	20	16	146.16	24	AAD25E1	AAD25	EHI00066
AGN45E1L1	20	5	200	8.8	AGN45E1	AGN45	NA
AFK92E1L1	20	7	143.28	24	AFK92E1	AFK92	EHI00707
AAD54E1L1	10	8	16.728	24	AAD54E1	AAD54	EHI02458
AAA64E1L1	20	7	72.96	24	AAA64E1	AAA64	EHI00242
BATB13E1L1	10	10	44.4	24	BATB13E1	BATB13	EHI00263
AGO46E1L1	20	6	40.32	24	AGO46E1	AGO46	EHI02596
AHW91E1L1	20	9	106.8	24	AHW91E1	AHW91	EHI02075
ABD38E1L1	20	4	64.32	24	ABD38E1	ABD38	EHI02347
AAW86E1L1	10	8	10.44	24	AAW86E1	AAW86	EHI01541
AGC06E1L1	20	7	124.56	24	AGC06E1	AGC06	EHI01306
AAD61E1L1	5	12	1.9728	24	AAD61E1	AAD61	EHI01227
ACG49E1L1	20	4	197.28	24	ACG49E1	ACG49	EHI02011
AHB55E1L1	20	4	54.96	24	AHB55E1	AHB55	EHI02200
ADV63E1L1	20	4	200	22.5	ADV63E1	ADV63	EHI02012
AAI04E1L1	10	13	23.88	24	AAI04E1	AAI04	EHI00241
ABU40E1L2	20	7	132	20	ABU40E1	ABU40	NA
AA05E1L1	20	8	53.52	24	AA05E1	AA05	EHI01039
ABZ27E1L1	20	6	200	10.8	ABZ27E1	ABZ27	EHI00939
AIH75E1L1	20	9	58.08	24	AIH75E1	AIH75	EHI01188
AEZ10E1L1	5	13	1.6896	24	AEZ10E1	AEZ10	EHI02514
ABZ30E1L1	20	7	200	9.1	ABZ30E1	ABZ30	EHI00871
AAZ65E2L1	20	11	200	127	AAZ65E2	AAZ65	EHI02089
ACD29E1L1	5	15	1.512	24	ACD29E1	ACD29	EHI01002
ADJ82E1L1	20	4	66.24	24	ADJ82E1	ADJ82	EHI02364
ABD42E1L1	20	4	91.2	24	ABD42E1	ABD42	EHI02365
ADA68E1L1	10	7	24.24	24	ADA68E1	ADA68	NA
BATA20E1L1	20	10	196.8	24	BATA20E1	BATA20	EHI00307
ADG49E1L1	2	12	0.7488	24	ADG49E1	ADG49	EHI02388
AD84E2L1	20	20	43.92	24	AD84E2	AD84	NA
ABA65E1L1	20	7	178.2	6	ABA65E1	ABA65	EHI00231
ABC47E1L1	20	7	200	21.2	ABC47E1	ABC47	EHI02278
ACP13E1L1	10	10	13.344	24	ACP13E1	ACP13	NA
ACZ89E1L1	10	7	13.92	24	ACZ89E1	ACZ89	NA
AGN69E1L1	10	9	15.72	24	AGN69E1	AGN69	NA
ACD98E1L1	2	21	0	24	ACD98E1	ACD98	EHI00856
ABA68E1L1	20	13	198.9	17	ABA68E1	ABA68	NA
AA90E1L1	20	6	151.68	24	AA90E1	AA90	EHI00966
AAX73E1L1	10	10	30.96	24	AAX73E1	AAX73	EHI00217
AGN33E1L1	20	5	200	11	AGN33E1	AGN33	NA
ADD83E1L1	20	4	55.68	24	ADD83E1	ADD83	EHI00539
ABZ28E1L1	20	5	200	2.8	ABZ28E1	ABZ28	EHI00960
AGP42E1L1	5	10	9.168	24	AGP42E1	AGP42	EHI02635
AAH29E1L1	20	6	200	16.3	AAH29E1	AAH29	EHI02423
AAC94E1L1	50	10	354	6	AAC94E1	AAC94	NA
AAT62E2L1	10	9	166.32	27	AAT62E2	AAT62	NA
ADM28E1L1	5	11	2.64	24	ADM28E1	ADM28	EHI00426
C3_EXB0034E1L1	5	NA	3.2	24	C3_EXB0034E1	C3_EXB0034	NA
ABR14E1L1	20	7	190.5	15	ABR14E1	ABR14	EHI00673
ABZ68E1L1	20	4	90.48	24	ABZ68E1	ABZ68	EHI00559
AIH92E1L1	20	6	200	5.6	AIH92E1	AIH92	EHI01121, EHI01643
AGN94E1L1	20	4	200	5.4	AGN94E1	AGN94	NA
AAM36E1L1	20	19	193.2	20	AAM36E1	AAM36	NA
AGN93E1L1	20	4	200	19.6	AGN93E1	AGN93	NA
AHO40E1L1	5	14	1.7496	24	AHO40E1	AHO40	EHI02566, EHI02688
ACD76E1L1	5	16	1.2912	24	ACD76E1	ACD76	EHI00876
ABZ58E1L1	10	6	29.28	24	ABZ58E1	ABZ58	EHI00495
AFV12E1L2	20	10	199.5	15	AFV12E1	AFV12	EHI01850
OPAU12E1L1	10	10	6.744	24	OPAU12E1	OPAU12	EHI00188
AFT55E1L1	10	9	25.44	24	AFT55E1	AFT55	EHI01355
AAT55E2L1	10	8	364.5	27	AAT55E2	AAT55	NA
AGZ15E1L1	5	16	2.1912	24	AGZ15E1	AGZ15	NA
AKD87E1L1	5	16	0.5976	24	AKD87E1	AKD87	NA
AFV08E1L1	20	9	194.6	14	AFV08E1	AFV08	NA
ABW38E1L1	20	7	97.2	24	ABW38E1	ABW38	EHI00887
ACX51E1L1	2	19	0.5688	24	ACX51E1	ACX51	NA
AAT53E1L1	10	16	4.86	27	AAT53E1	AAT53	NA
AAZ45E1L1	20	8	59.8	24	AAZ45E1	AAZ45	EHI01509
ADA11E2L1	20	19	62.88	24	ADA11E2	ADA11	NA
AEA94E1L1	20	7	200	23.5	AEA94E1	AEA94	EHI01176
ABB21E1L1	20	8	152.16	24	ABB21E1	ABB21	EHI01508
AFN17E1L1	5	13	4.992	24	AFN17E1	AFN17	EHI01395
ABK61E1L1	20	10	193.2	12	ABK61E1	ABK61	EHI00113
AGI59E1L1	5	17	21.936	24	AGI59E1	AGI59	EHI02124
L1	10	16	11.625	25	NA	NA	NA
AFU62E1L1	20	7	155.04	24	AFU62E1	AFU62	NA
AAC96E1L1	10	16	3.36	24	AAC96E1	AAC96	EHI00068
AEC30E1L1	10	11	12.048	24	AEC30E1	AEC30	EHI01389
AGG12E1L1	20	7	200	3.6	AGG12E1	AGG12	EHI00788
AAW16E1L2	50	0	389.3	17	AAW16E1	AAW16	NA
AFM35E1L1	20	7	198.9	17	AFM35E1	AFM35	EHI00712
ACR76E1L1	5	14	5.208	24	ACR76E1	ACR76	NA
AGN85E1L1	20	5	200	13.2	AGN85E1	AGN85	NA
AED03E1L1	20	8	61.2	24	AED03E1	AED03	EHI01340
AFP75E2L1	20	7.35614381	144	24	AFP75E2	AFP75	EHI01053
AAU84E1L1	20	7	128.64	24	AAU84E1	AAU84	NA
AD89E2L1	20	20	132	24	AD89E2	AD89	NA
AIZ28E1L1	5	16	1.4784	24	AIZ28E1	AIZ28	NA
ACC17E1L1	10	8	36.336	24	ACC17E1	ACC17	EHI00944
AAH68E1L1	5	11	5.28	24	AAH68E1	AAH68	EHI02475
ABA95E1L1	20	10	59.28	24	ABA95E1	ABA95	EHI02080
AIR14E1L1	10	6	28.32	24	AIR14E1	AIR14	NA
ABK96E1L1	20	10	74.4	24	ABK96E1	ABK96	EHI00131
ABS32E1L1	10	10	37.2	24	ABS32E1	ABS32	NA
AGC41E1L1	10	10	26.16	24	AGC41E1	AGC41	EHI01382
BATB07E1L1	10	13	16.32	24	BATB07E1	BATB07	EHI00306
C1_EXB0016E1L1	10	19	13.2	24	C1_EXB0016E1	C1_EXB0016	NA
AGO45E1L1	20	7	50.64	24	AGO45E1	AGO45	EHI02597
AAN37E1L1	20	3	200	9.3	AAN37E1	AAN37	EHI02227
AAW40E1L1	10	9	10.488	24	AAW40E1	AAW40	EHI01542
ACZ33E1L1	20	NA	77.52	24	ACZ33E1	ACZ33	NA
ADU72E1L1	10	5	36.24	24	ADU72E1	ADU72	EHI00383
ABT86E1L1	10	14	17.52	24	ABT86E1	ABT86	EHI00268
ADL20E1L1	20	4	111.36	24	ADL20E1	ADL20	NA
AAT56E2L1	10	11	23.355	27	AAT56E2	AAT56	NA
AIG24E1L1	20	7	200	9.7	AIG24E1	AIG24	EHI01122
ADM43E1L1	20	6	193.2	14	ADM43E1	ADM43	EHI00458
ABG38E1L1	20	NA	42	24	ABG38E1	ABG38	NA
ADU50E1L1	5	10	3.768	24	ADU50E1	ADU50	EHI01758
ACE14E1L1	5	16	1.0104	24	ACE14E1	ACE14	EHI00866
ABO54E1L1	20	4	200	3.8	ABO54E1	ABO54	EHI00461
ABB94E1L1	10	11	11.184	24	ABB94E1	ABB94	EHI01771
AGN57E1L1	20	6	200	19.2	AGN57E1	AGN57	NA
AAE21E1L1	10	7	46.08	24	AAE21E1	AAE21	EHI01160
AAA01E1L1	10	6	34.32	24	AAA01E1	AAA01	EHI01727
AGD37E1L1	20	5	200	7.5	AGD37E1	AGD37	EHI01310
AAC28E1L2	10	0	0	24	AAC28E1	AAC28	NA
ABK62E1L1	20	6	167	4	ABK62E1	ABK62	EHI01722
AGZ59E3L1	20	12	53.52	24	AGZ59E3	AGZ59	EHI02099
AAP86E1L1	20	6	86.64	24	AAP86E1	AAP86	EHI01618
C1_EXB0035E1L1	2	11	0	24	C1_EXB0035E1	C1_EXB0035	EHI00618
AFU64E1L1	10	6	21.4	24	AFU64E1	AFU64	EHI00761
AEM23E1L1	5	12	6.552	24	AEM23E1	AEM23	EHI02038
AFH35E1L1	5	26	0.5736	24	AFH35E1	AFH35	NA
AAS45E2L1	10	12	12.447	27	AAS45E2	AAS45	NA
AFT25E1L1	10	5	25.92	24	AFT25E1	AFT25	EHI02046
OPAU27E2L1	20	7	152.16	24	OPAU27E2	OPAU27	EHI00450
AFT27E1L1	20	3	119.76	24	AFT27E1	AFT27	EHI02047
AFV67E1L1	20	4	200	13.3	AFV67E1	AFV67	EHI00550
ADV27E1L1	20	3	200	18	ADV27E1	ADV27	EHI00418
ADE01E1L1	10	8	35.04	24	ADE01E1	ADE01	EHI01757
AFE93E1L1	5	13	0.6288	24	AFE93E1	AFE93	EHI02515
AAD41E1L1	10	7	46.32	24	AAD41E1	AAD41	EHI01161
AFU92E1L1	20	13	121.44	24	AFU92E1	AFU92	NA
AKD59E1L1	5	16	0.4512	24	AKD59E1	AKD59	NA
ADD89E1L1	20	6	200	8.7	ADD89E1	ADD89	EHI00997
AHV59E1L1	20	5	200	15.9	AHV59E1	AHV59	EHI01812
ABP10E1L1	20	6	200	7.8	ABP10E1	ABP10	EHI01015
ACO90E1L1	20	7	60.24	24	ACO90E1	ACO90	NA
AAB01E1L1	20	10	185.4	6	AAB01E1	AAB01	NA
AB09E1L1	20	3	200	12.9	AB09E1	AB09	EHI00564
AAO97E1L1	10	8	31.68	24	AAO97E1	AAO97	EHI01442
ABS01E1L1	20	7	179.28	24	ABS01E1	ABS01	EHI00958
AGP61E1L1	10	7	40.56	24	AGP61E1	AGP61	EHI02599
AAB96E1L2	10	0	20.4	24	AAB96E1	AAB96	NA
AAU79E1L1	20	7	200	7.3	AAU79E1	AAU79	EHI01469
ACD01E1L1	2	15	0	24	ACD01E1	ACD01	EHI01016
AAE17E1L1	20	5	98.16	24	AAE17E1	AAE17	EHI01162
ABM39E1L1	20	4	200	21	ABM39E1	ABM39	EHI02189
ABL64E1L1	10	13	19.56	24	ABL64E1	ABL64	EHI00133
AAD73E1L1	20	4	99.36	24	AAD73E1	AAD73	EHI02424
AGP23E1L1	20	7	190.32	24	AGP23E1	AGP23	EHI02600
AGN13E1L1	20	4	200	19.2	AGN13E1	AGN13	NA
AFV14E1L2	20	5	182	10	AFV14E1	AFV14	EHI01838
AEV25E1L1	5	10	6.408	24	AEV25E1	AEV25	EHI01429
AFU95E1L2	20	10	112.56	24	AFU95E1	AFU95	EHI01859
ADJ97E1L1	10	7	11.76	24	ADJ97E1	ADJ97	EHI00438
AAT61E2L1	10	8	340.2	27	AAT61E2	AAT61	NA
AIV75E1L1	5	13	0.08	24	AIV75E1	AIV75	EHI02534
ABB40E1L1	20	7	200	23.9	ABB40E1	ABB40	EHI01468
ABA13E1L1	20	4	200	13.3	ABA13E1	ABA13	EHI02254
ABI42E1L1	20	10	188.4	12	ABI42E1	ABI42	EHI00122
OPAU30E1L1	10	5	39.84	24	OPAU30E1	OPAU30	EHI00511
AEV01E1L1	5	12	4.248	24	AEV01E1	AEV01	EHI01575
ABK44E1L1	20	10	182.16	24	ABK44E1	ABK44	EHI00116
AII53E1L1	20	6	200	23.7	AII53E1	AII53	EHI01793
AGB87E1L1	20	7	91.2	24	AGB87E1	AGB87	EHI01311
AHV51E1L1	5	10	8.616	24	AHV51E1	AHV51	EHI01825
AIJ02E1L1	20	8	170.4	24	AIJ02E1	AIJ02	EHI01190
AAC36E2L1	10	13	4.56	24	AAC36E2	AAC36	EHI00155
AEC56E1L1	10	9	39.12	24	AEC56E1	AEC56	EHI01341
AAB96E1L1	10	12	20	24	AAB96E1	AAB96	NA
AJP42E1L1	20	5	122.88	24	AJP42E1	AJP42	EHI02598
ABC65E1L1	10	16	7.944	24	ABC65E1	ABC65	EHI00212
ABC64E1L1	20	4	176.4	20	ABC64E1	ABC64	EHI00272
AFN13E1L1	5	9	9.168	24	AFN13E1	AFN13	EHI02459
AAW21E1L1	10	19	2.38	24	AAW21E1	AAW21	EHI00094, EHI01241
ADJ92E1L2	20	7	192.4	20	ADJ92E1	ADJ92	NA
AGZ79E1L1	5	9	4.752	24	AGZ79E1	AGZ79	EHI01372
AAC14E2L1	10	19	0	24	AAC14E2	AAC14	EHI00173
AIG35E1L1	20	4	200	5	AIG35E1	AIG35	EHI01123
ABI37E1L1	20	4	200	16.7	ABI37E1	ABI37	EHI02184
AHE86E1L1	2	11	0.9096	24	AHE86E1	AHE86	NA
ABK67E1L1	20	10	190.5	15	ABK67E1	ABK67	EHI00105
AGO10E1L1	20	6	97.2	24	AGO10E1	AGO10	EHI02601
AAW48E2L2	5	11	5.232	24	AAW48E2	AAW48	EHI01576
AIQ87E1L1	20	4	200	17.7	AIQ87E1	AIQ87	EHI01981
ABQ40E1L1	20	8	80	24	ABQ40E1	ABQ40	EHI00725
AGO81E1L1	20	5	149.04	24	AGO81E1	AGO81	EHI01619
ABK41E1L1	20	10	127.68	24	ABK41E1	ABK41	EHI00137
AEX17E1L1	20	4	200	9.6	AEX17E1	AEX17	EHI02192
ACG52E1L1	10	9	35.28	24	ACG52E1	ACG52	EHI01511
AFV12E1L1	20	10	199.5	15	AFV12E1	AFV12	NA
ACB58E1L1	5	10	7.92	24	ACB58E1	ACB58	NA
ADM16E1L1	20	8	202	10	ADM16E1	ADM16	EHI00569
ADK03E1L1	20	16	29.76	24	ADK03E1	ADK03	EHI00359
AJP41E1L1	20	5	183.84	24	AJP41E1	AJP41	EHI02602
ACZ38E1L1	10	5	41.04	24	ACZ38E1	ACZ38	NA
AAP88E1L1	20	7	109.92	24	AAP88E1	AAP88	EHI01620
AEV81E1L1	20	7	115.2	24	AEV81E1	AEV81	EHI00676
AHD01E1L1	20	3	200	11.8	AHD01E1	AHD01	EHI02182
AIJ24E1L1	10	9	35.04	24	AIJ24E1	AIJ24	EHI01191
AED56E1L1	20	6	200	6.3	AED56E1	AED56	EHI01257
AJP54E1L1	10	7	16.368	24	AJP54E1	AJP54	EHI02603
AKD84E1L1	5	13	1.3464	24	AKD84E1	AKD84	NA
ABQ28E1L1	20	7	177.84	24	ABQ28E1	ABQ28	EHI00925
AAW04E1L1	20	3	200	18.2	AAW04E1	AAW04	EHI02236
AHB71E1L1	20	3	200	7.2	AHB71E1	AHB71	EHI02160
AFT13E1L1	10	9	11.16	24	AFT13E1	AFT13	EHI02059
AFO81E2L1	20	6.35614381	120.5	24	AFO81E2	AFO81	EHI01064
ADK18E1L1	20	13	47.04	24	ADK18E1	ADK18	EHI00325
ABU55E2L2	20	9	175.14	18	ABU55E2	ABU55	EHI00223
AHB57E1L1	20	3	200	8.3	AHB57E1	AHB57	EHI02157
AGN43E1L1	20	7	196.56	24	AGN43E1	AGN43	NA
ABT13E1L1	10	17	4.08	24	ABT13E1	ABT13	EHI00251
AFZ36E1L1	10	6	48.72	24	AFZ36E1	AFZ36	EHI02268
ACB21E1L1	5	11	2.64	24	ACB21E1	ACB21	EHI00646
AFU80E1L1	20	7	200	10	AFU80E1	AFU80	NA
L1	10	18	0	24	NA	NA	NA
NSAP64E1L1	20	11	99.09	27	NSAP64E1	NSAP64	EHI00035
ACZ66E1L1	5	9	2.88	24	ACZ66E1	ACZ66	NA
L1	10	16	8	25	NA	NA	NA
AAU57E1L1	20	9	149.52	24	AAU57E1	AAU57	EHI01510
AAW45E1L1	20	6	57.36	24	AAW45E1	AAW45	EHI01488
ACD71E1L1	2	16	0	24	ACD71E1	ACD71	EHI00911
ACZ94E2L1	20	9	59.28	24	ACZ94E2	ACZ94	EHI00605
ACE17E1L1	5	12	2.3688	24	ACE17E1	ACE17	EHI00817
AAW47E1L1	2	16	0.7056	24	AAW47E1	AAW47	EHI01587
AGZ05E1L1	20	14	134.4	24	AGZ05E1	AGZ05	NA
OPAU2E1L1	10	10	5.736	24	OPAU2E1	OPAU2	EHI00183, EHI01685
AAV89E1L1	10	16	10.8	24	AAV89E1	AAV89	NA
ADV61E1L1	20	6	200	16.9	ADV61E1	ADV61	EHI01470
ACD66E1L1	5	14	1.7976	24	ACD66E1	ACD66	EHI00828
AAU58E1L1	20	3	200	13.1	AAU58E1	AAU58	EHI01742
AHQ49E1L1	20	6	200	23.4	AHQ49E1	AHQ49	EHI01258
AFU98E1L2	20	5	186	6	AFU98E1	AFU98	EHI01842
AGZ18E1L1	5	13	6.048	24	AGZ18E1	AGZ18	EHI01406
AHN75E1L1	5	13	2.3256	24	AHN75E1	AHN75	EHI02549, EHI02671
AHW91E2L1	10	14	31.2	24	AHW91E2	AHW91	EHI02113
AFT42E1L1	5	12	3.216	24	AFT42E1	AFT42	EHI01396
AGP35E1L1	20	8	50.16	24	AGP35E1	AGP35	EHI02636
AAA73E1L1	20	10	156	3	AAA73E1	AAA73	NA
AGY66E1L1	5	9	5.016	24	AGY66E1	AGY66	EHI01373
AAD52E1L1	10	6	26.64	24	AAD52E1	AAD52	EHI02425
OPAU16E1L1	10	10	11.04	24	OPAU16E1	OPAU16	EHI00804, EHI01690
ABL33E1L1	20	10	198	15	ABL33E1	ABL33	EHI00129
AGO23E1L1	20	5	200	17.2	AGO23E1	AGO23	EHI02606
AAB85E1L1	10	16	4.56	24	AAB85E1	AAB85	EHI00057
AGM89E1L1	20	7	200	10.5	AGM89E1	AGM89	NA
AAS30E1L1	10	11	18.198	27	AAS30E1	AAS30	EHI00020
AJP57E1L1	20	4	74.88	24	AJP57E1	AJP57	EHI01982
ACX27E1L1	20	6	191	8	ACX27E1	ACX27	EHI01057
AGO79E1L1	20	6	175.2	24	AGO79E1	AGO79	EHI01621
AAW84E2L2	5	18	2.832	24	AAW84E2	AAW84	NA
ADM46E1L1	20	16	30	24	ADM46E1	ADM46	EHI00355
AAV27E1L1	20	10	193	10	AAV27E1	AAV27	EHI00320
BATA19E1L1	20	10	159.36	24	BATA19E1	BATA19	EHI00295
ABM17E1L1	10	21	0	24	ABM17E1	ABM17	NA
AGD14E1L1	20	5	200	15.5	AGD14E1	AGD14	EHI01312
AHQ46E1L1	20	6	200	18.5	AHQ46E1	AHQ46	EHI01259
AAC62E2L1	10	16	1.44	24	AAC62E2	AAC62	EHI00062
AGP52E1L1	20	6	53.04	24	AGP52E1	AGP52	EHI02605
AEK07E2L2	10	14	4.4	20	AEK07E2	AEK07	EHI00253
AHC89E1L1	20	3	84.72	24	AHC89E1	AHC89	EHI02179
AIF79E1L1	20	5	200	18.3	AIF79E1	AIF79	EHI01093
AIV55E2L1	10	19	12.912	24	AIV55E2	AIV55	EHI02131
ABK09E1L1	20	8	211.14	27	ABK09E1	ABK09	EHI00001
AEV02E1L1	5	11	9.384	24	AEV02E1	AEV02	EHI01577
AGP63E1L1	20	6	130.8	24	AGP63E1	AGP63	EHI02604
AGI11E1L1	5	11	7.296	24	AGI11E1	AGI11	EHI01780
AGI34E1L1	5	13	2.3448	24	AGI34E1	AGI34	EHI01781
ACZ99E1L1	20	7	56.4	24	ACZ99E1	ACZ99	EHI00894
AII02E1L1	20	5	154.32	24	AII02E1	AII02	EHI01124
ACP12E1L2	5	12	6.3767	18.7	ACP12E1	ACP12	EHI00597
ABG29E1L1	20	7	46.08	24	ABG29E1	ABG29	EHI00920
BATC05E1L1	20	7	187.2	13	BATC05E1	BATC05	EHI00257
AAT51E2L1	10	9	196.56	27	AAT51E2	AAT51	NA
C1_EXB0060E1L1	2	21	0	24	C1_EXB0060E1	C1_EXB0060	NA
AFT24E1L1	10	5	38.16	24	AFT24E1	AFT24	EHI02048
AAA08E1L1	10	8	32.16	24	AAA08E1	AAA08	EHI01759
