library_id	library_adaptor_molarity	library_PCR_cycles_required	library_input_dna	library_input_volume	extraction_id	sample_id	sequencing_datasets
ACB47E1L1	20	8	59.28	24	ACB47E1	ACB47	EHI01007, EHI01664
AIF97E1L1	20	5	76.56	24	AIF97E1	AIF97	EHI01098, EHI01650
AFZ48E1L1	20	3	187.92	24	AFZ48E1	AFZ48	EHI02231
AAS31E1L1	10	10	1.971	27	AAS31E1	AAS31	EHI00021
ABL53E1L1	20	10	142.08	24	ABL53E1	ABL53	EHI00121
AGP44E1L1	10	7	40.8	24	AGP44E1	AGP44	EHI02626
ACH20E1L1	10	7	49.2	24	ACH20E1	ACH20	EHI01484
AIQ82E1L1	20	4	200	10.9	AIQ82E1	AIQ82	EHI01993
ADE04E1L1	20	4	200	9.2	ADE04E1	ADE04	EHI01037
ABW39E1L1	20	13	135.84	24	ABW39E1	ABW39	EHI00341
AAT23E1L1	20	11	106.38	27	AAT23E1	AAT23	NA
ABA78E1L1	20	8	200	21.3	ABA78E1	ABA78	EHI01529
OPAU45E2L1	20	8	199.68	24	OPAU45E2	OPAU45	EHI00604
AAX81E1L1	10	19	0	24	AAX81E1	AAX81	EHI00273
AAA48E1L1	20	10	86.88	24	AAA48E1	AAA48	EHI00302
AKD62E1L1	5	19	0.3624	24	AKD62E1	AKD62	NA
AII35E1L1	20	5	200	16.4	AII35E1	AII35	EHI01151
OPAU14E1L1	10	13	16.368	24	OPAU14E1	OPAU14	EHI00189, EHI01680
ADU37E1L1	5	12	9.768	24	ADU37E1	ADU37	EHI01774
AFM27E1L1	10	10	11.952	24	AFM27E1	AFM27	EHI00736
ADE10E1L1	10	8	40.8	24	ADE10E1	ADE10	EHI01763
AFM81E1L1	20	8	194.4	12	AFM81E1	AFM81	EHI00741
AJP69E1L1	20	4	63.12	24	AJP69E1	AJP69	EHI01992
ADD81E1L1	20	6	136.32	24	ADD81E1	ADD81	EHI01748
ADA68E1L2	2	22	0	0	ADA68E1	ADA68	NA
AFV16E1L1	20	10	196.8	16	AFV16E1	AFV16	NA
ADK31E2L3	5	12	3.192	24	ADK31E2	ADK31	EHI00602
AFU79E1L1	20	6	196	19	AFU79E1	AFU79	EHI00771
AAX77E1L1	10	8	20.856	24	AAX77E1	AAX77	EHI01338
AAU46E1L1	20	13	200	22	AAU46E1	AAU46	NA
AAD71E1L1	10	8	13.344	24	AAD71E1	AAD71	EHI02496
AAO94E1L1	20	8	52.08	24	AAO94E1	AAO94	EHI01449
AGO04E1L1	10	10	40.8	24	AGO04E1	AGO04	NA
AAN57E2L1	20	7	200	8	AAN57E2	AAN57	EHI00924
AAH89E1L1	5	11	4.512	24	AAH89E1	AAH89	EHI00810
AFI13E1L1	5	13	0.3576	24	AFI13E1	AFI13	EHI02520
AGN51E1L1	20	4	200	3.9	AGN51E1	AGN51	NA
ACD86E1L1	5	16	0.6648	24	ACD86E1	ACD86	EHI00867
AHI74E1L1	20	7	63.36	24	AHI74E1	AHI74	EHI01695
ACX40E1L2	5	14	2.8428	13.8	ACX40E1	ACX40	EHI00647
AFV02E1L1	20	11	101.76	24	AFV02E1	AFV02	NA
AJP51E1L1	20	11	113.04	24	AJP51E1	AJP51	EHI02088
AFW40E1L1	20	6	113.28	24	AFW40E1	AFW40	EHI01605
AHB67E1L1	20	3	200	8.4	AHB67E1	AHB67	EHI02159
ADE11E1L1	10	7	22.8	24	ADE11E1	ADE11	EHI00436
ACP08E1L1	5	9	7.8	24	ACP08E1	ACP08	EHI02497
AEV58E1L1	20	6	200	12.8	AEV58E1	AEV58	EHI01606
AFT03E1L1	5	9	4.92	24	AFT03E1	AFT03	EHI02063
AHI33E1L1	5	12	7.248	24	AHI33E1	AHI33	EHI01697
AAM45E1L1	10	10	22.392	24	AAM45E1	AAM45	EHI00883
AAD74E1L1	10	8	11.04	24	AAD74E1	AAD74	EHI02498
ABZ36E1L1	20	3	183.12	24	ABZ36E1	ABZ36	EHI00552
AFH80E1L1	10	6	37.2	24	AFH80E1	AFH80	EHI02373
OPAU20E1L1	5	8	9.36	24	OPAU20E1	OPAU20	EHI00523, EHI01694
ADF26E1L1	20	19	48.96	24	ADF26E1	ADF26	EHI00347
ABC03E1L1	10	13	17.424	24	ABC03E1	ABC03	EHI01559
ADU90E1L1	10	19	1.488	24	ADU90E1	ADU90	NA
AFP35E1L1	20	7.35614381	147.5	24	AFP35E1	AFP35	EHI01052
AFV01E1L1	5	15	6.84	24	AFV01E1	AFV01	NA
ABI27E1L1	20	3	200	9.3	ABI27E1	ABI27	EHI02145
AAP37E1L1	10	8	32.64	24	AAP37E1	AAP37	EHI01450
AHO27E1L1	5	14	0.6744	24	AHO27E1	AHO27	EHI02570, EHI02692
AGP41E1L1	20	8	100.08	24	AGP41E1	AGP41	EHI02642
ABL29E1L1	20	10	133.44	24	ABL29E1	ABL29	EHI00114
ACE32E1L1	5	13	1.932	24	ACE32E1	ACE32	EHI00909
ACC93E1L1	5	13	1.992	24	ACC93E1	ACC93	EHI00821
AIZ12E1L1	5	16	1.9104	24	AIZ12E1	AIZ12	NA
AAS03E1L1	20	14	63.18	27	AAS03E1	AAS03	EHI00040
AEY38E1L1	5	18	0.2448	24	AEY38E1	AEY38	NA
AFV32E1L1	5	11	3.36	24	AFV32E1	AFV32	EHI01581
AHN25E1L1	5	10	1.9368	24	AHN25E1	AHN25	NA
AFV16E1L2	20	5	196.8	16	AFV16E1	AFV16	EHI01836
AHO76E1L1	5	11	5.28	24	AHO76E1	AHO76	EHI02555, EHI02677
AGC98E1L1	20	6	200	14.8	AGC98E1	AGC98	EHI01328
ACR94E1L1	20	6	200	23.8	ACR94E1	ACR94	EHI01179
ABS20E1L2	2	23	0	0	ABS20E1	ABS20	NA
ACC85E1L1	2	17	0	24	ACC85E1	ACC85	EHI00973
ACG53E1L1	10	12	12.408	24	ACG53E1	ACG53	EHI01558
C2_EXB0076E2L1	5	18	0.07776	24	C2_EXB0076E2	C2_EXB0076	EHI02129
C3_EXB0004E1L1	10	22	6.615	27	C3_EXB0004E1	C3_EXB0004	NA
ABO06E1L1	20	5	196.56	24	ABO06E1	ABO06	EHI01011
ADV82E1L1	20	4	200	15.9	ADV82E1	ADV82	EHI00413
AIQ77E1L1	20	5	153.36	24	AIQ77E1	AIQ77	EHI01994
AIZ48E1L1	5	14	4.416	24	AIZ48E1	AIZ48	NA
ABQ54E1L1	20	5	91.44	24	ABQ54E1	ABQ54	EHI02206
AAS32E1L1	10	10	39.96	27	AAS32E1	AAS32	EHI00018
ABW29E1L1	20	4	141.36	24	ABW29E1	ABW29	EHI01033
AGP32E1L1	10	7	39.84	24	AGP32E1	AGP32	EHI02627
AFV57E1L1	20	4	62.2	20	AFV57E1	AFV57	EHI00379
ADD79E1L1	10	10	25.92	24	ADD79E1	ADD79	EHI01360
AHE84E1L1	20	4	127.2	24	AHE84E1	AHE84	EHI02198
ADM03E1L1	5	11	6	24	ADM03E1	ADM03	EHI00470
ACH42E1L1	20	6	136.08	24	ACH42E1	ACH42	EHI02023
ABQ01E1L1	20	4	194.4	24	ABQ01E1	ABQ01	EHI00521
AJP38E1L1	20	4	152.88	24	AJP38E1	AJP38	EHI01995
ADC13E1L1	20	7	67.44	24	ADC13E1	ADC13	EHI00783
AIZ52E1L1	5	16	0.384	24	AIZ52E1	AIZ52	NA
AGI32E1L1	5	16	0.3288	24	AGI32E1	AGI32	NA
AAT43E1L1	10	13	15.39	27	AAT43E1	AAT43	NA
AAQ51E1L1	20	8	117.6	24	AAQ51E1	AAQ51	EHI01025
ABZ35E1L1	20	3	200	12.1	ABZ35E1	ABZ35	EHI01036
ABW33E1L1	20	5	75.6	24	ABW33E1	ABW33	EHI00990
L1	10	16	28.25	25	NA	NA	NA
AAB84E2L1	20	10	57.6	24	AAB84E2	AAB84	EHI00146
AAP01E1L1	20	8	63.6	24	AAP01E1	AAP01	EHI01451
AGI41E1L1	5	16	0.7992	24	AGI41E1	AGI41	EHI02117
AIF64E1L1	10	10	18.288	24	AIF64E1	AIF64	EHI01195
AGN41E1L1	20	8	63.12	24	AGN41E1	AGN41	NA
AGH42E1L1	10	12	45.84	24	AGH42E1	AGH42	NA
ABT47E1L1	10	18	1.44	24	ABT47E1	ABT47	NA
AGM96E1L1	20	6	200	11.2	AGM96E1	AGM96	NA
AEX91E1L1	20	7	190.8	12	AEX91E1	AEX91	EHI00697
AAT38E1L1	10	16	3.24	27	AAT38E1	AAT38	NA
AAN71E1L1	20	8	200	16.4	AAN71E1	AAN71	EHI01361
AGD15E1L2	20	6	200	4.1	AGD15E1	AGD15	NA
AAC33E2L1	20	10	183.4	7	AAC33E2	AAC33	EHI00140
AFN21E1L1	5	10	7.248	24	AFN21E1	AFN21	EHI02499
AEC35E1L1	20	8	110.4	24	AEC35E1	AEC35	EHI01345
AAU89E1L1	20	7	200	20	AAU89E1	AAU89	EHI00158
AFV03E1L2	20	5	102.48	24	AFV03E1	AFV03	EHI01839
AFN35E1L1	5	13	2.3712	24	AFN35E1	AFN35	EHI02481
OPAU71E2L1	20	8	128.88	24	OPAU71E2	OPAU71	EHI00601
AIG02E1L1	20	3	150.72	24	AIG02E1	AIG02	EHI01099
AFT21E1L1	20	5	112.32	24	AFT21E1	AFT21	EHI02055
ADM66E1L1	20	5	197	10	ADM66E1	ADM66	EHI00537
AAH57E1L1	10	7	10.8	24	AAH57E1	AAH57	EHI02440
L1	10	16	35.25	25	NA	NA	NA
ABK19E1L1	20	5	198	7	ABK19E1	ABK19	EHI01713
AAC06E1L1	10	12	0	24	AAC06E1	AAC06	NA
ABU57E2L1	20	13	173.76	24	ABU57E2	ABU57	NA
ACD40E1L1	5	17	1.1112	24	ACD40E1	ACD40	EHI00905
AAZ95E1L1	20	6	166.8	24	AAZ95E1	AAZ95	EHI02024
AAN19E2L1	20	7	200	13.4	AAN19E2	AAN19	EHI00932
ABG57E1L1	20	NA	199.2	12	ABG57E1	ABG57	NA
AJP52E1L1	20	6	168.48	24	AJP52E1	AJP52	EHI02065
ACK69E1L1	10	8	33.6	24	ACK69E1	ACK69	EHI01362
AAS55E2L1	10	24	0	27	AAS55E2	AAS55	NA
AAZ65E1L1	20	7	200	171	AAZ65E1	AAZ65	EHI02068
AFU74E1L1	20	7	62.4	24	AFU74E1	AFU74	NA
AAS56E2L1	10	23	8.478	27	AAS56E2	AAS56	NA
ABG01E1L1	5	8	9.696	24	ABG01E1	ABG01	EHI00976
AGI49E1L1	5	11	5.712	24	AGI49E1	AGI49	EHI01785
ADL63E1L1	20	4	191.1	7	ADL63E1	ADL63	EHI00518
ABM27E1L1	20	4	200	10	ABM27E1	ABM27	EHI02187
AAC15E1L1	10	12	1.68	24	AAC15E1	AAC15	NA
AFV27E1L1	20	6	121.44	24	AFV27E1	AFV27	EHI01607
AKD89E1L1	5	17	1.9992	24	AKD89E1	AKD89	NA
ABL57E1L1	20	10	169.44	24	ABL57E1	ABL57	EHI00118
AFU76E1L1	20	5	183.5	24	AFU76E1	AFU76	EHI00768
AAS09E1L1	20	13	54.27	27	AAS09E1	AAS09	EHI00042
AIR92E1L1	20	4	200	7.3	AIR92E1	AIR92	NA
AEZ01E1L1	10	8	41.28	24	AEZ01E1	AEZ01	EHI02379
AGN53E1L1	20	5	200	14.6	AGN53E1	AGN53	NA
C1_EXB0090E1L1	2	25	0.13944	24	C1_EXB0090E1	C1_EXB0090	NA
ADJ92E2L3	20	8	200	17.2	ADJ92E2	ADJ92	EHI00659
ABQ58E1L1	5	11	8.544	24	ABQ58E1	ABQ58	EHI00996
BATA18E1L1	20	10	186.96	24	BATA18E1	BATA18	EHI00261
NSAP34E1L1	20	12	190.35	27	NSAP34E1	NSAP34	EHI00043
AFF30E1L1	5	16	0.3792	24	AFF30E1	AFF30	EHI02531
ABU61E1L2	10	18	0	20	ABU61E1	ABU61	NA
ACE45E1L1	5	13	0.8232	24	ACE45E1	ACE45	EHI00877
ACZ50E1L1	10	7	11.04	24	ACZ50E1	ACZ50	NA
AHC08E1L1	20	3	200	10.9	AHC08E1	AHC08	EHI02168
AGD36E1L1	20	6	200	9.7	AGD36E1	AGD36	EHI01329
AGN55E1L1	10	10	29.04	24	AGN55E1	AGN55	NA
AAH63E1L1	5	16	3.84	24	AAH63E1	AAH63	EHI00835
AGD69E1L1	20	3	200	7.8	AGD69E1	AGD69	EHI02233
AIH04E1L1	20	4	200	12.9	AIH04E1	AIH04	EHI01800
AFV15E1L2	20	16	133.2	24	AFV15E1	AFV15	EHI01857
ABQ53E1L1	10	9	29.76	24	ABQ53E1	ABQ53	EHI00927
AGO69E1L1	10	12	21.144	24	AGO69E1	AGO69	EHI02095
AHO92E1L1	5	13	2.1792	24	AHO92E1	AHO92	EHI02556, EHI02678
AFV18E2L1	10	10	27.6	24	AFV18E2	AFV18	EHI02083
AFV34E1L1	20	5	200	4.3	AFV34E1	AFV34	EHI00505
AHB49E1L1	20	5	180.96	24	AHB49E1	AHB49	EHI02212
AEV36E1L1	10	11	29.76	24	AEV36E1	AEV36	EHI01582
AAD09E1L2	10	0	0	24	AAD09E1	AAD09	NA
AAD67E1L1	10	8	11.664	24	AAD67E1	AAD67	EHI02500
AFU73E1L1	20	7	82.32	24	AFU73E1	AFU73	NA
AGP60E1L1	10	7	30.72	24	AGP60E1	AGP60	EHI02628
C1_EXB0094E1L1	5	19	0.23448	24	C1_EXB0094E1	C1_EXB0094	NA
ACS53E1L1	5	12	2.856	24	ACS53E1	ACS53	EHI01414
AFW32E1L1	20	3	200	16.3	AFW32E1	AFW32	EHI00386
AAW32E1L1	10	16	8.04	24	AAW32E1	AAW32	EHI00136, EHI01246
AGC34E1L1	20	8	57.6	24	AGC34E1	AGC34	EHI01385
AEL42E1L1	20	6	169.68	24	AEL42E1	AEL42	EHI02025
AEA43E1L1	20	6	144.24	24	AEA43E1	AEA43	EHI01274
AEZ43E1L1	5	13	2.0136	24	AEZ43E1	AEZ43	EHI02521
AGN10E1L1	20	13	133.92	24	AGN10E1	AGN10	NA
AEY41E1L1	5	13	0.9096	24	AEY41E1	AEY41	EHI02522
AAE14E1L1	5	8	8.688	24	AAE14E1	AAE14	EHI01216
C1_EXB0078E1L2	2	22	0	24	C1_EXB0078E1	C1_EXB0078	EHI01833
AIF99E1L1	20	4	87.84	24	AIF99E1	AIF99	EHI01100
AIJ37E1L1	20	4	200	11.2	AIJ37E1	AIJ37	EHI01801
AIV55E3L1	20	13	53.52	24	AIV55E3	AIV55	EHI02107
AEU67E1L1	20	6	127.2	24	AEU67E1	AEU67	EHI01608
AJP52E3L1	20	9	200	92	AJP52E3	AJP52	EHI02079
ABF92E1L1	20	6	55.2	24	ABF92E1	ABF92	EHI00907
OPAU54E1L1	5	11	1.92	24	OPAU54E1	OPAU54	EHI00637
AHC94E1L1	5	7	5.352	24	AHC94E1	AHC94	EHI02224
AHB84E1L1	5	8	9.912	24	AHB84E1	AHB84	EHI02281
AHC42E1L1	20	3	200	6.2	AHC42E1	AHC42	EHI02170
ABK46E1L1	10	16	4.08	24	ABK46E1	ABK46	EHI00097
L1	10	16	NA	25	NA	NA	NA
AGN54E1L1	20	5	200	14.6	AGN54E1	AGN54	NA
ACC96E1L1	5	14	1.44	24	ACC96E1	ACC96	EHI01004
AGB78E1L1	20	6	109.68	24	AGB78E1	AGB78	EHI01280
AAA17E1L1	20	4	200	7.5	AAA17E1	AAA17	EHI00404
ADK23E2L3	20	7	145.92	24	ADK23E2	ADK23	EHI00519
AIR90E1L1	10	5	34.08	24	AIR90E1	AIR90	NA
C1_EXB0008E1L1	10	19	0	0	C1_EXB0008E1	C1_EXB0008	NA
AGO33E1L1	10	8	24.96	24	AGO33E1	AGO33	EHI02643
AAD23E2L1	50	8	552	24	AAD23E2	AAD23	NA
AHQ47E1L1	20	4	200.64	24	AHQ47E1	AHQ47	EHI01275
AAW65E1L1	5	10	2.472	24	AAW65E1	AAW65	EHI01548
BATB17E1L1	10	13	44.4	24	BATB17E1	BATB17	EHI00324
ABS32E1L2	2	23	0	0	ABS32E1	ABS32	NA
C1_LIB0072E1L1	5	20	0.24	24	C1_LIB0072E1	C1_LIB0072	EHI02138
AAC07E1L1	10	12	2	24	AAC07E1	AAC07	NA
AEX06E1L1	20	7	195.6	12	AEX06E1	AEX06	EHI00677
AAL47E1L1	20	13	158.4	24	AAL47E1	AAL47	EHI00336
AIH24E1L1	20	6	170.16	24	AIH24E1	AIH24	EHI01153
ABC74E1L1	20	6	63.6	24	ABC74E1	ABC74	EHI02336
AGZ62E1L1	10	9	15.048	24	AGZ62E1	AGZ62	EHI01379
AA74E1L1	10	5	46.32	24	AA74E1	AA74	EHI00478
AFI46E1L1	5	10	1.1448	24	AFI46E1	AFI46	EHI02386
ACJ41E1L1	20	3	200	17.5	ACJ41E1	ACJ41	EHI00397
AAW18E1L1	10	13	22.18	24	AAW18E1	AAW18	EHI00109
AA96E1L1	20	4	200	1.3	AA96E1	AA96	EHI01000
AII15E1L1	20	4	200	5.7	AII15E1	AII15	EHI01152, EHI01648
ABK45E1L1	20	5	186	24	ABK45E1	ABK45	EHI01716
OPAU68E1L1	10	5	41.28	24	OPAU68E1	OPAU68	EHI00531, EHI01688
ACZ83E1L1	5	10	3.6	24	ACZ83E1	ACZ83	NA
AAN13E1L1	20	3	200	9.4	AAN13E1	AAN13	EHI02225
ADI93E1L1	10	10	14.4	24	ADI93E1	ADI93	EHI00433
BATC18E1L1	20	10	196.2	18	BATC18E1	BATC18	EHI00319
AGC46E1L1	20	5	200	20	AGC46E1	AGC46	EHI01330
AGN83E1L1	10	8	45.36	24	AGN83E1	AGN83	NA
AIQ49E1L1	20	5	200	11.8	AIQ49E1	AIQ49	EHI01861
ABQ70E1L1	20	7	134.16	24	ABQ70E1	ABQ70	EHI01750
ACG33E1L2	10	15	48.48	24	ACG33E1	ACG33	NA
ACB36E1L1	20	19	33.84	24	ACB36E1	ACB36	EHI00352, EHI01678
AEU89E1L1	5	11	7.44	24	AEU89E1	AEU89	EHI01583
AJP60E1L1	20	6	192.72	24	AJP60E1	AJP60	EHI02630
ABJ71E1L2	20	7	71.28	24	ABJ71E1	ABJ71	EHI00181
AFV20E1L1	20	8	179.28	24	AFV20E1	AFV20	EHI02072
AIG48E1L1	20	10	72	24	AIG48E1	AIG48	EHI01196
AFM71E1L1	2	0	0	24	AFM71E1	AFM71	EHI00739
ADL22E1L1	5	9	8.4	24	ADL22E1	ADL22	EHI00428
AFU78E1L1	20	8	235.2	6	AFU78E1	AFU78	NA
AGY67E1L1	10	9	16.248	24	AGY67E1	AGY67	NA
AAC06E1L2	10	0	0	24	AAC06E1	AAC06	NA
AEM06E1L1	20	7	64.32	24	AEM06E1	AEM06	EHI01486
ABT51E2L1	10	19	33.36	24	ABT51E2	ABT51	NA
ADA18E1L1	10	9	21.72	24	ADA18E1	ADA18	EHI00930
ACK71E1L1	5	14	3.432	24	ACK71E1	ACK71	NA
AEY59E1L1	5	13	0.5088	24	AEY59E1	AEY59	EHI02523
AEU35E1L1	5	10	3.72	24	AEU35E1	AEU35	EHI02302
AAA81E1L1	20	3	200	8.8	AAA81E1	AAA81	EHI01751
ACC02E2L1	20	8	141.12	24	ACC02E2	ACC02	EHI00645
AGD04E1L1	20	5	200	10.8	AGD04E1	AGD04	EHI01331
AII92E1L1	20	4	200	11.3	AII92E1	AII92	EHI01802
ABD41E1L1	10	6	19.296	24	ABD41E1	ABD41	EHI02374
AHB48E1L1	20	3	200	10.8	AHB48E1	AHB48	EHI02155
AEV23E1L1	5	9	4.608	24	AEV23E1	AEV23	EHI01434
ABC11E1L1	20	7	84.72	24	ABC11E1	ABC11	EHI01485
ADK28E1L1	20	5	198	22	ADK28E1	ADK28	EHI00541
AAS35E1L1	20	8	223.02	27	AAS35E1	AAS35	EHI00007
ACE37E1L1	5	16	0.528	24	ACE37E1	ACE37	EHI00906
AFV24E1L1	20	14	73.344	19.2	AFV24E1	AFV24	NA
AA83E1L1	20	3	200	13.6	AA83E1	AA83	EHI00409
ABC75E1L1	5	12	1.2504	24	ABC75E1	ABC75	EHI02380
ACD85E1L1	2	15	0	24	ACD85E1	ACD85	EHI00832
C1_EXB0043E1L1	5	18	0.22848	24	C1_EXB0043E1	C1_EXB0043	NA
AEL40E1L1	20	4	200	7.7	AEL40E1	AEL40	EHI00416
AFT08E1L1	10	6	21.36	24	AFT08E1	AFT08	EHI02056
BATC04E1L1	20	10	290	20	BATC04E1	BATC04	EHI00333
AGO39E1L1	20	6	57.12	24	AGO39E1	AGO39	EHI02629
ABA94E1L1	20	4	200	8.8	ABA94E1	ABA94	EHI02026
AEX08E1L1	20	7	196.2	18	AEX08E1	AEX08	EHI00679
AAT22E1L1	10	19	0	27	AAT22E1	AAT22	NA
AEA77E1L1	10	9	40.32	24	AEA77E1	AEA77	EHI01380
OPAU23E2L1	20	9	148.08	24	OPAU23E2	OPAU23	EHI00572
AFW12E1L1	10	6	31.68	24	AFW12E1	AFW12	EHI00466
ABR25E1L1	20	3	200	6.3	ABR25E1	ABR25	EHI02149
AIZ08E1L1	5	15	0.7824	24	AIZ08E1	AIZ08	NA
AKD81E1L1	5	11	4.104	24	AKD81E1	AKD81	EHI02698
AGH43E1L1	5	7	0.24	24	AGH43E1	AGH43	EHI00494
AEU69E1L1	20	9	57.12	24	AEU69E1	AEU69	EHI01435
AGZ17E1L1	5	13	3.504	24	AGZ17E1	AGZ17	EHI01571
AIJ22E1L1	20	6	200	5.4	AIJ22E1	AIJ22	EHI01154
OPAU28E1L1	10	7	42.72	24	OPAU28E1	OPAU28	EHI00474
AEY39E1L1	5	9	9.792	24	AEY39E1	AEY39	EHI02511
NSAP67E1L1	20	12	90.99	27	NSAP67E1	NSAP67	EHI00025
ABC08E1L2	10	13	18.26	22	ABC08E1	ABC08	EHI01831
AIH44E1L1	20	4	200	23.7	AIH44E1	AIH44	EHI01155
AFV01E1L2	5	13	6.84	24	AFV01E1	AFV01	EHI01848
AIV46E1L1	5	14	0	24	AIV46E1	AIV46	EHI02538
AEY76E1L1	5	10	6.24	24	AEY76E1	AEY76	EHI02512
ADV31E1L1	10	8	35.76	24	ADV31E1	ADV31	EHI01530
AFV99E1L1	20	5	200	13.8	AFV99E1	AFV99	EHI01609
C1_EXB0034E1L1	2	NA	0	24	C1_EXB0034E1	C1_EXB0034	NA
AEA75E1L1	20	6	182.16	24	AEA75E1	AEA75	EHI01180
AFP97E1L1	20	5.35614381	188	6	AFP97E1	AFP97	EHI01075
ABL31E1L1	20	7	191.9	19	ABL31E1	ABL31	EHI00104
ACD61E1L1	5	15	3.048	24	ACD61E1	ACD61	EHI00947
OPAU47E2L1	20	6	70.84	24	OPAU47E2	OPAU47	EHI00430
AAT60E2L1	10	12	11.934	27	AAT60E2	AAT60	NA
AAD58E1L1	10	7	28.8	24	AAD58E1	AAD58	EHI02443
AAS01E2L1	10	10	9.36	24	AAS01E2	AAS01	EHI00172
AAT07E2L2	10	15	0.8	5	AAT07E2	AAT07	EHI00240
ACK62E1L1	10	5	42	24	ACK62E1	ACK62	EHI02442
ACX40E1L1	10	16	4.944	24	ACX40E1	ACX40	NA
AAY36E1L1	2	17	0	24	AAY36E1	AAY36	NA
AB04E1L1	10	9	12.096	24	AB04E1	AB04	EHI00921
ADW06E1L1	20	4	200	11.2	ADW06E1	ADW06	EHI01487
AGI87E1L1	10	13	10.008	24	AGI87E1	AGI87	EHI01786
AHO94E1L1	5	13	1.7904	24	AHO94E1	AHO94	EHI02557, EHI02679
AHB63E1L1	10	7	15.36	24	AHB63E1	AHB63	EHI02223
AAS38E1L1	10	17	3.483	27	AAS38E1	AAS38	EHI00024
AEM11E1L1	20	3	200	10	AEM11E1	AEM11	EHI02241
ABK74E1L1	20	5	183	8	ABK74E1	ABK74	EHI01726
ACE12E1L1	5	15	0.9168	24	ACE12E1	ACE12	EHI00994
AHN09E1L1	5	14	0.7512	24	AHN09E1	AHN09	EHI02558, EHI02680
AAD72E1L1	20	4	50.16	24	AAD72E1	AAD72	EHI02441
AGD09E1L1	20	5	200	13.2	AGD09E1	AGD09	EHI01332
AAE18E1L1	10	10	11.856	24	AAE18E1	AAE18	EHI01217
AAV40E1L1	20	7	180.5	5	AAV40E1	AAV40	EHI00161
ADL30E1L1	20	3	50.88	24	ADL30E1	ADL30	EHI00467
ACD62E1L1	5	9	0.15216	24	ACD62E1	ACD62	EHI00965
AAW23E1L1	20	10	79.2	24	AAW23E1	AAW23	EHI00127, EHI01244
AHC90E1L1	20	3	200	14	AHC90E1	AHC90	EHI02180
AIQ56E1L1	20	4	102.72	24	AIQ56E1	AIQ56	EHI01971
AFW01E1L1	10	5	38.16	24	AFW01E1	AFW01	EHI00449
ACE39E1L1	2	19	0	24	ACE39E1	ACE39	EHI00884
ABB81E1L1	20	4	200	18.2	ABB81E1	ABB81	EHI02004
AAQ18E1L1	10	15	44.64	24	AAQ18E1	AAQ18	EHI02115
AHQ50E1L1	20	5	200	8.7	AHQ50E1	AHQ50	EHI01253
AIY67E1L1	5	11	4.8	24	AIY67E1	AIY67	EHI02647
AGM47E1L1	20	7	200	20.2	AGM47E1	AGM47	NA
AAH45E1L1	20	6	200	9.6	AAH45E1	AAH45	EHI02403
AGB82E1L1	20	6	127.2	24	AGB82E1	AGB82	EHI01291
AAU65E1L1	20	7	171.2	2	AAU65E1	AAU65	NA
ACH10E1L1	20	10	200	16.8	ACH10E1	ACH10	EHI01495
ABG57E2L3	20	11	82.8	24	ABG57E2	ABG57	EHI00616
AAZ65E3L1	20	7	200	57	AAZ65E3	AAZ65	EHI02070
AFV82E1L1	10	6	43.68	24	AFV82E1	AFV82	EHI00471
AAB39E1L1	10	11	46.08	24	AAB39E1	AAB39	EHI01549
AFU91E1L2	20	10	175.92	24	AFU91E1	AFU91	EHI01854
AIH48E1L1	20	8	200	17.9	AIH48E1	AIH48	EHI01184
AHC92E1L1	20	3	200	14.4	AHC92E1	AHC92	EHI02181
AEA48E1L1	20	5	200	8	AEA48E1	AEA48	EHI01175
AHQ53E1L1	20	6	200	17.2	AHQ53E1	AHQ53	EHI01254
AAP07E1L1	10	8	36.24	24	AAP07E1	AAP07	EHI01439
AAS12E1L1	20	12	99.09	27	AAS12E1	AAS12	EHI00030
ABK13E1L1	20	6	200	5	ABK13E1	ABK13	EHI01711
ACH19E1L1	20	7	184.8	24	ACH19E1	ACH19	EHI01462
AAT06E1L1	10	18	1.512	27	AAT06E1	AAT06	NA
AAB17E1L1	20	4	200	14.3	AAB17E1	AAB17	EHI02253
AFV08E1L2	20	7	194.6	14	AFV08E1	AFV08	EHI01858
AHO90E1L1	5	11	2.4	24	AHO90E1	AHO90	EHI02543, EHI02665
C1_EXB0083E1L1	2	21	0.3984	24	C1_EXB0083E1	C1_EXB0083	NA
ABM25E1L1	20	4	200	5.3	ABM25E1	ABM25	EHI02186
ACE19E1L1	2	15	0	24	ACE19E1	ACE19	EHI00918
AIF90E1L1	20	5	118.56	24	AIF90E1	AIF90	EHI01088
AAS20E1L1	10	13	13.338	27	AAS20E1	AAS20	EHI00015
ABS02E1L2	20	7	116.48	14	ABS02E1	ABS02	EHI00455
AB01E1L1	10	9	28.32	24	AB01E1	AB01	EHI00957
AHN57E1L1	5	14	1.8048	24	AHN57E1	AHN57	EHI02561, EHI02683
AHO58E1L1	5	13	2.2824	24	AHO58E1	AHO58	EHI02542, EHI02664
ADA15E2L1	20	23	52.56	24	ADA15E2	ADA15	NA
AJP53E1L1	20	7	105.84	24	AJP53E1	AJP53	EHI02584
ABA48E1L1	20	8	149.52	24	ABA48E1	ABA48	EHI01494
AAA86E1L1	10	7	23.232	24	AAA86E1	AAA86	EHI01461
AHO96E1L1	5	16	0.456	24	AHO96E1	AHO96	EHI02560, EHI02682
