"","library_id","library_batch","sample_id","extraction_id","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles"
"1","AAD12E1L1","LIB0001","AAD12","AAD12E1",24,2.8,0.12,10,14
"2","AAC83E2L1","LIB0001","AAC83","AAC83E2",24,9.6,0.4,10,14
"3","AD81E1L1","LIB0001","AD81","AD81E1",24,12,0.5,10,14
"4","AAD12E2L1","LIB0001","AAD12","AAD12E2",24,4.8,0.2,10,16
"5","C2_EXB0001E1L1","LIB0001","C2_EXB0001","C2_EXB0001E1",0,0,0,10,20
"6","AD74E2L1","LIB0001","AD74","AD74E2",24,4.3,0.18,10,14
"7","AD79E2L1","LIB0001","AD79","AD79E2",24,25.2,1.05,10,12
"8","AAD23E1L1","LIB0001","AAD23","AAD23E1",24,132,5.5,20,20
"9","AAC96E2L1","LIB0001","AAC96","AAC96E2",24,6,0.25,10,14
"10","AAD15E2L1","LIB0001","AAD15","AAD15E2",24,0,0,10,16
"11","C1_EXB0001E1L1","LIB0001","C1_EXB0001","C1_EXB0001E1",24,0,0,10,20
"12","AD85E2L1","LIB0001","AD85","AD85E2",24,166.3,6.93,20,12
"13","AD74E1L1","LIB0001","AD74","AD74E1",24,127.9,5.33,20,10
"14","AAC94E2L1","LIB0001","AAC94","AAC94E2",24,231.6,9.65,20,10
"15","AAC46E1L1","LIB0001","AAC46","AAC46E1",24,125.8,5.24,20,20
"16","AAC91E2L1","LIB0001","AAC91","AAC91E2",24,64.8,2.7,20,16
"17","AAD16E2L1","LIB0001","AAD16","AAD16E2",24,6,0.25,10,14
"18","AAD15E1L1","LIB0001","AAD15","AAD15E1",24,22.3,0.93,10,20
"19","AAD25E1L1","LIB0001","AAD25","AAD25E1",24,146.2,6.09,20,16
"20","AAC96E1L1","LIB0001","AAC96","AAC96E1",24,3.4,0.14,10,16
"21","AD84E2L1","LIB0001","AD84","AD84E2",24,43.9,1.83,20,20
"22","AAC94E1L1","LIB0001","AAC94","AAC94E1",6,354,59,50,10
"23","AD89E2L1","LIB0001","AD89","AD89E2",24,132,5.5,20,20
"24","AAC62E2L1","LIB0001","AAC62","AAC62E2",24,1.4,0.06,10,16
"25","AAB85E1L1","LIB0001","AAB85","AAB85E1",24,4.6,0.19,10,16
"26","AAC86E2L1","LIB0001","AAC86","AAC86E2",8,387.2,48.4,50,8
"27","AAD25E2L1","LIB0001","AAD25","AAD25E2",24,190.6,7.94,20,10
"28","AAD16E1L1","LIB0001","AAD16","AAD16E1",24,2.2,0.09,10,18
"29","AAD10E1L1","LIB0001","AAD10","AAD10E1",24,144.7,6.03,20,10
"30","AD79E1L1","LIB0001","AD79","AD79E1",24,83.3,3.47,20,12
"31","AD85E1L1","LIB0001","AD85","AD85E1",24,185.8,7.74,20,8
"32","AAC46E2L1","LIB0001","AAC46","AAC46E2",24,0,0,10,12
"33","AD81E2L1","LIB0001","AD81","AD81E2",24,0,0,10,18
"34","AAD10E2L1","LIB0001","AAD10","AAD10E2",4,150,150,50,8
"35","AAC83E1L1","LIB0001","AAC83","AAC83E1",24,1.7,0.07,10,16
"36","AAC91E1L1","LIB0001","AAC91","AAC91E1",24,57.6,2.4,20,12
"37","AAB85E2L1","LIB0001","AAB85","AAB85E2",24,2.9,0.12,10,16
"38","AAC86E1L1","LIB0001","AAC86","AAC86E1",11,385,35,50,8
"39","AD89E1L1","LIB0001","AD89","AD89E1",24,141.6,5.9,20,20
"40","AAC62E1L1","LIB0001","AAC62","AAC62E1",24,35.8,1.49,10,14
"41","AAC71E1L1","LIB0001","AAC71","AAC71E1",24,79.4,3.31,20,12
"42","AD84E1L1","LIB0001","AD84","AD84E1",24,37.9,1.58,10,12
"43","AAC71E2L1","LIB0001","AAC71","AAC71E2",24,78,3.25,20,10
"44","AAD23E2L1","LIB0001","AAD23","AAD23E2",24,552,23,50,8
"45","L1","LIB0002","","",24,0,NA,10,12
"46","AAC07E1L1","LIB0002","AAC07","AAC07E1",24,2,0.09,10,12
"47","AAB96E1L1","LIB0002","AAB96","AAB96E1",24,20,0.85,10,12
"48","AAB84E1L1","LIB0002","AAB84","AAB84E1",24,49.4,2.06,10,9
"49","AAC40E1L1","LIB0002","AAC40","AAC40E1",24,2.2,0.09,10,12
"50","AAC79E1L1","LIB0002","AAC79","AAC79E1",24,0,0,10,12
"51","AAC36E1L1","LIB0002","AAC36","AAC36E1",24,3.1,0.13,10,12
"52","AAW16E1L1","LIB0002","AAW16","AAW16E1",17,389.3,22.9,50,9
"53","AAC09E1L1","LIB0002","AAC09","AAC09E1",24,32.4,1.35,10,9
"54","AAB69E1L1","LIB0002","AAB69","AAB69E1",24,0,0,10,12
"55","AAB64E1L1","LIB0002","AAB64","AAB64E1",24,9.1,0.38,10,12
"56","AAW10E1L1","LIB0002","AAW10","AAW10E1",24,73.2,3.05,20,12
"57","AAC26E1L1","LIB0002","AAC26","AAC26E1",24,0,0,10,12
"58","AAC14E1L1","LIB0002","AAC14","AAC14E1",24,3.4,0.14,10,12
"59","AAC33E1L1","LIB0002","AAC33","AAC33E1",11,382.8,34.8,50,9
"60","AAB78E1L1","LIB0002","AAB78","AAB78E1",24,1.7,0.07,10,12
"61","AAC21E1L1","LIB0002","AAC21","AAC21E1",24,0,0,10,12
"62","AAC28E1L1","LIB0002","AAC28","AAC28E1",24,0,0,10,12
"63","AAD09E1L1","LIB0002","AAD09","AAD09E1",24,0,0,10,12
"64","AAC55E1L1","LIB0002","AAC55","AAC55E1",24,6.7,0.28,10,12
"65","C1_EXB0002E1L1","LIB0002","C1_EXB0002","C1_EXB0002E1",24,0,0,10,12
"66","AAC06E1L1","LIB0002","AAC06","AAC06E1",24,0,0,10,12
"67","AAC15E1L1","LIB0002","AAC15","AAC15E1",24,1.7,0.07,10,12
"68","ABJ89E1L1","LIB0004","ABJ89","ABJ89E1",24,130.6,5.44,20,10
"69","AAW14E1L1","LIB0004","AAW14","AAW14E1",24,121,5.04,20,10
"70","AAW26E1L1","LIB0004","AAW26","AAW26E1",24,5.6,0.23,10,16
"71","ABL25E1L1","LIB0004","ABL25","ABL25E1",24,12.3,0.51,10,13
"72","ABI56E1L1","LIB0004","ABI56","ABI56E1",18,190.8,10.6,20,10
"73","AAW13E1L1","LIB0004","AAW13","AAW13E1",24,22.9,0.95,10,13
"74","ABJ51E1L1","LIB0004","ABJ51","ABJ51E1",11,193.6,17.6,20,10
"75","ABL02E1L1","LIB0004","ABL02","ABL02E1",19,193.8,10.2,20,10
"76","ABK86E1L1","LIB0004","ABK86","ABK86E1",24,143.8,5.99,20,10
"77","ABL98E1L1","LIB0004","ABL98","ABL98E1",24,3.9,0.16,10,16
"78","ABL39E1L1","LIB0004","ABL39","ABL39E1",24,138,5.75,20,10
"79","ABK03E1L1","LIB0004","ABK03","ABK03E1",24,16,0.67,10,16
"80","ABL19E1L1","LIB0004","ABL19","ABL19E1",24,14.8,0.62,10,13
"81","ABI40E1L1","LIB0004","ABI40","ABI40E1",15,192,12.8,20,10
"82","AAW15E1L1","LIB0004","AAW15","AAW15E1",24,18.5,0.77,10,16
"83","ABJ75E1L1","LIB0004","ABJ75","ABJ75E1",24,167,6.96,20,7
"84","ABI38E1L1","LIB0004","ABI38","ABI38E1",15,190.5,12.7,20,NA
"85","ABK71E1L1","LIB0004","ABK71","ABK71E1",18,190.8,10.6,20,10
"86","ABL01E1L1","LIB0004","ABL01","ABL01E1",24,160.3,6.68,20,7
"87","ABL37E1L1","LIB0004","ABL37","ABL37E1",24,87.1,3.63,20,13
"88","ABJ73E1L1","LIB0004","ABJ73","ABJ73E1",24,55.7,2.32,20,13
"89","ABL45E1L1","LIB0004","ABL45","ABL45E1",24,122.6,5.11,20,10
"90","ABL92E1L1","LIB0004","ABL92","ABL92E1",24,37,1.54,10,13
"91","ABK61E1L1","LIB0004","ABK61","ABK61E1",12,193.2,16.1,20,10
"92","AAW21E1L1","LIB0004","AAW21","AAW21E1",24,2.4,0.1,10,19
"93","ABK67E1L1","LIB0004","ABK67","ABK67E1",15,190.5,12.7,20,10
"94","ABK12E1L1","LIB0004","ABK12","ABK12E1",24,72,3,20,13
"95","AAW12E1L1","LIB0004","AAW12","AAW12E1",24,17.4,0.73,10,13
"96","AAW11E1L1","LIB0004","AAW11","AAW11E1",24,3.9,0.16,10,16
"97","ABK18E1L1","LIB0004","ABK18","ABK18E1",15,189,12.6,20,10
"98","ABL51E1L1","LIB0004","ABL51","ABL51E1",24,39.8,1.66,10,13
"99","ABK90E1L1","LIB0004","ABK90","ABK90E1",24,190.3,7.93,20,10
"100","ABJ49E1L1","LIB0004","ABJ49","ABJ49E1",24,199.2,8.3,20,NA
"101","ABI58E1L1","LIB0004","ABI58","ABI58E1",24,153.6,6.4,20,10
"102","ABJ91E1L1","LIB0004","ABJ91","ABJ91E1",21,195.3,9.3,20,10
"103","ABL27E1L1","LIB0004","ABL27","ABL27E1",24,13,0.54,10,13
"104","ABK73E1L1","LIB0004","ABK73","ABK73E1",24,24,1,10,13
"105","AAW20E1L1","LIB0004","AAW20","AAW20E1",24,2,0.08,10,16
"106","ABM11E1L1","LIB0004","ABM11","ABM11E1",24,0,0,10,19
"107","ABJ79E1L1","LIB0004","ABJ79","ABJ79E1",18,198,11,20,NA
"108","ABK20E1L1","LIB0004","ABK20","ABK20E1",11,184.8,16.8,20,10
"109","AAW31E1L1","LIB0004","AAW31","AAW31E1",24,5.8,0.24,10,16
"110","ABK88E1L1","LIB0004","ABK88","ABK88E1",19,193.8,10.2,20,10
"111","AAW19E1L1","LIB0004","AAW19","AAW19E1",24,22.8,0.95,10,13
"112","ABL86E1L1","LIB0004","ABL86","ABL86E1",24,188.9,7.87,20,10
"113","AAW18E1L1","LIB0004","AAW18","AAW18E1",24,22.2,0.92,10,13
"114","ABK46E1L1","LIB0004","ABK46","ABK46E1",24,4.1,0.17,10,16
"115","ABL31E1L1","LIB0004","ABL31","ABL31E1",19,191.9,10.1,20,7
"116","ABL29E1L1","LIB0005","ABL29","ABL29E1",24,133.4,5.56,20,10
"117","ABJ45E1L1","LIB0005","ABJ45","ABJ45E1",13,185.9,14.3,20,NA
"118","ABK55E1L1","LIB0005","ABK55","ABK55E1",24,145,6.04,20,10
"119","ABJ83E1L1","LIB0005","ABJ83","ABJ83E1",20,192.6,9.63,20,10
"120","ABK16E1L1","LIB0005","ABK16","ABK16E1",19,197.6,10.4,20,10
"121","C1_EXB0003E1L1","LIB0005","C1_EXB0003","C1_EXB0003E1",24,0,0,10,19
"122","ABJ71E1L1","LIB0005","ABJ71","ABJ71E1",24,336,14,20,NA
"123","ABJ53E1L1","LIB0005","ABJ53","ABJ53E1",15,189,12.6,20,10
"124","ABL72E1L1","LIB0005","ABL72","ABL72E1",24,432,18,20,NA
"125","AAW22E1L1","LIB0005","AAW22","AAW22E1",24,71.3,2.97,20,13
"126","ABK59E1L1","LIB0005","ABK59","ABK59E1",20,200,10,20,10
"127","ABK96E1L1","LIB0005","ABK96","ABK96E1",24,74.4,3.1,20,10
"128","ABI42E1L1","LIB0005","ABI42","ABI42E1",12,188.4,15.7,20,10
"129","ABK44E1L1","LIB0005","ABK44","ABK44E1",24,182.2,7.59,20,10
"130","ABL64E1L1","LIB0005","ABL64","ABL64E1",24,19.6,0.82,10,13
"131","ABK41E1L1","LIB0005","ABK41","ABK41E1",24,127.7,5.32,20,10
"132","ABL33E1L1","LIB0005","ABL33","ABL33E1",15,198,13.2,20,10
"133","ABI44E1L1","LIB0005","ABI44","ABI44E1",24,50.6,2.11,20,13
"134","ABK69E1L1","LIB0005","ABK69","ABK69E1",24,145.9,6.08,20,13
"135","ABK05E1L1","LIB0005","ABK05","ABK05E1",24,132.7,5.53,20,NA
"136","ABL76E1L1","LIB0005","ABL76","ABL76E1",19,193.8,10.2,20,10
"137","ABJ55E1L1","LIB0005","ABJ55","ABJ55E1",24,189.1,7.88,20,10
"138","AAW27E1L1","LIB0005","AAW27","AAW27E1",24,25.2,1.05,10,16
"139","ABK48E1L1","LIB0005","ABK48","ABK48E1",24,118.6,4.94,20,10
"140","ABL03E1L1","LIB0005","ABL03","ABL03E1",24,84,3.5,20,13
"141","AAW17E1L1","LIB0005","AAW17","AAW17E1",24,14,0.59,10,16
"142","ABJ59E1L1","LIB0005","ABJ59","ABJ59E1",24,75.8,3.16,20,13
"143","ABL53E1L1","LIB0005","ABL53","ABL53E1",24,142.1,5.92,20,10
"144","ABL57E1L1","LIB0005","ABL57","ABL57E1",24,169.4,7.06,20,10
"145","AAW32E1L1","LIB0005","AAW32","AAW32E1",24,8,0.34,10,16
"146","AAW23E1L1","LIB0005","AAW23","AAW23E1",24,79.2,3.3,20,10
"147","AAB74E1L1","LIB0006","AAB74","AAB74E1",24,0,0,10,0
"148","AAB78E1L2","LIB0006","AAB78","AAB78E1",24,1.7,0.07,10,0
"149","AAC26E1L2","LIB0006","AAC26","AAC26E1",24,0,0,10,0
"150","AAW10E1L2","LIB0006","AAW10","AAW10E1",24,73.2,3.05,20,0
"151","AAC14E1L2","LIB0006","AAC14","AAC14E1",24,3.4,0.14,10,0
"152","AAC40E1L2","LIB0006","AAC40","AAC40E1",24,2.2,0.09,10,0
"153","C1_EXB0002E1L2","LIB0006","C1_EXB0002","C1_EXB0002E1",24,0,0,10,0
"154","AAB64E1L2","LIB0006","AAB64","AAB64E1",24,9.1,0.38,10,0
"155","AAC55E1L2","LIB0006","AAC55","AAC55E1",24,6.7,0.28,10,0
"156","AAB84E1L2","LIB0006","AAB84","AAB84E1",24,49.4,2.06,10,0
"157","AAW16E1L2","LIB0006","AAW16","AAW16E1",17,389.3,22.9,50,0
"158","AAC28E1L2","LIB0006","AAC28","AAC28E1",24,0,0,10,0
"159","AAB96E1L2","LIB0006","AAB96","AAB96E1",24,20.4,0.85,10,0
"160","AAC36E1L2","LIB0006","AAC36","AAC36E1",24,3.1,0.13,10,0
"161","AAC09E1L2","LIB0006","AAC09","AAC09E1",24,32.4,1.35,10,0
"162","AAC15E1L2","LIB0006","AAC15","AAC15E1",24,1.7,0.07,10,0
"163","AAB69E1L2","LIB0006","AAB69","AAB69E1",24,0,0,10,0
"164","AAC79E1L2","LIB0006","AAC79","AAC79E1",24,0,0,10,0
"165","AAC21E1L2","LIB0006","AAC21","AAC21E1",24,0,0,10,0
"166","AAC07E1L2","LIB0006","AAC07","AAC07E1",24,2.2,0.09,10,0
"167","AAC33E1L2","LIB0006","AAC33","AAC33E1",11,382.8,34.8,50,0
"168","AAD09E1L2","LIB0006","AAD09","AAD09E1",24,0,0,10,0
"169","AAC06E1L2","LIB0006","AAC06","AAC06E1",24,0,0,10,0
"170","AAS14E1L1","LIB0009","AAS14","AAS14E1",27,2.8,0.1,10,23
"171","AAS05E1L1","LIB0009","AAS05","AAS05E1",27,19.3,0.71,10,24
"172","AAS15E1L1","LIB0009","AAS15","AAS15E1",27,13.4,0.5,10,22
"173","AAS13E1L1","LIB0009","AAS13","AAS13E1",27,6.1,0.23,10,25
"174","AAS16E1L1","LIB0009","AAS16","AAS16E1",27,40.2,1.49,10,20
"175","C1_EXB0004E1L1","LIB0009","C1_EXB0004","C1_EXB0004E1",27,0,0,10,22
"176","AAS06E1L1","LIB0009","AAS06","AAS06E1",27,17.3,0.64,10,23
"177","AAS01E1L1","LIB0009","AAS01","AAS01E1",27,8.4,0.31,10,23
"178","AAS27E1L1","LIB0009","AAS27","AAS27E1",27,3.2,0.12,10,19
"179","AAS19E1L1","LIB0009","AAS19","AAS19E1",27,22.7,0.84,10,12
"180","AAS41E1L1","LIB0009","AAS41","AAS41E1",27,4.1,0.15,10,16
"181","C2_EXB0004E1L1","LIB0009","C2_EXB0004","C2_EXB0004E1",27,0,0,10,24
"182","AAS29E1L1","LIB0009","AAS29","AAS29E1",27,4.6,0.17,10,16
"183","AAS42E1L1","LIB0009","AAS42","AAS42E1",27,9.3,0.35,10,18
"184","AAS20E1L1","LIB0009","AAS20","AAS20E1",27,13.3,0.49,10,13
"185","AAS24E1L1","LIB0009","AAS24","AAS24E1",10.5,400.1,38.1,50,11
"186","AAS18E1L1","LIB0009","AAS18","AAS18E1",27,4.2,0.16,10,19
"187","AAS39E1L1","LIB0009","AAS39","AAS39E1",18.7,400.2,21.4,50,11
"188","AAS17E1L1","LIB0009","AAS17","AAS17E1",27,84,3.11,20,13
"189","AAS28E1L1","LIB0009","AAS28","AAS28E1",27,0,0,10,23
"190","AAS30E1L1","LIB0009","AAS30","AAS30E1",27,18.2,0.67,10,11
"191","AAS23E1L1","LIB0009","AAS23","AAS23E1",9.8,400.8,40.9,50,8
"192","AAS34E1L1","LIB0009","AAS34","AAS34E1",27,6.2,0.23,10,21
"193","AAS37E1L1","LIB0009","AAS37","AAS37E1",27,4.7,0.17,10,16
"194","AAS22E1L1","LIB0009","AAS22","AAS22E1",27,14,0.52,10,11
"195","AAS36E1L1","LIB0009","AAS36","AAS36E1",27,20.6,0.76,10,14
"196","AAS21E1L1","LIB0009","AAS21","AAS21E1",27,0,0,10,10
"197","AAS31E1L1","LIB0009","AAS31","AAS31E1",27,2,0.07,10,10
"198","AAS32E1L1","LIB0009","AAS32","AAS32E1",27,40,1.48,10,10
"199","AAS35E1L1","LIB0009","AAS35","AAS35E1",27,223,8.26,20,8
"200","AAS38E1L1","LIB0009","AAS38","AAS38E1",27,3.5,0.13,10,17
"201","AAS04E1L1","LIB0009","AAS04","AAS04E1",27,20.2,0.75,10,14
"202","AAS44E2L1","LIB0009","AAS44","AAS44E2",27,14.3,0.53,10,12
"203","AAT44E1L1","LIB0009","AAT44","AAT44E1",27,62.6,2.32,20,11
"204","AAT42E1L1","LIB0009","AAT42","AAT42E1",27,2.3,0.08,10,16
"205","C5_EXB0004E1L1","LIB0009","C5_EXB0004","C5_EXB0004E1",27,0,0,10,22
"206","AAS11E1L1","LIB0009","AAS11","AAS11E1",27,6.6,0.24,10,17
"207","AAS08E1L1","LIB0009","AAS08","AAS08E1",27,209.8,7.77,20,11
"208","AAS07E1L1","LIB0009","AAS07","AAS07E1",27,160.1,5.93,20,10
"209","AAT52E2L1","LIB0009","AAT52","AAT52E2",27,0,0,10,23
"210","AAT21E1L1","LIB0009","AAT21","AAT21E1",27,12.2,0.45,10,12
"211","AAT48E2L1","LIB0009","AAT48","AAT48E2",27,26.8,0.99,10,12
"212","AAS12E1L1","LIB0009","AAS12","AAS12E1",27,99.1,3.67,20,12
"213","AAT06E1L1","LIB0009","AAT06","AAT06E1",27,1.5,0.06,10,18
"214","AAT04E1L1","LIB0009","AAT04","AAT04E1",27,15.4,0.57,10,14
"215","AAT31E1L1","LIB0009","AAT31","AAT31E1",27,315.9,11.7,10,9
"216","AAT25E1L1","LIB0009","AAT25","AAT25E1",27,17,0.63,10,13
"217","AAT50E2L1","LIB0009","AAT50","AAT50E2",27,19.9,0.74,10,12
"218","AAS46E2L1","LIB0009","AAS46","AAS46E2",27,73.4,2.72,10,10
"219","NSAP20E1L1","LIB0009","NSAP20","NSAP20E1",27,7.9,0.29,10,15
"220","C4_EXB0004E2L1","LIB0009","C4_EXB0004","C4_EXB0004E2",27,0,0,10,22
"221","AAS54E2L1","LIB0009","AAS54","AAS54E2",27,0,0,10,23
"222","NSAP35E1L1","LIB0009","NSAP35","NSAP35E1",27,15.3,0.56,10,15
"223","NSAP42E1L1","LIB0009","NSAP42","NSAP42E1",27,9.8,0.36,10,13
"224","AAT58E2L1","LIB0009","AAT58","AAT58E2",27,44.6,1.65,10,10
"225","NSAP19E1L1","LIB0009","NSAP19","NSAP19E1",27,7.8,0.29,10,18
"226","AAT08E1L1","LIB0009","AAT08","AAT08E1",27,116.1,4.3,10,8
"227","NSAP21E1L1","LIB0009","NSAP21","NSAP21E1",27,8.4,0.31,10,16
"228","AAS10E1L1","LIB0009","AAS10","AAS10E1",27,46.4,1.72,10,11
"229","AAT55E2L1","LIB0009","AAT55","AAT55E2",27,364.5,13.5,10,8
"230","AAT62E2L1","LIB0009","AAT62","AAT62E2",27,166.3,6.16,10,9
"231","AAS45E2L1","LIB0009","AAS45","AAS45E2",27,12.4,0.46,10,12
"232","AAT56E2L1","LIB0009","AAT56","AAT56E2",27,23.4,0.87,10,11
"233","AAT61E2L1","LIB0009","AAT61","AAT61E2",27,340.2,12.6,10,8
"234","NSAP64E1L1","LIB0009","NSAP64","NSAP64E1",27,99.1,3.67,20,11
"235","AAT51E2L1","LIB0009","AAT51","AAT51E2",27,196.6,7.28,10,9
"236","AAT30E1L1","LIB0009","AAT30","AAT30E1",27,459,17,10,8
"237","NSAP54E1L1","LIB0009","NSAP54","NSAP54E1",27,240.3,8.9,20,10
"238","AAT39E1L1","LIB0009","AAT39","AAT39E1",27,7.6,0.28,10,15
"239","AAT57E2L1","LIB0009","AAT57","AAT57E2",27,7,0.26,10,13
"240","AAT24E1L1","LIB0009","AAT24","AAT24E1",27,10.7,0.4,10,14
"241","AAT49E2L1","LIB0009","AAT49","AAT49E2",27,8.5,0.31,10,13
"242","AAT45E1L1","LIB0009","AAT45","AAT45E1",27,260.6,9.65,10,10
"243","NSAP27E1L1","LIB0009","NSAP27","NSAP27E1",27,37.8,1.4,10,13
"244","AAS43E2L1","LIB0009","AAS43","AAS43E2",27,10.6,0.39,10,13
"245","AAT41E1L1","LIB0009","AAT41","AAT41E1",27,93.2,3.45,10,10
"246","AAS47E2L1","LIB0009","AAS47","AAS47E2",27,64.8,2.4,10,11
"247","AAT28E1L1","LIB0009","AAT28","AAT28E1",27,15.3,0.56,10,12
"248","NSAP33E1L1","LIB0009","NSAP33","NSAP33E1",27,40.2,1.49,10,11
"249","NSAP36E1L1","LIB0009","NSAP36","NSAP36E1",27,35.6,1.32,10,14
"250","AAT47E2L1","LIB0009","AAT47","AAT47E2",27,0,0,10,22
"251","AAT05E1L1","LIB0009","AAT05","AAT05E1",27,1.9,0.07,10,16
"252","AAT59E2L1","LIB0009","AAT59","AAT59E2",27,225.7,8.36,10,8
"253","AAT63E2L1","LIB0009","AAT63","AAT63E2",27,14.3,0.53,10,13
"254","C3_EXB0004E1L1","LIB0009","C3_EXB0004","C3_EXB0004E1",27,6.6,0.25,10,22
"255","AAS03E1L1","LIB0009","AAS03","AAS03E1",27,63.2,2.34,20,14
"256","AAS55E2L1","LIB0009","AAS55","AAS55E2",27,0,0,10,24
"257","NSAP34E1L1","LIB0009","NSAP34","NSAP34E1",27,190.4,7.05,20,12
"258","AAS56E2L1","LIB0009","AAS56","AAS56E2",27,8.5,0.31,10,23
"259","AAS09E1L1","LIB0009","AAS09","AAS09E1",27,54.3,2.01,20,13
"260","NSAP67E1L1","LIB0009","NSAP67","NSAP67E1",27,91,3.37,20,12
"261","AAT60E2L1","LIB0009","AAT60","AAT60E2",27,11.9,0.44,10,12
"262","AAT20E1L1","LIB0010","AAT20","AAT20E1",27,9.2,0.34,10,14
"263","AAT29E1L1","LIB0010","AAT29","AAT29E1",27,0,0,10,16
"264","AAT37E1L1","LIB0010","AAT37","AAT37E1",27,0,0,10,13
"265","AAT32E1L1","LIB0010","AAT32","AAT32E1",27,84.5,3.13,20,10
"266","AAT03E1L1","LIB0010","AAT03","AAT03E1",27,1.9,0.07,10,19
"267","AAT40E1L1","LIB0010","AAT40","AAT40E1",27,0,0,10,20
"268","AAT53E1L1","LIB0010","AAT53","AAT53E1",27,4.9,0.18,10,16
"269","AAT34E1L1","LIB0010","AAT34","AAT34E1",27,182.5,6.76,20,9
"270","C1_EXB0005E1L1","LIB0010","C1_EXB0005","C1_EXB0005E1",27,0,0,10,21
"271","AAT26E1L1","LIB0010","AAT26","AAT26E1",27,0,0,10,20
"272","AAT46E1L1","LIB0010","AAT46","AAT46E1",27,0,0,10,28
"273","AAT33E1L1","LIB0010","AAT33","AAT33E1",27,6.5,0.24,10,14
"274","AAT23E1L1","LIB0010","AAT23","AAT23E1",27,106.4,3.94,20,11
"275","AAT38E1L1","LIB0010","AAT38","AAT38E1",27,3.2,0.12,10,16
"276","AAT43E1L1","LIB0010","AAT43","AAT43E1",27,15.4,0.57,10,13
"277","AAT22E1L1","LIB0010","AAT22","AAT22E1",27,0,0,10,19
"278","ABK09E1L1","LIB0011","ABK09","ABK09E1",27,211.1,7.82,20,8
"279","C1_EXB0006E1L1","LIB0011","C1_EXB0006","C1_EXB0006E1",0,0,0.07,10,18
"280","ABK57E1L1","LIB0011","ABK57","ABK57E1",24,386.4,16.1,50,8
"281","ABI47E1L1","LIB0011","ABI47","ABI47E1",27,248.9,9.22,20,8
"282","ABK09E2L1","LIB0011","ABK09","ABK09E2",27,211.1,7.97,20,8
"283","ABI46E1L1","LIB0011","ABI46","ABI46E1",21,399,19,50,10
"284","ABI47E2L1","LIB0011","ABI47","ABI47E2",27,248.9,10.8,20,12
"285","AAV26E1L1","LIB0012","AAV26","AAV26E1",22,193.4,8.79,20,7
"286","ABA63E1L1","LIB0012","ABA63","ABA63E1",24,96.7,4.03,20,7
"287","AAC79E2L1","LIB0012","AAC79","AAC79E2",24,1.7,0.07,10,16
"288","AAV43E1L1","LIB0012","AAV43","AAV43E1",24,165.4,6.89,20,10
"289","AAC28E2L1","LIB0012","AAC28","AAC28E2",24,2.9,0.12,10,13
"290","AAC07E2L1","LIB0012","AAC07","AAC07E2",24,0,0,10,16
"291","AAU65E1L1","LIB0012","AAU65","AAU65E1",2,171.2,85.6,20,7
"292","AAS14E2L1","LIB0012","AAS14","AAS14E2",24,13.2,0.55,10,13
"293","ABA67E1L1","LIB0012","ABA67","ABA67E1",21,197.2,9.39,20,7
"294","ABB24E1L1","LIB0012","ABB24","ABB24E1",9,186.3,20.7,20,7
"295","ABB05E1L1","LIB0012","ABB05","ABB05E1",12,198,16.5,20,13
"296","AAB69E2L1","LIB0012","AAB69","AAB69E2",24,0,0,10,16
"297","AAV44E1L1","LIB0012","AAV44","AAV44E1",16,200,12.5,20,16
"298","ABA56E1L1","LIB0012","ABA56","ABA56E1",11,188.1,17.1,20,7
"299","AAW10E2L1","LIB0012","AAW10","AAW10E2",24,96.7,4.03,20,13
"300","AAS15E2L1","LIB0012","AAS15","AAS15E2",24,4.6,0.19,10,10
"301","AAS06E2L1","LIB0012","AAS06","AAS06E2",24,20.6,0.86,10,10
"302","AAB64E2L1","LIB0012","AAB64","AAB64E2",24,0,0,10,19
"303","ABA68E1L1","LIB0012","ABA68","ABA68E1",17,198.9,11.7,20,13
"304","AAB01E1L1","LIB0012","AAB01","AAB01E1",6,185.4,30.9,20,10
"305","AAC36E2L1","LIB0012","AAC36","AAC36E2",24,4.6,0.19,10,13
"306","AAA73E1L1","LIB0012","AAA73","AAA73E1",3,156,52,20,10
"307","AAC55E2L1","LIB0012","AAC55","AAC55E2",24,7,0.29,10,10
"308","ABB26E1L1","LIB0012","ABB26","ABB26E1",7,176.4,25.2,20,10
"309","AAC26E2L1","LIB0012","AAC26","AAC26E2",24,1.7,0.07,10,13
"310","AAV25E1L1","LIB0012","AAV25","AAV25E1",3,171,57,20,10
"311","AAU97E1L1","LIB0012","AAU97","AAU97E1",14,189,13.5,20,16
"312","ABA55E1L1","LIB0012","ABA55","ABA55E1",24,93.4,3.89,20,10
"313","AAC06E2L1","LIB0012","AAC06","AAC06E2",24,4,0.16,10,13
"314","AAU83E1L1","LIB0012","AAU83","AAU83E1",17,195.5,11.5,20,13
"315","AAV39E1L1","LIB0012","AAV39","AAV39E1",21,196.1,9.34,20,7
"316","AAB74E2L1","LIB0012","AAB74","AAB74E2",24,0,NA,10,19
"317","AAS05E2L1","LIB0012","AAS05","AAS05E2",24,13.4,0.56,10,13
"318","ABA64E1L1","LIB0012","ABA64","ABA64E1",22,196.9,8.95,20,7
"319","ABA61E1L1","LIB0012","ABA61","ABA61E1",13,193.7,14.9,20,10
