mapping_percentage	sequence_id	mapping_id
71.49362	EHI00085	DM00747
39.95415	EHI01182	DM02318
74.0589	EHI00600	DM00489
60.97003	EHI00697	DM01670
65.37239	EHI00717	DM02147
71.08158	EHI01965	DM02983
1.20786	EHI01566	DM01774
0.09661	EHI00632	DM01538
44.79026	EHI02465	DM03471
7.07317	EHI01579	DM02327
71.12716	EHI00127	DM00028
32.72008	EHI00699	DM00185
78.57252	EHI00365	DM00475
86.45784	EHI01280	DM01410
28.66016	EHI00969	DM02367
29.46419	EHI01250	DM01516
68.6668	EHI00139	DM02802
67.63326	EHI00692	DM00604
NA	NA	DM00257
43.98925	EHI00522	DM00538
6.02835	EHI00214	DM02344
3.39166	EHI01655	DM02944
NA	NA	DM00216
85.1922	EHI00592	DM00467
84.61555	EHI02069	DM03128
23.57629	EHI00038	DM00128
13.236510000000001	EHI02550	DM03576
61.0942	EHI00556	DM02170
76.3057	EHI01350	DM02371
25.16489	EHI00036	DM00988
68.87455	EHI01989	DM02955
86.26526	EHI01319	DM01402
6.01197	EHI01186	DM00837
82.55933	EHI01265	DM02586
0.76354	EHI01399	DM03623
59.17145	EHI00104	DM00776
76.67731	EHI01061	DM01102
61.57804	EHI00455	DM01059
81.27788	EHI00850	DM02463
2.46696	EHI01626	DM01832
40.74839	EHI01800	DM02929
31.31925	EHI01226	DM03484
5.14444	EHI00451	DM02841
NA	NA	DM00417
60.39893	EHI02364	DM03441
79.48635	EHI00422	DM00657
73.21433	EHI00341	DM01053
75.6153	EHI00122	DM02815
81.909	EHI01494	DM01966
NA	NA	DM00389
83.57433	EHI01505	DM01933
31.51762	EHI02461	DM03512
14.75654	EHI00373	DM02337
89.45802	EHI01282	DM01342
76.25505	EHI01485	DM03335
0.00427	EHI01407	DM01393
54.08961	EHI00705	DM02125
83.02406	EHI00398	DM03333
87.69078	EHI01462	DM01895
70.25558	EHI00153	DM01273
72.34296	EHI01438	DM01829
68.92707	EHI01377	DM01476
53.72721	EHI01089	DM01161
60.40152	EHI01022	DM03554
0.03948	EHI00077	DM00103
NA	NA	DM00421
81.18954	EHI00398	DM01939
83.38729	EHI01473	DM03303
7.81533	EHI01204	DM03532
78.44225	EHI00100	DM00770
23.63176	EHI02085	DM03129
29.62793	EHI00151	DM00994
NA	NA	DM00323
23.54026	EHI01152	DM02892
90.50899	EHI01332	DM01413
84.62357	EHI01507	DM02081
59.28799	EHI02261	DM03545
29.16931	EHI00742	DM00196
61.14738	EHI00742	DM00595
67.98669	EHI01339	DM01492
81.73893	EHI00165	DM01772
0.70528	EHI01092	DM00882
3.54958	EHI01093	DM01120
74.40329	EHI00105	DM02826
NA	NA	DM00322
14.5121	EHI01117	DM02889
83.28233	EHI00374	DM01879
6.16239	EHI01236	DM01782
4.19688	EHI01107	DM02280
51.12748	EHI00080	DM02737
89.63611	EHI01173	DM01478
87.28721	EHI01320	DM01445
82.38386	EHI00855	DM02163
71.43195	EHI01229	DM01760
3.95501	EHI02549	DM03588
46.61274	EHI01185	DM01142
67.80983	EHI00554	DM00564
82.82828	EHI01330	DM01332
72.7966	EHI02080	DM03312
NA	NA	DM00318
86.17412	EHI01283	DM01420
31.97968	EHI00011	DM01021
80.55212	EHI01558	DM02073
56.64344	EHI00730	DM00612
18.66854	EHI01087	DM00919
8.76719	EHI00274	DM02429
89.85963	EHI01298	DM01441
70.47902	EHI00467	DM02723
24.3913	EHI01195	DM02930
56.33433	EHI00378	DM02628
79.99447	EHI00327	DM00450
56.23712	EHI01593	DM02599
41.60212	EHI00486	DM02606
NA	NA	DM00243
82.05783	EHI01065	DM01373
0	EHI00063	DM02243
50.36682	EHI01178	DM00715
0.5713	EHI01192	DM01849
3.11146	EHI01137	DM00875
25.18855	EHI02051	DM03046
84.63265	EHI02017	DM03223
41.89006	EHI00674	DM00191
15.4944	EHI01801	DM02922
31.29092	EHI02085	DM03711
47.81622	EHI00331	DM01218
65.65254	EHI00567	DM00662
21.2132	EHI02564	DM03601
5.79969	EHI00037	DM00126
0.06961	EHI01399	DM01750
83.7035	EHI01050	DM01349
66.36237	EHI00501	DM00580
84.52813	EHI00389	DM01990
81.03097	EHI01058	DM02505
7.69231	EHI02107	DM03001
NA	NA	DM00244
NA	NA	DM00264
16.56723	EHI00938	DM02524
NA	NA	DM00242
3.47632	EHI00809	DM03394
56.17853	EHI00782	DM02443
77.36306	EHI02240	DM03257
0.65956	EHI00159	DM02245
66.0469	EHI01414	DM01481
32.98586	EHI00630	DM01635
84.7737	EHI01502	DM03357
NA	NA	DM00341
8.16354	EHI00179	DM02845
53.23975	EHI00480	DM00663
86.40754	EHI01501	DM02034
3.1209	EHI01531	DM01788
66.12983	EHI00453	DM01064
24.42724	EHI00304	DM02364
82.74666	EHI01491	DM01983
86.53453	EHI01495	DM02094
88.6357	EHI01307	DM01291
24.24521	EHI02631	DM03753
85.10915	EHI01514	DM02096
NA	NA	DM00291
53.77685	EHI01492	DM02103
49.82805	EHI01344	DM01474
71.10997	EHI00125	DM02782
77.37316	EHI02076	DM03089
38.19324	EHI00459	DM00484
82.90085	EHI01552	DM02012
77.84684	EHI00594	DM01564
NA	NA	DM00431
13.53658	EHI00016	DM00151
14.68532	EHI00207	DM02437
73.9435	EHI00302	DM01253
3.10504	EHI01629	DM03694
NA	NA	DM00273
43.07084	EHI01618	DM01809
1.84889	EHI00797	DM02197
55.29051	EHI01077	DM01098
11.6772	EHI00006	DM01003
88.5185	EHI01368	DM01485
NA	NA	DM00384
NA	NA	DM00255
11.76083	EHI00149	DM00945
13.47744	EHI01169	DM03517
4.62279	EHI00647	DM02355
NA	NA	DM00360
80.6258	EHI01054	DM00979
84.83093	EHI01456	DM03338
80.16304	EHI01217	DM01754
NA	NA	DM00430
62.15793	EHI00819	DM02421
85.07257	EHI00391	DM02086
70.61319	EHI00375	DM01247
12.55022	EHI00241	DM02417
82.14004	EHI00416	DM02092
56.65097	EHI01079	DM02158
88.60089	EHI01173	DM00744
NA	NA	DM00282
0.46608	EHI01151	DM02278
56.81363	EHI00025	DM01005
14.07385	EHI00523	DM01614
0	EHI00280	DM02249
72.41721	EHI00363	DM00457
2.57595	EHI01629	DM01811
84.1036	EHI00408	DM03215
NA	NA	DM00307
29.98672	EHI02548	DM03581
70.85732	EHI02586	DM03763
89.27822	EHI01307	DM01446
37.41618	EHI00943	DM01542
7.18222	EHI00650	DM02354
3.54156	EHI02115	DM03119
NA	NA	DM00288
73.37567	EHI02241	DM03318
58.98194	EHI00856	DM02550
43.607170000000004	EHI02100	DM03103
35.48023	EHI00216	DM00525
45.55888	EHI00358	DM01546
32.43297	EHI00227	DM00513
66.5124	EHI00546	DM00542
73.75677	EHI01493	DM02039
2.77455	EHI02128	DM03110
57.25519	EHI00551	DM02609
49.40006	EHI00849	DM02162
4.46237	EHI02418	DM03509
4.76688	EHI01658	DM01864
45.38135	EHI02507	DM03390
11.41055	EHI01511	DM03267
81.62642	EHI00479	DM00689
49.27554	EHI02089	DM03063
75.1967	EHI01987	DM02967
62.35379	EHI02071	DM03032
NA	NA	DM00289
64.16388	EHI00836	DM02198
66.38845	EHI00696	DM01665
NA	EHI01269	DM01465
83.91981	EHI00394	DM01897
2.07909	EHI02055	DM03034
NA	NA	DM00256
74.33227	EHI00733	DM00613
84.56508	EHI00374	DM03355
80.09247	EHI01520	DM01928
50.52626	EHI00987	DM02178
NA	NA	DM00232
12.08585	EHI01642	DM02899
NA	NA	DM00413
58.98194	EHI00856	DM02677
14.63773	EHI00344	DM01579
50.33152	EHI00535	DM00532
6.52921	EHI02570	DM03577
24.90232	EHI00753	DM00176
81.52463	EHI01457	DM01910
84.38606	EHI00371	DM00479
76.29903	EHI00852	DM02552
11.40686	EHI02430	DM03421
81.66054	EHI00113	DM02761
62.49992	EHI00230	DM02450
56.4451	EHI00480	DM02762
57.40461	EHI00706	DM02118
79.35628	EHI01081	DM01111
NA	NA	DM00235
26.15881	EHI01659	DM02925
58.89354	EHI02113	DM03122
0.00204	EHI00513	DM02356
59.4809	EHI01341	DM02521
0.83506	EHI01375	DM01725
NA	NA	DM00313
72.41791	EHI01003	DM02203
88.1127	EHI01309	DM01293
3.20946	EHI01630	DM03689
38.84526	EHI01196	DM02885
70.25558	EHI00153	DM00577
0.10313	EHI00609	DM01561
63.390860000000004	EHI00488	DM00654
46.51393	EHI02040	DM03056
78.48876	EHI00289	DM03251
56.36785	EHI00785	DM02361
1.24374	EHI01130	DM02298
68.43148	EHI00342	DM00458
66.36237	EHI00501	DM01254
83.08176	EHI01464	DM03165
79.77649	EHI00514	DM02809
78.28652	EHI01083	DM01375
35.76783	EHI01223	DM01193
70.71975	EHI00427	DM01057
62.45465	EHI00683	DM01678
82.89448	EHI01455	DM02019
69.78058	EHI00837	DM02687
77.62349	EHI02018	DM03246
84.31227	EHI01471	DM03204
51.89857	EHI01367	DM01737
32.26472	EHI01606	DM02384
30.37454	EHI00166	DM00955
91.43111	EHI01299	DM01304
68.61671	EHI02354	DM03429
71.25379	EHI00464	DM00653
7.9e-4	EHI02375	DM03444
48.38964	EHI01201	DM03467
NA	NA	DM00420
7.96905	EHI00151	DM00121
65.8489	EHI00684	DM01690
27.52313	EHI00638	DM02154
24.57895	EHI00642	DM01613
77.4966	EHI01698	DM03592
NA	NA	DM00208
NA	NA	DM00419
35.87422	EHI01550	DM01984
72.54258	EHI00032	DM00965
80.70888	EHI00405	DM00449
1.91019	EHI00017	DM00136
69.66682	EHI00694	DM01691
26.03016	EHI02118	DM03088
80.6258	EHI01054	DM02510
39.73863	EHI01172	DM00724
81.40781	EHI00402	DM01929
74.08354	EHI02011	DM03248
47.04852	EHI00396	DM02626
NA	NA	DM00238
84.53273	EHI01551	DM01959
NA	NA	DM00356
1.47279	EHI02695	DM03777
72.85214	EHI01365	DM01744
61.67173	EHI00670	DM01721
42.3386	EHI01696	DM02727
77.44245	EHI00231	DM01242
79.29099	EHI00808	DM03398
82.27711	EHI01209	DM03480
85.77313	EHI01289	DM01295
23.67459	EHI02131	DM02998
73.49822	EHI00521	DM01073
29.74761	EHI00678	DM00166
56.90316	EHI00846	DM02696
77.04122	EHI01049	DM01367
55.5529	EHI02250	DM03626
69.16299	EHI00309	DM00555
5.56045	EHI02049	DM03053
1.66598	EHI00172	DM00139
79.15929	EHI01558	DM01924
0.06176	EHI00795	DM02350
0	EHI02106	DM03074
62.79129	EHI00041	DM00952
NA	NA	DM00329
72.91392	EHI00161	DM00530
43.43389	EHI01388	DM01473
71.16567	EHI02611	DM03759
79.55161	EHI00235	DM02693
2.42405	EHI02124	DM03106
NA	NA	DM00344
74.12123	EHI01237	DM01766
82.8741	EHI00414	DM02032
NA	NA	DM00296
49.99107	EHI01176	DM00702
88.97011	EHI00133	DM00771
63.93257	EHI01616	DM01818
84.10666	EHI01514	DM01981
81.12738	EHI01057	DM01350
84.28057	EHI00116	DM02822
NA	NA	DM00214
49.01036	EHI01232	DM01764
3.40842	EHI01354	DM02186
2.10499	EHI01221	DM00867
64.16433	EHI02071	DM03131
8.25233	EHI00096	DM00015
2.91121	EHI01096	DM00915
NA	NA	DM00312
70.68229	EHI01003	DM02180
92.4537	EHI01498	DM01919
62.49992	EHI00230	DM02546
79.97683	EHI00382	DM02036
NA	NA	DM00351
85.63082	EHI00418	DM03161
57.20715	EHI00845	DM02573
76.924	EHI00393	DM00516
3.25777	EHI01193	DM00850
80.55212	EHI01558	DM03184
63.04961	EHI00984	DM03431
65.36227	EHI02608	DM03698
0.0029	EHI00531	DM01391
72.4619	EHI02579	DM03706
84.92106	EHI01503	DM02087
NA	NA	DM00299
NA	NA	DM00380
23.36513	EHI01200	DM03482
56.73908	EHI00831	DM02493
54.14709	EHI02137	DM03151
64.57421	EHI00712	DM02146
0.47367	EHI00145	DM00014
78.40652	EHI01463	DM01942
0.02004	EHI00649	DM02345
2.22416	EHI01183	DM01196
89.12731	EHI01312	DM01448
6.33119	EHI01104	DM01192
0.37736	EHI00784	DM02347
66.99058	EHI01991	DM02974
40.16538	EHI01106	DM02860
86.95652	EHI01287	DM01300
76.6864	EHI00375	DM01930
8.04321	EHI01219	DM01842
58.9481	EHI00027	DM00956
36.66208	EHI01592	DM02379
63.61876	EHI00126	DM00792
1.67241	EHI01187	DM01163
0.99634	EHI00143	DM02233
85.41484	EHI02141	DM03118
85.91146	EHI00479	DM02824
69.8812	EHI00676	DM00609
85.87129	EHI01554	DM01996
78.85584	EHI00688	DM00614
7.56691	EHI02099	DM03113
39.73863	EHI01172	DM00716
80.59467	EHI00470	DM02772
55.93328	EHI01582	DM02386
NA	NA	DM00442
50.27259	EHI01618	DM03710
17.33395	EHI00898	DM01031
0.02869	EHI00079	DM00090
4.79871	EHI02139	DM03154
75.78079	EHI00247	DM00550
46.28143	EHI00550	DM02601
4.31817	EHI00234	DM02393
72.01201	EHI00076	DM02808
8.93298	EHI01125	DM02914
63.62181	EHI02080	DM03066
0.13763	EHI01025	DM01651
78.36506	EHI02097	DM03787
1.94763	EHI01635	DM01847
82.09583	EHI00389	DM00480
67.11229	EHI00569	DM00661
86.16672	EHI01454	DM01892
91.06346	EHI01318	DM01436
75.95892	EHI02033	DM03240
82.57679	EHI00169	DM02105
6.50931	EHI01186	DM01843
67.63326	EHI00692	DM01673
16.62019	EHI00010	DM00968
56.97134	EHI02086	DM03127
0.10974	EHI00173	DM02261
NA	NA	DM00377
0.76249	EHI00432	DM01606
43.86591	EHI00758	DM00624
50.69904	EHI00168	DM00967
2.83612	EHI01112	DM00876
23.26519	EHI01162	DM03524
0.18408	EHI00605	DM01633
78.85465	EHI01743	DM03330
82.06753	EHI02013	DM03186
49.88299	EHI02116	DM03022
90.12732	EHI00150	DM00541
48.83754	EHI00838	DM02695
87.48575	EHI01311	DM01303
52.53768	EHI00851	DM02467
84.07063	EHI01465	DM03197
80.12749	EHI00392	DM01974
64.53353	EHI01090	DM00860
79.55161	EHI00235	DM02482
76.46297	EHI00376	DM01271
27.21305	EHI00335	DM01226
43.86489	EHI00688	DM00175
73.27011	EHI02030	DM03316
45.92767	EHI01139	DM02858
77.36059	EHI00470	DM00688
92.55124	EHI00415	DM01212
85.95504	EHI00394	DM02018
76.43097	EHI01447	DM01812
53.72721	EHI01089	DM00904
7.85105	EHI00640	DM02353
19.04263	EHI02454	DM03416
16.56723	EHI00938	DM02400
49.12747	EHI02057	DM03044
78.34513	EHI00808	DM02416
NA	NA	DM00258
75.03871	EHI00113	DM00826
67.19097	EHI00524	DM00667
2.79543	EHI01635	DM02920
48.94046	EHI00361	DM00505
85.0895	EHI00276	DM02077
12.0911	EHI02425	DM03469
14.95896	EHI00449	DM02627
0.44122	EHI01103	DM02275
4.60091	EHI01188	DM02307
72.54258	EHI00032	DM00999
15.17381	EHI01702	DM02724
82.84305	EHI00100	DM02821
37.703360000000004	EHI00021	DM00927
NA	NA	DM00206
61.86689	EHI00114	DM00748
85.53539	EHI01459	DM01993
12.60268	EHI00148	DM01023
54.06998	EHI00079	DM00805
74.58218	EHI01584	DM01834
87.85579	EHI01218	DM01483
34.87946	EHI01661	DM02918
12.60268	EHI00148	DM00959
82.44838	EHI01520	DM02085
32.86834	EHI01828	DM02870
11.51538	EHI02104	DM02994
3.87622	EHI00658	DM02346
8.15701	EHI00251	DM02438
82.75964	EHI00392	DM03314
77.00116	EHI01482	DM01931
82.50239	EHI01516	DM03226
NA	NA	DM00211
NA	NA	DM00404
2.76071	EHI01088	DM00871
0.63624	EHI01094	DM01150
73.7179	EHI00219	DM03459
56.73908	EHI00831	DM02553
7.9e-4	EHI00053	DM02242
52.53768	EHI00851	DM02666
19.3041	EHI02085	DM02991
1.44937	EHI01128	DM02291
82.49244	EHI00925	DM00478
61.53711	EHI00178	DM00794
4.67499	EHI01650	DM02910
49.9754	EHI01175	DM00720
17.77509	EHI01224	DM00910
55.49015	EHI00970	DM03544
76.24323	EHI00528	DM00447
78.5036	EHI01500	DM02022
82.99044	EHI01059	DM01377
9.28082	EHI01660	DM02881
79.95039	EHI00383	DM01907
74.09879	EHI00158	DM01222
69.78058	EHI00837	DM02464
74.69838	EHI00289	DM00565
70.20945	EHI01234	DM03468
7.71729	EHI00010	DM00159
8.16746	EHI01588	DM01794
36.18432	EHI01277	DM02424
86.18334	EHI01293	DM01346
72.33021	EHI01979	DM02958
31.37406	EHI02041	DM03038
NA	NA	DM00412
50.33152	EHI00535	DM01258
48.53005	EHI01177	DM00725
10.56458	EHI00364	DM02408
0	EHI00045	DM02229
2.97955	EHI02696	DM03805
77.01027	EHI00381	DM00481
83.82842	EHI00088	DM02781
66.63272	EHI00725	DM01723
1.99571	EHI00515	DM01659
45.33462	EHI02062	DM03055
80.83151	EHI00685	DM01680
76.29903	EHI00852	DM02456
79.53299	EHI01482	DM03343
NA	NA	DM00357
82.15123	EHI01209	DM01752
80.76614	EHI00092	DM00787
73.25812	EHI01522	DM01896
69.15668	EHI01052	DM00971
57.84777	EHI00079	DM02835
NA	NA	DM00241
3.96265	EHI01446	DM03740
75.74766	EHI00681	DM00620
0.57357	EHI01151	DM00877
69.78058	EHI00837	DM02699
68.65756	EHI00332	DM01279
31.62608	EHI00614	DM02619
NA	NA	DM00375
20.91193	EHI01799	DM02916
0.03948	EHI00077	DM00089
59.56657	EHI00494	DM02708
83.23977	EHI01523	DM01940
50.70345	EHI00686	DM00193
71.50888	EHI00179	DM02837
8.60139	EHI00221	DM03498
6.27744	EHI00149	DM00143
52.96202	EHI01233	DM01859
80.62698	EHI00110	DM00755
60.80815	EHI01269	DM01471
59.72892	EHI01275	DM01507
1.33559	EHI02555	DM03571
90.55865	EHI01318	DM01296
87.00004	EHI01305	DM01345
12.33487	EHI01117	DM02302
63.39303	EHI00069	DM02764
54.31441	EHI01823	DM02900
3.66398	EHI01193	DM01861
0.64619	EHI01145	DM01199
69.70778	EHI00137	DM02799
73.4283	EHI02359	DM03425
58.72859	EHI00236	DM02338
94.35961	EHI00474	DM01565
62.49992	EHI00230	DM02558
5.55386	EHI00433	DM02852
0.10731	EHI01400	DM01735
89.38457	EHI01287	DM01428
70.38307	EHI00131	DM02801
78.65602	EHI00413	DM01926
56.1003	EHI00679	DM00629
82.31407	EHI01469	DM01936
67.49249	EHI00121	DM02780
2.91121	EHI01096	DM01195
67.33471	EHI00076	DM00791
79.28809	EHI01050	DM02503
25.85995	EHI02510	DM03391
0.0944	EHI00434	DM01646
2.45507	EHI01154	DM00858
NA	NA	DM00274
65.81132	EHI00114	DM02807
3.39109	EHI01003	DM01387
83.396960000000007	EHI01062	DM01362
47.81622	EHI00331	DM00548
NA	NA	DM00279
57.6501	EHI00526	DM02608
82.48653	EHI02596	DM03680
77.40614	EHI01567	DM01781
66.0271	EHI01996	DM03234
2.27982	EHI01639	DM02297
NA	NA	DM00245
4.58239	EHI02565	DM03584
41.86984	EHI00970	DM02179
55.43888	EHI01077	DM01357
NA	NA	DM00346
3.70528	EHI01221	DM02903
1.25512	EHI01121	DM02324
4.55955	EHI00020	DM00131
12.55078	EHI00750	DM02138
48.83754	EHI00838	DM02671
60.64951	EHI00070	DM00751
8.00903	EHI00026	DM00140
0.73688	EHI01141	DM02316
0	EHI00056	DM02253
49.89507	EHI00638	DM03614
79.55161	EHI00235	DM02470
80.66477	EHI00394	DM01082
56.53813	EHI01022	DM02212
57.20715	EHI00845	DM02465
80.58766	EHI02037	DM03222
63.49227	EHI00853	DM02165
13.22615	EHI00679	DM00188
77.51373	EHI01970	DM03800
52.53768	EHI00851	DM02563
62.14975	EHI00731	DM00599
0.10097	EHI01140	DM01126
1.3615	EHI00018	DM00948
0.10522	EHI00657	DM01582
NA	NA	DM00397
84.76613	EHI01279	DM03644
14.07739	EHI01654	DM02919
83.38511	EHI01494	DM03158
60.34396	EHI00170	DM00957
58.89175	EHI01233	DM02864
7.17207	EHI01127	DM00874
50.36682	EHI01178	DM00723
71.32751	EHI00700	DM00597
42.3386	EHI01696	DM02637
NA	NA	DM00218
48.46077	EHI02464	DM03401
44.14291	EHI00547	DM00681
74.01235	EHI02078	DM03358
72.88957	EHI01369	DM01730
76.26445	EHI00686	DM01668
85.82812	EHI01528	DM02100
48.83754	EHI00838	DM02472
85.88625	EHI01317	DM01433
71.95559	EHI02292	DM03278
2.69262	EHI00803	DM02529
0.32818	EHI00033	DM00130
82.23839	EHI01513	DM01997
2.6839	EHI01144	DM00897
78.59507	EHI00117	DM00774
84.50772	EHI01475	DM03179
36.00818	EHI01249	DM01514
54.65341	EHI00126	DM00828
81.03399	EHI02619	DM03785
2.66923	EHI01119	DM01144
23.14455	EHI00101	DM00821
81.96058	EHI00410	DM00511
1.30252	EHI01121	DM00862
54.0351	EHI01180	DM00736
3.37472	EHI01122	DM00861
2.67962	EHI00031	DM00148
50.93672	EHI00461	DM00563
67.96848	EHI00420	DM00462
42.70003	EHI00747	DM02131
51.70488	EHI01233	DM01123
71.09476	EHI00345	DM01583
83.26266	EHI01469	DM02063
0.03948	EHI00077	DM00013
32.35206	EHI00136	DM00030
53.18066	EHI00419	DM01239
81.43165	EHI00376	DM01980
80.19875	EHI00095	DM00750
32.26685	EHI00832	DM02483
83.88314	EHI01556	DM01999
63.09159	EHI02088	DM03139
1.11491	EHI01374	DM01728
51.94225	EHI00126	DM00822
40.40525	EHI02462	DM03375
59.38129	EHI00543	DM02602
1.26627	EHI01412	DM01734
83.74443	EHI01508	DM01941
61.96429	EHI01532	DM01777
0.49746	EHI01099	DM02295
60.44179	EHI00086	DM02820
65.04561	EHI00754	DM01705
15.66149	EHI01109	DM00840
90.36167	EHI01295	DM01435
68.25665	EHI01970	DM02953
0.11726	EHI00869	DM01627
21.64033	EHI01224	DM02942
6.47456	EHI00024	DM00142
NA	NA	DM00219
83.37585	EHI02012	DM03317
83.94968	EHI00387	DM03345
2.74052	EHI01215	DM03534
32.26685	EHI00832	DM02567
NA	NA	DM00304
NA	NA	DM00269
46.63994	EHI00560	DM02209
76.924	EHI00393	DM01237
78.81284	EHI00399	DM00588
69.59066	EHI01617	DM03717
14.88241	EHI02405	DM03393
67.28259	EHI02599	DM03762
NA	NA	DM00275
0.03948	EHI00077	DM00113
96.50877	EHI00407	DM00561
63.19525	EHI01389	DM01509
69.78058	EHI00837	DM02675
48.73173	EHI02095	DM03677
78.85584	EHI00688	DM01671
NA	NA	DM00415
69.78058	EHI00837	DM02548
83.37447	EHI02397	DM03627
84.62357	EHI01507	DM03174
74.59124	EHI01073	DM00981
23.67368	EHI00944	DM01654
3.62324	EHI01128	DM02886
0	EHI00001	DM00202
74.71521	EHI01999	DM03284
25.18073	EHI01701	DM02726
1.6157	EHI01187	DM02284
72.20076	EHI00218	DM02413
45.9506	EHI00547	DM02784
77.69862	EHI00507	DM02773
62.37071	EHI00690	DM01677
44.81872	EHI02552	DM03604
76.46297	EHI00376	DM00545
63.76686	EHI00403	DM00535
83.02063	EHI01477	DM02093
78.27305	EHI00481	DM02819
0.03948	EHI00077	DM00083
81.27788	EHI00850	DM02674
50.40714	EHI00471	DM02624
41.22192	EHI00559	DM02208
11.523	EHI00210	DM02435
75.35434	EHI01292	DM01423
59.87871	EHI01179	DM00739
49.9754	EHI01175	DM00696
34.96168	EHI00170	DM00120
79.74935	EHI00566	DM02818
0.01336	EHI02142	DM03002
85.48054	EHI01526	DM02088
54.04119	EHI01179	DM00729
43.2776	EHI02100	DM03069
36.86418	EHI00677	DM00180
19.52473	EHI02111	DM03078
57.20715	EHI00845	DM02549
74.96005	EHI01980	DM02965
71.07151	EHI00097	DM00758
66.82088	EHI00126	DM02746
3.13371	EHI00426	DM02844
70.41199	EHI01272	DM02582
65.00838	EHI02075	DM03096
44.44872	EHI01182	DM01132
88.46475	EHI01462	DM03281
67.43821	EHI02614	DM03743
3.19814	EHI02109	DM02992
73.48791	EHI00169	DM01286
0.00344	EHI00057	DM02262
37.08964	EHI00094	DM00019
77.54827	EHI01500	DM01880
32.62476	EHI02084	DM03013
56.90316	EHI00846	DM02449
50.60564	EHI01619	DM01826
30.4644	EHI00443	DM01596
0.02869	EHI00079	DM00112
0.5284	EHI01103	DM00911
81.45455	EHI00169	DM01971
0.09663	EHI00588	DM01637
NA	NA	DM00270
76.29903	EHI00852	DM02703
41.75894	EHI01600	DM02383
83.4711	EHI01557	DM03205
26.64378	EHI00683	DM00189
1.16757	EHI01136	DM00891
NA	NA	DM00395
53.99228	EHI00675	DM01688
0.76421	EHI01108	DM01157
37.57977	EHI00954	DM03423
6.92339	EHI01591	DM02330
80.43106	EHI01463	DM03172
0.02869	EHI00079	DM00100
NA	NA	DM00226
86.03191	EHI01312	DM01307
87.2071	EHI01303	DM01414
60.0839	EHI00098	DM00756
84.1036	EHI00408	DM02000
0.73431	EHI01149	DM00886
83.17385	EHI00400	DM01914
74.18457	EHI00426	DM00658
NA	NA	DM00302
12.56346	EHI02448	DM03362
77.07432	EHI01066	DM01371
22.13021	EHI00300	DM02441
74.823	EHI01407	DM01732
2.05724	EHI00264	DM02342
4.74224	EHI00458	DM02849
27.33462	EHI00475	DM00470
0.02869	EHI00079	DM00104
68.65756	EHI00332	DM00536
75.546	EHI02009	DM03210
1.34853	EHI01130	DM00902
69.39822	EHI02602	DM03809
NA	NA	DM00367
72.50614	EHI00368	DM01062
NA	NA	DM00393
84.40104	EHI01521	DM02064
83.85998	EHI01457	DM03351
41.74998	EHI02053	DM03040
3.3013	EHI01636	DM01852
11.36379	EHI01413	DM03645
NA	NA	DM00350
85.74631	EHI01300	DM01406
83.38511	EHI01494	DM02070
67.96848	EHI00420	DM01096
57.15176	EHI02067	DM03120
46.74625	EHI02096	DM03064
83.46362	EHI01480	DM02010
74.67266	EHI02421	DM03422
58.53776	EHI02302	DM03326
82.52589	EHI01474	DM01904
53.18066	EHI00419	DM00594
NA	NA	DM00394
3.83467	EHI01824	DM02874
70.9925	EHI02251	DM03620
67.23353	EHI00433	DM02787
0.47742	EHI01138	DM02317
84.92106	EHI01503	DM03266
56.33426	EHI00669	DM01706
81.11004	EHI01076	DM01107
62.39212	EHI02072	DM03029
62.41238	EHI01603	DM02381
10.88152	EHI00019	DM00146
0.03855	EHI00174	DM02250
65.30541	EHI02079	DM03137
61.53251	EHI00753	DM01697
69.41556	EHI02589	DM03747
31.09292	EHI01700	DM02633
81.42959	EHI01382	DM01316
NA	NA	DM00369
NA	NA	DM00234
47.82066	EHI00219	DM02334
52.53768	EHI00851	DM02575
70.27716	EHI01997	DM03213
82.95056	EHI00402	DM03348
2.51437	EHI01118	DM00848
84.71335	EHI01497	DM03341
78.42204	EHI01496	DM02110
64.14555	EHI01357	DM02372
80.31714	EHI01967	DM02960
23.48286	EHI00899	DM01566
45.51379	EHI01260	DM01518
NA	NA	DM00250
62.86134	EHI01259	DM02585
5.56256	EHI01161	DM03520
1.01353	EHI02439	DM03399
69.55589	EHI01746	DM03279
58.41287	EHI01276	DM02721
45.56175	EHI00271	DM02497
32.26685	EHI00832	DM02543
6.7148	EHI02416	DM03415
6.40466	EHI02567	DM03594
74.34584	EHI01376	DM01746
62.92002	EHI00124	DM00754
83.3344	EHI01468	DM02003
31.95486	EHI00168	DM00124
12.10541	EHI00042	DM00163
31.64177	EHI00379	DM02618
65.82755	EHI00490	DM00690
2.21658	EHI01163	DM03473
0.16805	EHI00012	DM00969
53.21933	EHI02357	DM03437
NA	NA	DM00348
70.53528	EHI01378	DM03607
55.55056	EHI00565	DM02711
47.68971	EHI01380	DM01480
17.95271	EHI01634	DM02276
65.55118	EHI02561	DM03582
75.36713	EHI02585	DM03795
85.28738	EHI00872	DM00482
80.5175	EHI01461	DM03286
79.02871	EHI00377	DM01956
NA	NA	DM00427
67.26821	EHI01387	DM02590
15.79926	EHI02117	DM03100
NA	NA	DM00355
43.93548	EHI01180	DM00735
22.46884	EHI00028	DM00150
