"","extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"1055","ABS94E2","EXB0031",0.57,45,26,"ABS94"
"1056","ABS96E2","EXB0031",1.02,45,46,"ABS96"
"1057","ACO90E2","EXB0031",0.49,45,22,"ACO90"
"1058","ACO91E2","EXB0031",0.83,45,37,"ACO91"
"1059","ACP12E2","EXB0031",0.11,45,5,"ACP12"
"1060","ACP13E2","EXB0031",0.3,45,13,"ACP13"
"1061","ACX32E2","EXB0031",1.13,45,51,"ACX32"
"1062","ACX40E2","EXB0031",0,45,0,"ACX40"
"1063","ACX42E2","EXB0031",0.11,45,5,"ACX42"
"1064","ADA63E2","EXB0031",1.59,45,72,"ADA63"
"1065","ADA65E2","EXB0031",0.06,45,3,"ADA65"
"1066","ADA67E2","EXB0031",1.95,30,59,"ADA67"
"1067","ADA68E2","EXB0031",0.66,45,29,"ADA68"
"1068","ADA70E2","EXB0031",1.35,45,61,"ADA70"
"1069","ADA72E2","EXB0031",0.25,45,11,"ADA72"
"1070","ADV25E2","EXB0031",1.63,45,73,"ADV25"
"1071","ADV55E2","EXB0031",0,45,0,"ADV55"
"1072","ADV57E2","EXB0031",0,45,0,"ADV57"
"1073","ABG38E2","EXB0031",0.67,45,30,"ABG38"
"1074","ABG57E2","EXB0031",3.45,45,155,"ABG57"
"1075","AAM53E2","EXB0031",1.03,45,46,"AAM53"
"1076","ADK31E2","EXB0031",0.13,45,6,"ADK31"
"1077","ADK23E2","EXB0031",6.08,45,274,"ADK23"
"1078","ADK10E2","EXB0031",0.49,45,22,"ADK10"
"1079","ADJ92E2","EXB0031",11.6,45,522,"ADJ92"
"1080","ACZ33E2","EXB0031",1.15,45,52,"ACZ33"
"1081","C1_EXB0031E1","EXB0031",0,45,0,"C1_EXB0031"
"1082","ABI39E1","EXB0037",24.2,45,1089,"ABI39"
"1083","ABI41E1","EXB0037",20.4,45,918,"ABI41"
"1084","ABI43E1","EXB0037",58.3,45,2624,"ABI43"
"1085","ABI45E1","EXB0037",16.1,45,725,"ABI45"
"1086","ABI57E1","EXB0037",56.7,45,2552,"ABI57"
"1087","ABI59E1","EXB0037",45.4,45,2043,"ABI59"
"1088","ABK04E1","EXB0037",21.3,45,959,"ABK04"
"1089","ABK06E1","EXB0037",12.3,45,554,"ABK06"
"1090","ABK13E1","EXB0037",40.1,45,1805,"ABK13"
"1091","ABK17E1","EXB0037",26.9,45,1211,"ABK17"
"1092","ABK19E1","EXB0037",28.1,45,1265,"ABK19"
"1093","ABK21E1","EXB0037",18.5,45,833,"ABK21"
"1094","ABK43E1","EXB0037",14,45,630,"ABK43"
"1095","ABK45E1","EXB0037",7.75,45,349,"ABK45"
"1096","ABK47E1","EXB0037",33.3,45,1498,"ABK47"
"1097","ABK49E1","EXB0037",13.9,45,626,"ABK49"
"1098","ABK56E1","EXB0037",26.7,45,1202,"ABK56"
"1099","ABK58E1","EXB0037",34.9,45,1571,"ABK58"
"1100","ABK60E1","EXB0037",48.7,45,2192,"ABK60"
"1101","ABK62E1","EXB0037",41.9,45,1886,"ABK62"
"1102","ABK68E1","EXB0037",32.8,45,1476,"ABK68"
"1103","ABK70E1","EXB0037",13.8,45,621,"ABK70"
"1104","ABK72E1","EXB0037",51,45,2295,"ABK72"
"1105","ABK74E1","EXB0037",22.9,45,1031,"ABK74"
"1106","C1_EXB0037E1","EXB0037",0,45,0,"C1_EXB0037"
"1107","AAH01E1","EXB0038",8.25,45,371,"AAH01"
"1108","AAH13E1","EXB0038",3.48,45,157,"AAH13"
"1109","AAH21E1","EXB0038",4.5,45,203,"AAH21"
"1110","AAH39E1","EXB0038",5.11,45,230,"AAH39"
"1111","AAH41E1","EXB0038",1.87,45,84,"AAH41"
"1112","AAH53E1","EXB0038",0.51,45,23,"AAH53"
"1113","AAH59E1","EXB0038",0.11,45,5,"AAH59"
"1114","AAH63E1","EXB0038",0.16,45,7,"AAH63"
"1115","AAH67E1","EXB0038",0.78,45,35,"AAH67"
"1116","AAH77E1","EXB0038",0.41,45,18,"AAH77"
"1117","AAH79E1","EXB0038",0.68,45,31,"AAH79"
"1118","AAH83E1","EXB0038",0.29,45,13,"AAH83"
"1119","AAH84E1","EXB0038",0.26,45,12,"AAH84"
"1120","AAH89E1","EXB0038",0.19,45,8,"AAH89"
"1121","AAI06E1","EXB0038",2.72,45,122,"AAI06"
"1122","AAI10E1","EXB0038",2.71,45,122,"AAI10"
"1123","AAI14E1","EXB0038",2.73,45,123,"AAI14"
"1124","ACC86E1","EXB0038",0,45,0,"ACC86"
"1125","ACC91E1","EXB0038",0,45,0,"ACC91"
"1126","ACC98E1","EXB0038",0,45,0,"ACC98"
"1127","ACD05E1","EXB0038",0,45,0,"ACD05"
"1128","ACD06E1","EXB0038",0.16,45,7,"ACD06"
"1129","ACD17E1","EXB0038",0,45,0,"ACD17"
"1130","ACD19E1","EXB0038",0,45,0,"ACD19"
"1131","ACD20E1","EXB0038",0.25,45,11,"ACD20"
"1132","ACD23E1","EXB0038",0.14,45,6,"ACD23"
"1133","ACD26E1","EXB0038",0,45,0,"ACD26"
"1134","ACD65E1","EXB0038",0,45,0,"ACD65"
"1135","ACD80E1","EXB0038",0,45,0,"ACD80"
"1136","ACD85E1","EXB0038",0,45,0,"ACD85"
"1137","ACD88E1","EXB0038",0,45,0,"ACD88"
"1138","ACD92E1","EXB0038",0,45,0,"ACD92"
"1139","ACD98E1","EXB0038",0,45,0,"ACD98"
"1140","ACE08E1","EXB0038",0,45,0,"ACE08"
"1141","ACE11E1","EXB0038",2.64,45,119,"ACE11"
"1142","ACE21E1","EXB0038",0,45,0,"ACE21"
"1143","ACE30E1","EXB0038",0,45,0,"ACE30"
"1144","ACE33E1","EXB0038",0,45,0,"ACE33"
"1145","ACE43E1","EXB0038",0,45,0,"ACE43"
"1146","C1_EXB0038E1","EXB0038",0.08,45,3,"C1_EXB0038"
"1147","AFO76E1","EXB0039",10.7,45,481,"AFO76"
"1148","AFO79E1","EXB0039",2.33,45,105,"AFO79"
"1149","AFO81E1","EXB0039",2.08,45,94,"AFO81"
"1150","AFO89E1","EXB0039",4.56,45,205,"AFO89"
"1151","AFO93E1","EXB0039",8.86,45,399,"AFO93"
"1152","AFO95E1","EXB0039",1.01,45,45,"AFO95"
"1153","AFO99E1","EXB0039",11.4,45,513,"AFO99"
"1154","AFP03E1","EXB0039",0,45,0,"AFP03"
"1155","AFP05E1","EXB0039",0,45,0,"AFP05"
"1156","AFP15E1","EXB0039",6.87,45,309,"AFP15"
"1157","AFP19E1","EXB0039",17.3,45,779,"AFP19"
"1158","AFP29E1","EXB0039",0,45,0,"AFP29"
"1159","AFP31E1","EXB0039",9.91,45,446,"AFP31"
"1160","AFP35E1","EXB0039",6.14,45,276,"AFP35"
"1161","AFP37E1","EXB0039",3.93,45,177,"AFP37"
"1162","AFP39E1","EXB0039",1.83,45,82,"AFP39"
"1163","AFP41E1","EXB0039",0.09,45,4,"AFP41"
"1164","AFP45E1","EXB0039",7.44,45,335,"AFP45"
"1165","AFP47E1","EXB0039",2.18,45,98,"AFP47"
"1166","AFP49E1","EXB0039",0,45,0,"AFP49"
"1167","AFP53E1","EXB0039",0.23,45,10,"AFP53"
"1168","AFP55E1","EXB0039",0,45,0,"AFP55"
"1169","AFP61E1","EXB0039",5.41,45,243,"AFP61"
"1170","AFP66E1","EXB0039",46,45,2070,"AFP66"
"1171","AFP71E1","EXB0039",2.48,45,112,"AFP71"
"1172","AFP75E1","EXB0039",1.27,45,57,"AFP75"
"1173","AFP79E1","EXB0039",6.11,45,275,"AFP79"
"1174","AFP84E1","EXB0039",7.17,45,323,"AFP84"
"1175","AFP91E1","EXB0039",4.54,45,204,"AFP91"
"1176","AFP93E1","EXB0039",25.1,45,1130,"AFP93"
"1177","AFP97E1","EXB0039",31.1,45,1400,"AFP97"
"1178","C1_EXB0039E1","EXB0039",0,45,0,"C1_EXB0039"
"1179","AFQ11E1","EXB0040",5.4,45,243,"AFQ11"
"1180","AFQ17E1","EXB0040",5.78,45,260,"AFQ17"
"1181","AFQ25E1","EXB0040",8.63,45,388,"AFQ25"
"1182","AFQ29E1","EXB0040",19.6,45,882,"AFQ29"
"1183","AFQ35E1","EXB0040",0.06,45,2,"AFQ35"
"1184","ACX25E1","EXB0040",18.1,45,815,"ACX25"
"1185","ACX27E1","EXB0040",23.9,45,1076,"ACX27"
"1186","ACX55E1","EXB0040",5.59,45,252,"ACX55"
"1187","AFQ09E1","EXB0040",36.3,45,1633,"AFQ09"
"1188","AFQ40E1","EXB0040",15.1,45,680,"AFQ40"
"1189","AFQ47E1","EXB0040",0.06,45,3,"AFQ47"
"1190","AFQ51E1","EXB0040",26.3,45,1184,"AFQ51"
"1191","AFQ89E1","EXB0040",0.1,45,5,"AFQ89"
"1192","ACX29E1","EXB0040",13,45,585,"ACX29"
"1193","ACX49E1","EXB0040",0,45,0,"ACX49"
"1194","ACX53E1","EXB0040",0.98,45,44,"ACX53"
"1195","AFQ45E1","EXB0040",0.18,45,8,"AFQ45"
"1196","AFQ67E1","EXB0040",1.62,45,73,"AFQ67"
"1197","AFQ69E1","EXB0040",21.3,45,959,"AFQ69"
"1198","AFQ71E1","EXB0040",1.49,45,67,"AFQ71"
"1199","AFQ81E1","EXB0040",1.86,45,84,"AFQ81"
"1200","AFQ83E1","EXB0040",0.13,45,6,"AFQ83"
"1201","AFQ93E1","EXB0040",0.98,45,44,"AFQ93"
"1202","AFP01E1","EXB0040",0,45,0,"AFP01"
"1203","ACX37E1","EXB0040",2.36,45,106,"ACX37"
"1204","AFP85E1","EXB0040",28.9,45,1301,"AFP85"
"1205","AFQ41E1","EXB0040",9.07,45,408,"AFQ41"
"1206","AFQ49E1","EXB0040",22.8,45,1026,"AFQ49"
"1207","AFQ65E1","EXB0040",1.35,45,61,"AFQ65"
"1208","AFQ79E1","EXB0040",0.12,45,6,"AFQ79"
"1209","AFQ85E1","EXB0040",6.41,45,288,"AFQ85"
"1210","ACX69E1","EXB0040",0.59,45,26,"ACX69"
"1211","ACX77E1","EXB0040",60,45,2700,"ACX77"
"1212","ACX88E1","EXB0040",31.2,45,1404,"ACX88"
"1213","ACY05E1","EXB0040",22.9,45,1031,"ACY05"
"1214","ACY27E1","EXB0040",0.15,45,7,"ACY27"
"1215","ACY29E1","EXB0040",11.2,45,504,"ACY29"
"1216","C1_EXB0040E1","EXB0040",0,45,0,"C1_EXB0040"
"1217","ABF99E1","EXB0041",46.2,45,2079,"ABF99"
"1218","ABG09E1","EXB0041",9.27,45,417,"ABG09"
"1219","ABQ08E1","EXB0041",29,45,1305,"ABQ08"
"1220","ABQ40E1","EXB0041",3.33,45,150,"ABQ40"
"1221","ABQ42E1","EXB0041",2.84,45,128,"ABQ42"
"1222","ABQ43E1","EXB0041",2.35,45,106,"ABQ43"
"1223","ABQ44E1","EXB0041",10.3,45,464,"ABQ44"
"1224","ABQ45E1","EXB0041",21.7,45,977,"ABQ45"
"1225","ABQ46E1","EXB0041",11.9,45,536,"ABQ46"
"1226","ABQ50E1","EXB0041",2.2,45,99,"ABQ50"
"1227","ABQ93E1","EXB0041",19.2,45,864,"ABQ93"
"1228","ABQ95E1","EXB0041",22.8,45,1026,"ABQ95"
"1229","ABR14E1","EXB0041",12.7,45,572,"ABR14"
"1230","ABR29E1","EXB0041",1.82,45,82,"ABR29"
"1231","AEV73E1","EXB0041",25,45,1125,"AEV73"
"1232","AEV75E1","EXB0041",0.24,45,11,"AEV75"
"1233","AEV79E1","EXB0041",21.1,45,950,"AEV79"
"1234","AEV81E1","EXB0041",4.8,45,216,"AEV81"
"1235","AEV83E1","EXB0041",0.19,45,8,"AEV83"
"1236","AEV85E1","EXB0041",0.26,45,11,"AEV85"
"1237","AEV97E1","EXB0041",0.21,45,9,"AEV97"
"1238","AEX06E1","EXB0041",16.3,45,734,"AEX06"
"1239","AEX07E1","EXB0041",29.9,45,1346,"AEX07"
"1240","AEX08E1","EXB0041",10.9,45,491,"AEX08"
"1241","AEX11E1","EXB0041",22.9,45,1031,"AEX11"
"1242","AEX12E1","EXB0041",7.81,45,351,"AEX12"
"1243","AEX14E1","EXB0041",9.75,45,439,"AEX14"
"1244","AEX21E1","EXB0041",6.71,45,302,"AEX21"
"1245","AEX22E1","EXB0041",2.44,45,110,"AEX22"
"1246","AEX24E1","EXB0041",0.15,45,7,"AEX24"
"1247","AEX26E1","EXB0041",0.62,45,28,"AEX26"
"1248","AEX32E1","EXB0041",17.7,45,797,"AEX32"
"1249","AEX36E1","EXB0041",37.8,45,1701,"AEX36"
"1250","AEX37E1","EXB0041",4.09,45,184,"AEX37"
"1251","AEX38E1","EXB0041",14.3,45,644,"AEX38"
"1252","AEX41E1","EXB0041",8.01,45,360,"AEX41"
"1253","AEX44E1","EXB0041",16.8,45,756,"AEX44"
"1254","AEX46E1","EXB0041",18.2,45,819,"AEX46"
"1255","AEX48E1","EXB0041",25.7,45,1157,"AEX48"
"1256","AEX55E1","EXB0041",4.68,45,211,"AEX55"
"1257","AEX59E1","EXB0041",0.86,45,39,"AEX59"
"1258","AEX61E1","EXB0041",18,45,810,"AEX61"
"1259","AEX63E1","EXB0041",31.6,45,1422,"AEX63"
"1260","AEX72E1","EXB0041",1.96,45,88,"AEX72"
"1261","AEX73E1","EXB0041",11.8,45,531,"AEX73"
"1262","AEX74E1","EXB0041",15.3,45,689,"AEX74"
"1263","AEX78E1","EXB0041",0.14,45,6,"AEX78"
"1264","AEX89E1","EXB0041",10.3,45,464,"AEX89"
"1265","AEX91E1","EXB0041",15.9,45,716,"AEX91"
"1266","AEX92E1","EXB0041",12,45,540,"AEX92"
"1267","AEX95E1","EXB0041",13.5,45,608,"AEX95"
"1268","AEX97E1","EXB0041",26.2,45,1179,"AEX97"
"1269","AEY21E1","EXB0041",9.34,45,420,"AEY21"
"1270","AEY22E1","EXB0041",3.38,45,152,"AEY22"
"1271","AEY25E1","EXB0041",14.2,45,639,"AEY25"
"1272","AEY26E1","EXB0041",0.06,45,3,"AEY26"
"1273","AEY27E1","EXB0041",2.14,45,96,"AEY27"
"1274","AEY28E1","EXB0041",0.11,45,5,"AEY28"
"1275","AEY29E1","EXB0041",0.09,45,4,"AEY29"
"1276","AFK61E1","EXB0041",0.34,45,15,"AFK61"
"1277","AFK63E1","EXB0041",1.6,45,72,"AFK63"
"1278","AFK65E1","EXB0041",41.8,45,1881,"AFK65"
"1279","AFK88E1","EXB0041",35.4,45,1593,"AFK88"
"1280","AFK90E1","EXB0041",21.9,45,985,"AFK90"
"1281","AFK92E1","EXB0041",5.97,45,269,"AFK92"
"1282","AFL04E1","EXB0041",14.7,45,662,"AFL04"
"1283","AFL05E1","EXB0041",16.5,45,743,"AFL05"
"1284","AFL06E1","EXB0041",0.34,45,15,"AFL06"
"1285","AFL08E1","EXB0041",14.2,45,639,"AFL08"
"1286","AFL15E1","EXB0041",30.4,45,1368,"AFL15"
"1287","AFL24E1","EXB0041",19.9,45,895,"AFL24"
"1288","AFM23E1","EXB0041",19.7,45,887,"AFM23"
"1289","AFM25E1","EXB0041",0.25,45,11,"AFM25"
"1290","AFM27E1","EXB0041",0.5,45,22,"AFM27"
"1291","AFM33E1","EXB0041",8.37,45,377,"AFM33"
"1292","AFM35E1","EXB0041",11.7,45,527,"AFM35"
"1293","AFM37E1","EXB0041",7.66,45,345,"AFM37"
"1294","AFM39E1","EXB0041",1.82,45,82,"AFM39"
"1295","AFM47E1","EXB0041",8.64,45,389,"AFM47"
"1296","AFM55E1","EXB0041",21,45,945,"AFM55"
"1297","AFM58E1","EXB0041",20.7,45,932,"AFM58"
"1298","AFM60E1","EXB0041",15.2,45,684,"AFM60"
"1299","AFM63E1","EXB0041",0.09,45,4,"AFM63"
"1300","AFM65E1","EXB0041",9.02,45,406,"AFM65"
"1301","AFM69E1","EXB0041",2.76,45,124,"AFM69"
"1302","AFM71E1","EXB0041",0,45,0,"AFM71"
"1303","AFM73E1","EXB0041",1.36,45,61,"AFM73"
"1304","AFM75E1","EXB0041",3.49,45,157,"AFM75"
"1305","AFM77E1","EXB0041",26.3,45,1184,"AFM77"
"1306","AFM81E1","EXB0041",16.2,45,729,"AFM81"
"1307","AFM85E1","EXB0041",8.28,45,373,"AFM85"
"1308","AFM87E1","EXB0041",10.7,45,481,"AFM87"
"1309","AFM89E1","EXB0041",3.43,45,154,"AFM89"
"1310","AFM95E1","EXB0041",17.9,45,805,"AFM95"
"1311","AFM98E1","EXB0041",12,45,540,"AFM98"
"1312","C1_EXB0041E1","EXB0041",0,45,0,"C1_EXB0041"
"1313","ACC84E1","EXB0043",0.08,45,3,"ACC84"
"1314","ACC89E1","EXB0043",0.05,45,2,"ACC89"
"1315","ACC93E1","EXB0043",0.08,45,4,"ACC93"
"1316","ACD04E1","EXB0043",0.06,45,3,"ACD04"
"1317","ACD11E1","EXB0043",0.04,45,2,"ACD11"
"1318","ACD13E1","EXB0043",0.03,45,1,"ACD13"
"1319","ACD21E1","EXB0043",0.07,45,3,"ACD21"
"1320","ACD27E1","EXB0043",0.05,45,2,"ACD27"
"1321","ACD28E1","EXB0043",0.03,45,1,"ACD28"
"1322","ACD29E1","EXB0043",0.06,45,3,"ACD29"
"1323","ACD32E1","EXB0043",0.11,45,5,"ACD32"
"1324","ACD33E1","EXB0043",0.16,45,7,"ACD33"
"1325","ACD34E1","EXB0043",0.1,45,5,"ACD34"
"1326","ACD37E1","EXB0043",0.3,45,14,"ACD37"
"1327","ACD40E1","EXB0043",0.05,45,2,"ACD40"
"1328","ACD41E1","EXB0043",0.04,45,2,"ACD41"
"1329","ACD44E1","EXB0043",0.03,45,1,"ACD44"
"1330","ACD47E1","EXB0043",0.04,45,2,"ACD47"
"1331","ACD49E1","EXB0043",0.05,45,2,"ACD49"
"1332","ACD50E1","EXB0043",0.13,45,6,"ACD50"
"1333","E1","EXB0043",0.03,45,1,""
"1334","ACD53E1","EXB0043",0.03,45,1,"ACD53"
"1335","ACD55E1","EXB0043",0.03,45,1,"ACD55"
"1336","ACD58E1","EXB0043",0.03,45,1,"ACD58"
"1337","ACD60E1","EXB0043",0.06,45,3,"ACD60"
"1338","ACD61E1","EXB0043",0.13,45,6,"ACD61"
"1339","ACD62E1","EXB0043",0.01,45,0,"ACD62"
"1340","ACD66E1","EXB0043",0.07,45,3,"ACD66"
"1341","ACD68E1","EXB0043",0.03,45,1,"ACD68"
"1342","ACD74E1","EXB0043",0.28,45,13,"ACD74"
"1343","ACD75E1","EXB0043",0.05,45,2,"ACD75"
"1344","ACD76E1","EXB0043",0.05,45,2,"ACD76"
"1345","ACD77E1","EXB0043",0.01,45,0,"ACD77"
"1346","ACD78E1","EXB0043",0.05,45,2,"ACD78"
"1347","ACD86E1","EXB0043",0.03,45,1,"ACD86"
"1348","ACD87E1","EXB0043",0.02,45,1,"ACD87"
"1349","ACD89E1","EXB0043",0.03,45,1,"ACD89"
"1350","ACD94E1","EXB0043",0.1,45,5,"ACD94"
"1351","ACD95E1","EXB0043",0.02,45,1,"ACD95"
"1352","ACD97E1","EXB0043",0.07,45,3,"ACD97"
"1353","ACD99E1","EXB0043",0.13,45,6,"ACD99"
"1354","ACE02E1","EXB0043",0.21,45,9,"ACE02"
"1355","ACE03E1","EXB0043",0.04,45,2,"ACE03"
"1356","ACE06E1","EXB0043",0.03,45,1,"ACE06"
"1357","ACE07E1","EXB0043",0.11,45,5,"ACE07"
"1358","ACE10E1","EXB0043",0.02,45,1,"ACE10"
"1359","ACE12E1","EXB0043",0.04,45,2,"ACE12"
"1360","ACE14E1","EXB0043",0.04,45,2,"ACE14"
"1361","ACE15E1","EXB0043",0.21,45,9,"ACE15"
"1362","ACE17E1","EXB0043",0.1,45,4,"ACE17"
"1363","ACE18E1","EXB0043",0.15,45,7,"ACE18"
"1364","ACE20E1","EXB0043",0.05,45,2,"ACE20"
"1365","ACE29E1","EXB0043",0.04,45,2,"ACE29"
"1366","ACE31E1","EXB0043",0.03,45,1,"ACE31"
"1367","ACE32E1","EXB0043",0.08,45,4,"ACE32"
"1368","ACE35E1","EXB0043",9.35,45,421,"ACE35"
"1369","ACE37E1","EXB0043",0.02,45,1,"ACE37"
"1370","ACE38E1","EXB0043",1.66,45,75,"ACE38"
"1371","ACE40E1","EXB0043",0.06,45,3,"ACE40"
"1372","ACE45E1","EXB0043",0.03,45,2,"ACE45"
"1373","ABD45E1","EXB0043",29.6,45,1332,"ABD45"
"1374","ABD98E1","EXB0043",12.8,45,576,"ABD98"
"1375","ABD99E1","EXB0043",29.2,45,1314,"ABD99"
"1376","ABE20E1","EXB0043",4.28,45,193,"ABE20"
"1377","ADC09E1","EXB0043",2.28,45,103,"ADC09"
"1378","ADC11E1","EXB0043",0.31,45,14,"ADC11"
"1379","ADC13E1","EXB0043",2.81,45,126,"ADC13"
"1380","ADC15E1","EXB0043",3.55,45,160,"ADC15"
"1381","ADC17E1","EXB0043",3.44,45,155,"ADC17"
"1382","ADG35E1","EXB0043",9.79,45,441,"ADG35"
"1383","ADG65E1","EXB0043",0.1,45,4,"ADG65"
"1384","ADJ76E1","EXB0043",0.87,45,39,"ADJ76"
"1385","ADJ86E1","EXB0043",6.15,45,277,"ADJ86"
"1386","C1_EXB0043E1","EXB0043",0.01,45,0,"C1_EXB0043"
"1387","AGG08E1","EXB0042",91.9,45,4136,"AGG08"
"1388","AGG13E1","EXB0042",132,45,5940,"AGG13"
"1389","AGG14E1","EXB0042",101,45,4545,"AGG14"
"1390","AGG19E1","EXB0042",85.5,45,3848,"AGG19"
"1391","AGG20E1","EXB0042",64.8,45,2916,"AGG20"
"1392","C1_EXB0042E1","EXB0042",0,45,0,"C1_EXB0042"
"1393","AGG07E1","EXB0044",72.2,45,3249,"AGG07"
"1394","AGG09E1","EXB0044",60.4,45,2718,"AGG09"
"1395","AGG10E1","EXB0044",117,45,5265,"AGG10"
"1396","AGG11E1","EXB0044",84.9,45,3821,"AGG11"
"1397","AGG12E1","EXB0044",55,45,2475,"AGG12"
"1398","AGG15E1","EXB0044",88.4,45,3978,"AGG15"
"1399","AGG16E1","EXB0044",58.1,45,2615,"AGG16"
"1400","AGG17E1","EXB0044",68.4,45,3078,"AGG17"
"1401","AGG18E1","EXB0044",0.3,45,13,"AGG18"
"1402","AGG21E1","EXB0044",31.8,45,1431,"AGG21"
"1403","C1_EXB0044E1","EXB0044",0,45,0,"C1_EXB0044"
"1404","AAX80E1","EXB0045",0.73,45,33,"AAX80"
"1405","AAY16E1","EXB0045",0.62,45,28,"AAY16"
"1406","AAX74E1","EXB0045",0.19,45,9,"AAX74"
"1407","AAX77E1","EXB0045",0.87,45,39,"AAX77"
"1408","AAX78E1","EXB0045",1.08,45,49,"AAX78"
"1409","AAX82E1","EXB0045",1.28,45,58,"AAX82"
"1410","AAX84E1","EXB0045",0.08,45,3,"AAX84"
"1411","AAY18E1","EXB0045",0.96,45,43,"AAY18"
"1412","AAY25E1","EXB0045",0.06,45,3,"AAY25"
"1413","AAY36E1","EXB0045",0,45,0,"AAY36"
"1414","AAY38E1","EXB0045",0.51,45,23,"AAY38"
"1415","OPAU16E1","EXB0045",0.46,45,21,"OPAU16"
"1416","C1_EXB0045E1","EXB0045",0,45,0,"C1_EXB0045"
"1417","ACX49E2","EXB0046",0,45,0,"ACX49"
"1418","AFP01E2","EXB0046",0,45,0,"AFP01"
"1419","AFP03E2","EXB0046",0.05,45,2,"AFP03"
"1420","AFP05E2","EXB0046",0,45,0,"AFP05"
"1421","AFP29E2","EXB0046",0,45,0,"AFP29"
"1422","AFP49E2","EXB0046",0.1,45,4,"AFP49"
"1423","AFP55E2","EXB0046",0.13,45,6,"AFP55"
"1424","AFQ35E2","EXB0046",0.81,45,36,"AFQ35"
"1425","AFQ47E2","EXB0046",0,45,0,"AFQ47"
"1426","AFP41E2","EXB0046",0.13,45,6,"AFP41"
"1427","AFQ89E2","EXB0046",0.76,45,34,"AFQ89"
"1428","AFQ79E2","EXB0046",33,45,1485,"AFQ79"
"1429","AFQ83E2","EXB0046",0,45,0,"AFQ83"
"1430","ACY27E2","EXB0046",0.13,45,6,"ACY27"
"1431","AFQ45E2","EXB0046",2.37,45,107,"AFQ45"
"1432","AFP53E2","EXB0046",0.29,45,13,"AFP53"
"1433","ACX69E2","EXB0046",0.53,45,24,"ACX69"
"1434","ACX53E2","EXB0046",1.54,45,69,"ACX53"
"1435","AFQ93E2","EXB0046",1.04,45,47,"AFQ93"
"1436","AFO95E2","EXB0046",0.63,45,28,"AFO95"
"1437","AFP75E2","EXB0046",6,45,270,"AFP75"
"1438","AFQ65E2","EXB0046",1.01,45,45,"AFQ65"
"1439","AFQ71E2","EXB0046",11,45,495,"AFQ71"
"1440","AFQ67E2","EXB0046",3.48,45,157,"AFQ67"
"1441","AFP39E2","EXB0046",1.14,45,51,"AFP39"
"1442","AFQ81E2","EXB0046",1.95,45,88,"AFQ81"
"1443","AFO81E2","EXB0046",5.03,45,226,"AFO81"
"1444","AFP47E2","EXB0046",2.33,45,105,"AFP47"
"1445","AFO79E2","EXB0046",4.02,45,181,"AFO79"
"1446","ACX37E2","EXB0046",3.15,45,142,"ACX37"
"1447","AFP71E2","EXB0046",2.03,45,91,"AFP71"
"1448","AFP37E2","EXB0046",4.76,45,214,"AFP37"
"1449","AFP91E2","EXB0046",6.36,45,286,"AFP91"
"1450","AFO89E2","EXB0046",1.73,45,78,"AFO89"
"1451","AFU64E1","EXB0046",0.89,45,40,"AFU64"
"1452","AFU63E1","EXB0046",7.03,45,316,"AFU63"
"1453","AFU67E1","EXB0046",20.4,45,918,"AFU67"
"1454","AFU65E1","EXB0046",4.26,45,192,"AFU65"
"1455","AFU61E1","EXB0046",23.6,45,1062,"AFU61"
"1456","AFU68E1","EXB0046",20.6,45,927,"AFU68"
"1457","AFU69E1","EXB0046",11.6,45,522,"AFU69"
"1458","AFU66E1","EXB0046",8.75,45,394,"AFU66"
"1459","AFU70E1","EXB0046",3.24,45,146,"AFU70"
"1460","AFU76E1","EXB0046",7.65,45,344,"AFU76"
"1461","AFU72E1","EXB0046",11.9,45,536,"AFU72"
"1462","AFU85E1","EXB0046",0.63,45,28,"AFU85"
"1463","AFU79E1","EXB0046",10.3,45,464,"AFU79"
"1464","C1_EXB0046E1","EXB0046",0,45,0,"C1_EXB0046"
"1465","AA01E1","EXB0047",117,45,5265,"AA01"
"1466","AA96E1","EXB0047",158,45,7110,"AA96"
"1467","AB04E1","EXB0047",0.5,45,23,"AB04"
"1468","ABS11E1","EXB0047",11,45,495,"ABS11"
"1469","ABS19E1","EXB0047",9.17,45,413,"ABS19"
"1470","ABS39E1","EXB0047",8.2,45,369,"ABS39"
"1471","ABW29E1","EXB0047",5.89,45,265,"ABW29"
"1472","ABW33E1","EXB0047",3.15,45,142,"ABW33"
"1473","ABW35E1","EXB0047",3.58,45,161,"ABW35"
"1474","ABW38E1","EXB0047",4.05,45,182,"ABW38"
"1475","ABW40E1","EXB0047",3.98,45,179,"ABW40"
"1476","ABW45E1","EXB0047",6.95,45,313,"ABW45"
"1477","ABZ25E1","EXB0047",69,45,3105,"ABZ25"
"1478","ABZ28E1","EXB0047",70.8,45,3186,"ABZ28"
"1479","ABZ31E1","EXB0047",85,45,3825,"ABZ31"
"1480","ABZ35E1","EXB0047",16.5,45,743,"ABZ35"
"1481","ABZ38E1","EXB0047",79.9,45,3596,"ABZ38"
"1482","ADD84E1","EXB0047",39.6,45,1782,"ADD84"
"1483","ADD92E1","EXB0047",49.1,45,2210,"ADD92"
"1484","ADD96E1","EXB0047",52.4,45,2358,"ADD96"
"1485","ADE04E1","EXB0047",21.7,45,977,"ADE04"
"1486","ADE14E1","EXB0047",30.2,45,1359,"ADE14"
