"extraction_id","extraction_batch","extraction_concentration","extraction_volume","extraction_total","sample_id"
"C1_EXB0043E1","EXB0043",0.01,45,0,"C1_EXB0043"
"AGG08E1","EXB0042",91.9,45,4136,"AGG08"
"AGG13E1","EXB0042",132,45,5940,"AGG13"
"AGG14E1","EXB0042",101,45,4545,"AGG14"
"AGG19E1","EXB0042",85.5,45,3848,"AGG19"
"AGG20E1","EXB0042",64.8,45,2916,"AGG20"
"C1_EXB0042E1","EXB0042",0,45,0,"C1_EXB0042"
"AGG07E1","EXB0044",72.2,45,3249,"AGG07"
"AGG09E1","EXB0044",60.4,45,2718,"AGG09"
"AGG10E1","EXB0044",117,45,5265,"AGG10"
"AGG11E1","EXB0044",84.9,45,3821,"AGG11"
"AGG12E1","EXB0044",55,45,2475,"AGG12"
"AGG15E1","EXB0044",88.4,45,3978,"AGG15"
"AGG16E1","EXB0044",58.1,45,2615,"AGG16"
"AGG17E1","EXB0044",68.4,45,3078,"AGG17"
"AGG18E1","EXB0044",0.3,45,13,"AGG18"
"AGG21E1","EXB0044",31.8,45,1431,"AGG21"
"C1_EXB0044E1","EXB0044",0,45,0,"C1_EXB0044"
"AAX80E1","EXB0045",0.73,45,33,"AAX80"
"AAY16E1","EXB0045",0.62,45,28,"AAY16"
"AAX74E1","EXB0045",0.19,45,9,"AAX74"
"AAX77E1","EXB0045",0.87,45,39,"AAX77"
"AAX78E1","EXB0045",1.08,45,49,"AAX78"
"AAX82E1","EXB0045",1.28,45,58,"AAX82"
"AAX84E1","EXB0045",0.08,45,3,"AAX84"
"AAY18E1","EXB0045",0.96,45,43,"AAY18"
"AAY25E1","EXB0045",0.06,45,3,"AAY25"
"AAY36E1","EXB0045",0,45,0,"AAY36"
"AAY38E1","EXB0045",0.51,45,23,"AAY38"
"OPAU16E1","EXB0045",0.46,45,21,"OPAU16"
"C1_EXB0045E1","EXB0045",0,45,0,"C1_EXB0045"
"ACX49E2","EXB0046",0,45,0,"ACX49"
"AFP01E2","EXB0046",0,45,0,"AFP01"
"AFP03E2","EXB0046",0.05,45,2,"AFP03"
"AFP05E2","EXB0046",0,45,0,"AFP05"
"AFP29E2","EXB0046",0,45,0,"AFP29"
"AFP49E2","EXB0046",0.1,45,4,"AFP49"
"AFP55E2","EXB0046",0.13,45,6,"AFP55"
"AFQ35E2","EXB0046",0.81,45,36,"AFQ35"
"AFQ47E2","EXB0046",0,45,0,"AFQ47"
"AFP41E2","EXB0046",0.13,45,6,"AFP41"
"AFQ89E2","EXB0046",0.76,45,34,"AFQ89"
"AFQ79E2","EXB0046",33,45,1485,"AFQ79"
"AFQ83E2","EXB0046",0,45,0,"AFQ83"
"ACY27E2","EXB0046",0.13,45,6,"ACY27"
"AFQ45E2","EXB0046",2.37,45,107,"AFQ45"
"AFP53E2","EXB0046",0.29,45,13,"AFP53"
"ACX69E2","EXB0046",0.53,45,24,"ACX69"
"ACX53E2","EXB0046",1.54,45,69,"ACX53"
"AFQ93E2","EXB0046",1.04,45,47,"AFQ93"
"AFO95E2","EXB0046",0.63,45,28,"AFO95"
"AFP75E2","EXB0046",6,45,270,"AFP75"
"AFQ65E2","EXB0046",1.01,45,45,"AFQ65"
"AFQ71E2","EXB0046",11,45,495,"AFQ71"
"AFQ67E2","EXB0046",3.48,45,157,"AFQ67"
"AFP39E2","EXB0046",1.14,45,51,"AFP39"
"AFQ81E2","EXB0046",1.95,45,88,"AFQ81"
"AFO81E2","EXB0046",5.03,45,226,"AFO81"
"AFP47E2","EXB0046",2.33,45,105,"AFP47"
"AFO79E2","EXB0046",4.02,45,181,"AFO79"
"ACX37E2","EXB0046",3.15,45,142,"ACX37"
"AFP71E2","EXB0046",2.03,45,91,"AFP71"
"AFP37E2","EXB0046",4.76,45,214,"AFP37"
"AFP91E2","EXB0046",6.36,45,286,"AFP91"
"AFO89E2","EXB0046",1.73,45,78,"AFO89"
"AFU64E1","EXB0046",0.89,45,40,"AFU64"
"AFU63E1","EXB0046",7.03,45,316,"AFU63"
"AFU67E1","EXB0046",20.4,45,918,"AFU67"
"AFU65E1","EXB0046",4.26,45,192,"AFU65"
"AFU61E1","EXB0046",23.6,45,1062,"AFU61"
"AFU68E1","EXB0046",20.6,45,927,"AFU68"
"AFU69E1","EXB0046",11.6,45,522,"AFU69"
"AFU66E1","EXB0046",8.75,45,394,"AFU66"
"AFU70E1","EXB0046",3.24,45,146,"AFU70"
"AFU76E1","EXB0046",7.65,45,344,"AFU76"
"AFU72E1","EXB0046",11.9,45,536,"AFU72"
"AFU85E1","EXB0046",0.63,45,28,"AFU85"
"AFU79E1","EXB0046",10.3,45,464,"AFU79"
"C1_EXB0046E1","EXB0046",0,45,0,"C1_EXB0046"
"AA01E1","EXB0047",117,45,5265,"AA01"
"AA96E1","EXB0047",158,45,7110,"AA96"
"AB04E1","EXB0047",0.5,45,23,"AB04"
"ABS11E1","EXB0047",11,45,495,"ABS11"
"ABS19E1","EXB0047",9.17,45,413,"ABS19"
"ABS39E1","EXB0047",8.2,45,369,"ABS39"
"ABW29E1","EXB0047",5.89,45,265,"ABW29"
"ABW33E1","EXB0047",3.15,45,142,"ABW33"
"ABW35E1","EXB0047",3.58,45,161,"ABW35"
"ABW38E1","EXB0047",4.05,45,182,"ABW38"
"ABW40E1","EXB0047",3.98,45,179,"ABW40"
"ABW45E1","EXB0047",6.95,45,313,"ABW45"
"ABZ25E1","EXB0047",69,45,3105,"ABZ25"
"ABZ28E1","EXB0047",70.8,45,3186,"ABZ28"
"ABZ31E1","EXB0047",85,45,3825,"ABZ31"
"ABZ35E1","EXB0047",16.5,45,743,"ABZ35"
"ABZ38E1","EXB0047",79.9,45,3596,"ABZ38"
"ADD84E1","EXB0047",39.6,45,1782,"ADD84"
"ADD92E1","EXB0047",49.1,45,2210,"ADD92"
"ADD96E1","EXB0047",52.4,45,2358,"ADD96"
"ADE04E1","EXB0047",21.7,45,977,"ADE04"
"ADE14E1","EXB0047",30.2,45,1359,"ADE14"
"ADU74E1","EXB0047",35.1,45,1580,"ADU74"
"C1_EXB0047E1","EXB0047",0,45,0,"C1_EXB0047"
"AA05E1","EXB0048",2.23,45,100,"AA05"
"AA16E1","EXB0048",7.9,45,356,"AA16"
"AA75E1","EXB0048",0.09,45,4,"AA75"
"AA84E1","EXB0048",0.3,45,14,"AA84"
"AA87E1","EXB0048",9.64,45,434,"AA87"
"AA90E1","EXB0048",6.32,45,284,"AA90"
"AA91E1","EXB0048",5.53,45,249,"AA91"
"AAL46E1","EXB0048",0.34,45,15,"AAL46"
"AAL55E1","EXB0048",0.49,45,22,"AAL55"
"AAM01E1","EXB0048",1.4,45,63,"AAM01"
"AAM32E1","EXB0048",0.77,45,35,"AAM32"
"AAM45E1","EXB0048",0.93,45,42,"AAM45"
"AAM50E1","EXB0048",0.57,45,26,"AAM50"
"AAN05E1","EXB0048",2.87,45,129,"AAN05"
"AB01E1","EXB0048",1.18,45,53,"AB01"
"AB07E1","EXB0048",4.36,45,196,"AB07"
"AB10E1","EXB0048",7.99,45,360,"AB10"
"AB12E1","EXB0048",1.07,45,48,"AB12"
"ABF92E1","EXB0048",2.3,45,103,"ABF92"
"ABG01E1","EXB0048",0.4,45,18,"ABG01"
"ABG19E1","EXB0048",3.41,45,153,"ABG19"
"ABG29E1","EXB0048",1.92,45,86,"ABG29"
"ABG46E1","EXB0048",0.25,45,11,"ABG46"
"ABG47E1","EXB0048",0.99,45,44,"ABG47"
"ABG66E1","EXB0048",9.26,45,417,"ABG66"
"ABN46E1","EXB0048",0.84,45,38,"ABN46"
"ABN91E1","EXB0048",9.08,45,409,"ABN91"
"ABO02E1","EXB0048",16.8,45,756,"ABO02"
"ABO04E1","EXB0048",4.15,45,187,"ABO04"
"ABO06E1","EXB0048",8.19,45,369,"ABO06"
"ABO35E1","EXB0048",8.56,45,385,"ABO35"
"ABO44E1","EXB0048",6.48,45,292,"ABO44"
"ABO53E1","EXB0048",23.7,45,1067,"ABO53"
"ABP10E1","EXB0048",25.5,45,1148,"ABP10"
"ABP28E1","EXB0048",8.38,45,377,"ABP28"
"ABP46E1","EXB0048",3.22,45,145,"ABP46"
"ABP93E1","EXB0048",4.71,45,212,"ABP93"
"ABQ03E1","EXB0048",4.08,45,184,"ABQ03"
"ABQ13E1","EXB0048",1.48,45,67,"ABQ13"
"ABQ22E1","EXB0048",4.71,45,212,"ABQ22"
"ABQ25E1","EXB0048",9.73,45,438,"ABQ25"
"ABQ29E1","EXB0048",3.45,45,155,"ABQ29"
"ABS91E1","EXB0048",0.82,45,37,"ABS91"
"ABS93E1","EXB0048",0.38,45,17,"ABS93"
"ABS95E1","EXB0048",1.07,45,48,"ABS95"
"C1_EXB0048E1","EXB0048",0,45,0,"C1_EXB0048"
"AAQ42E1","EXB0049",5.59,45,252,"AAQ42"
"AAQ43E1","EXB0049",6.38,45,287,"AAQ43"
"AAQ45E1","EXB0049",7.08,45,319,"AAQ45"
"AAQ47E1","EXB0049",4.2,45,189,"AAQ47"
"AAQ51E1","EXB0049",4.9,45,221,"AAQ51"
"ABS01E1","EXB0049",7.47,45,336,"ABS01"
"ABS25E1","EXB0049",12.5,45,563,"ABS25"
"ABS27E1","EXB0049",15.4,45,693,"ABS27"
"ABS31E1","EXB0049",4.42,45,199,"ABS31"
"ABS41E1","EXB0049",13,45,585,"ABS41"
"ABZ42E1","EXB0049",75.5,45,3398,"ABZ42"
"ABZ51E1","EXB0049",44.3,45,1993,"ABZ51"
"ADD86E1","EXB0049",39.3,45,1768,"ADD86"
"ADD89E1","EXB0049",22.9,45,1031,"ADD89"
"ADE09E1","EXB0049",24.3,45,1094,"ADE09"
"ADW16E1","EXB0049",62.3,45,2804,"ADW16"
"C1_EXB0049E1","EXB0049",0,45,0,"C1_EXB0049"
"AAQ46E1","EXB0050",0.33,45,15,"AAQ46"
"AAQ48E1","EXB0050",0.13,45,6,"AAQ48"
"AAQ52E1","EXB0050",0.16,45,7,"AAQ52"
"ABP75E1","EXB0050",1.33,45,60,"ABP75"
"ABQ10E1","EXB0050",2.61,45,117,"ABQ10"
"ABQ28E1","EXB0050",7.41,45,333,"ABQ28"
"ABQ53E1","EXB0050",1.24,45,56,"ABQ53"
"ABQ58E1","EXB0050",0.36,45,16,"ABQ58"
"ABQ67E1","EXB0050",11.4,45,513,"ABQ67"
"ABQ79E1","EXB0050",0.24,45,11,"ABQ79"
"ABQ86E1","EXB0050",2.36,45,106,"ABQ86"
"ABS04E1","EXB0050",1.76,45,79,"ABS04"
"ABS06E1","EXB0050",1.25,45,56,"ABS06"
"ABS08E1","EXB0050",1.56,45,70,"ABS08"
"ABS10E1","EXB0050",2.26,45,102,"ABS10"
"ABW31E1","EXB0050",6.11,45,275,"ABW31"
"ABZ27E1","EXB0050",18.6,45,837,"ABZ27"
"ABZ30E1","EXB0050",22,45,990,"ABZ30"
"ABZ41E1","EXB0050",6.16,45,277,"ABZ41"
"ABZ49E1","EXB0050",17.6,45,792,"ABZ49"
"ACB33E1","EXB0050",4.08,45,184,"ACB33"
"ACB34E1","EXB0050",0.43,45,20,"ACB34"
"ACB35E1","EXB0050",0.66,45,30,"ACB35"
"ACB47E1","EXB0050",2.47,45,111,"ACB47"
"ACC85E1","EXB0050",0,45,0,"ACC85"
"ACC96E1","EXB0050",0.06,45,3,"ACC96"
"ACD01E1","EXB0050",0,45,0,"ACD01"
"ACD09E1","EXB0050",0,45,0,"ACD09"
"ACD14E1","EXB0050",0,45,0,"ACD14"
"ACD22E1","EXB0050",0,45,0,"ACD22"
"ACD69E1","EXB0050",0,45,0,"ACD69"
"ACD71E1","EXB0050",0,45,0,"ACD71"
"ACD82E1","EXB0050",0.07,45,3,"ACD82"
"ACD96E1","EXB0050",0,45,0,"ACD96"
"ACE19E1","EXB0050",0,45,0,"ACE19"
"ACE25E1","EXB0050",0,45,0,"ACE25"
"ACE36E1","EXB0050",0.08,45,3,"ACE36"
"ACE39E1","EXB0050",0,45,0,"ACE39"
"ACZ93E1","EXB0050",1.93,45,87,"ACZ93"
"ACZ95E1","EXB0050",0.96,45,43,"ACZ95"
"ACZ97E1","EXB0050",1.36,45,61,"ACZ97"
"ACZ99E1","EXB0050",2.35,45,106,"ACZ99"
"ADA12E1","EXB0050",2.86,45,129,"ADA12"
"ADA14E1","EXB0050",1.78,45,80,"ADA14"
"ADA16E1","EXB0050",1.95,45,88,"ADA16"
"ADA18E1","EXB0050",0.91,45,41,"ADA18"
"C1_EXB0050E1","EXB0050",0,45,0,"C1_EXB0050"
"ACR75E1","EXB0051",44.5,45,2003,"ACR75"
"ACR94E1","EXB0051",8.39,45,378,"ACR94"
"ACR98E1","EXB0051",29.1,45,1310,"ACR98"
"ACS06E1","EXB0051",19.5,45,878,"ACS06"
"ACS08E1","EXB0051",22.9,45,1031,"ACS08"
"ACS09E1","EXB0051",4.51,45,203,"ACS09"
"ACS15E1","EXB0051",9.52,45,428,"ACS15"
"ACS16E1","EXB0051",37.2,45,1674,"ACS16"
"ACS22E1","EXB0051",12.2,45,549,"ACS22"
"ACS24E1","EXB0051",11.5,45,518,"ACS24"
"ACS26E1","EXB0051",17.5,45,788,"ACS26"
"ACS33E1","EXB0051",18.9,45,850,"ACS33"
"ACS42E1","EXB0051",20.6,45,927,"ACS42"
"ACS52E1","EXB0051",44.3,45,1993,"ACS52"
"AEA43E1","EXB0051",6.01,45,270,"AEA43"
"AEA48E1","EXB0051",25.1,45,1130,"AEA48"
"AEA58E1","EXB0051",23.2,45,1044,"AEA58"
"AEA63E1","EXB0051",1.48,45,67,"AEA63"
"AEA73E1","EXB0051",1.86,45,84,"AEA73"
"AEA75E1","EXB0051",7.59,45,342,"AEA75"
"AEA82E1","EXB0051",1.27,45,57,"AEA82"
"AEA85E1","EXB0051",2.12,45,95,"AEA85"
"AEA94E1","EXB0051",8.5,45,383,"AEA94"
"AEB01E1","EXB0051",0.83,45,37,"AEB01"
"AEB12E1","EXB0051",1.39,45,63,"AEB12"
"AEB37E1","EXB0051",19.5,45,878,"AEB37"
"AEC25E1","EXB0051",2.48,45,112,"AEC25"
"AEC29E1","EXB0051",11.5,45,518,"AEC29"
"AEC30E1","EXB0051",0.5,45,23,"AEC30"
"AEC35E1","EXB0051",4.6,45,207,"AEC35"
"AEC37E1","EXB0051",4.79,45,216,"AEC37"
"AEC56E1","EXB0051",1.63,45,73,"AEC56"
"AEC57E1","EXB0051",6.32,45,284,"AEC57"
"AED03E1","EXB0051",2.55,45,115,"AED03"
"AED12E1","EXB0051",0.18,45,8,"AED12"
"AED21E1","EXB0051",4.49,45,202,"AED21"
"AED56E1","EXB0051",31.7,45,1427,"AED56"
"AED57E1","EXB0051",7.25,45,326,"AED57"
"AED65E1","EXB0051",10.4,45,468,"AED65"
"AED66E1","EXB0051",11.8,45,531,"AED66"
"AHQ46E1","EXB0051",10.8,45,486,"AHQ46"
"AHQ47E1","EXB0051",8.36,45,376,"AHQ47"
"AHQ48E1","EXB0051",7.54,45,339,"AHQ48"
"AHQ49E1","EXB0051",8.56,45,385,"AHQ49"
"AHQ50E1","EXB0051",22.9,45,1031,"AHQ50"
"AHQ52E1","EXB0051",5.31,45,239,"AHQ52"
"AHQ53E1","EXB0051",11.6,45,522,"AHQ53"
"AHQ54E1","EXB0051",2.75,45,124,"AHQ54"
"AHQ55E1","EXB0051",21.6,45,972,"AHQ55"
"AHQ56E1","EXB0051",12.4,45,558,"AHQ56"
"C1_EXB0051E1","EXB0051",0.01,45,0,"C1_EXB0051"
"AHI25E1","EXB0052",0,45,0,"AHI25"
"AHI26E1","EXB0052",0,45,0,"AHI26"
"AHI34E1","EXB0052",0,45,0,"AHI34"
"AHI35E1","EXB0052",0,45,0,"AHI35"
"AHI42E1","EXB0052",0,45,0,"AHI42"
"AHI43E1","EXB0052",0,45,0,"AHI43"
"AHI44E1","EXB0052",0,45,0,"AHI44"
"AHI51E1","EXB0052",0,45,0,"AHI51"
"AHI52E1","EXB0052",0,45,0,"AHI52"
"AHI53E1","EXB0052",0.06,45,2,"AHI53"
"AHI60E1","EXB0052",0,45,0,"AHI60"
"AHI61E1","EXB0052",0,45,0,"AHI61"
"AHI62E1","EXB0052",0.08,45,3,"AHI62"
"AHI69E1","EXB0052",0,45,0,"AHI69"
"AHI70E1","EXB0052",4.03,45,181,"AHI70"
"AHI71E1","EXB0052",0,45,0,"AHI71"
"AHI78E1","EXB0052",0,45,0,"AHI78"
"AHI79E1","EXB0052",7.25,45,326,"AHI79"
"AHI80E1","EXB0052",0,45,0,"AHI80"
"AHI87E1","EXB0052",0,45,0,"AHI87"
"AHI88E1","EXB0052",0,45,0,"AHI88"
"AHI89E1","EXB0052",0,45,0,"AHI89"
"AHI96E1","EXB0052",0,45,0,"AHI96"
"AHI97E1","EXB0052",0,45,0,"AHI97"
"AHI98E1","EXB0052",0.09,45,4,"AHI98"
"C1_EXB0052E1","EXB0052",0,45,0,"C1_EXB0052"
"AAN46E1","EXB0053",26.2,45,1179,"AAN46"
"AAN71E1","EXB0053",12.2,45,549,"AAN71"
"ACJ79E1","EXB0053",0.99,45,45,"ACJ79"
"ACJ82E1","EXB0053",0.37,45,17,"ACJ82"
"ACJ91E1","EXB0053",6.74,45,303,"ACJ91"
"ACJ97E1","EXB0053",0.72,45,33,"ACJ97"
"ACK69E1","EXB0053",1.4,45,63,"ACK69"
"ACK71E1","EXB0053",0.14,45,6,"ACK71"
"ACK74E1","EXB0053",1.33,45,60,"ACK74"
"ACK78E1","EXB0053",2.47,45,111,"ACK78"
"ACK80E1","EXB0053",0.43,45,20,"ACK80"
"ACK82E1","EXB0053",2.04,45,92,"ACK82"
"ACK84E1","EXB0053",1.95,45,88,"ACK84"
"ACK86E1","EXB0053",0.98,45,44,"ACK86"
"ACK88E1","EXB0053",0.14,45,6,"ACK88"
"ACK90E1","EXB0053",0.64,45,29,"ACK90"
"ADD79E1","EXB0053",1.08,45,49,"ADD79"
"AFN05E1","EXB0053",0.28,45,13,"AFN05"
"AFN17E1","EXB0053",0.21,45,9,"AFN17"
"AFN19E1","EXB0053",0.87,45,39,"AFN19"
"AFN30E1","EXB0053",0.67,45,30,"AFN30"
"AFN39E1","EXB0053",0.25,45,11,"AFN39"
"AFT42E1","EXB0053",0.13,45,6,"AFT42"
"AFT46E1","EXB0053",0.64,45,29,"AFT46"
"AFT49E1","EXB0053",0.46,45,21,"AFT49"
"AFT55E1","EXB0053",1.06,45,48,"AFT55"
"AFT57E1","EXB0053",0.66,45,30,"AFT57"
"AGJ21E1","EXB0053",2.55,45,115,"AGJ21"
"AGJ27E1","EXB0053",0.59,45,27,"AGJ27"
"AGJ38E1","EXB0053",1.35,45,61,"AGJ38"
"AGJ41E1","EXB0053",1.41,45,63,"AGJ41"
"C1_EXB0053E1","EXB0053",0.05,45,2,"C1_EXB0053"
"AIF75E1","EXB0054",0.07,45,3,"AIF75"
"AIF77E1","EXB0054",3.51,45,158,"AIF77"
"AIF79E1","EXB0054",10.9,45,491,"AIF79"
"AIF81E1","EXB0054",4.93,45,222,"AIF81"
"AIF86E1","EXB0054",0.29,45,13,"AIF86"
"AIF88E1","EXB0054",16,45,720,"AIF88"
"AIF90E1","EXB0054",4.94,45,222,"AIF90"
"AIF92E1","EXB0054",7.58,45,341,"AIF92"
"AIF97E1","EXB0054",3.19,45,144,"AIF97"
"AIF99E1","EXB0054",3.66,45,165,"AIF99"
"AIG02E1","EXB0054",6.28,45,283,"AIG02"
"AIG04E1","EXB0054",12.9,45,581,"AIG04"
"AIG75E1","EXB0054",6.3,45,284,"AIG75"
"AIG77E1","EXB0054",7.6,45,342,"AIG77"
"AIG79E1","EXB0054",6.01,45,270,"AIG79"
"AIG81E1","EXB0054",17,45,765,"AIG81"
"C1_EXB0054E1","EXB0054",0,45,0,"C1_EXB0054"
"AIF99E2","EXB0055",74,45,3330,"AIF99"
"AIF75E2","EXB0055",5.26,45,237,"AIF75"
"AIF81E2","EXB0055",32.3,45,1453,"AIF81"
"C1_EXB0055E1","EXB0055",0,45,0,"C1_EXB0055"
"AIF90E2","EXB0055",97,45,4365,"AIF90"
"AIF86E2","EXB0055",6.92,45,311,"AIF86"
"AIG02E2","EXB0055",73,45,3285,"AIG02"
"AIG04E2","EXB0055",18.9,45,850,"AIG04"
"AIF88E2","EXB0055",81,45,3645,"AIF88"
"AIG79E2","EXB0055",100,45,4500,"AIG79"
"AIF79E2","EXB0055",88,45,3960,"AIF79"
"AIF77E2","EXB0055",92,45,4140,"AIF77"
"AIG77E2","EXB0055",74,45,3330,"AIG77"
"AIG81E2","EXB0055",51,45,2295,"AIG81"
"AIF92E2","EXB0055",0,45,0,"AIF92"
"AIF97E2","EXB0055",27.8,45,1251,"AIF97"
"AIG75E2","EXB0055",33.4,45,1503,"AIG75"
"AIF53E1","EXB0056",8.97,45,404,"AIF53"
"AIF55E1","EXB0056",17,45,765,"AIF55"
"AIF57E1","EXB0056",13,45,585,"AIF57"
"AIF59E1","EXB0056",5.61,45,252,"AIF59"
"AIF64E1","EXB0056",0.76,45,34,"AIF64"
"AIF66E1","EXB0056",12.8,45,576,"AIF66"
"AIF68E1","EXB0056",12.8,45,576,"AIF68"
"AIF70E1","EXB0056",2.61,45,117,"AIF70"
"AIG09E1","EXB0056",5.87,45,264,"AIG09"
"AIG11E1","EXB0056",13.9,45,626,"AIG11"
"AIG13E1","EXB0056",11.2,45,504,"AIG13"
"AIG15E1","EXB0056",15.8,45,711,"AIG15"
"AIH20E1","EXB0056",0.56,45,25,"AIH20"
"AIH22E1","EXB0056",13.2,45,594,"AIH22"
"AIH24E1","EXB0056",7.09,45,319,"AIH24"
"AIH26E1","EXB0056",15.1,45,680,"AIH26"
"AIH42E1","EXB0056",0.8,45,36,"AIH42"
"AIH44E1","EXB0056",8.44,45,380,"AIH44"
"AIH46E1","EXB0056",11.7,45,527,"AIH46"
"AIH48E1","EXB0056",11.2,45,504,"AIH48"
"AIH53E1","EXB0056",1.44,45,65,"AIH53"
"AIH55E1","EXB0056",9.92,45,446,"AIH55"
"AIH57E1","EXB0056",4.79,45,216,"AIH57"
"AIH59E1","EXB0056",17.5,45,788,"AIH59"
"AIH64E1","EXB0056",2.05,45,92,"AIH64"
"AIH66E1","EXB0056",8.16,45,367,"AIH66"
"AIH68E1","EXB0056",9.05,45,407,"AIH68"
"AIH70E1","EXB0056",10.6,45,477,"AIH70"
"AIH75E1","EXB0056",2.42,45,109,"AIH75"
"AIH77E1","EXB0056",11.4,45,513,"AIH77"
"AIH79E1","EXB0056",15.8,45,711,"AIH79"
"AIH81E1","EXB0056",19.2,45,864,"AIH81"
"AIH97E1","EXB0056",0.57,45,26,"AIH97"
"AIH99E1","EXB0056",13.8,45,621,"AIH99"
"AII02E1","EXB0056",6.43,45,289,"AII02"
"AII04E1","EXB0056",9.59,45,432,"AII04"
"AII97E1","EXB0056",15.6,45,702,"AII97"
"AII99E1","EXB0056",14.2,45,639,"AII99"
"AIJ02E1","EXB0056",7.1,45,320,"AIJ02"
"AIJ04E1","EXB0056",23.4,45,1053,"AIJ04"
"C1_EXB0056E1","EXB0056",0,45,0,"C1_EXB0056"
"AIH46E2","EXB0057",71.5,45,3218,"AIH46"
"AIF70E2","EXB0057",0.69,45,31,"AIF70"
"AIF64E2","EXB0057",7.99,45,360,"AIF64"
"AIG11E2","EXB0057",55,45,2475,"AIG11"
"AIH64E2","EXB0057",0.58,45,26,"AIH64"
"AIF57E2","EXB0057",62.6,45,2817,"AIF57"
"AIF68E2","EXB0057",66.8,45,3006,"AIF68"
"AIH75E2","EXB0057",17.7,45,797,"AIH75"
"AII99E2","EXB0057",48.1,45,2165,"AII99"
"AIH99E2","EXB0057",53,45,2385,"AIH99"
"AII97E2","EXB0057",4.29,45,193,"AII97"
"AIH66E2","EXB0057",36.9,45,1661,"AIH66"
"AIH26E2","EXB0057",46.3,45,2084,"AIH26"
"AIH42E2","EXB0057",13,45,585,"AIH42"
"C1_EXB0057E1","EXB0057",0,45,0,"C1_EXB0057"
"AIH53E2","EXB0057",11.2,45,504,"AIH53"
"AIF55E2","EXB0057",62.7,45,2822,"AIF55"
"AIH22E2","EXB0057",54.9,45,2471,"AIH22"
"AIH48E2","EXB0057",26.9,45,1211,"AIH48"
"AII04E2","EXB0057",22.9,45,1031,"AII04"
"AIG13E2","EXB0057",56.9,45,2561,"AIG13"
"AIH44E2","EXB0057",59.3,45,2669,"AIH44"
"AIH55E2","EXB0057",72,45,3240,"AIH55"
"AIH81E2","EXB0057",8.7,45,391,"AIH81"
"AIH20E2","EXB0057",12.6,45,567,"AIH20"
"AIH77E2","EXB0057",41.4,45,1863,"AIH77"
"AIF59E2","EXB0057",40.9,45,1841,"AIF59"
"AIH68E2","EXB0057",38.7,45,1742,"AIH68"
"AIH70E2","EXB0057",19.4,45,873,"AIH70"
"AIF53E2","EXB0057",37.3,45,1678,"AIF53"
"AIH97E2","EXB0057",9.23,45,415,"AIH97"
"AIH24E2","EXB0057",41,45,1845,"AIH24"
"AIJ04E2","EXB0057",55.3,45,2489,"AIJ04"
"AIG15E2","EXB0057",27,45,1215,"AIG15"
"AIH79E2","EXB0057",39,45,1755,"AIH79"
"AIH59E2","EXB0057",38.3,45,1723,"AIH59"
"AIH57E2","EXB0057",58.5,45,2633,"AIH57"
"AIJ02E2","EXB0057",37.2,45,1674,"AIJ02"
"AIF66E2","EXB0057",32.9,45,1481,"AIF66"
"AIG09E2","EXB0057",14.5,45,653,"AIG09"
"AII02E2","EXB0057",50,45,2250,"AII02"
"AIG20E1","EXB0058",1.54,45,69,"AIG20"
"AIG22E1","EXB0058",42.9,45,1931,"AIG22"
"AIG24E1","EXB0058",20.7,45,932,"AIG24"
"AIG26E1","EXB0058",33,45,1485,"AIG26"
"AIG31E1","EXB0058",8.08,45,364,"AIG31"
"AIG33E1","EXB0058",15.3,45,689,"AIG33"
"AIG35E1","EXB0058",39.8,45,1791,"AIG35"
"AIG37E1","EXB0058",67.2,45,3024,"AIG37"
"AIG42E1","EXB0058",9.77,45,440,"AIG42"
"AIG44E1","EXB0058",5.11,45,230,"AIG44"
"AIG46E1","EXB0058",8.51,45,383,"AIG46"
"AIG48E1","EXB0058",3,45,135,"AIG48"
"AIH86E1","EXB0058",1.45,45,65,"AIH86"
"AIH88E1","EXB0058",19.2,45,864,"AIH88"
"AIH90E1","EXB0058",19,45,855,"AIH90"
"AIH92E1","EXB0058",35.5,45,1598,"AIH92"
"AII09E1","EXB0058",12.7,45,572,"AII09"
"AII11E1","EXB0058",11.7,45,527,"AII11"
"AII13E1","EXB0058",13.4,45,603,"AII13"
"AII15E1","EXB0058",35.3,45,1588,"AII15"
"AII20E1","EXB0058",1.68,45,76,"AII20"
"AII22E1","EXB0058",13.9,45,626,"AII22"
"AII24E1","EXB0058",28.8,45,1296,"AII24"
"AII26E1","EXB0058",32.1,45,1445,"AII26"
"AII31E1","EXB0058",1.05,45,47,"AII31"
"AII33E1","EXB0058",7.99,45,360,"AII33"
"AII35E1","EXB0058",12.2,45,549,"AII35"
"AII37E1","EXB0058",38.4,45,1728,"AII37"
"AIJ09E1","EXB0058",2.35,45,106,"AIJ09"
"AIJ11E1","EXB0058",18.9,45,850,"AIJ11"
"AIJ13E1","EXB0058",38.6,45,1737,"AIJ13"
"AIJ15E1","EXB0058",20.8,45,936,"AIJ15"
"AIJ20E1","EXB0058",12.3,45,554,"AIJ20"
"AIJ22E1","EXB0058",36.8,45,1656,"AIJ22"
"AIJ24E1","EXB0058",1.46,45,66,"AIJ24"
"AIJ26E1","EXB0058",10.4,45,468,"AIJ26"
"C1_EXB0058E1","EXB0058",0,45,0,"C1_EXB0058"
"AIG26E2","EXB0059",22.8,45,1026,"AIG26"
"AII35E2","EXB0059",82.8,45,3726,"AII35"
