"library_id","library_batch","sample_id","extraction_id","sequencing_datasets","library_input_volume","library_input_dna","library_input_dna_concentration","library_adaptor_molarity","library_PCR_cycles_required"
"ACD90E1L1","LIB0027","ACD90","ACD90E1","EHI00238",20,2,0.1,10,12
"AFN29E1L1","LIB0027","AFN29","AFN29E1","EHI00264",20,2.5,0.12,10,11
"AFN10E1L1","LIB0027","AFN10","AFN10E1","EHI00213",20,5.6,0.28,10,10
"AFN31E1L1","LIB0027","AFN31","AFN31E1","EHI00236",20,2.5,0.12,10,16
"C1_EXB0020E1L1","LIB0027","C1_EXB0020","C1_EXB0020E1","EHI00294",20,9.2,0.46,10,8
"ABL68E1L2","LIB0028","ABL68","ABL68E1","EHI00218",20,28,1.4,10,10
"ABU59E2L2","LIB0028","ABU59","ABU59E2","EHI00209",18,83.2,4.62,20,7
"C1_EXB0016E1L2","LIB0028","C1_EXB0016","C1_EXB0016E1","EHI00282",12.5,6.9,0.55,10,13
"AAT09E2L2","LIB0028","AAT09","AAT09E2","",20,2.2,0.11,10,20
"ABH56E1L2","LIB0028","ABH56","ABH56E1","EHI00287",20,173.2,8.66,20,8
"ABT71E2L2","LIB0028","ABT71","ABT71E2","EHI00275",10,99.6,9.96,20,8
"ABT55E2L2","LIB0028","ABT55","ABT55E2","EHI00207",10,25.4,2.54,20,7
"ADU90E1L2","LIB0028","ADU90","ADU90E1","EHI00232",20,1.2,0.06,10,15
"ABT33E1L2","LIB0028","ABT33","ABT33E1","",18,1.1,0.06,10,15
"ABU57E2L2","LIB0028","ABU57","ABU57E2","EHI00260",20,144.8,7.24,20,6
"ABU40E1L2","LIB0028","ABU40","ABU40E1","",20,132,6.6,20,7
"ABU55E2L2","LIB0028","ABU55","ABU55E2","EHI00223",18,175.1,9.73,20,9
"AEK07E2L2","LIB0028","AEK07","AEK07E2","EHI00253",20,4.4,0.22,10,14
"ABT68E2L2","LIB0028","ABT68","ABT68E2","EHI00215",15,80.3,5.35,20,10
"ACP21E1L2","LIB0028","ACP21","ACP21E1","EHI00204",20,3.8,0.19,10,16
"ABT69E2L2","LIB0028","ABT69","ABT69E2","EHI00202",20,52.8,2.64,20,10
"ABU62E1L2","LIB0028","ABU62","ABU62E1","EHI00203",20,0,0,10,16
"ABU28E2L2","LIB0028","ABU28","ABU28E2","EHI00290",20,75.8,3.79,20,8
"ABU30E2L2","LIB0028","ABU30","ABU30E2","EHI00245",20,13.2,0.66,10,9
"ABT51E2L2","LIB0028","ABT51","ABT51E2","EHI00210",14,19.5,1.39,10,13
"ABT53E2L2","LIB0028","ABT53","ABT53E2","EHI00206",18,21.6,1.2,10,15
"ABT47E1L2","LIB0028","ABT47","ABT47E1","EHI00199",10,0.6,0.06,10,13
"ABU44E2L2","LIB0028","ABU44","ABU44E2","EHI00274",20,13.4,0.67,10,11
"ABU61E1L2","LIB0028","ABU61","ABU61E1","",20,0,0,10,18
"AAT07E2L2","LIB0028","AAT07","AAT07E2","EHI00240",5,0.8,0.16,10,15
"AFW18E1L1","LIB0030","AFW18","AFW18E1","EHI00390",13.5,200,14.8,20,4
"C1_EXB0022E1L1","LIB0030","C1_EXB0022","C1_EXB0022E1","EHI00360",20,0,0,2,25
"ACJ61E1L1","LIB0030","ACJ61","ACJ61E1","EHI00372",20,3.4,0.17,5,9
"ACJ47E1L1","LIB0030","ACJ47","ACJ47E1","EHI00366",20,7.7,0.38,5,9
"AFW26E1L1","LIB0030","AFW26","AFW26E1","EHI00369",20,21.6,1.08,10,6
"AFV39E1L1","LIB0030","AFV39","AFV39E1","EHI00401",20,134.8,6.74,20,3
"AFN07E1L1","LIB0030","AFN07","AFN07E1","EHI00384",20,11.7,0.58,10,8
"AFN09E1L1","LIB0030","AFN09","AFN09E1","EHI00364",20,3.6,0.18,5,10
"AFV48E1L1","LIB0030","AFV48","AFV48E1","EHI00396",20,152.2,7.61,20,3
"AFN36E1L1","LIB0030","AFN36","AFN36E1","EHI00373",20,8.4,0.42,5,8
"AFW30E1L1","LIB0030","AFW30","AFW30E1","EHI00378",20,73.8,3.69,20,4
"AFW28E1L1","LIB0030","AFW28","AFW28E1","EHI00395",18.3,200,10.9,20,3
"AFN38E1L1","LIB0030","AFN38","AFN38E1","EHI00370",20,24.4,1.22,10,6
"AFV57E1L1","LIB0030","AFV57","AFV57E1","EHI00379",20,62.2,3.11,20,4
"AFW32E1L1","LIB0030","AFW32","AFW32E1","EHI00386",16.3,200,12.3,20,3
"ACJ41E1L1","LIB0030","ACJ41","ACJ41E1","EHI00397",17.5,200,11.4,20,3
"AA02E1L1","LIB0031","AA02","AA02E1","EHI00407",24,157.4,6.56,20,4
"ADV74E1L1","LIB0031","ADV74","ADV74E1","EHI00363",24,25,1.04,10,10
"AEL92E1L1","LIB0031","AEL92","AEL92E1","EHI00394",15.2,200,13.2,20,4
"AA95E1L1","LIB0031","AA95","AA95E1","EHI00403",11.2,200,17.9,20,4
"ABC26E1L1","LIB0031","ABC26","ABC26E1","EHI00365",24,90.7,3.78,20,7
"ADW18E1L1","LIB0031","ADW18","ADW18E1","EHI00380",24,141.6,5.9,20,5
"AEL08E1L1","LIB0031","AEL08","AEL08E1","EHI00382",24,75.8,3.16,20,5
"ABC31E1L1","LIB0031","ABC31","ABC31E1","EHI00374",24,21.2,0.89,10,11
"ADU75E1L1","LIB0031","ADU75","ADU75E1","EHI00391",24,162.2,6.76,20,8
"AEL61E1L1","LIB0031","AEL61","AEL61E1","EHI00393",18.2,200,11,20,4
"AA17E1L1","LIB0031","AA17","AA17E1","EHI00412",15,200,13.3,20,4
"ADV34E1L1","LIB0031","ADV34","ADV34E1","EHI00400",8.2,200,24.3,20,4
"AEL82E1L1","LIB0031","AEL82","AEL82E1","EHI00389",19,200,10.5,20,5
"AEL51E1L1","LIB0031","AEL51","AEL51E1","EHI00399",24,173.5,7.23,20,4
"AEL21E1L1","LIB0031","AEL21","AEL21E1","EHI00371",24,178.6,7.44,20,7
"AA89E1L1","LIB0031","AA89","AA89E1","EHI00415",24,166.8,6.95,20,4
"AAB12E1L1","LIB0031","AAB12","AAB12E1","EHI00377",14.5,200,13.8,20,11
"AAA89E1L1","LIB0031","AAA89","AAA89E1","EHI00417",5.6,200,35.7,20,4
"AEL73E1L1","LIB0031","AEL73","AEL73E1","EHI00381",24,159.6,6.65,20,5
"ADW20E1L1","LIB0031","ADW20","ADW20E1","EHI00376",24,137.3,5.72,20,8
"ADV27E1L1","LIB0031","ADV27","ADV27E1","EHI00418",18,200,11.1,20,3
"ADU72E1L1","LIB0031","ADU72","ADU72E1","EHI00383",24,36.2,1.51,10,5
"AAA67E1L1","LIB0031","AAA67","AAA67E1","EHI00408",6.5,200,31,20,4
"AAB02E1L1","LIB0031","AAB02","AAB02E1","EHI00385",7.5,200,26.5,20,5
"ADV43E1L1","LIB0031","ADV43","ADV43E1","EHI00368",24,0,0,2,15
"ADV69E1L1","LIB0031","ADV69","ADV69E1","EHI00367",24,24.7,1.03,10,7
"AEL64E1L1","LIB0031","AEL64","AEL64E1","EHI00406",8.2,200,24.5,20,4
"AAA55E1L1","LIB0031","AAA55","AAA55E1","EHI00398",13.3,200,15,20,4
"C1_EXB0023E1L1","LIB0031","C1_EXB0023","C1_EXB0023E1","EHI00362",24,0,0,2,20
"AEL44E1L1","LIB0031","AEL44","AEL44E1","EHI00392",12.3,200,16.3,20,4
"AEL78E1L1","LIB0031","AEL78","AEL78E1","EHI00411",7.7,200,25.9,20,4
"ADV86E1L1","LIB0031","ADV86","ADV86E1","EHI00410",9.7,200,20.6,20,5
"ADV29E1L1","LIB0031","ADV29","ADV29E1","EHI00420",24,154.8,6.45,20,4
"AEL24E1L1","LIB0031","AEL24","AEL24E1","EHI00361",24,68.4,2.85,20,6
"AA04E1L1","LIB0031","AA04","AA04E1","EHI00388",24,100.8,4.2,20,5
"AAB49E1L1","LIB0031","AAB49","AAB49E1","EHI00402",6.6,200,30.1,20,4
"AEL09E1L1","LIB0031","AEL09","AEL09E1","EHI00375",24,190.1,7.92,20,6
"AAB20E1L1","LIB0031","AAB20","AAB20E1","EHI00414",8.7,200,22.9,20,4
"AEL81E1L1","LIB0031","AEL81","AEL81E1","EHI00405",12.4,200,16.1,20,4
"AA86E1L1","LIB0031","AA86","AA86E1","EHI00419",22.6,200,8.85,20,3
"AEL05E1L1","LIB0031","AEL05","AEL05E1","EHI00387",12.2,200,16.4,20,5
"ADV82E1L1","LIB0031","ADV82","ADV82E1","EHI00413",15.9,200,12.6,20,4
"AAA17E1L1","LIB0031","AAA17","AAA17E1","EHI00404",7.5,200,26.7,20,4
"AEL40E1L1","LIB0031","AEL40","AEL40E1","EHI00416",7.7,200,25.9,20,4
"AA83E1L1","LIB0031","AA83","AA83E1","EHI00409",13.6,200,14.7,20,3
"ADI75E1L1","LIB0032","ADI75","ADI75E1","EHI00477",14,198.8,14.2,20,5
"ADM14E1L1","LIB0032","ADM14","ADM14E1","EHI00527",23,197.3,8.58,20,3
"ADM56E1L1","LIB0032","ADM56","ADM56E1","EHI00520",12,195.6,16.3,20,4
"ADJ34E1L1","LIB0032","ADJ34","ADJ34E1","EHI00422",24,15.8,0.66,10,6
"ADI97E1L1","LIB0032","ADI97","ADI97E1","EHI00525",24,72.2,3.01,20,4
"ADL90E1L1","LIB0032","ADL90","ADL90E1","EHI00451",18,196.2,10.9,20,5
"ADJ06E1L1","LIB0032","ADJ06","ADJ06E1","EHI00456",23,200.6,8.72,20,5
"ADK11E1L1","LIB0032","ADK11","ADK11E1","EHI00566",12,187.2,15.6,20,8
"ADL62E1L1","LIB0032","ADL62","ADL62E1","EHI00538",24,104.4,4.35,20,5
"ADK06E1L1","LIB0032","ADK06","ADK06E1","EHI00514",12,195.6,16.3,20,5
"ADL59E1L1","LIB0032","ADL59","ADL59E1","EHI00465",24,77,3.21,20,6
"ADL76E1L1","LIB0032","ADL76","ADL76E1","EHI00472",24,35.5,1.48,10,8
"ADJ27E1L1","LIB0032","ADJ27","ADJ27E1","EHI00480",24,4.8,0.2,5,11
"ADM19E1L1","LIB0032","ADM19","ADM19E1","EHI00493",24,110.2,4.59,20,5
"ADL93E1L1","LIB0032","ADL93","ADL93E1","EHI00499",24,6.2,0.26,5,11
"ADM31E1L1","LIB0032","ADM31","ADM31E1","EHI00490",24,144,6,20,5
"ADJ44E1L1","LIB0032","ADJ44","ADJ44E1","EHI00481",11,194.7,17.7,20,4
"ADM79E1L1","LIB0032","ADM79","ADM79E1","EHI00507",24,184.3,7.68,20,5
"ADJ26E1L1","LIB0032","ADJ26","ADJ26E1","EHI00504",22,199.1,9.05,20,4
"ADL74E1L1","LIB0032","ADL74","ADL74E1","EHI00512",22,198.9,9.04,20,4
"ADK20E1L1","LIB0032","ADK20","ADK20E1","EHI00506",24,5.8,0.24,5,13
"ADK02E1L1","LIB0032","ADK02","ADK02E1","",12,196.8,16.4,20,4
"ADM74E1L1","LIB0032","ADM74","ADM74E1","EHI00496",11,201.3,18.3,20,3
"ADM28E1L1","LIB0032","ADM28","ADM28E1","EHI00426",24,2.6,0.11,5,11
"ADL20E1L1","LIB0032","ADL20","ADL20E1","",24,111.4,4.64,20,4
"ADM43E1L1","LIB0032","ADM43","ADM43E1","EHI00458",14,193.2,13.8,20,6
"ADJ97E1L1","LIB0032","ADJ97","ADJ97E1","EHI00438",24,11.8,0.49,10,7
"ADM16E1L1","LIB0032","ADM16","ADM16E1","EHI00569",10,202,20.2,20,8
"ADL34E1L1","LIB0032","ADL34","ADL34E1","EHI00547",24,10.8,0.45,10,12
"ADI81E1L1","LIB0032","ADI81","ADI81E1","EHI00524",24,79.9,3.33,20,4
"C1_EXB0026E1L1","LIB0032","C1_EXB0026","C1_EXB0026E1","EHI00421",24,0,0,2,25
"ADL26E1L1","LIB0032","ADL26","ADL26E1","EHI00488",24,132.7,5.53,20,5
"ADL98E1L1","LIB0032","ADL98","ADL98E1","EHI00473",6,203.4,33.9,20,5
"ADL70E1L1","LIB0032","ADL70","ADL70E1","EHI00567",8,206.4,25.8,20,4
"ADK22E1L1","LIB0032","ADK22","ADK22E1","",8,196.8,24.6,20,4
"ADM61E1L1","LIB0032","ADM61","ADM61E1","EHI00568",8,208.8,26.1,20,9
"ADM42E1L1","LIB0032","ADM42","ADM42E1","EHI00484",24,153.1,6.38,20,5
"ADM18E1L1","LIB0032","ADM18","ADM18E1","EHI00529",14,200.2,14.3,20,3
"ADK32E1L1","LIB0032","ADK32","ADK32E1","EHI00479",24,2.2,0.09,5,14
"ADK30E1L1","LIB0032","ADK30","ADK30E1","EHI00536",9,206.1,22.9,20,7
"ADK34E1L1","LIB0032","ADK34","ADK34E1","EHI00441",24,47.3,1.97,10,6
"ADL33E1L1","LIB0032","ADL33","ADL33E1","EHI00464",24,92.6,3.86,20,5
"ADJ93E1L1","LIB0032","ADJ93","ADJ93E1","EHI00462",12,194.4,16.2,20,6
"ADM21E1L1","LIB0032","ADM21","ADM21E1","EHI00435",24,0,0,2,19
"ADL72E1L1","LIB0032","ADL72","ADL72E1","EHI00483",9,194.4,21.6,20,6
"ADM03E1L1","LIB0032","ADM03","ADM03E1","EHI00470",24,6,0.25,5,11
"ADM66E1L1","LIB0032","ADM66","ADM66E1","EHI00537",10,197,19.7,20,5
"ADL63E1L1","LIB0032","ADL63","ADL63E1","EHI00518",7,191.1,27.3,20,4
"ADI93E1L1","LIB0032","ADI93","ADI93E1","EHI00433",24,14.4,0.6,10,10
"ADK28E1L1","LIB0032","ADK28","ADK28E1","EHI00541",22,198,9,20,5
"ADL22E1L1","LIB0032","ADL22","ADL22E1","EHI00428",24,8.4,0.35,5,9
"ADL30E1L1","LIB0032","ADL30","ADL30E1","EHI00467",24,50.9,2.12,20,3
"AA58E1L1","LIB0033","AA58","AA58E1","EHI00463",24,53.5,2.23,20,5
"ABO01E1L1","LIB0033","ABO01","ABO01E1","EHI00508",14.8,200,13.5,20,4
"ABP55E1L1","LIB0033","ABP55","ABP55E1","EHI00457",19.4,200,10.3,20,4
"AB02E1L1","LIB0033","AB02","AB02E1","EHI00427",24,29.8,1.24,10,6
"AB06E1L1","LIB0033","AB06","AB06E1","EHI00554",15.5,200,12.9,20,4
"ABO45E1L1","LIB0033","ABO45","ABO45E1","EHI00489",4.4,200,45.7,20,6
"AFW01E1L1","LIB0033","AFW01","AFW01E1","EHI00449",24,38.2,1.59,10,5
"AFV82E1L1","LIB0033","AFV82","AFV82E1","EHI00471",24,43.7,1.82,10,6
"AFV60E1L1","LIB0033","AFV60","AFV60E1","EHI00440",24,9.4,0.39,5,7
"ADD90E1L1","LIB0033","ADD90","ADD90E1","EHI00453",24,22.8,0.95,10,6
"AFW10E1L1","LIB0033","AFW10","AFW10E1","EHI00452",24,71.3,2.97,20,5
"ABO36E1L1","LIB0033","ABO36","ABO36E1","EHI00516",4.8,200,41.9,20,4
"AFV64E1L1","LIB0033","AFV64","AFV64E1","EHI00526",24,0,0,2,5
"ABZ29E1L1","LIB0033","ABZ29","ABZ29E1","EHI00501",24,76.3,3.18,20,4
"AB13E1L1","LIB0033","AB13","AB13E1","EHI00553",24,32.9,1.37,10,8
"AFV44E1L1","LIB0033","AFV44","AFV44E1","EHI00543",24,115.2,4.8,20,4
"ABZ32E1L1","LIB0033","ABZ32","ABZ32E1","EHI00557",24,117.4,4.89,20,4
"AFV78E1L1","LIB0033","AFV78","AFV78E1","EHI00562",24,188.9,7.87,20,3
"ABP76E1L1","LIB0033","ABP76","ABP76E1","",22.8,200,8.78,20,4
"ABQ18E1L1","LIB0033","ABQ18","ABQ18E1","EHI00497",16,200,12.5,20,5
"C1_EXB0029E1L1","LIB0033","C1_EXB0029","C1_EXB0029E1","EHI00423",24,1.7,0.07,5,22
"ADD91E1L1","LIB0033","ADD91","ADD91E1","EHI00460",24,48.7,2.03,10,6
"ADD87E1L1","LIB0033","ADD87","ADD87E1","EHI00545",12.6,200,15.9,20,4
"ADD83E1L1","LIB0033","ADD83","ADD83E1","EHI00539",24,55.7,2.32,20,4
"AFV67E1L1","LIB0033","AFV67","AFV67E1","EHI00550",13.3,200,15,20,4
"ABO54E1L1","LIB0033","ABO54","ABO54E1","EHI00461",3.8,200,53,20,4
"AB09E1L1","LIB0033","AB09","AB09E1","EHI00564",12.9,200,15.5,20,3
"ABP99E1L1","LIB0033","ABP99","ABP99E1","EHI00530",17.5,200,11.4,20,4
"AFW08E1L1","LIB0033","AFW08","AFW08E1","EHI00548",7.7,200,25.9,20,3
"ABO09E1L1","LIB0033","ABO09","ABO09E1","EHI00533",8.5,200,23.6,20,3
"AB05E1L1","LIB0033","AB05","AB05E1","EHI00437",24,9.4,0.39,5,7
"AA92E1L1","LIB0033","AA92","AA92E1","EHI00563",13.8,200,14.5,20,3
"ABZ39E1L1","LIB0033","ABZ39","ABZ39E1","EHI00546",13.2,200,15.1,20,4
"AFV96E1L1","LIB0033","AFV96","AFV96E1","EHI00544",22,200,9.09,20,3
"ABZ43E1L1","LIB0033","ABZ43","ABZ43E1","EHI00549",24,149.8,6.24,20,3
"ADE05E1L1","LIB0033","ADE05","ADE05E1","EHI00492",24,6,0.25,5,10
"ABO34E1L1","LIB0033","ABO34","ABO34E1","EHI00509",4.5,200,44.9,20,5
"ABZ50E1L1","LIB0033","ABZ50","ABZ50E1","EHI00476",24,17,0.71,10,6
"ABP91E1L1","LIB0033","ABP91","ABP91E1","EHI00459",24,140.4,5.85,20,5
"AFW84E1L1","LIB0033","AFW84","AFW84E1","EHI00551",24,169,7.04,20,4
"ABP37E1L1","LIB0033","ABP37","ABP37E1","EHI00535",3.6,200,55,20,4
"ABO05E1L1","LIB0033","ABO05","ABO05E1","EHI00487",24,185.5,7.73,20,5
"ABO03E1L1","LIB0033","ABO03","ABO03E1","EHI00534",8.4,200,23.7,20,4
"AFW06E1L1","LIB0033","AFW06","AFW06E1","EHI00486",8.5,200,23.6,20,5
"AFV24E1L1","LIB0033","AFV24","AFV24E1","EHI00614",24,91.7,3.82,20,5
"ADE15E1L1","LIB0033","ADE15","ADE15E1","EHI00454",24,58.3,2.43,20,10
"C1_EXB0015E1L1","LIB0033","C1_EXB0015","C1_EXB0015E1","EHI00446",24,7.9,0.33,5,10
"ABN47E1L1","LIB0033","ABN47","ABN47E1","EHI00522",16.4,200,12.2,20,4
"ABZ26E1L1","LIB0033","ABZ26","ABZ26E1","EHI00558",24,161.5,6.73,20,3
"ADD97E1L1","LIB0033","ADD97","ADD97E1","EHI00528",24,130.8,5.45,20,5
"ABP77E1L1","LIB0033","ABP77","ABP77E1","EHI00475",22.9,200,8.73,20,4
"ADE11E1L1","LIB0033","ADE11","ADE11E1","EHI00436",24,22.8,0.95,10,7
"ABZ36E1L1","LIB0033","ABZ36","ABZ36E1","EHI00552",24,183.1,7.63,20,3
"ABQ01E1L1","LIB0033","ABQ01","ABQ01E1","EHI00521",24,194.4,8.1,20,4
"AFV34E1L1","LIB0033","AFV34","AFV34E1","EHI00505",4.3,200,46,20,5
"AA74E1L1","LIB0033","AA74","AA74E1","EHI00478",24,46.3,1.93,10,5
"AFW12E1L1","LIB0033","AFW12","AFW12E1","EHI00466",24,31.7,1.32,10,6
"OPAU18E1L1","LIB0034","OPAU18","OPAU18E1","EHI00642",24,8.2,0.34,5,9
"ABZ64E1L1","LIB0034","ABZ64","ABZ64E1","EHI00638",24,4.3,0.18,5,10
"AGF98E1L1","LIB0034","AGF98","AGF98E1","EHI00510",24,25.2,1.05,10,6
"ACB22E1L1","LIB0034","ACB22","ACB22E1","EHI00599",24,3.8,0.16,5,9
"ABZ62E1L1","LIB0034","ABZ62","ABZ62E1","EHI00532",24,89.5,3.73,20,6
"AGF26E1L1","LIB0034","AGF26","AGF26E1","EHI00661",24,17.5,0.73,10,30
"ABZ66E1L1","LIB0034","ABZ66","ABZ66E1","",24,121.2,5.05,20,23
"OPAU26E1L1","LIB0034","OPAU26","OPAU26E1","EHI00431",24,13,0.54,10,7
"ACB23E1L1","LIB0034","ACB23","ACB23E1","EHI00607",24,3.4,0.14,5,9
"ABZ56E1L1","LIB0034","ABZ56","ABZ56E1","EHI00650",24,1.4,0.06,5,14
"OPAU46E1L1","LIB0034","OPAU46","OPAU46E1","EHI00634",24,7,0.29,5,8
"AGH49E1L1","LIB0034","AGH49","AGH49E1","",24,33.4,1.39,10,16
"AGF86E1L1","LIB0034","AGF86","AGF86E1","EHI00631",24,9.6,0.4,5,8
"OPAU32E1L1","LIB0034","OPAU32","OPAU32E1","EHI00485",24,8.6,0.36,5,8
"AGH22E1L1","LIB0034","AGH22","AGH22E1","EHI00565",12.3,200,16.3,20,4
"ACB20E1L1","LIB0034","ACB20","ACB20E1","EHI00503",24,24.5,1.02,10,5
"ACB19E1L1","LIB0034","ACB19","ACB19E1","EHI00643",24,9.8,0.41,5,8
"AGH38E1L1","LIB0034","AGH38","AGH38E1","EHI00468",24,13.2,0.55,10,7
"OPAU62E1L1","LIB0034","OPAU62","OPAU62E1","EHI00577",24,4.3,0.18,5,10
"AGF24E1L1","LIB0034","AGF24","AGF24E1","EHI00517",24,37.9,1.58,10,6
"AGF10E1L1","LIB0034","AGF10","AGF10E1","EHI00560",23,200,8.71,20,4
"OPAU24E1L1","LIB0034","OPAU24","OPAU24E1","EHI00555",24,16.8,0.7,10,8
"OPAU60E1L1","LIB0034","OPAU60","OPAU60E1","EHI00515",24,27.8,1.16,10,6
"OPAU40E1L1","LIB0034","OPAU40","OPAU40E1","EHI00540",24,6.5,0.27,5,8
"ABZ68E1L1","LIB0034","ABZ68","ABZ68E1","EHI00559",24,90.5,3.77,20,4
"ABZ58E1L1","LIB0034","ABZ58","ABZ58E1","EHI00495",24,29.3,1.22,10,6
"OPAU30E1L1","LIB0034","OPAU30","OPAU30E1","EHI00511",24,39.8,1.66,10,5
"ACB21E1L1","LIB0034","ACB21","ACB21E1","EHI00646",24,2.6,0.11,5,11
"AGH20E1L1","LIB0034","AGH20","AGH20E1","EHI00649",24,5.8,0.24,5,8
"OPAU72E1L1","LIB0034","OPAU72","OPAU72E1","EHI00500",24,16.6,0.69,10,6
"OPAU52E1L1","LIB0034","OPAU52","OPAU52E1","EHI00571",24,3.8,0.16,5,10
"OPAU36E1L1","LIB0034","OPAU36","OPAU36E1","EHI00639",24,3.6,0.15,5,11
"OPAU58E1L1","LIB0034","OPAU58","OPAU58E1","EHI00652",24,21.6,0.9,10,8
"AGF91E1L1","LIB0034","AGF91","AGF91E1","EHI00498",24,27.1,1.13,10,5
"OPAU70E1L1","LIB0034","OPAU70","OPAU70E1","EHI00654",24,7.4,0.31,5,8
"OPAU48E1L1","LIB0034","OPAU48","OPAU48E1","EHI00660",24,26.9,1.12,10,8
"AGH37E1L1","LIB0034","AGH37","AGH37E1","EHI00664",24,16.1,0.67,10,16
"AGH23E1L1","LIB0034","AGH23","AGH23E1","EHI00513",24,42.7,1.78,10,5
"OPAU50E1L1","LIB0034","OPAU50","OPAU50E1","EHI00542",24,41.8,1.74,10,5
"AGF90E1L1","LIB0034","AGF90","AGF90E1","EHI00600",24,32.2,1.34,10,9
"C1_EXB0030E1L1","LIB0034","C1_EXB0030","C1_EXB0030E1","",24,1,0.04,10,21
"OPAU44E1L1","LIB0034","OPAU44","OPAU44E1","EHI00502",24,58.1,2.42,20,6
"OPAU38E1L1","LIB0034","OPAU38","OPAU38E1","EHI00570",24,5,0.21,5,10
"OPAU56E1L1","LIB0034","OPAU56","OPAU56E1","EHI00622",24,20.2,0.84,10,9
"OPAU42E1L1","LIB0034","OPAU42","OPAU42E1","EHI00653",24,25.2,1.05,10,8
"AGF95E1L1","LIB0034","AGF95","AGF95E1","EHI00491",24,53.5,2.23,20,6
"AGF06E1L1","LIB0034","AGF06","AGF06E1","EHI00556",15.3,200,13.1,20,4
"AGF18E1L1","LIB0034","AGF18","AGF18E1","EHI00444",24,12,0.5,10,7
"AGH24E1L1","LIB0034","AGH24","AGH24E1","EHI00561",24,147.6,6.15,20,4
"OPAU66E1L1","LIB0034","OPAU66","OPAU66E1","EHI00630",24,11.5,0.48,10,9
"ADD97E1L1","LIB0034","ADD97","ADD97E1","",16.2,88.3,5.45,20,5
"OPAU64E1L1","LIB0034","OPAU64","OPAU64E1","EHI00656",24,14.2,0.59,10,9
"OPAU34E1L1","LIB0034","OPAU34","OPAU34E1","EHI00615",24,5.8,0.24,5,9
"OPAU20E1L1","LIB0034","OPAU20","OPAU20E1","EHI00523",24,9.4,0.39,5,8
"AGH42E1L1","LIB0034","AGH42","AGH42E1","",24,45.8,1.91,10,12
"OPAU68E1L1","LIB0034","OPAU68","OPAU68E1","EHI00531",24,41.3,1.72,10,5
"OPAU54E1L1","LIB0034","OPAU54","OPAU54E1","EHI00637",24,1.9,0.08,5,11
"AFV24E1L1","LIB0034","AFV24","AFV24E1","",19.2,73.3,3.82,20,14
"AGH43E1L1","LIB0034","AGH43","AGH43E1","EHI00494",24,0.2,0.01,5,7
"OPAU28E1L1","LIB0034","OPAU28","OPAU28E1","EHI00474",24,42.7,1.78,10,7
"ABS02E1L2","LIB0035","ABS02","ABS02E1","EHI00455",14,116.5,8.32,20,7
"ABS42E1L2","LIB0035","ABS42","ABS42E1","",24,41.8,1.74,10,9
"ABS12E1L2","LIB0035","ABS12","ABS12E1","EHI00627",5,5,0.99,5,12
"ABS40E1L2","LIB0035","ABS40","ABS40E1","EHI00612",20,11.7,0.59,10,9
"ACZ33E2L3","LIB0035","ACZ33","ACZ33E2","EHI00655",24,27.6,1.15,10,8
"ABS96E1L2","LIB0035","ABS96","ABS96E1","EHI00644",17,40.8,2.4,10,8
"ADV25E1L2","LIB0035","ADV25","ADV25E1","",0,0,1.85,2,23
"ABG57E2L3","LIB0035","ABG57","ABG57E2","EHI00616",24,82.8,3.45,20,11
"ADA63E1L2","LIB0035","ADA63","ADA63E1","EHI00625",17.7,42.8,2.42,20,9
"ACO90E1L2","LIB0035","ACO90","ACO90E1","EHI00648",18.7,46.9,2.51,10,8
"ACX32E1L2","LIB0035","ACX32","ACX32E1","EHI00658",17.8,66.8,3.75,20,8
"ABG38E2L3","LIB0035","ABG38","ABG38E2","EHI00606",24,16,0.67,10,11
"ACX42E1L2","LIB0035","ACX42","ACX42E1","EHI00640",18.3,8.5,0.46,5,11
"ABS28E1L2","LIB0035","ABS28","ABS28E1","EHI00584",20,69.8,3.49,20,13
"ADK10E2L3","LIB0035","ADK10","ADK10E2","EHI00589",24,11.7,0.49,10,9
"ADA70E1L2","LIB0035","ADA70","ADA70E1","EHI00442",17,25.2,1.48,10,7
"ADA67E1L2","LIB0035","ADA67","ADA67E1","EHI00651",20,18.7,0.93,10,8
"ACP13E1L2","LIB0035","ACP13","ACP13E1","EHI00581",22,12.2,0.56,10,10
"AAM53E2L3","LIB0035","AAM53","AAM53E2","EHI00663",7.8,8,1.03,5,12
"ACP12E1L2","LIB0035","ACP12","ACP12E1","EHI00597",18.7,6.4,0.34,5,12
"ADA72E1L2","LIB0035","ADA72","ADA72E1","EHI00608",17,17.9,1.05,10,9
"ABS94E1L2","LIB0035","ABS94","ABS94E1","",0,0,1.31,2,22
"ADA65E1L2","LIB0035","ADA65","ADA65E1","EHI00624",18,4.5,0.25,5,11
"ABS92E1L2","LIB0035","ABS92","ABS92E1","EHI00623",20,18.4,0.92,10,21
"C1_EXB0031E1L1","LIB0035","C1_EXB0031","C1_EXB0031E1","",24,0,0,2,26
"ABS26E1L2","LIB0035","ABS26","ABS26E1","EHI00592",20,68.2,3.41,20,12
"ADV55E1L2","LIB0035","ADV55","ADV55E1","EHI00633",19.6,1.7,0.09,5,15
"ADV57E1L2","LIB0035","ADV57","ADV57E1","EHI00596",19.4,0,0,2,19
"ACO91E1L2","LIB0035","ACO91","ACO91E1","EHI00580",16.8,13.6,0.81,10,10
